element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb
Leak_2136,leak,,2385.24448,8.974178507,0.839583438,0.497710461,0.500862162,0.604513791,0.585518144,0.147234942,180532.1554,14677.22656,0.634554751,63,0.025821493,1.08E-05
L813,pipe,0.063,226.458088,8.997575773,0.838621077,0.495597041,0.499967326,0.602242644,0.584308484,0.147234942,180751.5722,14677.23438,0.630786259,,0.002424227,1.07E-05
Leak_525,leak,,1172.959571,8.987569117,0.838878965,0.495949278,0.497907848,0.598680809,0.58807186,0.147234942,180762.5519,14690.59766,0.62227999,110,0.012430883,1.06E-05
Leak_2039,leak,,1199.328255,8.987340975,0.831079438,0.47974639,0.492928264,0.589569719,0.57821112,0.142655865,186663.0194,14696.08203,0.618311757,110,0.012659025,1.06E-05
L854,pipe,0.063,1200.85474,8.987389328,0.833683473,0.47974639,0.492952404,0.599407625,0.583694324,0.142655865,186725.8215,14705.55664,0.626767612,,0.012610672,1.05E-05
Leak_735,leak,,2357.954544,8.9751632,0.839635854,0.497005988,0.500796265,0.604624955,0.585590164,0.147234942,180586.7908,14677.20898,0.634529953,63,0.0248368,1.05E-05
L3147,pipe,0.4,4279.4385,8.955141263,0.910173351,0.616766467,0.358415139,0.729899513,0.740308354,0.199718211,141470.0575,15288.64746,0.773715939,,0.044858737,1.05E-05
L815,pipe,0.05,1023.617,8.989399641,0.836448951,0.496653751,0.498991699,0.600572723,0.583548135,0.147234942,180574.7721,14647.06445,0.632307491,,0.010600359,1.04E-05
Leak_1388,leak,,3748.383973,8.961168151,0.839931482,0.496301515,0.501794328,0.604827041,0.587480606,0.147234942,180624.373,14647.04102,0.636978129,350,0.038831849,1.04E-05
L342,pipe,0.063,1252.76771,8.986996852,0.838667203,0.497005988,0.499921549,0.602734774,0.583977843,0.147234942,180549.7006,14647.15039,0.633075802,,0.013003148,1.04E-05
L145,pipe,0.2,6673.988,8.930829198,0.905929737,0.619936597,0.355197725,0.726357864,0.734109093,0.198309264,141347.9313,15259.09375,0.773194144,,0.069170802,1.04E-05
L1228,pipe,0.1,4662.09,8.951793641,0.841267046,0.495597041,0.502511428,0.606500932,0.587161549,0.147234942,180810.1825,14646.98047,0.636999458,,0.048206359,1.03E-05
Leak_1514,leak,,2409.466672,8.975296368,0.839518442,0.497710461,0.50051334,0.604417501,0.585066212,0.147234942,180539.0291,14647.06641,0.633873911,63,0.024703632,1.03E-05
Leak_2287,leak,,2115.409964,8.978162779,0.839539409,0.496301515,0.500855611,0.604359514,0.585658829,0.147234942,180642.7751,14677.17773,0.634457878,63,0.021837221,1.03E-05
Leak_1219,leak,,2437.754505,8.974769614,0.840015347,0.496301515,0.501970254,0.604437966,0.588600111,0.147234942,180665.5009,14689.97266,0.632022525,75,0.025230386,1.03E-05
Leak_138,leak,,1779.811137,8.981724607,0.837845318,0.496301515,0.499191985,0.599074245,0.589983164,0.147234942,180592.1456,14647.07227,0.620033143,63,0.018275393,1.03E-05
Leak_2215,leak,,2411.412816,8.975262529,0.84014534,0.495597041,0.501019954,0.605000497,0.586171407,0.147234942,180754.6277,14647.15234,0.633078361,63,0.024737471,1.03E-05
Leak_808,leak,,1535.201223,8.984229229,0.831391838,0.495597041,0.49297484,0.588760816,0.579097268,0.147234942,180982.6998,14647.0332,0.61095502,50,0.015770771,1.03E-05
Leak_3397,leak,,1571.675491,8.983838186,0.836306379,0.496301515,0.496701088,0.595479922,0.587057922,0.147234942,180601.5499,14647.04102,0.614051635,60,0.016161814,1.03E-05
L1010,pipe,0.05,729.5845,8.992464907,0.837356799,0.496653751,0.498221706,0.601563805,0.583713246,0.147234942,180575.7066,14677.38477,0.626991503,,0.007535093,1.03E-05
Leak_3143,leak,,2168.319968,8.977620944,0.840254365,0.496301515,0.501404182,0.603497098,0.588323406,0.147234942,180603.0453,14677.16211,0.629462916,40,0.022379056,1.03E-05
L2745,pipe,0.075,2522.03275,8.974128386,0.840386454,0.495949278,0.501812912,0.60474171,0.587545078,0.147234942,180743.4539,14677.24023,0.632439532,,0.025871614,1.03E-05
L379,pipe,0.05,761.3435,8.992203224,0.836853604,0.496301515,0.498642148,0.600498129,0.58434203,0.147234942,180621.6771,14647.21094,0.628929814,,0.007796776,1.02E-05
Leak_2018,leak,,2353.50586,8.975998706,0.839654724,0.496653751,0.500838253,0.604600575,0.585518878,0.147234942,180579.1175,14677.22461,0.634506777,63,0.024001294,1.02E-05
Leak_62,leak,,2499.615614,8.974379277,0.839610695,0.496301515,0.50099524,0.604687638,0.585874679,0.147234942,180607.8974,14677.22461,0.63512331,110,0.025620723,1.02E-05
L2799,pipe,0.15,456.73775,8.995380511,0.902847666,0.588235294,0.357248053,0.717072479,0.728136217,0.187742163,151385.5464,15142.17871,0.758569823,,0.004619489,1.01E-05
Leak_2786,leak,,744.5289006,8.99247439,0.835522233,0.479394153,0.495491113,0.599517783,0.583528793,0.142303628,186835.4176,14711.75781,0.630921697,60,0.00752561,1.01E-05
Leak_2241,leak,,2396.706241,8.975748239,0.840208239,0.490313491,0.501209836,0.605234344,0.586314241,0.146882705,181914.3701,14677.22461,0.63401188,63,0.024251761,1.01E-05
Leak_292,leak,,2413.619799,8.975612701,0.840361294,0.497005988,0.50129571,0.604177726,0.58588967,0.147234942,180559.6739,14677.10352,0.632795236,75,0.024387299,1.01E-05
Leak_1323,leak,,2407.215212,8.975759949,0.838377866,0.497710461,0.50030108,0.603887067,0.586234045,0.147234942,180493.2485,14647.21289,0.63464809,32,0.024240051,1.01E-05
Leak_2542,leak,,2285.951166,8.976999817,0.840650632,0.496301515,0.501452639,0.603634096,0.587680102,0.147234942,180717.996,14677.125,0.63047856,100,0.023000183,1.01E-05
Leak_3514,leak,,2083.537355,8.978980006,0.839818263,0.496653751,0.50129989,0.603151416,0.588810614,0.147234942,180538.9397,14677.28711,0.62830864,110,0.021019994,1.01E-05
L165,pipe,0.05,780.364,8.992187565,0.838843322,0.496301515,0.499933801,0.603737823,0.584860793,0.147587179,180652.2223,14677.23438,0.631710344,,0.007812435,1.00E-05
Leak_3280,leak,,2473.012515,8.9753876,0.840034217,0.496301515,0.501103732,0.605132518,0.587646765,0.147234942,180640.1353,14677.38477,0.631864338,60,0.0246124,9.95E-06
Leak_2138,leak,,2404.359922,8.976141308,0.839495379,0.498414935,0.500506516,0.60462104,0.586436371,0.147939415,180337.0912,14677.37695,0.632056859,63,0.023858692,9.92E-06
L61,pipe,0.05,1780.598,8.982362071,0.90031282,0.521662557,0.372773858,0.707913579,0.712262974,0.153575203,176558.3313,15191.92578,0.727816215,,0.017637929,9.91E-06
L231,pipe,0.05,1122.2095,8.988890225,0.839229105,0.496301515,0.50001455,0.604054875,0.585776818,0.147234942,180630.9406,14677.38281,0.630671552,,0.011109775,9.90E-06
L2361,pipe,0.075,3858.3615,8.961941283,0.840306781,0.497710461,0.500447012,0.605111829,0.585809264,0.147234942,180485.6033,14648.64453,0.635784351,,0.038058717,9.86E-06
Leak_823,leak,,2398.408042,8.976348087,0.839614888,0.438182459,0.501199577,0.60474322,0.584786624,0.144417048,193022.7045,14646.99219,0.635789102,75,0.023651913,9.86E-06
Leak_1730,leak,,1728.903389,8.982954909,0.830272229,0.478689679,0.490738528,0.589857471,0.577203891,0.142655865,186787.6972,14711.40625,0.619279833,140,0.017045091,9.86E-06
Leak_3090,leak,,1506.403431,8.98517769,0.83408603,0.496301515,0.495150359,0.592260918,0.582402579,0.147234942,180617.623,14647.07813,0.613740647,75,0.01482231,9.84E-06
Leak_1242,leak,,2320.154781,8.977362641,0.840537413,0.496301515,0.501443565,0.604288275,0.586520132,0.147234942,180706.5307,14677.12305,0.631898227,50,0.022637359,9.76E-06
Leak_3388,leak,,2427.3542,8.976322288,0.839482799,0.499119408,0.500440446,0.604388312,0.586636915,0.147587179,180338.7303,14677.38477,0.631698013,63,0.023677712,9.75E-06
L341,pipe,0.063,2567.635086,8.974992526,0.839627468,0.496301515,0.500983839,0.604529168,0.585619203,0.147234942,180615.2683,14647.07031,0.634490734,,0.025007474,9.74E-06
L703,pipe,0.063,1875.72335,8.981732891,0.839587631,0.497358225,0.501270695,0.603615476,0.586369907,0.147234942,180504.1967,14677.23633,0.632037472,,0.018267109,9.74E-06
Leak_1217,leak,,2486.114564,8.975815415,0.839640048,0.496653751,0.500715658,0.604638431,0.585524958,0.147234942,180624.0959,14677.21289,0.634658682,63,0.024184585,9.73E-06
Leak_135,leak,,2422.507748,8.976452852,0.839581342,0.496653751,0.50080579,0.604512001,0.5856853,0.147234942,180582.0322,14677.21094,0.634447144,75,0.023547148,9.72E-06
Leak_752,leak,,2420.714147,8.976463381,0.863149751,0.524480451,0.417066528,0.64730921,0.639339808,0.152518492,173983.5831,14806.75684,0.671053401,110,0.023536619,9.72E-06
Leak_3111,leak,,2457.88263,8.976177369,0.839520539,0.497005988,0.500705981,0.604541302,0.585477207,0.147234942,180543.9365,14677.23828,0.634511464,110,0.023822631,9.69E-06
L116,pipe,0.125,2037.24625,8.980269388,0.898731948,0.546319126,0.370108964,0.703589588,0.710677909,0.160619937,167417.7081,15346.625,0.731617699,,0.019730612,9.68E-06
Leak_1649,leak,,2389.062248,8.976894981,0.839279424,0.496653751,0.500858352,0.604167885,0.584905923,0.147234942,180661.4718,14677.2207,0.63584145,63,0.023105019,9.67E-06
L408,pipe,0.05,640.415,8.993821582,0.837400829,0.496301515,0.49945443,0.601695659,0.58516575,0.147234942,180695.1394,14647.18945,0.630980933,,0.006178418,9.65E-06
Leak_1860,leak,,2451.649536,8.97639441,0.840176789,0.491017964,0.502109922,0.604644861,0.587849354,0.147234942,181722.1262,14681.33203,0.633070655,63,0.02360559,9.63E-06
L634,pipe,0.05,2110.5775,8.979678732,0.832490481,0.497710461,0.493074475,0.592839273,0.580838376,0.147587179,180487.5591,14704.98047,0.622512879,,0.020321268,9.63E-06
Leak_1564,leak,,2447.832759,8.976443174,0.839273134,0.495597041,0.501281932,0.604174483,0.586988313,0.147234942,180687.4998,14647.06445,0.634540429,63,0.023556826,9.62E-06
L1638,pipe,0.3,3574.1875,8.965767517,0.908651185,0.593166608,0.358269494,0.728130674,0.737474368,0.189503346,150301.7902,15326.9375,0.775353143,,0.034232483,9.58E-06
Leak_2875,leak,,2287.940813,8.978134242,0.840325651,0.495597041,0.50119583,0.604332841,0.587541199,0.147234942,180674.1785,14679.61719,0.631643055,32,0.021865758,9.56E-06
Leak_317,leak,,2259.527805,8.978429028,0.83937587,0.500176118,0.500492226,0.602111126,0.586621715,0.147939415,180136.874,14677.0957,0.628413878,110,0.021570972,9.55E-06
Leak_211,leak,,960.9969543,8.990849376,0.835295795,0.483268757,0.494679827,0.598333897,0.582892566,0.144064812,185903.4877,14711.36719,0.628891968,75,0.009150624,9.52E-06
L240,pipe,0.063,1456.109834,8.986144801,0.837939667,0.496653751,0.50016898,0.602551644,0.586460273,0.147587179,180578.7259,14647.21289,0.632634595,,0.013855199,9.52E-06
Leak_3474,leak,,2294.726205,8.978231765,0.840262752,0.495597041,0.501579103,0.604333736,0.585885687,0.147234942,180748.6989,14677.17383,0.63332965,63,0.021768235,9.49E-06
Leak_189,leak,,2466.643951,8.97662839,0.839598115,0.496653751,0.500823826,0.604524191,0.58566774,0.147234942,180631.4223,14679.52344,0.634491686,110,0.02337161,9.48E-06
L1518,pipe,0.075,2596.797,8.97540349,0.832268237,0.498767172,0.493363926,0.591847687,0.578761175,0.147587179,180380.9319,14647.02344,0.616908063,,0.02459651,9.47E-06
Leak_737,leak,,2377.744489,8.97753639,0.838667203,0.497005988,0.500745979,0.603343549,0.586339244,0.147234942,180595.4336,14647.01953,0.63512177,125,0.02246361,9.45E-06
L297,pipe,0.05,1358.308,8.987197319,0.893630806,0.54385347,0.369949505,0.695684527,0.698351197,0.1602677,168250.7873,15318.26758,0.714525496,,0.012802681,9.43E-06
Leak_114,leak,,1621.283651,8.984739199,0.833559771,0.496653751,0.494229424,0.594600955,0.581138825,0.147234942,180605.8857,14692.30078,0.622588658,75,0.015260801,9.41E-06
Leak_1677,leak,,2537.362655,8.976448646,0.839554085,0.497358225,0.499544175,0.604377128,0.585756009,0.147234942,180549.3493,14678.76758,0.634031427,90,0.023551354,9.28E-06
Leak_305,leak,,2280.027904,8.978875663,0.839996478,0.496653751,0.501482526,0.604194949,0.586646245,0.147234942,180632.8174,14677.14453,0.632145965,75,0.021124337,9.26E-06
L1199,pipe,0.25,2849.88,8.97361094,0.83865672,0.493483621,0.496400612,0.607833726,0.584959336,0.146882705,181302.232,14680.10156,0.634265372,,0.02638906,9.26E-06
Leak_2248,leak,,2449.105634,8.977388186,0.839474413,0.497710461,0.500630849,0.604296942,0.585146094,0.147234942,180470.9972,14677.22852,0.633934356,63,0.022611814,9.23E-06
L2090,pipe,0.8,1829,8.983120981,0.908569416,0.6132441,0.356868633,0.729412863,0.740934622,0.198309264,142869.0602,15248.8418,0.769327672,,0.016879019,9.23E-06
Leak_2540,leak,,2282.379359,8.97906803,0.839845519,0.498062698,0.500972306,0.60350392,0.586936683,0.147234942,180435.8209,14677.09961,0.629881086,100,0.02093197,9.17E-06
Leak_695,leak,,1845.705526,8.9830868,0.837920797,0.497710461,0.499133445,0.601597691,0.587857164,0.147234942,180438.713,14646.95898,0.628413809,110,0.0169132,9.16E-06
L1780,pipe,0.05,2124.014,8.980546216,0.839761653,0.496653751,0.500869287,0.604336197,0.58601788,0.147234942,180691.7336,14677.30859,0.632618982,,0.019453784,9.16E-06
Leak_774,leak,,2503.269543,8.977169315,0.839619081,0.496301515,0.500730414,0.604629148,0.585442875,0.147234942,180662.2701,14677.21289,0.634624111,90,0.022830685,9.12E-06
Leak_1530,leak,,2469.482028,8.977507654,0.840505963,0.496301515,0.501437367,0.603384816,0.58732472,0.147234942,180750.5849,14646.9668,0.629880753,75,0.022492346,9.11E-06
L646,pipe,0.125,4472.815,8.959401341,0.840334038,0.496653751,0.502295404,0.605532832,0.587867962,0.147234942,180620.8686,14647.0957,0.635446102,,0.040598659,9.08E-06
L1079,pipe,0.05,833.9355,8.992459124,0.838499472,0.497358225,0.499675105,0.602219718,0.585323261,0.147234942,180486.217,14677.38281,0.628073905,,0.007540876,9.04E-06
L715,pipe,0.1,947.763,8.991436627,0.838652527,0.497358225,0.50005288,0.602363426,0.585847213,0.147234942,180529.7891,14677.38477,0.628653532,,0.008563373,9.04E-06
Leak_2067,leak,,1644.383327,8.98517744,0.837763549,0.496653751,0.498726222,0.599581473,0.588321728,0.147234942,180787.9319,14647.01758,0.621118323,90,0.01482256,9.01E-06
Leak_1439,leak,,2209.55665,8.980106577,0.839227008,0.497358225,0.500736281,0.602852313,0.584336264,0.147234942,180490.6446,14662.07617,0.634755608,63,0.019893423,9.00E-06
L214,pipe,0.05,1596.8495,8.985713356,0.83906976,0.496301515,0.50042187,0.604079927,0.585724874,0.147234942,180617.8889,14677.23438,0.632900656,,0.014286644,8.95E-06
L474,pipe,0.063,1961.526674,8.982459268,0.839543602,0.495597041,0.50071591,0.604561544,0.586853027,0.147234942,180851.4422,14690.0918,0.632598571,,0.017540732,8.94E-06
Leak_2692,leak,,2325.563948,8.979258592,0.839856002,0.495949278,0.50125009,0.603446157,0.588160024,0.147234942,180720.828,14647.04492,0.631613409,75,0.020741408,8.92E-06
Leak_2824,leak,,1462.521852,8.986988901,0.836516044,0.496301515,0.498244414,0.599565089,0.587146453,0.147234942,180650.9759,14647.03906,0.626528714,20,0.013011099,8.90E-06
Leak_2405,leak,,2250.960523,8.979965431,0.832211627,0.496653751,0.493078593,0.589388546,0.580510617,0.147234942,180551.8945,14647.05469,0.609049603,75,0.020034569,8.90E-06
Leak_1270,leak,,1468.252149,8.986951513,0.835409014,0.496653751,0.496441598,0.597274819,0.584274938,0.147234942,180598.6144,14646.93555,0.625639259,75,0.013048487,8.89E-06
Leak_3243,leak,,2434.272057,8.978384981,0.839472316,0.498062698,0.500435213,0.604503054,0.586415195,0.147234942,180400.5123,14677.35938,0.631949113,32,0.021615019,8.88E-06
Leak_3419,leak,,1726.457314,8.98473036,0.839258458,0.496653751,0.499815238,0.602375225,0.588266744,0.147587179,180524.2964,14677.20313,0.628762451,40,0.01526964,8.84E-06
Leak_3494,leak,,2537.576596,8.977632748,0.839541505,0.496301515,0.500998694,0.604616232,0.587251442,0.147234942,180680.3999,14677.38477,0.633076548,150,0.022367252,8.81E-06
L1752,pipe,0.2,2251.286,8.980245069,0.906879518,0.611482917,0.361427922,0.721418278,0.734870909,0.19654808,143917.0575,15140.86328,0.761250974,,0.019754931,8.77E-06
L1029,pipe,0.1,3075.975,8.973032562,0.839862292,0.496301515,0.501291216,0.605191287,0.587366391,0.147234942,180592.2744,14677.29883,0.633220922,,0.026967438,8.77E-06
L2846,pipe,0.125,6051.2475,8.947053411,0.916396199,0.575554773,0.356725964,0.736595246,0.750672814,0.175413878,154830.3539,15277.30078,0.7773219,,0.052946589,8.75E-06
L1818,pipe,0.075,2604.03225,8.977246339,0.839491186,0.497710461,0.500310233,0.604214296,0.584693952,0.147234942,180473.5657,14647.04883,0.633272288,,0.022753661,8.74E-06
Leak_1870,leak,,2487.786991,8.97824498,0.839516345,0.496301515,0.501518757,0.604049396,0.587979451,0.147234942,180609.7847,14677.26758,0.632640629,110,0.02175502,8.74E-06
L1353,pipe,0.05,821.0225,8.992867219,0.836878763,0.496653751,0.498121049,0.600426946,0.583889574,0.147234942,180666.1823,14690.11914,0.62570497,,0.007132781,8.69E-06
