,1,2,3,4,5,6,7,8,9,normalized,total_demand,total_supply
"(('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G2', 'morning'))",0.8829,0.4551,0.3075,0.7034,0.6846,0.1265,207183.9488,17134.7539,0.7202,8.949525002079309,23.99414825439453,38.33909225463867
"(('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G3', 'night'))",0.8835,0.4695,0.3081,0.7042,0.6856,0.1162,203551.8742,17134.5137,0.7222,8.951377733790684,24.018856048583984,38.333213806152344
"(('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G3', 'morning'))",0.8837,0.4752,0.3083,0.7042,0.6863,0.1198,202909.6458,17133.7773,0.7205,8.951995311027808,24.019023895263672,38.339359283447266
"(('V_CO', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'))",0.8833,0.4614,0.3071,0.7035,0.6844,0.1187,205776.6608,17135.1816,0.7201,8.94828984760506,23.9947509765625,38.34269332885742
"(('V_CO', 'morning'), ('V_G2', 'night'), ('V_G3', 'night'))",0.8802,0.429,0.317,0.6919,0.7027,0.1113,213438.0639,17107.875,0.7122,8.978859920842735,23.599323272705078,38.29661178588867
"(('V_CO', 'morning'), ('V_G2', 'night'), ('V_G3', 'morning'))",0.8802,0.4287,0.3054,0.6956,0.6826,0.111,213574.6098,17131.832,0.711,8.9430404410895,23.727760314941406,38.34666442871094
"(('V_CO', 'morning'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.8833,0.4593,0.3066,0.7038,0.6853,0.1159,205705.6318,17145.7969,0.7209,8.946745904512248,24.005741119384766,38.48318862915039
"(('V_CO', 'morning'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.8824,0.4364,0.3069,0.7026,0.6846,0.1117,211510.368,17135.0,0.7198,8.947672270367935,23.96554946899414,38.34239959716797
"(('V_CO', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8833,0.4614,0.3071,0.7035,0.6844,0.1187,205776.6608,17135.1816,0.7201,8.94828984760506,23.9947509765625,38.34269332885742
"(('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'))",0.923,0.726,0.3265,0.7399,0.7612,0.3174,118025.2318,16768.1543,0.7563,8.985015480458971,25.236557006835938,42.24979019165039
"(('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'morning'))",0.924,0.726,0.3252,0.7468,0.7599,0.3174,118373.2224,16759.8359,0.7644,8.95492394665439,25.473861694335938,42.23239517211914
"(('V_G1', 'night'), ('V_G1', 'morning'), ('V_G3', 'night'))",0.9242,0.7256,0.3255,0.742,0.7598,0.3163,118298.0971,16804.1367,0.7584,8.981561125497944,25.311315536499023,42.30355453491211
"(('V_G1', 'night'), ('V_G1', 'morning'), ('V_G3', 'morning'))",0.9277,0.7228,0.3312,0.7524,0.7669,0.3153,119372.7755,16771.4199,0.7712,8.828145050071605,25.663043975830078,42.2435302734375
"(('V_G1', 'night'), ('V_G2', 'night'), ('V_G2', 'morning'))",0.92,0.7496,0.3215,0.7406,0.754,0.323,109653.0585,16795.5039,0.7565,8.953969007718674,25.262462615966797,42.28614044189453
"(('V_G1', 'night'), ('V_G2', 'night'), ('V_G3', 'night'))",0.8948,0.752,0.3525,0.6796,0.7863,0.5389,112134.2523,16154.3701,0.721,8.492333974477699,23.181379318237305,41.27952575683594
"(('V_G1', 'night'), ('V_G2', 'night'), ('V_G3', 'morning'))",0.9192,0.7443,0.3277,0.7355,0.7628,0.3226,111434.8452,16764.459,0.7567,8.974901561385934,25.088220596313477,42.21955108642578
"(('V_G1', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.9207,0.7256,0.325,0.7482,0.7599,0.3177,118299.3692,16757.0137,0.7699,8.933874970254127,25.521133422851562,42.21945571899414
"(('V_G1', 'night'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.924,0.7207,0.3287,0.7482,0.7646,0.3177,120842.4883,16746.4551,0.7673,8.91715804071504,25.52230453491211,42.20684814453125
"(('V_G1', 'night'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.92,0.7496,0.3215,0.7406,0.754,0.323,109653.0585,16795.5039,0.7565,8.953969007718674,25.262462615966797,42.28614044189453
"(('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'))",0.9242,0.7436,0.3256,0.7468,0.7606,0.3223,111259.7533,16793.5039,0.7637,8.953617053758988,25.47210693359375,42.282066345214844
"(('V_G1', 'morning'), ('V_G2', 'night'), ('V_G3', 'night'))",0.918,0.7203,0.3319,0.7303,0.7682,0.317,120391.3463,16659.2539,0.7546,8.949626540958882,24.911693572998047,42.09261703491211
"(('V_G1', 'morning'), ('V_G2', 'night'), ('V_G3', 'morning'))",0.9212,0.7471,0.3256,0.7418,0.7599,0.3234,110215.8721,16779.8516,0.7593,8.966511913044476,25.303144454956055,42.25675582885742
"(('V_G1', 'morning'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.9187,0.7217,0.3219,0.7428,0.7556,0.317,120724.9794,16766.7754,0.7604,8.991639196199053,25.33763885498047,42.23884201049805
"(('V_G1', 'morning'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.9011,0.7242,0.3222,0.7364,0.7552,0.3269,124863.715,16608.2539,0.7605,8.975910859307893,25.119049072265625,42.01584243774414
"(('V_G1', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.9242,0.7436,0.3256,0.7468,0.7606,0.3223,111259.7533,16793.5039,0.7637,8.953617053758988,25.47210693359375,42.282066345214844
"(('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.9242,0.7256,0.3255,0.742,0.7598,0.3163,118298.0971,16804.1367,0.7584,8.981561125497944,25.311315536499023,42.30355453491211
"(('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.9277,0.7228,0.3312,0.7524,0.7669,0.3153,119372.7755,16771.4199,0.7712,8.828145050071605,25.663043975830078,42.2435302734375
"(('V_G2', 'night'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.923,0.726,0.3265,0.7399,0.7612,0.3174,118025.2318,16768.1543,0.7563,8.985015480458971,25.236557006835938,42.24979019165039
"(('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.924,0.726,0.3252,0.7468,0.7599,0.3174,118373.2224,16759.8359,0.7644,8.95492394665439,25.473861694335938,42.23239517211914
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G1', 'morning'))",0.926,0.7464,0.3224,0.7462,0.7639,0.3216,110644.7192,16744.0391,0.7616,8.904547886657904,25.453880310058594,42.90092849731445
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G2', 'night'))",0.9252,0.7485,0.3301,0.7449,0.7738,0.3234,110317.7901,16637.3066,0.7699,8.829963648035493,25.408489227294922,42.70896530151367
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G2', 'morning'))",0.9256,0.7267,0.3243,0.7537,0.7675,0.3177,118011.3048,16698.9004,0.7747,8.829097062264246,25.70939064025879,42.820159912109375
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G3', 'night'))",0.9254,0.727,0.3266,0.7487,0.7697,0.3188,117817.4487,16684.7695,0.7694,8.863435407705417,25.537668228149414,42.80099105834961
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'night'), ('V_G3', 'morning'))",0.927,0.726,0.328,0.7543,0.7715,0.3177,118743.4608,16721.1367,0.7749,8.792444022218026,25.729995727539062,42.8473014831543
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G2', 'night'))",0.9239,0.7277,0.3246,0.7473,0.7676,0.3181,117684.9219,16717.3086,0.767,8.90911291158274,25.49152374267578,42.84275436401367
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G2', 'morning'))",0.9245,0.7478,0.3234,0.7501,0.7651,0.3234,110267.3086,16674.0801,0.7687,8.86277070589096,25.586820602416992,42.78330612182617
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G3', 'night'))",0.9254,0.7471,0.3231,0.7515,0.7652,0.3226,110590.9495,16710.1914,0.7695,8.849838222131746,25.633317947387695,42.846405029296875
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G1', 'morning'), ('V_G3', 'morning'))",0.9246,0.726,0.3222,0.7504,0.7642,0.317,118844.3436,16721.7188,0.7666,8.898727589592896,25.594680786132812,42.87248611450195
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'))",0.926,0.7464,0.3224,0.7462,0.7639,0.3216,110644.7192,16744.0391,0.7616,8.904547886657904,25.453880310058594,42.90092849731445
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G2', 'night'), ('V_G3', 'night'))",0.9202,0.7436,0.3311,0.7363,0.7731,0.4822,111314.6386,16555.959,0.7633,8.673723416115758,25.113845825195312,42.60070037841797
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G2', 'night'), ('V_G3', 'morning'))",0.9238,0.7489,0.324,0.7506,0.7662,0.3244,110173.4248,16720.4648,0.7709,8.853777057967124,25.604305267333984,42.84954833984375
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.9283,0.7274,0.3268,0.7548,0.7697,0.3177,117916.0839,16707.8457,0.7745,8.781817965851747,25.746654510498047,42.832820892333984
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.9262,0.7217,0.3251,0.7488,0.767,0.3184,120532.7168,16675.666,0.7655,8.879456650292278,25.54153823852539,42.80133819580078
"(('V_CO', 'night'), ('V_CO', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.926,0.7464,0.3224,0.7462,0.7639,0.3216,110644.7192,16744.0391,0.7616,8.904547886657904,25.453880310058594,42.90092849731445
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'))",0.8912,0.6738,0.3197,0.6925,0.6812,0.2103,131274.9098,16955.2285,0.7024,8.987197213543919,23.621959686279297,38.6236572265625
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G2', 'morning'))",0.8947,0.6692,0.3234,0.6988,0.69,0.2124,132524.0591,16938.8906,0.7085,8.998622392430727,23.83442497253418,38.610206604003906
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G3', 'night'))",0.8916,0.6777,0.3198,0.6922,0.6791,0.2135,130971.1297,16958.7168,0.7018,8.987506002162482,23.60970115661621,38.62253952026367
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G1', 'morning'), ('V_G3', 'morning'))",0.8948,0.6601,0.3247,0.6968,0.6869,0.2011,134957.1225,16965.5469,0.7052,9.0,23.769489288330078,38.6386833190918
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G2', 'night'), ('V_G2', 'morning'))",0.8905,0.6619,0.3186,0.6928,0.678,0.2096,134725.8739,16947.1426,0.7014,8.983800538739734,23.632816314697266,38.6117057800293
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G2', 'night'), ('V_G3', 'night'))",0.8697,0.6918,0.3369,0.6518,0.7232,0.3117,136315.0811,16841.5801,0.6675,9.0,22.231218338012695,38.46171569824219
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G2', 'night'), ('V_G3', 'morning'))",0.8928,0.6576,0.3261,0.6911,0.6883,0.1997,134837.125,16953.8535,0.7025,9.0,23.574848175048828,38.58978271484375
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.8905,0.6594,0.321,0.6885,0.681,0.2029,134210.8043,16943.5234,0.6984,8.99121146558523,23.485437393188477,38.609901428222656
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.8924,0.6707,0.3232,0.6938,0.6836,0.2142,133330.1369,16943.8418,0.7031,8.998004815193603,23.664573669433594,38.602203369140625
"(('V_CO', 'night'), ('V_G1', 'night'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8905,0.6619,0.3186,0.6928,0.678,0.2096,134725.8739,16947.1426,0.7014,8.983800538739734,23.632816314697266,38.6117057800293
"(('V_CO', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G2', 'morning'))",0.8902,0.6876,0.3182,0.6947,0.6767,0.2205,126598.4366,16969.5,0.7024,8.982565384265484,23.696659088134766,38.634769439697266
"(('V_CO', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G3', 'night'))",0.8854,0.6939,0.322,0.6807,0.6893,0.2374,126630.4361,16943.9961,0.6931,8.994299351770854,23.218017578125,38.60329055786133
"(('V_CO', 'night'), ('V_G1', 'morning'), ('V_G2', 'night'), ('V_G3', 'morning'))",0.8897,0.6914,0.3198,0.6918,0.6792,0.2209,125098.2992,16956.373,0.7007,8.987506002162482,23.598587036132812,38.60984420776367
"(('V_CO', 'night'), ('V_G1', 'morning'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.8893,0.5872,0.3216,0.6905,0.683,0.1892,147986.724,16937.9609,0.702,8.993064197296604,23.553911209106445,38.57987976074219
"(('V_CO', 'night'), ('V_G1', 'morning'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.8758,0.6668,0.3222,0.6896,0.6856,0.2223,140209.298,16868.9883,0.7058,8.994916929007978,23.521541595458984,38.462955474853516
"(('V_CO', 'night'), ('V_G1', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8902,0.6876,0.3182,0.6947,0.6767,0.2205,126598.4366,16969.5,0.7024,8.982565384265484,23.696659088134766,38.634769439697266
"(('V_CO', 'night'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'))",0.8916,0.6777,0.3198,0.6922,0.6791,0.2135,130971.1297,16958.7168,0.7018,8.987506002162482,23.60970115661621,38.62253952026367
"(('V_CO', 'night'), ('V_G2', 'night'), ('V_G2', 'morning'), ('V_G3', 'morning'))",0.8948,0.6601,0.3247,0.6968,0.6869,0.2011,134957.1225,16965.5469,0.7052,9.0,23.769489288330078,38.6386833190918
"(('V_CO', 'night'), ('V_G2', 'night'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8912,0.6738,0.3197,0.6925,0.6812,0.2103,131274.9098,16955.2285,0.7024,8.987197213543919,23.621959686279297,38.6236572265625
"(('V_CO', 'night'), ('V_G2', 'morning'), ('V_G3', 'night'), ('V_G3', 'morning'))",0.8947,0.6692,0.3234,0.6988,0.69,0.2124,132524.0591,16938.8906,0.7085,8.998622392430727,23.83442497253418,38.610206604003906
