,"('CV1', 'day')","('CV1', 'night')","('CV6', 'day')","('CV6', 'night')","('CV12', 'day')","('CV12', 'night')","('V_TR', 'day')","('V_TR', 'night')",1,2,3,4,5,6,7,8,9
44,0,0,1,0,1,1,0,0,0.9238,0.6696,0.3719,0.7485,0.7262,0.2159,133903.4044,14581.1631,0.7791
45,0,0,1,0,1,1,0,1,0.917,0.6774,0.3503,0.7334,0.7223,0.2201,132153.087,14934.6494,0.7674
46,0,0,1,0,1,1,1,0,0.9248,0.758,0.3662,0.7384,0.7784,0.5072,104770.0886,15853.9297,0.7541
47,0,0,1,0,1,1,1,1,0.9156,0.771,0.3447,0.7219,0.7591,0.5336,98646.6383,15914.0664,0.7307
48,0,0,1,1,0,0,0,0,0.8628,0.6048,0.3474,0.6923,0.6148,0.2194,138256.2534,14750.9258,0.633
49,0,0,1,1,0,0,0,1,0.8725,0.5981,0.3488,0.7062,0.6429,0.2156,141270.144,15038.2227,0.6972
50,0,0,1,1,0,0,1,0,0.9217,0.64,0.3685,0.7334,0.7696,0.2219,131898.3816,16316.8516,0.7609
51,0,0,1,1,0,0,1,1,0.9199,0.6601,0.3693,0.7319,0.7713,0.2275,128766.0948,16054.7432,0.749
52,0,0,1,1,0,1,0,0,0.8709,0.5967,0.3547,0.6969,0.6386,0.2039,144160.5119,14751.3438,0.6537
53,0,0,1,1,0,1,0,1,0.8714,0.5935,0.3328,0.6972,0.6398,0.2106,143702.2612,15317.7598,0.6917
54,0,0,1,1,0,1,1,0,0.9238,0.6316,0.3697,0.7367,0.7736,0.2036,135904.2045,16299.8516,0.7627
55,0,0,1,1,0,1,1,1,0.9163,0.652,0.3494,0.7225,0.76,0.2233,130867.0928,16273.7578,0.7363
56,0,0,1,1,1,0,0,0,0.9179,0.6115,0.3658,0.7447,0.7068,0.1916,147175.1783,14752.1348,0.779
57,0,0,1,1,1,0,0,1,0.9181,0.6386,0.3613,0.7416,0.7226,0.2064,141031.2203,15076.2129,0.7792
58,0,0,1,1,1,0,1,0,0.9236,0.6238,0.3678,0.7324,0.775,0.2149,147698.2854,16280.4609,0.7489
59,0,0,1,1,1,0,1,1,0.9192,0.7172,0.3635,0.7303,0.7692,0.2843,115732.0298,16210.5137,0.7414
60,0,0,1,1,1,1,0,0,0.9265,0.6745,0.3729,0.7488,0.7279,0.2159,132815.6935,14683.376,0.7808
61,0,0,1,1,1,1,0,1,0.9162,0.6777,0.3469,0.733,0.7187,0.218,132042.1569,15369.7236,0.7671
62,0,0,1,1,1,1,1,0,0.9227,0.6143,0.3677,0.7273,0.7757,0.2561,159268.5682,16263.3477,0.7417
63,0,0,1,1,1,1,1,1,0.9177,0.7869,0.3479,0.727,0.7621,0.5502,92637.5133,16449.6074,0.7362
64,0,1,0,0,0,0,0,0,0.8609,0.5527,0.3476,0.6897,0.613,0.2124,149613.6805,14507.2754,0.6259
65,0,1,0,0,0,0,0,1,0.8686,0.5988,0.3467,0.6948,0.6364,0.2152,141313.3516,14392.2383,0.6851
66,0,1,0,0,0,0,1,0,0.9155,0.6386,0.3695,0.7249,0.7616,0.2216,132185.9551,15032.6934,0.7564
67,0,1,0,0,0,0,1,1,0.9148,0.658,0.3701,0.7255,0.7663,0.2275,129322.1012,14688.6504,0.7414
68,0,1,0,0,0,1,0,0,0.8709,0.5935,0.3553,0.6964,0.6388,0.2029,144801.7792,14495.1113,0.6522
69,0,1,0,0,0,1,0,1,0.8666,0.5981,0.3302,0.6837,0.6345,0.212,142720.3501,14690.4062,0.6794
70,0,1,0,0,0,1,1,0,0.9176,0.633,0.3709,0.7278,0.7665,0.2039,135491.4623,15032.6982,0.7552
71,0,1,0,0,0,1,1,1,0.9147,0.6523,0.3562,0.7243,0.7628,0.2233,130626.2109,14984.0371,0.7383
72,0,1,0,0,1,0,0,0,0.9139,0.6097,0.369,0.7455,0.7118,0.1916,147821.548,14501.8281,0.774
73,0,1,0,0,1,0,0,1,0.9116,0.6386,0.3635,0.7335,0.7219,0.2068,140925.259,14468.1152,0.7651
74,0,1,0,0,1,0,1,0,0.9208,0.6372,0.3723,0.7333,0.7746,0.2177,141349.8159,15016.7607,0.75
75,0,1,0,0,1,0,1,1,0.9222,0.7732,0.3761,0.7381,0.7791,0.5389,97313.8971,14742.5449,0.7535
76,0,1,0,0,1,1,0,0,0.9205,0.6703,0.3737,0.7453,0.7281,0.2166,133679.7317,14476.6494,0.7704
77,0,1,0,0,1,1,0,1,0.9128,0.6742,0.3548,0.7296,0.7263,0.2187,132762.6509,14731.1211,0.7588
78,0,1,0,0,1,1,1,0,0.9215,0.7288,0.3728,0.7318,0.7779,0.4797,119950.8417,15016.7588,0.7452
79,0,1,0,0,1,1,1,1,0.9104,0.7732,0.3481,0.7146,0.7546,0.5379,97496.9487,15083.7871,0.7194
80,0,1,0,1,0,0,0,0,0.8614,0.6037,0.3469,0.6905,0.6128,0.2194,138588.11,14647.0566,0.6278
81,0,1,0,1,0,0,0,1,0.8714,0.6009,0.3497,0.7046,0.6408,0.2156,140643.2911,14766.7744,0.6921
82,0,1,0,1,0,0,1,0,0.9205,0.639,0.3747,0.7313,0.7719,0.2209,132295.7275,15378.6377,0.7598
83,0,1,0,1,0,0,1,1,0.9151,0.6478,0.3711,0.7257,0.7669,0.2272,131288.1746,15075.2314,0.7416
84,0,1,0,1,0,1,0,0,0.871,0.5928,0.355,0.6965,0.639,0.2029,144983.5324,14624.1055,0.6526
85,0,1,0,1,0,1,0,1,0.8709,0.5939,0.3335,0.6966,0.6395,0.2103,143357.4858,15052.6592,0.6899
86,0,1,0,1,0,1,1,0,0.9223,0.6245,0.3759,0.734,0.776,0.2036,137508.9196,15378.4932,0.7595
87,0,1,0,1,0,1,1,1,0.9153,0.6583,0.3538,0.7269,0.7614,0.2275,129200.3765,15405.4492,0.7436
88,0,1,0,1,1,0,0,0,0.9131,0.6122,0.3675,0.7438,0.7102,0.1916,147064.2834,14631.1943,0.7729
89,0,1,0,1,1,0,0,1,0.9113,0.6379,0.3606,0.7346,0.7211,0.2068,140958.1944,14812.001,0.7658
90,0,1,0,1,1,0,1,0,0.92,0.639,0.3699,0.7312,0.7728,0.2187,140986.5463,15367.5234,0.7471
91,0,1,0,1,1,0,1,1,0.9211,0.7732,0.3731,0.7369,0.7771,0.5389,97301.6444,15140.2012,0.7517
92,0,1,0,1,1,1,0,0,0.921,0.6703,0.374,0.7462,0.7296,0.2166,133645.5683,14584.1133,0.7721
93,0,1,0,1,1,1,0,1,0.911,0.6742,0.3487,0.7304,0.7203,0.2187,132772.9506,15093.6113,0.7591
94,0,1,0,1,1,1,1,0,0.9226,0.7281,0.3723,0.735,0.7788,0.4812,119889.4829,15349.6533,0.7497
95,0,1,0,1,1,1,1,1,0.9159,0.7732,0.3533,0.7267,0.763,0.5382,97428.8686,15488.9287,0.737
96,0,1,1,0,0,0,0,0,0.8606,0.6073,0.3449,0.6874,0.6116,0.2212,137775.9157,14628.6758,0.6218
97,0,1,1,0,0,0,0,1,0.8661,0.5985,0.3425,0.6897,0.6324,0.2152,141373.3308,14646.1787,0.6788
98,0,1,1,0,0,0,1,0,0.9152,0.6372,0.362,0.7174,0.7581,0.2216,132715.9326,15877.918,0.7465
99,0,1,1,0,0,0,1,1,0.918,0.6587,0.365,0.7277,0.7659,0.2282,129065.3862,15607.7012,0.7465
100,0,1,1,0,0,1,0,0,0.87,0.5977,0.3527,0.695,0.6357,0.2043,143743.6601,14595.918,0.6473
101,0,1,1,0,0,1,0,1,0.8668,0.5939,0.3277,0.6836,0.6347,0.2106,143414.1898,14959.9346,0.6816
102,0,1,1,0,0,1,1,0,0.9194,0.6213,0.3637,0.725,0.766,0.1987,141613.3556,15895.8379,0.7479
103,0,1,1,0,0,1,1,1,0.9175,0.653,0.3506,0.7264,0.7616,0.2233,130447.7564,15839.0195,0.744
104,0,1,1,0,1,0,0,0,0.918,0.6115,0.365,0.7449,0.7055,0.1916,147160.9609,14605.709,0.7779
105,0,1,1,0,1,0,0,1,0.9174,0.6386,0.3603,0.739,0.7215,0.2064,141037.0201,14743.3076,0.7765
106,0,1,1,0,1,0,1,0,0.9199,0.6182,0.3619,0.7251,0.7668,0.2032,146916.6338,15759.3037,0.7416
107,0,1,1,0,1,0,1,1,0.9238,0.7175,0.3647,0.7385,0.7743,0.286,115619.4416,15713.3105,0.7537
108,0,1,1,0,1,1,0,0,0.9263,0.6745,0.3711,0.7485,0.7273,0.2159,132823.7781,14597.4219,0.78
109,0,1,1,0,1,1,0,1,0.915,0.6777,0.3463,0.7256,0.7178,0.218,132053.5872,14942.9492,0.7584
110,0,1,1,0,1,1,1,0,0.9242,0.6742,0.3644,0.7329,0.775,0.3688,138140.4081,15662.4883,0.7501
111,0,1,1,0,1,1,1,1,0.9169,0.7858,0.3446,0.7229,0.7605,0.5463,93304.4412,15950.0879,0.731
112,0,1,1,1,0,0,0,0,0.8622,0.6044,0.3476,0.6918,0.6149,0.2194,138127.8444,14768.0371,0.6316
113,0,1,1,1,0,0,0,1,0.8708,0.5365,0.3479,0.7042,0.6399,0.2011,153507.108,15038.1025,0.6941
114,0,1,1,1,0,0,1,0,0.9218,0.6414,0.3685,0.7334,0.7697,0.2219,131705.9045,16316.8418,0.7609
115,0,1,1,1,0,0,1,1,0.9215,0.6604,0.3728,0.7335,0.7742,0.2275,128762.3485,16037.8008,0.7516
116,0,1,1,1,0,1,0,0,0.8712,0.5956,0.3549,0.6972,0.639,0.2043,144196.2262,14751.3418,0.6546
117,0,1,1,1,0,1,0,1,0.8735,0.596,0.3362,0.7004,0.6433,0.212,143173.1831,15333.2715,0.6952
118,0,1,1,1,0,1,1,0,0.9238,0.6316,0.3697,0.7367,0.7737,0.2036,135941.6913,16299.8438,0.7627
119,0,1,1,1,0,1,1,1,0.916,0.6523,0.3482,0.7236,0.7577,0.2233,130646.8861,16346.9814,0.7403
120,0,1,1,1,1,0,0,0,0.9182,0.6083,0.3665,0.7472,0.7071,0.1916,147956.5965,14751.8086,0.782
121,0,1,1,1,1,0,0,1,0.9181,0.6386,0.3613,0.7416,0.7226,0.2064,141038.9363,15076.2051,0.7792
122,0,1,1,1,1,0,1,0,0.9228,0.6294,0.3674,0.7304,0.7734,0.2131,144900.5575,16280.4551,0.7463
123,0,1,1,1,1,0,1,1,0.9194,0.7175,0.3609,0.7329,0.7691,0.285,115648.5891,16244.0977,0.7449
124,0,1,1,1,1,1,0,0,0.9265,0.6745,0.3729,0.7488,0.7279,0.2159,132820.9258,14683.376,0.7808
125,0,1,1,1,1,1,0,1,0.9162,0.6777,0.3469,0.733,0.7187,0.218,132049.8094,15369.7207,0.7672
126,0,1,1,1,1,1,1,0,0.923,0.6678,0.3679,0.7283,0.7763,0.4086,142206.8378,16263.3496,0.7414
127,0,1,1,1,1,1,1,1,0.9177,0.7869,0.3479,0.727,0.7621,0.5502,92641.8764,16449.5996,0.7362
128,1,0,0,0,0,0,0,0,0.86,0.6066,0.3469,0.6888,0.6126,0.2209,137887.3318,14509.8789,0.6265
129,1,0,0,0,0,0,0,1,0.8677,0.5992,0.3468,0.6943,0.636,0.2156,141030.4573,14381.5645,0.6845
130,1,0,0,0,0,0,1,0,0.9153,0.6407,0.3672,0.7216,0.7596,0.2216,131673.8385,15033.8135,0.753
131,1,0,0,0,0,0,1,1,0.9176,0.6566,0.3705,0.7305,0.7679,0.2272,129751.5187,14711.4131,0.7504
132,1,0,0,0,0,1,0,0,0.8684,0.5999,0.3551,0.6962,0.6374,0.2043,142348.9613,14497.5762,0.6517
133,1,0,0,0,0,1,0,1,0.8651,0.5925,0.3309,0.682,0.633,0.2099,144268.0352,14678.7002,0.6777
134,1,0,0,0,0,1,1,0,0.9157,0.6407,0.3677,0.7205,0.7619,0.2216,131662.7046,15033.8223,0.7488
135,1,0,0,0,0,1,1,1,0.9179,0.6523,0.3574,0.7275,0.7652,0.2233,130721.7746,15008.4502,0.7459
136,1,0,0,0,1,0,0,0,0.9178,0.6118,0.3677,0.7479,0.709,0.1916,147156.8752,14504.8086,0.7813
137,1,0,0,0,1,0,0,1,0.9167,0.6386,0.3631,0.7398,0.7204,0.2064,140964.0033,14463.0869,0.7761
138,1,0,0,0,1,0,1,0,0.9214,0.634,0.3698,0.7317,0.7732,0.2138,143281.0606,15038.9746,0.7487
139,1,0,0,0,1,0,1,1,0.9216,0.714,0.37,0.7372,0.7744,0.2846,116290.7331,14793.0322,0.7523
140,1,0,0,0,1,1,0,0,0.9235,0.6696,0.3731,0.7484,0.7265,0.2159,133901.4996,14485.7422,0.7785
141,1,0,0,0,1,1,0,1,0.9163,0.6728,0.3539,0.7313,0.7242,0.218,133169.9898,14721.1172,0.7655
142,1,0,0,0,1,1,1,0,0.9227,0.733,0.3707,0.7327,0.7773,0.4882,116953.9077,15019.5215,0.7472
143,1,0,0,0,1,1,1,1,0.9105,0.7721,0.3451,0.7113,0.7526,0.5379,97613.6174,15099.7051,0.7143
144,1,0,0,1,0,0,0,0,0.8605,0.6069,0.346,0.6885,0.6118,0.2209,137706.4243,14636.3945,0.6257
145,1,0,0,1,0,0,0,1,0.872,0.6016,0.3493,0.7053,0.6428,0.2156,140247.8188,14786.6152,0.6964
146,1,0,0,1,0,0,1,0,0.9217,0.6407,0.3723,0.731,0.7709,0.2209,131728.538,15391.9756,0.7629
147,1,0,0,1,0,0,1,1,0.918,0.653,0.3699,0.7284,0.7682,0.2233,130413.8103,15146.8057,0.7474
148,1,0,0,1,0,1,0,0,0.8706,0.5977,0.3542,0.696,0.637,0.2043,143789.3213,14646.752,0.6506
149,1,0,0,1,0,1,0,1,0.8705,0.5925,0.3317,0.6959,0.638,0.2103,143803.8856,15066.8359,0.6899
150,1,0,0,1,0,1,1,0,0.9177,0.6302,0.366,0.7219,0.7634,0.2025,138090.2676,15392.4238,0.7504
151,1,0,0,1,0,1,1,1,0.9181,0.6527,0.3535,0.7281,0.7626,0.2233,130469.9699,15483.4775,0.7477
152,1,0,0,1,1,0,0,0,0.9187,0.6115,0.3672,0.7473,0.7088,0.1916,147163.752,14636.8711,0.7813
153,1,0,0,1,1,0,0,1,0.9178,0.6386,0.3618,0.7413,0.7228,0.2064,141027.9953,14824.7539,0.7784
154,1,0,0,1,1,0,1,0,0.9223,0.6287,0.3682,0.7325,0.7722,0.2075,142622.4619,15415.2324,0.7518
155,1,0,0,1,1,0,1,1,0.9199,0.7172,0.3648,0.7357,0.7707,0.285,115662.3904,15203.5479,0.7493
156,1,0,0,1,1,1,0,0,0.9262,0.6742,0.3729,0.7486,0.728,0.2159,132855.733,14589.1689,0.7799
157,1,0,0,1,1,1,0,1,0.9159,0.6777,0.3476,0.7328,0.719,0.218,132057.8677,15107.7666,0.7665
158,1,0,0,1,1,1,1,0,0.9249,0.7298,0.3692,0.7351,0.778,0.3364,116246.026,15375.959,0.7507
159,1,0,0,1,1,1,1,1,0.9182,0.7865,0.3506,0.7281,0.7633,0.5453,93693.735,15516.8379,0.7384
160,1,0,1,0,0,0,0,0,0.8589,0.6041,0.3446,0.6873,0.6097,0.2194,138300.3018,14590.5703,0.6209
161,1,0,1,0,0,0,0,1,0.8677,0.5988,0.3456,0.6948,0.6347,0.2152,141294.3269,14587.6699,0.683
162,1,0,1,0,0,0,1,0,0.914,0.6407,0.362,0.716,0.7569,0.2216,131732.2921,15843.2148,0.7453
163,1,0,1,0,0,0,1,1,0.9184,0.658,0.3675,0.7312,0.7676,0.2282,129261.5882,15541.499,0.7515
164,1,0,1,0,0,1,0,0,0.8681,0.6006,0.3533,0.6959,0.6365,0.2039,142116.2164,14588.3496,0.6506
165,1,0,1,0,0,1,0,1,0.8653,0.5939,0.3274,0.6817,0.6326,0.2106,143716.0239,14946.8408,0.6781
166,1,0,1,0,0,1,1,0,0.9165,0.6407,0.3638,0.7233,0.7618,0.2216,131629.2983,15836.5381,0.7524
167,1,0,1,0,0,1,1,1,0.9147,0.6527,0.3485,0.7219,0.7583,0.2233,130527.0549,15847.5889,0.7376
168,1,0,1,0,1,0,0,0,0.9177,0.6115,0.3653,0.7462,0.7076,0.1916,147161.739,14593.6602,0.7789
169,1,0,1,0,1,0,0,1,0.9171,0.639,0.3616,0.7403,0.7205,0.2064,140974.7324,14658.959,0.7771
170,1,0,1,0,1,0,1,0,0.9201,0.5837,0.3649,0.7268,0.7708,0.2046,158956.2713,15870.042,0.7432
171,1,0,1,0,1,0,1,1,0.9201,0.7143,0.3623,0.7365,0.7699,0.2857,116252.2221,15715.4414,0.751
172,1,0,1,0,1,1,0,0,0.9224,0.665,0.3701,0.7444,0.7242,0.2145,135227.6206,14580.625,0.7753
173,1,0,1,0,1,1,0,1,0.9159,0.6724,0.3498,0.7299,0.7209,0.218,133289.9027,14963.9336,0.7635
174,1,0,1,0,1,1,1,0,0.9232,0.6414,0.3656,0.7354,0.775,0.3882,146167.3842,15734.873,0.7525
175,1,0,1,0,1,1,1,1,0.9113,0.771,0.3415,0.7128,0.7526,0.5312,98835.631,15890.6748,0.7169
176,1,0,1,1,0,0,0,0,0.8603,0.6104,0.3454,0.6887,0.6104,0.2205,136946.6608,14751.3242,0.6261
177,1,0,1,1,0,0,0,1,0.872,0.5981,0.3483,0.7053,0.6412,0.2152,141464.4379,15038.1279,0.6959
178,1,0,1,1,0,0,1,0,0.9232,0.6414,0.3703,0.7367,0.7724,0.2219,131582.3865,16316.3643,0.7653
179,1,0,1,1,0,0,1,1,0.9187,0.6562,0.3678,0.7294,0.7683,0.2275,129690.0398,16132.6797,0.7477
180,1,0,1,1,0,1,0,0,0.8712,0.596,0.3551,0.6971,0.6393,0.2029,144210.6019,14751.3242,0.6542
181,1,0,1,1,0,1,0,1,0.871,0.5939,0.3316,0.6962,0.6387,0.2106,143613.9094,15318.3447,0.6905
182,1,0,1,1,0,1,1,0,0.9251,0.6316,0.3716,0.7402,0.7761,0.2036,135937.3914,16282.0693,0.7676
183,1,0,1,1,0,1,1,1,0.916,0.6513,0.3487,0.7246,0.7575,0.2233,130974.4802,16363.8848,0.7437
184,1,0,1,1,1,0,0,0,0.9189,0.6115,0.3669,0.7475,0.7084,0.1916,147179.4587,14751.791,0.7819
185,1,0,1,1,1,0,0,1,0.9181,0.6386,0.3613,0.7416,0.7227,0.2064,141048.2254,15076.1729,0.7792
186,1,0,1,1,1,0,1,0,0.9216,0.5893,0.3668,0.7271,0.7722,0.2039,158722.435,16280.3926,0.7427
187,1,0,1,1,1,0,1,1,0.9194,0.7175,0.361,0.7328,0.7693,0.285,115652.8642,16192.666,0.7449
188,1,0,1,1,1,1,0,0,0.9265,0.6745,0.3729,0.7488,0.7279,0.2159,132766.4066,14683.3623,0.7809
189,1,0,1,1,1,1,0,1,0.9162,0.6777,0.347,0.733,0.7188,0.218,132025.6334,15369.6826,0.7672
190,1,0,1,1,1,1,1,0,0.923,0.6654,0.368,0.728,0.7764,0.4047,140831.066,16263.2549,0.7413
191,1,0,1,1,1,1,1,1,0.9177,0.7869,0.348,0.727,0.7623,0.5502,92640.0515,16415.2715,0.7362
192,1,1,0,0,0,0,0,0,0.8622,0.6062,0.3476,0.6898,0.6154,0.2209,137920.725,14513.7285,0.6296
193,1,1,0,0,0,0,0,1,0.868,0.5988,0.346,0.6941,0.6352,0.2152,141279.2831,14405.1924,0.6838
194,1,1,0,0,0,0,1,0,0.9189,0.639,0.3708,0.7268,0.7647,0.2216,132143.3111,15048.5566,0.7599
195,1,1,0,0,0,0,1,1,0.9188,0.6566,0.3714,0.73,0.7691,0.2272,129695.0996,14725.7656,0.7493
196,1,1,0,0,0,1,0,0,0.8719,0.5953,0.3557,0.6982,0.6405,0.2029,144272.4291,14500.6484,0.6571
197,1,1,0,0,0,1,0,1,0.8659,0.5995,0.3302,0.6837,0.6336,0.212,142394.3821,14703.9453,0.6793
198,1,1,0,0,0,1,1,0,0.9194,0.6305,0.3709,0.7272,0.7657,0.2025,137879.7772,15042.2539,0.7593
199,1,1,0,0,0,1,1,1,0.9179,0.6523,0.3557,0.727,0.7644,0.2233,130706.495,15033.9248,0.7443
200,1,1,0,0,1,0,0,0,0.9175,0.6101,0.3665,0.7446,0.7056,0.1916,147615.2872,14507.8877,0.7768
201,1,1,0,0,1,0,0,1,0.9168,0.6386,0.3621,0.738,0.7208,0.2064,141026.3307,14481.3057,0.7748
202,1,1,0,0,1,0,1,0,0.9218,0.6273,0.369,0.7308,0.7721,0.2054,143304.2606,15066.9609,0.7494
203,1,1,0,0,1,0,1,1,0.9214,0.7172,0.368,0.7364,0.7733,0.285,115657.5574,14820.165,0.7505
204,1,1,0,0,1,1,0,0,0.9257,0.6742,0.3727,0.7476,0.7265,0.2159,132837.533,14481.7041,0.7782
205,1,1,0,0,1,1,0,1,0.9177,0.6777,0.3537,0.7321,0.7251,0.218,132046.5405,14744.6982,0.7665
206,1,1,0,0,1,1,1,0,0.9242,0.7485,0.3704,0.7331,0.778,0.4826,113951.0867,15047.5117,0.7471
207,1,1,0,0,1,1,1,1,0.9126,0.7858,0.346,0.7142,0.7549,0.5442,93878.9738,15114.1807,0.7181
208,1,1,0,1,0,0,0,0,0.8615,0.6062,0.3469,0.692,0.6131,0.2209,137868.239,14636.2246,0.6276
209,1,1,0,1,0,0,0,1,0.8727,0.5992,0.3497,0.7053,0.6437,0.2156,141019.3441,14786.6357,0.6958
210,1,1,0,1,0,0,1,0,0.9216,0.6407,0.3727,0.7304,0.771,0.2209,131686.3678,15391.6016,0.762
211,1,1,0,1,0,0,1,1,0.918,0.653,0.3699,0.7284,0.7683,0.2237,130395.8566,15146.793,0.7474
212,1,1,0,1,0,1,0,0,0.8717,0.596,0.3551,0.6975,0.6393,0.2043,144269.0397,14646.752,0.655
213,1,1,0,1,0,1,0,1,0.8718,0.5914,0.3345,0.6982,0.6412,0.2099,144485.2073,15065.7686,0.6929
214,1,1,0,1,0,1,1,0,0.9228,0.6298,0.3736,0.7322,0.7731,0.2025,138099.2196,15393.8848,0.7634
