,"('V_CO', 'day')","('V_CO', 'night')","('V_MO1', 'day')","('V_MO1', 'night')","('V_MO2', 'day')","('V_MO2', 'night')","('V_MO3', 'day')","('V_MO3', 'night')","('V_MO4', 'day')","('V_MO4', 'night')",1,2,3,4,5,6,7,8,9
69,0,0,0,1,0,0,0,1,0,1,0.7593,0.4956,0.4033,0.4955,0.5597,0.1684,200210.724,14874.3906,0.4249
70,0,0,0,1,0,0,0,1,1,0,0.7526,0.1645,0.399,0.4836,0.5527,0.1243,271979.3282,14855.3047,0.4098
71,0,0,0,1,0,0,0,1,1,1,0.7566,0.4713,0.4027,0.4919,0.559,0.1673,209243.2455,14838.8086,0.4177
72,0,0,0,1,0,0,1,0,0,0,0.7562,0.4762,0.4015,0.4885,0.5567,0.1645,206294.1504,14880.3311,0.4117
73,0,0,0,1,0,0,1,0,0,1,0.7574,0.5188,0.4014,0.4893,0.5556,0.1821,189604.6778,14852.7236,0.42
74,0,0,0,1,0,0,1,0,1,0,0.757,0.4783,0.4021,0.4917,0.5598,0.1786,208678.7249,14880.7949,0.4175
75,0,0,0,1,0,0,1,0,1,1,0.7563,0.5291,0.4013,0.4895,0.5576,0.1965,186444.1848,14859.7402,0.4165
76,0,0,0,1,0,0,1,1,0,0,0.7586,0.5255,0.4023,0.4917,0.5594,0.1807,186631.0922,14871.2373,0.4186
77,0,0,0,1,0,0,1,1,0,1,0.757,0.5347,0.4021,0.4888,0.5575,0.1839,184708.1509,14865.1152,0.4151
78,0,0,0,1,0,0,1,1,1,0,0.7588,0.5146,0.4009,0.4915,0.5581,0.1747,191801.6097,14870.5352,0.4213
79,0,0,0,1,0,0,1,1,1,1,0.7538,0.534,0.397,0.4852,0.5527,0.2043,186694.4525,14878.2744,0.4065
80,0,0,0,1,0,1,0,0,0,0,0.7757,0.4019,0.3933,0.5076,0.5852,0.1589,222186.7864,15051.2871,0.4445
81,0,0,0,1,0,1,0,0,0,1,0.7788,0.4928,0.3918,0.5128,0.5865,0.1691,196639.3449,15081.4414,0.4501
82,0,0,0,1,0,1,0,0,1,0,0.7758,0.4343,0.3935,0.5061,0.5916,0.1448,213949.7581,15062.4521,0.4472
83,0,0,0,1,0,1,0,0,1,1,0.7757,0.5527,0.3909,0.5075,0.5874,0.1965,181214.7668,15090.7773,0.4424
84,0,0,0,1,0,1,0,1,0,0,0.7763,0.2786,0.3939,0.509,0.5889,0.13,249615.8352,15071.9922,0.4491
85,0,0,0,1,0,1,0,1,0,1,0.7793,0.571,0.3927,0.5132,0.5883,0.2075,173690.6603,15075.3818,0.4523
86,0,0,0,1,0,1,0,1,1,0,0.7794,0.5262,0.3977,0.5135,0.5962,0.1916,186391.8448,15041.6299,0.4475
87,0,0,0,1,0,1,0,1,1,1,0.7739,0.3248,0.3892,0.5058,0.5856,0.1395,238923.6012,15086.9248,0.4423
88,0,0,0,1,0,1,1,0,0,0,0.7806,0.5446,0.3937,0.5136,0.5928,0.1955,182085.4218,15066.4102,0.4567
89,0,0,0,1,0,1,1,0,0,1,0.7794,0.4445,0.3938,0.5133,0.5943,0.1205,216684.143,15100.4453,0.4503
90,0,0,0,1,0,1,1,0,1,0,0.7801,0.4709,0.3965,0.5137,0.5977,0.1493,207544.6528,15056.9551,0.4567
91,0,0,0,1,0,1,1,0,1,1,0.7736,0.3691,0.3904,0.5064,0.5888,0.125,233494.9479,15076.2666,0.4472
92,0,0,0,1,0,1,1,1,0,0,0.7752,0.4318,0.3927,0.5057,0.5889,0.1603,218615.8107,15046.3887,0.4448
93,0,0,0,1,0,1,1,1,0,1,0.7777,0.5002,0.3937,0.5103,0.5915,0.1877,200713.9021,15072.3896,0.4463
94,0,0,0,1,0,1,1,1,1,0,0.7734,0.3956,0.3916,0.5045,0.5869,0.1427,218994.5174,15043.2344,0.4417
95,0,0,0,1,0,1,1,1,1,1,0.7794,0.5382,0.3925,0.5128,0.5911,0.1983,182976.7133,15083.4824,0.4534
96,0,0,0,1,1,0,0,0,0,0,0.8268,0.5738,0.366,0.5937,0.6158,0.181,169814.4808,14872.6514,0.5898
97,0,0,0,1,1,0,0,0,0,1,0.8274,0.5682,0.3657,0.5948,0.6167,0.1853,173096.6373,14845.7275,0.5932
98,0,0,0,1,1,0,0,0,1,0,0.8351,0.5601,0.3654,0.6069,0.63,0.2437,177543.5021,14878.5654,0.5894
99,0,0,0,1,1,0,0,0,1,1,0.833,0.5893,0.365,0.6044,0.6289,0.2194,167628.9372,14848.1172,0.5869
100,0,0,0,1,1,0,0,1,0,0,0.8295,0.6037,0.3667,0.597,0.6197,0.2061,165581.1732,14858.7617,0.5943
101,0,0,0,1,1,0,0,1,0,1,0.8278,0.5474,0.3668,0.5965,0.6199,0.2032,180860.4744,14878.9424,0.5948
102,0,0,0,1,1,0,0,1,1,0,0.835,0.5826,0.3671,0.6079,0.632,0.2071,169161.8753,14850.2471,0.589
103,0,0,0,1,1,0,0,1,1,1,0.8354,0.6319,0.367,0.6093,0.6329,0.2885,156050.7942,14860.9443,0.5893
104,0,0,0,1,1,0,1,0,0,0,0.8413,0.5361,0.3719,0.6149,0.642,0.2004,186399.8072,14880.0693,0.6071
105,0,0,0,1,1,0,1,0,0,1,0.8378,0.5269,0.3692,0.6094,0.6335,0.1694,182563.9032,14857.7646,0.605
106,0,0,0,1,1,0,1,0,1,0,0.8349,0.5449,0.366,0.6042,0.6312,0.1835,183613.9883,14869.5137,0.5901
107,0,0,0,1,1,0,1,0,1,1,0.8308,0.1187,0.3631,0.601,0.628,0.1039,291533.4039,14863.4834,0.585
108,0,0,0,1,1,0,1,1,0,0,0.836,0.5579,0.3678,0.6069,0.6318,0.2159,177153.1925,14839.7676,0.6001
109,0,0,0,1,1,0,1,1,0,1,0.8381,0.584,0.3696,0.6129,0.6386,0.2152,171309.0645,14878.0264,0.602
110,0,0,0,1,1,0,1,1,1,0,0.8345,0.5833,0.3652,0.6038,0.6308,0.1916,168244.7566,14853.9883,0.5828
111,0,0,0,1,1,0,1,1,1,1,0.8321,0.5336,0.3635,0.5982,0.6266,0.1765,181385.7156,14847.082,0.5801
112,0,0,0,1,1,1,0,0,0,0,0.846,0.5667,0.3664,0.6136,0.6498,0.2078,164778.3048,15041.1797,0.6117
113,0,0,0,1,1,1,0,0,0,1,0.8472,0.5914,0.3659,0.6169,0.6506,0.1839,161116.5073,15074.6973,0.6174
114,0,0,0,1,1,1,0,0,1,0,0.8513,0.5104,0.3638,0.6254,0.6583,0.2163,188855.4255,15052.8906,0.613
115,0,0,0,1,1,1,0,0,1,1,0.8531,0.5745,0.3625,0.6283,0.659,0.1828,169741.7237,15102.8193,0.6146
116,0,0,0,1,1,1,0,1,0,0,0.8476,0.5125,0.3692,0.6192,0.6551,0.181,180789.9907,15057.1055,0.6186
117,0,0,0,1,1,1,0,1,0,1,0.8457,0.2885,0.3649,0.6183,0.65,0.1553,230977.5478,15074.0488,0.6141
118,0,0,0,1,1,1,0,1,1,0,0.8554,0.6784,0.3663,0.6294,0.6656,0.3054,139857.1105,15062.8447,0.6139
119,0,0,0,1,1,1,0,1,1,1,0.8551,0.6224,0.3639,0.6305,0.662,0.2332,156862.0691,15107.8301,0.6174
120,0,0,0,1,1,1,1,0,0,0,0.854,0.6287,0.3656,0.6248,0.6599,0.2145,154369.8699,15065.8506,0.618
121,0,0,0,1,1,1,1,0,0,1,0.8565,0.6351,0.3648,0.6287,0.663,0.2554,151085.3561,15113.2559,0.6212
122,0,0,0,1,1,1,1,0,1,0,0.8558,0.5706,0.366,0.6285,0.6657,0.198,169750.6442,15099.3906,0.6144
123,0,0,0,1,1,1,1,0,1,1,0.8562,0.6217,0.3639,0.628,0.6649,0.2131,154289.9138,15118.915,0.6103
124,0,0,0,1,1,1,1,1,0,0,0.8543,0.634,0.3666,0.6254,0.6634,0.2226,153293.3289,15059.6816,0.617
125,0,0,0,1,1,1,1,1,0,1,0.8551,0.6534,0.3627,0.6287,0.6604,0.2392,145779.4298,15114.7344,0.6208
126,0,0,0,1,1,1,1,1,1,0,0.8564,0.5752,0.3675,0.6291,0.6684,0.1835,167728.4606,15095.8818,0.6133
127,0,0,0,1,1,1,1,1,1,1,0.8558,0.5097,0.3639,0.63,0.6653,0.2043,192796.3878,15137.1426,0.6182
128,0,0,1,0,0,0,0,0,0,0,0.7583,0.5016,0.4009,0.4891,0.5591,0.1652,196185.0764,14796.0928,0.4177
129,0,0,1,0,0,0,0,0,0,1,0.7554,0.5312,0.3993,0.4853,0.5522,0.1814,185538.5172,14836.4092,0.4153
130,0,0,1,0,0,0,0,0,1,0,0.7587,0.5347,0.4011,0.4874,0.5588,0.2004,184715.321,14793.0283,0.4135
131,0,0,1,0,0,0,0,0,1,1,0.7504,0.5118,0.3959,0.4798,0.549,0.1842,191566.0103,14835.8789,0.4
132,0,0,1,0,0,0,0,1,0,0,0.7546,0.51,0.3984,0.4827,0.5521,0.1892,193767.3357,14844.0537,0.4115
133,0,0,1,0,0,0,0,1,0,1,0.7575,0.2645,0.4004,0.4886,0.558,0.1279,250715.286,14874.6035,0.4235
134,0,0,1,0,0,0,0,1,1,0,0.7524,0.4586,0.3978,0.4831,0.5519,0.1603,210464.4461,14855.6953,0.4054
135,0,0,1,0,0,0,0,1,1,1,0.7554,0.5157,0.4001,0.4859,0.556,0.1902,189509.8211,14846.873,0.4135
136,0,0,1,0,0,0,1,0,0,0,0.7573,0.4716,0.4024,0.4867,0.5589,0.1673,199527.7236,14799.5566,0.414
137,0,0,1,0,0,0,1,0,0,1,0.7553,0.4632,0.3994,0.4853,0.5544,0.1624,202074.7556,14843.9775,0.4106
138,0,0,1,0,0,0,1,0,1,0,0.7597,0.5287,0.4041,0.4917,0.5617,0.1941,186343.2454,14793.5,0.4196
139,0,0,1,0,0,0,1,0,1,1,0.7521,0.4593,0.3989,0.4805,0.5521,0.1532,203616.2972,14844.8799,0.4027
140,0,0,1,0,0,0,1,1,0,0,0.7597,0.534,0.4024,0.4917,0.5612,0.1969,184060.3978,14801.0879,0.42
141,0,0,1,0,0,0,1,1,0,1,0.7563,0.3205,0.3955,0.4861,0.5537,0.1106,242502.4882,14874.2256,0.4221
142,0,0,1,0,0,0,1,1,1,0,0.7506,0.5146,0.3977,0.4796,0.5491,0.1849,192631.2847,14840.2705,0.4034
143,0,0,1,0,0,0,1,1,1,1,0.7575,0.5446,0.4028,0.4907,0.5596,0.2131,181634.115,14859.5508,0.4192
144,0,0,1,0,0,1,0,0,0,0,0.7788,0.4843,0.4137,0.5058,0.5977,0.1705,206299.7109,14789.9297,0.4495
145,0,0,1,0,0,1,0,0,0,1,0.7785,0.5213,0.3999,0.5058,0.5959,0.1899,188935.4167,15010.4424,0.4472
146,0,0,1,0,0,1,0,0,1,0,0.7706,0.5185,0.4115,0.4914,0.5874,0.1779,189053.8407,14750.8906,0.4292
147,0,0,1,0,0,1,0,0,1,1,0.7767,0.4731,0.4005,0.5078,0.5952,0.1656,210101.1967,15025.3066,0.4492
148,0,0,1,0,0,1,0,1,0,0,0.7756,0.5347,0.3963,0.5058,0.5918,0.187,184512.2889,15015.2666,0.4438
149,0,0,1,0,0,1,0,1,0,1,0.7755,0.5241,0.3913,0.5072,0.5869,0.1888,189735.6723,15082.6211,0.4448
150,0,0,1,0,0,1,0,1,1,0,0.7788,0.4741,0.3957,0.5107,0.5941,0.1691,209630.8599,15030.1016,0.4527
151,0,0,1,0,0,1,0,1,1,1,0.7753,0.5354,0.3906,0.5081,0.5883,0.1916,184783.6697,15098.4346,0.4448
152,0,0,1,0,0,1,1,0,0,0,0.78,0.4805,0.4138,0.5059,0.5991,0.167,204659.6034,14795.8398,0.4546
153,0,0,1,0,0,1,1,0,0,1,0.7801,0.5354,0.3999,0.5094,0.595,0.2025,183542.9289,15012.1055,0.4549
154,0,0,1,0,0,1,1,0,1,0,0.7698,0.3927,0.4092,0.4922,0.5871,0.1412,224977.9608,14773.9277,0.4366
155,0,0,1,0,0,1,1,0,1,1,0.7792,0.5636,0.4034,0.5117,0.598,0.2103,176298.9105,15001.4082,0.4458
156,0,0,1,0,0,1,1,1,0,0,0.7755,0.5192,0.3958,0.5015,0.5894,0.1863,187897.1085,15021.3428,0.4401
157,0,0,1,0,0,1,1,1,0,1,0.778,0.5477,0.3928,0.5108,0.5907,0.2064,179839.9105,15082.1641,0.4449
158,0,0,1,0,0,1,1,1,1,0,0.7802,0.5428,0.398,0.5135,0.596,0.1976,181436.4099,15030.1602,0.4512
159,0,0,1,0,0,1,1,1,1,1,0.7812,0.5097,0.3953,0.5169,0.5972,0.1754,193826.4562,15111.6465,0.4579
160,0,0,1,0,1,0,0,0,0,0,0.8396,0.4586,0.3714,0.61,0.6402,0.1684,200895.4354,14791.5322,0.6013
161,0,0,1,0,1,0,0,0,0,1,0.8331,0.2223,0.3656,0.6062,0.6324,0.1176,267825.6119,14854.334,0.5965
162,0,0,1,0,1,0,0,0,1,0,0.8377,0.3966,0.3663,0.6063,0.6369,0.1282,226394.3178,14788.7266,0.5948
163,0,0,1,0,1,0,0,0,1,1,0.8369,0.5865,0.367,0.6079,0.635,0.2209,168220.2371,14842.6094,0.5879
164,0,0,1,0,1,0,0,1,0,0,0.8345,0.603,0.3664,0.6012,0.6271,0.2142,161772.5558,14853.3369,0.5919
165,0,0,1,0,1,0,0,1,0,1,0.8348,0.5604,0.3678,0.6042,0.6309,0.187,175765.1822,14856.5244,0.592
166,0,0,1,0,1,0,0,1,1,0,0.8361,0.4512,0.3641,0.6067,0.6328,0.1631,213894.563,14864.6309,0.5901
167,0,0,1,0,1,0,0,1,1,1,0.838,0.5502,0.3685,0.6089,0.6377,0.192,177924.1914,14849.0947,0.5893
168,0,0,1,0,1,0,1,0,0,0,0.8372,0.5865,0.3688,0.6027,0.6346,0.2395,167373.7401,14790.2168,0.5901
169,0,0,1,0,1,0,1,0,0,1,0.8369,0.5572,0.3671,0.6089,0.6339,0.1796,175431.5812,14854.2705,0.5999
170,0,0,1,0,1,0,1,0,1,0,0.8347,0.2536,0.3679,0.6048,0.6359,0.1328,252195.0077,14794.6797,0.5853
171,0,0,1,0,1,0,1,0,1,1,0.8366,0.4621,0.3657,0.6086,0.6336,0.1303,198713.3537,14851.3848,0.5923
172,0,0,1,0,1,0,1,1,0,0,0.836,0.5551,0.3667,0.6041,0.6312,0.1969,175613.627,14866.9316,0.5956
173,0,0,1,0,1,0,1,1,0,1,0.836,0.5322,0.3658,0.6071,0.6297,0.2071,186206.4367,14866.6934,0.5959
174,0,0,1,0,1,0,1,1,1,0,0.8379,0.578,0.3673,0.611,0.6347,0.1973,169181.2896,14874.709,0.5943
175,0,0,1,0,1,0,1,1,1,1,0.8386,0.5583,0.3675,0.6044,0.6385,0.1877,175920.2599,14864.4023,0.594
176,0,0,1,0,1,1,0,0,0,0,0.8521,0.5963,0.3809,0.6164,0.6641,0.2039,164272.8324,14757.4854,0.6097
177,0,0,1,0,1,1,0,0,0,1,0.8576,0.5129,0.3748,0.6317,0.6729,0.1701,188606.5226,15020.5508,0.6268
178,0,0,1,0,1,1,0,0,1,0,0.8493,0.4678,0.3764,0.6072,0.6622,0.1761,209506.6107,14763.6719,0.6026
179,0,0,1,0,1,1,0,0,1,1,0.8539,0.571,0.3693,0.6214,0.665,0.2124,174237.9104,15020.6191,0.6094
180,0,0,1,0,1,1,0,1,0,0,0.856,0.5495,0.3693,0.6296,0.6687,0.2515,178744.595,15042.2822,0.6198
181,0,0,1,0,1,1,0,1,0,1,0.8517,0.2765,0.363,0.6227,0.6569,0.1444,244861.4899,15100.7285,0.6216
182,0,0,1,0,1,1,0,1,1,0,0.8564,0.628,0.3666,0.6279,0.6655,0.2448,153623.5719,15037.4238,0.6162
183,0,0,1,0,1,1,0,1,1,1,0.8567,0.6087,0.3632,0.6326,0.6651,0.2617,162443.6724,15145.9814,0.6178
184,0,0,1,0,1,1,1,0,0,0,0.8469,0.1095,0.3793,0.6076,0.6621,0.1036,293858.5474,14762.2227,0.6085
185,0,0,1,0,1,1,1,0,0,1,0.8529,0.5608,0.3698,0.6206,0.666,0.2184,175476.404,15033.9658,0.6144
186,0,0,1,0,1,1,1,0,1,0,0.8482,0.4523,0.3789,0.6136,0.6614,0.1648,203899.8132,14754.0479,0.6009
187,0,0,1,0,1,1,1,0,1,1,0.8535,0.6041,0.3689,0.6217,0.6657,0.2187,161081.9386,15020.9062,0.6038
188,0,0,1,0,1,1,1,1,0,0,0.8544,0.6471,0.3687,0.6253,0.6646,0.2209,147276.5867,15036.9014,0.6165
189,0,0,1,0,1,1,1,1,0,1,0.8548,0.5185,0.3663,0.6273,0.6645,0.2085,190609.3926,15107.9805,0.6184
190,0,0,1,0,1,1,1,1,1,0,0.854,0.1169,0.3681,0.6266,0.6698,0.111,290081.1727,15039.3799,0.6138
191,0,0,1,0,1,1,1,1,1,1,0.8516,0.4611,0.3605,0.6208,0.658,0.1589,209186.2407,15120.1328,0.6124
192,0,0,1,1,0,0,0,0,0,0,0.7558,0.5372,0.3998,0.4869,0.5551,0.1951,183521.4167,14886.3408,0.4112
193,0,0,1,1,0,0,0,0,0,1,0.7546,0.4762,0.3976,0.4853,0.5527,0.1694,202435.3346,14874.0723,0.4111
194,0,0,1,1,0,0,0,0,1,0,0.7575,0.5269,0.4003,0.4909,0.5577,0.1899,187939.5896,14892.6924,0.4161
195,0,0,1,1,0,0,0,0,1,1,0.7546,0.3329,0.3999,0.4816,0.5539,0.1338,234368.2712,14856.6367,0.4156
196,0,0,1,1,0,0,0,1,0,0,0.7588,0.5312,0.4006,0.4897,0.5559,0.1948,184785.707,14865.3574,0.4148
197,0,0,1,1,0,0,0,1,0,1,0.7585,0.4554,0.4006,0.4894,0.5561,0.1574,206081.2605,14872.0293,0.4217
198,0,0,1,1,0,0,0,1,1,0,0.7581,0.5129,0.4012,0.4897,0.5594,0.1729,193460.5175,14873.7676,0.4184
199,0,0,1,1,0,0,0,1,1,1,0.76,0.4759,0.4012,0.4954,0.5603,0.1726,204331.8716,14881.9238,0.4232
200,0,0,1,1,0,0,1,0,0,0,0.7575,0.4671,0.4012,0.4869,0.555,0.1529,202182.0826,14880.875,0.4182
