Leak_id,avg_pressure,total_water_loss,Link,Coef,Link_id,ID,Diameter,detect_cost,repair_cost,total_cost,rank,evaluate_flag
Leak_1914,34.305244,17.47088,L2534,0.00295,L2534,L2534,110,2209.726467,222.3458368,2432.072304,0.007183537,0
Leak_3474,26.954779,17.220814,L905,0.00369,L905,L905,63,2164.412014,141.4640852,2305.876099,0.00746823,1
Leak_553,44.011204,16.976095,L1458,0.0022,L1458_1,L1458,75,2256.621396,154.2793947,2410.900791,0.007041391,0
Leak_216,18.14897,16.872856,L1178,0.00548,L1178,L1178,75,2058.605347,159.8492138,2218.45456,0.00760568,0
Leak_318,18.705063,16.797035,L1261,0.00531,L1261_1,L1261,110,2068.427667,227.4563923,2295.884059,0.007316151,1
Leak_1870,49.808804,16.750011,L2495,0.00191,L2495_1,L2495,110,2275.019758,218.566288,2493.586046,0.006717238,0
Leak_840,23.607815,16.604832,L1683,0.00413,L1683,L1683,63,2137.910045,142.0818397,2279.991885,0.007282847,0
Leak_1898,46.367542,16.515257,L2520,0.00203,L2520,L2520,75,2267.38852,153.7885881,2421.177108,0.006821168,0
Leak_958,21.742792,16.422895,L1790,0.00445,L1790,L1790,63,2118.839933,142.491077,2261.33101,0.007262491,1
Leak_1843,35.454,16.278059,L2473,0.00261,L2473,L2473,63,2230.863516,139.565178,2370.428694,0.006867137,0
Leak_535,51.367634,16.086933,L1444,0.00178,L1444_1,L1444,75,2283.31592,152.9865271,2436.302447,0.006603012,0
Leak_536,49.585083,15.617896,L1444,0.00179,L1444_2,L1444,75,2282.676681,153.0207172,2435.697398,0.006412084,1
Leak_1869,48.97757,15.518172,L2495,0.0018,L2495,L2495,110,2282.037621,218.0505556,2500.088177,0.00620705,0
Leak_1881,66.41488,15.477629,L2504,0.00132,L2504,L2504,75,2312.91524,151.1618652,2464.077105,0.006281309,0
Leak_3223,24.69667,15.228571,L69,0.00359,L69,L69,63,2170.48086,141.3134221,2311.794282,0.006587338,0
Leak_1671,49.522507,15.224986,L2313,0.00175,L2313_1,L2313,110,2285.234711,217.8056217,2503.040333,0.006082597,0
Leak_740,16.97658,15.150651,L1588,0.00526,L1588_3,L1588,125,2071.325493,265.7903689,2337.115862,0.006482627,0
Leak_1784,14.818868,15.111111,L2418,0.00603,L2418,L2418,63,2027.145685,144.1572887,2171.302974,0.006959467,1
Leak_1899,33.03257,14.8711195,L2522,0.00261,L2522,L2522,75,2230.863516,155.3223407,2386.185857,0.006232172,0
Leak_3351,28.284002,14.839497,L81,0.00304,L81,L81,250,2204.164967,787.6867647,2991.851732,0.004959971,0
Leak_1672,49.09951,14.831366,L2313,0.00172,L2313_2,L2313,110,2287.155115,217.6552795,2504.810394,0.005921153,1
Leak_2719,6.1590447,14.7052765,L3208,0.01528,L3208,L3208,110,1564.597711,236.6461496,1801.243861,0.008163956,0
Leak_534,53.195267,14.693403,L1444,0.00157,L1444,L1444,75,2296.781367,152.2203799,2449.001747,0.005999752,0
Leak_1092,12.761849,14.622392,L1871,0.00695,L1871,L1871,63,1975.593259,144.9359579,2120.529217,0.006895633,0
Leak_3291,23.298203,14.534708,L762,0.00362,L762,L762,63,2168.658421,141.3590572,2310.017479,0.006292034,0
Leak_1932,29.581453,14.506245,L2553,0.00285,L2553_1,L2553,110,2215.922371,222.0459941,2437.968366,0.005950137,0
Leak_739,16.599545,14.288883,L1588,0.00508,L1588_2,L1588,125,2081.791326,265.4364755,2347.227801,0.006087557,1
Leak_3246,19.793545,14.186213,L711,0.00418,L711,L711,60,2134.919065,138.6928918,2273.611957,0.006239505,0
Leak_490,44.455643,14.085378,L1396,0.0018,L1396,L1396,75,2282.037621,153.0547169,2435.092338,0.00578433,0
Leak_1220,46.0256,14.0444765,L1945,0.00174,L1945_2,L1945,75,2285.874667,152.8478183,2438.722485,0.005758948,0
Leak_1244,24.223318,14.028596,L1969,0.00339,L1969_2,L1969,50,2182.669649,127.7454845,2310.415134,0.006071894,0
Leak_280,25.455534,13.999065,L1229,0.00321,L1229,L1229,75,2193.698073,156.585162,2350.283235,0.005956331,0
Leak_1218,45.311848,13.825186,L1945,0.00174,L1945,L1945,75,2285.874667,152.8478183,2438.722485,0.005669028,1
Leak_1670,49.684196,13.789099,L2313,0.00158,L2313,L2313,110,2296.138359,216.9171149,2513.055473,0.005486985,0
Leak_1945,28.838135,13.6389885,L2563,0.00275,L2563,L2563,110,2222.135649,221.7354405,2443.871089,0.005580895,1
Leak_808,4.77353,13.626863,L1645,0.01834,L1645_1,L1645,50,1436.12532,136.1332884,1572.258609,0.008667062,0
Leak_1880,55.06936,13.473243,L2502,0.00139,L2502_1,L2502,63,2308.386365,136.1101336,2444.496499,0.005511664,0
Leak_1909,38.086163,13.377643,L2530,0.00203,L2530,L2530,160,2267.38852,363.5550184,2630.943538,0.005084732,1
Leak_1219,45.62402,13.365471,L1945,0.00167,L1945_1,L1945,75,2290.359375,152.5972232,2442.956598,0.005471023,0
Leak_281,24.30574,13.34881,L1229,0.00321,L1229_1,L1229,75,2193.698073,156.585162,2350.283235,0.00567966,0
Leak_1970,30.457264,13.269063,L2592,0.00253,L2592_1,L2592,110,2235.866251,221.0104728,2456.876724,0.005400785,0
Leak_251,23.380991,13.25047,L1209,0.00332,L1209,L1209,200,2186.951877,532.6591321,2719.611009,0.004872193,1
Leak_528,52.424664,13.110147,L1436,0.00142,L1436_1,L1436,63,2306.448135,136.2272297,2442.675365,0.005367126,0
Leak_527,52.386223,13.100518,L1436,0.00142,L1436,L1436,63,2306.448135,136.2272297,2442.675365,0.005363184,0
Leak_3358,21.81383,12.959396,L814,0.00345,L814,L814,60,2179.005843,137.6659313,2316.671774,0.005593972,0
Leak_3504,13.912215,12.873092,L920,0.00545,L920_1,L920,110,2060.335302,227.682658,2288.01796,0.005626307,0
Leak_3514,8.6110525,12.728641,L927,0.00882,L927,L927,110,1874.812655,231.8682811,2106.680937,0.006042035,0
Leak_477,31.221651,12.683684,L1385,0.00231,L1385_2,L1385,63,2249.681695,138.8955921,2388.577287,0.005310142,1
Leak_1817,33.277214,12.572298,L2450,0.00215,L2450_3,L2450,75,2259.782879,154.1390915,2413.92197,0.005208245,0
Leak_707,24.956955,12.537929,L1569,0.00293,L1569_1,L1569,110,2210.964261,222.2866898,2433.25095,0.005152748,0
Leak_2148,5.3589587,12.519391,L2734,0.01545,L2734,L2734,63,1557.167923,149.3167811,1706.484704,0.007336363,0
Leak_2875,21.235096,12.46782,L410,0.0034,L410,L410,32,2182.058587,116.2617081,2298.320295,0.005424753,0
Leak_451,8.986542,12.386975,L1363,0.00836,L1363,L1363,32,1899.116423,120.3293362,2019.445759,0.006133849,0
Leak_1969,30.987011,12.327105,L2592,0.00231,L2592,L2592,110,2249.681695,220.2195118,2469.901207,0.00499093,1
Leak_1938,30.750622,12.2862425,L2559,0.00232,L2559_1,L2559,110,2249.051872,220.2570695,2469.308942,0.004975579,0
Leak_466,31.741842,12.224496,L1377,0.00219,L1377,L1377,110,2257.253339,219.7556912,2477.00903,0.004935184,0
Leak_1568,55.544853,12.115113,L2229,0.00124,L2229,L2229,110,2318.101977,214.8103021,2532.912279,0.004783077,0
Leak_462,30.669285,12.083614,L1371,0.00224,L1371_1,L1371,110,2254.095395,219.9519653,2474.047361,0.004884148,0
Leak_3342,25.788626,12.075415,L80,0.00272,L80_1,L80,75,2224.003027,155.5742795,2379.577306,0.005074605,0
Leak_524,42.83594,12.066285,L1431,0.0016,L1431,L1431,160,2294.852881,360.1208658,2654.973747,0.004544785,0
Leak_764,13.760739,12.043571,L1606,0.00519,L1606,L1606,75,2075.389273,159.5173893,2234.906662,0.005388848,0
Leak_2041,13.857675,12.034092,L2648,0.00524,L2648,L2648,90,2072.485761,184.8707134,2257.356474,0.005331055,0
Leak_956,25.059769,11.9779,L1789,0.0028,L1789_1,L1789,50,2219.026835,126.7954879,2345.822323,0.005106056,0
Leak_494,46.664085,11.910779,L1399,0.00145,L1399_1,L1399,110,2304.511532,216.1705874,2520.68212,0.004725221,0
Leak_3341,25.253819,11.90518,L80,0.00274,L80,L80,75,2222.757934,155.6189898,2378.376924,0.00500559,0
Leak_637,4.6185813,11.883867,L1518,0.01627,L1518,L1518,63,1521.822664,149.6003695,1671.423033,0.00711003,0
Leak_1834,36.247547,11.8603325,L2465,0.00186,L2465,L2465,110,2278.207017,218.3356491,2496.542666,0.004750703,0
Leak_2139,5.494048,11.827203,L2728,0.01419,L2728,L2728,63,1613.085392,148.8502665,1761.935658,0.006712619,0
Leak_253,20.49144,11.797639,L1209,0.00339,L1209_2,L1209,200,2182.669649,533.0917336,2715.761383,0.004344137,0
Leak_1378,16.437998,11.766645,L2086,0.00423,L2086_2,L2086,125,2131.93227,263.5754304,2395.5077,0.004911963,0
Leak_1987,31.605968,11.709178,L2602,0.00215,L2602,L2602,110,2259.782879,219.595418,2479.378297,0.004722627,0
Leak_37,20.797752,11.656547,L1030,0.00325,L1030,L1030,75,2191.242506,156.6607409,2347.903247,0.004964662,0
Leak_706,19.697886,11.572316,L1569,0.00345,L1569,L1569,110,2179.005843,223.7071383,2402.712981,0.004816354,0
Leak_475,28.634783,11.431126,L1385,0.00227,L1385,L1385,63,2252.20275,138.7998029,2391.002553,0.004780892,0
Leak_3305,23.456287,11.369242,L770,0.00281,L770_1,L770,80,2218.405595,163.3939312,2381.799526,0.004773383,0
Leak_305,16.0908,11.363207,L1248,0.00419,L1248_1,L1248,75,2134.321371,158.2111626,2292.532534,0.004956617,0
Leak_762,10.016311,11.35891,L1605,0.00684,L1605,L1605,90,1981.687466,186.7547133,2168.442179,0.005238281,0
Leak_1243,21.677912,11.358584,L1969,0.00308,L1969_1,L1969,50,2201.697684,127.2690202,2328.966704,0.004877092,0
Leak_1947,31.087082,11.35431,L2565,0.00212,L2565_1,L2565,160,2261.681894,364.1808773,2625.862771,0.00432403,0
Leak_2029,17.634487,11.321711,L2638,0.00382,L2638,L2638,90,2156.547875,182.6359915,2339.183867,0.004840026,0
Leak_1814,27.66687,11.31692,L2450,0.00232,L2450,L2450,75,2249.051872,154.6035199,2403.655392,0.004708212,0
Leak_282,21.866999,11.294617,L1229,0.00303,L1229_2,L1229,75,2204.782219,156.2329725,2361.015192,0.004783797,0
Leak_1242,21.599375,11.277223,L1969,0.00307,L1969,L1969,50,2202.314246,127.252863,2329.567109,0.004840909,0
Leak_1558,43.550407,11.268864,L2224,0.00147,L2224_1,L2224,63,2303.221367,136.4169993,2439.638366,0.004619071,0
Leak_1569,55.21311,11.2574625,L2229,0.00116,L2229_1,L2229,110,2323.300345,214.2304489,2537.530794,0.004436385,0
Leak_3360,19.283903,11.195926,L816,0.00338,L816,L816,32,2183.280882,116.2350344,2299.515917,0.004868819,0
Leak_1961,31.609676,11.16645,L2579,0.00205,L2579,L2579,160,2266.119138,363.6964633,2629.815601,0.004246096,0
Leak_737,15.276891,11.132803,L1588,0.00432,L1588,L1588,125,2126.566564,263.7894084,2390.355972,0.004657383,0
Leak_550,50.743874,11.057454,L1455,0.00124,L1455_1,L1455,63,2318.101977,135.4839263,2453.585903,0.00450665,0
Leak_1816,28.73588,11.035448,L2450,0.00218,L2450_2,L2450,75,2257.885458,154.2236599,2412.109118,0.00457502,0
Leak_1946,31.231783,11.029728,L2565,0.00205,L2565,L2565,160,2266.119138,363.6964633,2629.815601,0.004194107,0
Leak_1050,2.7818341,11.0250635,L1846,0.02714,L1846,L1846,125,1122.48922,282.4675544,1404.956775,0.007847262,0
Leak_1915,34.28892,11.0089855,L2535,0.00186,L2535,L2535,160,2278.207017,362.29322,2640.500237,0.00416928,0
Leak_1873,53.0908,10.935805,L2499,0.00117,L2499,L2499,75,2322.649912,150.4256818,2473.075594,0.004421945,0
Leak_252,20.630213,10.897502,L1209,0.00311,L1209_1,L1209,200,2199.849035,531.304381,2731.153416,0.003990073,0
Leak_1422,8.394145,10.853304,L2117,0.00799,L2117,L2117,63,1918.893537,145.7006679,2064.594205,0.00525687,0
Leak_269,27.325674,10.831376,L1222,0.00231,L1222,L1222,160,2249.681695,365.41919,2615.100885,0.004141858,0
Leak_3306,22.686834,10.825661,L773,0.00277,L773,L773,63,2220.891601,139.8914478,2360.783049,0.004585623,0
Leak_1779,27.905657,10.657396,L2414,0.00217,L2414_1,L2414,75,2258.517755,154.1956004,2412.713355,0.004417183,0
Leak_493,46.925484,10.6573305,L1399,0.00129,L1399,L1399,110,2314.858905,215.154006,2530.012911,0.004212362,0
Leak_2430,5.942538,10.618305,L2995,0.01151,L2995,L2995,110,1738.788728,234.182728,1972.971456,0.005381885,0
Leak_1848,48.911167,10.615518,L2479,0.00123,L2479_1,L2479,110,2318.751136,214.7399003,2533.491036,0.004190075,0
Leak_461,30.326921,10.507418,L1371,0.00197,L1371,L1371,110,2271.200934,218.8352138,2490.036148,0.004219785,0
Leak_1917,36.870907,10.455606,L2540,0.00164,L2540,L2540,160,2292.284085,360.4771126,2652.761197,0.003941405,0
Leak_2856,19.895334,10.367012,L391,0.00303,L391,L391,60,2204.782219,136.9713732,2341.753593,0.004427029,0
Leak_3304,23.463812,10.360655,L770,0.00256,L770,L770,80,2233.988912,162.7974571,2396.786369,0.004322728,0
Leak_736,20.138628,10.343322,L1587,0.00301,L1587_3,L1587,63,2206.017243,140.3471113,2346.364355,0.004408233,0
