element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter
L2257,pipe,0.075,621.13525,8.912649956,0.939616565,0.803099683,0.267111934,0.794459489,0.813843427,0.536456499,89330.78107,16388.34766,0.814339089,,0.087350044,0.00014063,1
L1079,pipe,0.05,833.9355,8.888503993,0.940916486,0.802747446,0.268738337,0.793884433,0.815967068,0.534695315,89348.76034,16376.00977,0.813310477,,0.111496007,0.000133699,1
L2920,pipe,0.125,950.52625,8.879537188,0.941260336,0.802747446,0.268222646,0.794215464,0.816022472,0.536456499,89348.40517,16399.08984,0.813634519,,0.120462812,0.000126733,1
Leak_359,leak,,1592.546066,8.814333959,0.942518325,0.803099683,0.269937292,0.796881277,0.818255453,0.536456499,89318.40435,16397.62305,0.817523944,40,0.185666041,0.000116584,1
L1504,pipe,0.15,1412.991,8.836081367,0.942057062,0.77456851,0.270218553,0.796036698,0.816815214,0.366326171,103380.9253,16353.91016,0.816730751,,0.163918633,0.000116008,1
L2675,pipe,0.15,81.852,8.945052053,0.942440749,0.80345192,0.268821983,0.799367426,0.817635108,0.535047552,89267.52226,16356.21875,0.820463229,,0.054947947,0.000671309,2
L3265,pipe,0.25,81.0825,8.963764521,0.942518325,0.801690736,0.269350084,0.798362644,0.818454268,0.533990842,89717.99581,16409.28125,0.820013445,,0.036235479,0.000446896,2
L2269,pipe,0.1,146.029,8.97181615,0.93979478,0.80345192,0.265674953,0.794659002,0.813676271,0.535047552,89265.09543,16390.78906,0.813986283,,0.02818385,0.000193002,2
L1150,pipe,0.075,1597.4555,8.827091376,0.942048676,0.803099683,0.270187068,0.796620142,0.817926752,0.536808735,89315.58666,16364.37305,0.816939829,,0.172908624,0.00010824,2
L264,pipe,0.075,1468.75575,8.841626341,0.941883041,0.802747446,0.269254513,0.79603955,0.817237636,0.536456499,89486.03679,16387.95508,0.816063578,,0.158373659,0.000107828,2
L765,pipe,0.05,1074.7455,8.887805971,0.94013863,0.803804156,0.26832313,0.795296798,0.814994119,0.537865446,89308.62034,16375.83984,0.815521289,,0.112194029,0.000104391,2
Leak_1235,leak,,2341.121656,8.76397994,0.943461816,0.803099683,0.270967317,0.799234622,0.819527437,0.536456499,89255.64441,16343.5918,0.820397248,75,0.23602006,0.000100815,2
L1863,pipe,0.05,1455.1555,8.857427054,0.941008739,0.801338499,0.268343158,0.795879906,0.816443007,0.535752025,89717.55376,16399.22461,0.81667967,,0.142572946,9.80E-05,2
L1036,pipe,0.1,1415.646,8.863409313,0.941285496,0.780556534,0.268611043,0.794992886,0.815502294,0.369848538,100025.5208,16422.19531,0.816446702,,0.136590687,9.65E-05,2
L1784,pipe,0.075,1525.76075,8.855459082,0.941539191,0.801338499,0.269016174,0.795046231,0.817131755,0.535752025,89759.45817,16409.61719,0.815493018,,0.144540918,9.47E-05,2
Leak_2018,leak,,2315.287861,8.789886019,0.942820242,0.80345192,0.270957198,0.798114873,0.81931253,0.535752025,89305.11647,16374.16406,0.819019802,63,0.210113981,9.08E-05,2
L342,pipe,0.063,1252.76771,8.886653193,0.940966806,0.803099683,0.26849088,0.794115708,0.815878852,0.536456499,89313.08861,16376.92188,0.813397857,,0.113346807,9.05E-05,2
L1036,pipe,0.125,379.2815,8.875449052,0.943855986,0.801338499,0.270042263,0.7990785,0.820310325,0.536808735,89668.76036,16387.07422,0.820763523,,0.124550948,0.000328387,3
L3265,pipe,0.3,98.1825,8.972163234,0.941623056,0.80239521,0.267554315,0.795447887,0.817051139,0.538217682,89591.69066,16400.11719,0.815549404,,0.027836766,0.000283521,3
L1504,pipe,0.2,715.257,8.807546398,0.94511607,0.780556534,0.270274429,0.802203843,0.821032253,0.370553012,99830.41015,16421.78516,0.825986366,,0.192453602,0.000269069,3
Leak_225,leak,,2467.191136,8.779748956,0.943285698,0.801338499,0.270315911,0.797924922,0.819734114,0.535752025,89739.97917,16399.18164,0.819320573,90,0.220251044,8.93E-05,3
Leak_1799,leak,,2339.766231,8.797102078,0.942887335,0.802747446,0.270068803,0.797572306,0.818663304,0.534695315,89332.83617,16376.31641,0.818612378,63,0.202897922,8.67E-05,3
Leak_3118,leak,,2424.743086,8.79001247,0.942992167,0.80345192,0.2696321,0.798123317,0.818693915,0.536808735,89297.41559,16431.74414,0.819132764,32,0.20998753,8.66E-05,3
Leak_1845,leak,,2431.123782,8.791341341,0.942837015,0.803804156,0.270705083,0.797844065,0.819282077,0.537865446,89284.81097,16362.62695,0.818834054,110,0.208658659,8.58E-05,3
Leak_429,leak,,2434.356325,8.79178026,0.942885238,0.803099683,0.270319476,0.798114035,0.818640031,0.536456499,89278.01595,16354.82324,0.81891314,60,0.20821974,8.55E-05,3
Leak_3001,leak,,2844.268593,8.756857314,0.943598098,0.801338499,0.27091283,0.79918821,0.820257175,0.535752025,89699.3976,16397.93555,0.821047324,200,0.243142686,8.55E-05,4
Leak_253,leak,,2662.886714,8.773083158,0.943556165,0.779499824,0.271578005,0.797575437,0.820099979,0.367735118,99972.75006,16384.63086,0.8197107,200,0.226916842,8.52E-05,4
Leak_272,leak,,2391.79984,8.798115225,0.942551871,0.803099683,0.269486789,0.798277426,0.818192711,0.535047552,89333.55378,16388.72266,0.819303696,75,0.201884775,8.44E-05,4
L1783,pipe,0.063,3212.923098,8.730978312,0.944130646,0.800986263,0.270904967,0.800878653,0.820492209,0.535399789,89926.4115,16332.4043,0.822035663,,0.269021688,8.37E-05,4
L1929,pipe,0.05,1753.725,8.855617376,0.941700632,0.780556534,0.269188653,0.79463451,0.817002969,0.369496302,99961.855,16420.72266,0.815472394,,0.144382624,8.23E-05,4
Leak_612,leak,,2357.481991,8.806391198,0.94262106,0.803099683,0.270397158,0.797258832,0.818700152,0.536456499,89312.25282,16407.68359,0.817930488,63,0.193608802,8.21E-05,4
Leak_2086,leak,,2367.370571,8.807712628,0.942512035,0.803099683,0.269929926,0.797467516,0.818341888,0.536456499,89294.6736,16365.02539,0.818029374,110,0.192287372,8.12E-05,4
Leak_1130,leak,,2392.572921,8.805919231,0.942644124,0.80345192,0.269982556,0.797397955,0.818395142,0.537160972,89287.28834,16398.28906,0.818130456,75,0.194080769,8.11E-05,4
Leak_269,leak,,2577.756632,8.794522381,0.942723796,0.801338499,0.270493126,0.797511188,0.819358237,0.535752025,89709.3003,16385.48242,0.818983908,160,0.205477619,7.97E-05,4
Leak_386,leak,,2338.230388,8.813747533,0.94191449,0.803804156,0.26915263,0.79806589,0.817209593,0.537865446,89285.69168,16420.20508,0.819462714,63,0.186252467,7.97E-05,4
Leak_224,leak,,2272.635402,8.820813726,0.941520321,0.80345192,0.269236301,0.79798548,0.817416585,0.535399789,89232.15322,16353.51074,0.818900823,75,0.179186274,7.88E-05,4
L1343,pipe,0.05,1784.786,8.859342979,0.941497258,0.80345192,0.268388384,0.79527046,0.816553238,0.536808735,89316.89386,16399.19141,0.815260553,,0.140657021,7.88E-05,4
Leak_3296,leak,,2445.286132,8.807922329,0.941948037,0.80345192,0.269386173,0.798500984,0.817304467,0.536808735,89333.53477,16343.74023,0.819575796,60,0.192077671,7.86E-05,4
Leak_816,leak,,2367.536427,8.814261108,0.942203828,0.803099683,0.269735578,0.797460359,0.81792607,0.536456499,89324.46678,16365.71973,0.818160267,63,0.185738892,7.85E-05,4
Leak_2080,leak,,2465.652746,8.806990417,0.942610577,0.803804156,0.270558728,0.79719531,0.818695959,0.537865446,89292.87659,16385.61523,0.817910499,90,0.193009583,7.83E-05,4
L2446,pipe,0.125,2026.63375,8.842390962,0.942241567,0.802747446,0.26977758,0.795414616,0.817615085,0.534695315,89351.19229,16364.8457,0.814850325,,0.157609038,7.78E-05,4
Leak_2624,leak,,2453.846415,8.809748383,0.941648216,0.803804156,0.269129225,0.798868027,0.816979119,0.537865446,89264.30763,16366.08105,0.820400764,60,0.190251617,7.75E-05,4
Leak_2116,leak,,2437.322099,8.812147079,0.94298378,0.803099683,0.269293724,0.796722135,0.818300164,0.536808735,89373.43817,16387.86523,0.816613411,32,0.187852921,7.71E-05,4
Leak_2568,leak,,2421.252094,8.813512799,0.94266509,0.801338499,0.269355547,0.796408662,0.818738678,0.535752025,89775.1509,16420.75586,0.817173597,75,0.186487201,7.70E-05,4
Leak_50,leak,,2302.776927,8.822915334,0.9419082,0.802042973,0.268153282,0.797170259,0.817836334,0.536456499,89639.53159,16423.67383,0.817918874,50,0.177084666,7.69E-05,4
Leak_2486,leak,,2258.770999,8.829213867,0.94227092,0.800986263,0.269650995,0.795687382,0.818117966,0.534343079,89960.80559,16430.70117,0.816672594,63,0.170786133,7.56E-05,4
Leak_2423,leak,,2333.949483,8.823706306,0.941973196,0.800986263,0.268711979,0.796807745,0.817991957,0.536808735,89857.21961,16387.76563,0.817742001,200,0.176293694,7.55E-05,4
Leak_1492,leak,,2011.025537,8.848220699,0.941038092,0.80345192,0.268720498,0.796800755,0.816094649,0.534695315,89277.03676,16365.00879,0.817701761,63,0.151779301,7.55E-05,4
Leak_2002,leak,,2286.993567,8.829054947,0.942126252,0.802042973,0.269395971,0.796448084,0.81773842,0.536456499,89968.37724,16375.93945,0.816808822,125,0.170945053,7.47E-05,4
Leak_1572,leak,,2499.617381,8.813873651,0.941660796,0.80345192,0.269436596,0.798473081,0.817181708,0.537865446,89308.15481,16386.91406,0.819873972,75,0.186126349,7.45E-05,4
L2623,pipe,0.05,1539.439,8.885532312,0.940281202,0.80345192,0.26875172,0.795140117,0.81521086,0.535752025,89298.75433,16375.33398,0.815435665,,0.114467688,7.44E-05,4
Leak_1414,leak,,2438.342888,8.819301578,0.942426072,0.803099683,0.269735155,0.796615109,0.818205973,0.536456499,89306.65299,16419.08984,0.817152438,75,0.180698422,7.41E-05,4
Leak_2499,leak,,2444.473262,8.819780288,0.941788692,0.801690736,0.270078312,0.797254247,0.817975237,0.534343079,89810.13707,16396.93555,0.818666116,200,0.180219712,7.37E-05,4
Leak_826,leak,,2386.945364,8.824142828,0.942184958,0.803804156,0.270283698,0.796584243,0.818160633,0.537865446,89285.13655,16374.78711,0.817001897,63,0.175857172,7.37E-05,4
L1152,pipe,0.1,1971.414,8.854888292,0.94160209,0.803099683,0.269788907,0.795218178,0.817209384,0.535752025,89284.58388,16375.4082,0.815140286,,0.145111708,7.36E-05,4
Leak_3450,leak,,2458.205527,8.819437877,0.942163991,0.803099683,0.269283935,0.797296241,0.817606594,0.536808735,89291.62872,16377.7207,0.817907032,80,0.180562123,7.35E-05,4
Leak_373,leak,,1524.642394,8.88875678,0.940622956,0.802042973,0.267645569,0.794170171,0.815506802,0.537160972,89806.01328,16421.11328,0.814392917,90,0.11124322,7.30E-05,4
Leak_461,leak,,2456.904529,8.821295435,0.942149315,0.803099683,0.269246497,0.797054733,0.817671904,0.536456499,89317.84092,16366.06055,0.817616466,110,0.178704565,7.27E-05,4
Leak_955,leak,,2338.131064,8.83041268,0.942155605,0.802042973,0.268847105,0.796025515,0.81775556,0.537160972,89691.18568,16421.54883,0.81685521,50,0.16958732,7.25E-05,4
Leak_1637,leak,,2418.146456,8.825312162,0.9422835,0.803099683,0.269468478,0.796568139,0.817781192,0.536456499,89286.02248,16387.38867,0.816915213,63,0.174687838,7.22E-05,4
Leak_3258,leak,,2397.988009,8.826902112,0.942128348,0.80345192,0.269925738,0.796488232,0.818025923,0.536808735,89262.24156,16385.93359,0.816914047,75,0.173097888,7.22E-05,4
Leak_2000,leak,,2333.266869,8.83160482,0.942101092,0.801338499,0.269349898,0.795949635,0.817975603,0.535752025,89729.65426,16387.26367,0.816642521,125,0.16839518,7.22E-05,4
Leak_2202,leak,,2252.816952,8.837929795,0.9419711,0.803099683,0.268732169,0.796110286,0.81727894,0.536456499,89278.10676,16409.95313,0.81639187,63,0.162070205,7.19E-05,4
L406,pipe,0.075,2527.73325,8.818618999,0.942560258,0.803099683,0.269416558,0.796669573,0.817964753,0.536456499,89381.64647,16409.53125,0.817064627,,0.181381001,7.18E-05,4
Leak_415,leak,,2436.113771,8.82538734,0.94123937,0.803804156,0.269456154,0.798196233,0.816959673,0.537865446,89280.79988,16375.22266,0.819411984,63,0.17461266,7.17E-05,4
Leak_2419,leak,,2238.82869,8.839993777,0.94164612,0.801338499,0.268065046,0.796115207,0.817095693,0.535752025,89700.65423,16431.96484,0.817175117,200,0.160006223,7.15E-05,4
Leak_258,leak,,2445.332217,8.826234473,0.942298177,0.801338499,0.269549906,0.796008628,0.818044164,0.535752025,89742.27545,16409.49023,0.81693868,75,0.173765527,7.11E-05,4
Leak_388,leak,,2311.482004,8.836313053,0.9422835,0.801338499,0.26885923,0.795261234,0.818069271,0.535752025,89810.72021,16454.01953,0.815718406,63,0.163686947,7.08E-05,4
Leak_1131,leak,,2401.08496,8.830212501,0.942113672,0.803804156,0.269693351,0.796351234,0.817774483,0.537865446,89285.43255,16386.7832,0.816706415,75,0.169787499,7.07E-05,4
Leak_248,leak,,2489.923385,8.824702203,0.942233181,0.780556534,0.26970507,0.796293583,0.817312434,0.369848538,99995.87873,16421.58984,0.817907913,75,0.175297797,7.04E-05,4
Leak_2058,leak,,2447.80933,8.827719669,0.942382043,0.803804156,0.26915656,0.796329538,0.817708071,0.537160972,89200.33499,16387.59961,0.816445267,63,0.172280331,7.04E-05,4
Leak_3266,leak,,2420.256993,8.830132228,0.941941747,0.80345192,0.268661453,0.796938984,0.817123212,0.536808735,89321.6155,16367.4541,0.817243731,80,0.169867772,7.02E-05,4
Leak_1938,leak,,2430.367384,8.829606851,0.941631443,0.803099683,0.268141856,0.79739035,0.817332824,0.536456499,89283.40586,16388.62695,0.817799589,110,0.170393149,7.01E-05,4
Leak_2631,leak,,2427.147761,8.82991838,0.941910297,0.80345192,0.269156848,0.796721688,0.817569116,0.535399789,89261.86938,16387.58008,0.817255755,90,0.17008162,7.01E-05,4
L1780,pipe,0.063,2384.470456,8.833012672,0.942119962,0.801338499,0.270152131,0.795579013,0.818583107,0.535752025,89735.6237,16418.92578,0.816041543,,0.166987328,7.00E-05,4
Leak_3361,leak,,2414.496247,8.831358596,0.94227092,0.80345192,0.269888149,0.796028031,0.817903112,0.536808735,89236.87625,16364.3877,0.816008364,32,0.168641404,6.98E-05,4
Leak_2503,leak,,2473.876289,8.82765739,0.942163991,0.801690736,0.269744426,0.796048832,0.818456469,0.533990842,89678.48936,16397.92969,0.816626887,200,0.17234261,6.97E-05,4
Leak_2422,leak,,2308.940787,8.839161555,0.941776112,0.80345192,0.266998691,0.796471681,0.816865062,0.536456499,89179.58769,16455.68359,0.81684316,200,0.160838445,6.97E-05,4
Leak_567,leak,,2375.289115,8.835222546,0.942046579,0.778443114,0.269200113,0.796232969,0.816498411,0.367735118,100704.076,16400.13672,0.817351153,63,0.164777454,6.94E-05,4
Leak_1420,leak,,2187.304362,8.849011196,0.941457421,0.802042973,0.26793033,0.795976084,0.817208178,0.537513209,89735.94453,16434.02734,0.816048903,75,0.150988804,6.90E-05,4
Leak_1194,leak,,2383.056555,8.835549803,0.941872557,0.803099683,0.268707765,0.796427562,0.817406993,0.536456499,89325.62957,16431.54688,0.81672962,63,0.164450197,6.90E-05,4
Leak_506,leak,,2553.08213,8.824055114,0.942310757,0.803099683,0.269198621,0.79666208,0.817799223,0.536456499,89318.62079,16420.47656,0.81696748,110,0.175944886,6.89E-05,4
Leak_1692,leak,,2456.094154,8.830849923,0.942344303,0.80345192,0.268643995,0.796090882,0.81744012,0.536808735,89307.92196,16443.04102,0.816451808,50,0.169150077,6.89E-05,4
Leak_280,leak,,2296.516553,8.842007146,0.941396619,0.801690736,0.267679992,0.79645977,0.816690044,0.535752025,89772.43549,16444.20898,0.817651642,75,0.157992854,6.88E-05,4
Leak_2101,leak,,2377.382209,8.836809923,0.941648216,0.803804156,0.269770295,0.796459099,0.817730663,0.537865446,89287.75818,16375.04883,0.816784316,90,0.163190077,6.86E-05,4
Leak_611,leak,,2366.762019,8.838413575,0.941750952,0.810496654,0.268847829,0.796442771,0.817238317,0.551954914,86750.56093,16387.94336,0.816700942,63,0.161586425,6.83E-05,4
Leak_3173,leak,,2456.950143,8.832447481,0.942191248,0.802747446,0.270754571,0.795834053,0.818120534,0.534695315,89344.77289,16374.11328,0.816115722,60,0.167552519,6.82E-05,4
Leak_1212,leak,,2476.357891,8.832016953,0.942134638,0.802747446,0.268364874,0.796493209,0.817194655,0.536456499,89350.69829,16411.04297,0.816753462,63,0.167983047,6.78E-05,4
Leak_1183,leak,,2251.330737,8.847360127,0.941776112,0.802747446,0.268837922,0.795740895,0.817137154,0.536456499,89460.34027,16409.42969,0.815672059,63,0.152639873,6.78E-05,4
Leak_49,leak,,2267.12216,8.846376957,0.941388232,0.801690736,0.268438269,0.796074331,0.817022363,0.536808735,89794.58151,16411.06836,0.816860718,50,0.153623043,6.78E-05,4
Leak_3247,leak,,2454.62288,8.833934884,0.941369362,0.803804156,0.269902985,0.797275272,0.816887915,0.537865446,89248.98723,16363.77734,0.818162321,60,0.166065116,6.77E-05,4
Leak_2498,leak,,2448.370724,8.834370575,0.941488871,0.803099683,0.268723119,0.797211526,0.816559895,0.536456499,89297.52446,16398.09766,0.818270736,200,0.165629425,6.76E-05,4
Leak_959,leak,,2412.130168,8.837145745,0.9422835,0.800986263,0.268912795,0.795313908,0.81795731,0.533990842,89770.15415,16399.67773,0.815624655,32,0.162854255,6.75E-05,4
Leak_1067,leak,,2400.189294,8.837966744,0.941182761,0.80345192,0.268579026,0.797468914,0.816009263,0.535047552,89324.34428,16344.66016,0.818453086,63,0.162033256,6.75E-05,4
L346,pipe,0.075,1709.93075,8.884727073,0.9405328,0.803804156,0.268168137,0.794875179,0.815172858,0.535752025,89293.96919,16408.77539,0.815131962,,0.115272927,6.74E-05,4
Leak_1065,leak,,2411.116105,8.837634158,0.941937553,0.803099683,0.269144804,0.79629336,0.817260804,0.536456499,89308.09278,16388.21875,0.816402708,63,0.162365842,6.73E-05,4
Leak_1047,leak,,2326.73648,8.843546609,0.941853688,0.803099683,0.269089711,0.795894444,0.817200054,0.536456499,89318.91907,16387.61133,0.815957649,63,0.156453391,6.72E-05,4
Leak_3537,leak,,2445.517037,8.835981935,0.941398715,0.803099683,0.26901603,0.797280472,0.816389909,0.536456499,89322.61494,16365.4541,0.81819896,110,0.164018065,6.71E-05,4
Leak_3218,leak,,2440.79578,8.836641046,0.941459518,0.80345192,0.268812217,0.797085208,0.816454119,0.536808735,89307.01604,16398.14258,0.81814971,63,0.163358954,6.69E-05,4
Leak_466,leak,,2440.20973,8.836720359,0.941924974,0.803099683,0.269501912,0.796149596,0.817584684,0.536456499,89315.82896,16364.61035,0.816260274,110,0.163279641,6.69E-05,4
Leak_2081,leak,,2471.034857,8.834668679,0.942033999,0.803099683,0.269783546,0.796094964,0.817722853,0.536456499,89301.67181,16386.52734,0.816386939,90,0.165331321,6.69E-05,4
Leak_2029,leak,,2276.422048,8.847744591,0.941742565,0.801338499,0.268632251,0.795291989,0.817308765,0.535752025,89697.29341,16409.85742,0.815937241,90,0.152255409,6.69E-05,4
Leak_62,leak,,2475.91181,8.834448482,0.941979486,0.802042973,0.269623751,0.795757446,0.818520732,0.536456499,89620.87917,16407.58398,0.816099128,110,0.165551518,6.69E-05,4
Leak_2128,leak,,2458.682578,8.835873096,0.942000453,0.803099683,0.269447373,0.796117667,0.817494266,0.536456499,89324.98942,16397.92773,0.816470012,63,0.164126904,6.68E-05,4
Leak_3179,leak,,2022.562228,8.865083436,0.941314849,0.80873547,0.267485207,0.794424596,0.817311124,0.55230715,87082.94848,16386.65625,0.814582372,200,0.134916564,6.67E-05,4
Leak_227,leak,,2464.883383,8.835591381,0.941880944,0.801338499,0.269075072,0.796070696,0.817561516,0.535752025,89746.23593,16377.32422,0.81685338,90,0.164408619,6.67E-05,4
Leak_1135,leak,,2387.723507,8.842067255,0.941929167,0.803099683,0.268828829,0.795892375,0.816978805,0.536456499,89311.22534,16355.56152,0.81596813,63,0.157932745,6.61E-05,4
Leak_2089,leak,,1938.133731,8.871911629,0.940849394,0.80345192,0.268004489,0.795263639,0.816128143,0.535047552,89284.23532,16366.34082,0.815147342,90,0.128088371,6.61E-05,4
Leak_2368,leak,,2336.695317,8.84720798,0.941784498,0.803099683,0.269786871,0.795510514,0.81748698,0.536104262,89302.2293,16364.09961,0.815366979,63,0.15279202,6.54E-05,4
Leak_1141,leak,,2349.515265,8.84654064,0.941887234,0.803099683,0.268459788,0.795614633,0.81695831,0.536456499,89295.46463,16410.29492,0.815782645,75,0.15345936,6.53E-05,4
Leak_3146,leak,,2466.111908,8.839249993,0.941371459,0.803804156,0.26850106,0.797269344,0.816123006,0.537865446,89267.61608,16388.54883,0.818088723,50,0.160750007,6.52E-05,4
Leak_1874,leak,,2155.364112,8.859761905,0.941597897,0.803099683,0.268097381,0.795147162,0.816516389,0.536456499,89343.37834,16421.12891,0.815021553,60,0.140238095,6.51E-05,4
Leak_3243,leak,,2418.438861,8.842935407,0.940885037,0.803099683,0.268093729,0.797648968,0.815677364,0.536456499,89342.2779,16345.11133,0.818595056,32,0.157064593,6.49E-05,4
Leak_625,leak,,2249.845443,8.853887421,0.941727889,0.803099683,0.26861009,0.79536278,0.816807247,0.536456499,89300.44974,16387.92578,0.815252896,63,0.146112579,6.49E-05,4
Leak_32,leak,,2685.681524,8.825847181,0.941604187,0.803099683,0.269511133,0.797625651,0.816869203,0.536808735,89311.828,16375.64453,0.818821295,160,0.174152819,6.48E-05,4
Leak_3435,leak,,2428.17341,8.842705987,0.941279206,0.80345192,0.268394589,0.797045171,0.81615519,0.536808735,89289.60154,16376.88477,0.817867927,100,0.157294013,6.48E-05,4
Leak_1362,leak,,2453.252931,8.841417085,0.941818045,0.803099683,0.269477725,0.796012374,0.817411501,0.536456499,89308.31406,16375.72461,0.816121964,63,0.158582915,6.46E-05,4
Leak_591,leak,,2390.05867,8.845515099,0.941792885,0.802747446,0.268614069,0.795921676,0.816825383,0.534695315,89327.86969,16377.79688,0.816115646,63,0.154484901,6.46E-05,4
Leak_3317,leak,,2461.004197,8.841136697,0.941346299,0.80345192,0.268291732,0.797158963,0.816041289,0.536808735,89318.20939,16399.58594,0.817989207,63,0.158863303,6.46E-05,4
Leak_3089,leak,,2452.476033,8.841956132,0.941300173,0.80239521,0.268845191,0.796960232,0.816380003,0.536456499,89909.20368,16375.91016,0.817785923,63,0.158043868,6.44E-05,4
Leak_3183,leak,,2478.230219,8.840623244,0.941428068,0.80345192,0.268123168,0.796985283,0.816101253,0.536808735,89314.65932,16432.25391,0.817933978,80,0.159376756,6.43E-05,4
Leak_99,leak,,2642.554112,8.830059525,0.941360976,0.80345192,0.267760091,0.79814725,0.816022786,0.536104262,89214.11906,16400.90039,0.819173852,160,0.169940475,6.43E-05,4
Leak_2068,leak,,2470.266397,8.841975069,0.941859978,0.803099683,0.269083029,0.796022775,0.817265888,0.536456499,89281.99086,16387.63867,0.816054639,90,0.158024931,6.40E-05,4
Leak_1439,leak,,2143.243871,8.862919215,0.940524413,0.803804156,0.267697302,0.796684727,0.815465917,0.538217682,89249.99389,16398.91016,0.817370325,63,0.137080785,6.40E-05,4
Leak_2193,leak,,2418.927767,8.845894862,0.941490968,0.803099683,0.26874963,0.796335074,0.816727207,0.536456499,89303.61746,16355.75879,0.81643525,63,0.154105138,6.37E-05,4
Leak_1662,leak,,2412.713177,8.846360449,0.941843204,0.803099683,0.268587654,0.795835507,0.816905894,0.536456499,89259.13426,16388.63672,0.815803772,75,0.153639551,6.37E-05,4
Leak_2813,leak,,2424.397259,8.845950368,0.942105285,0.802747446,0.269308077,0.795210405,0.8174245,0.535047552,89287.47503,16375.71973,0.815094384,63,0.154049632,6.35E-05,4
Leak_1359,leak,,2436.602465,8.845423281,0.940824234,0.802747446,0.268067944,0.797533499,0.815604715,0.536456499,89479.75123,16345.12012,0.818485873,50,0.154576719,6.34E-05,4
Leak_736,leak,,2295.555431,8.854454988,0.940958419,0.782317718,0.268394233,0.796567132,0.815164262,0.370553012,99475.62236,16388.32813,0.818063366,63,0.145545012,6.34E-05,4
Leak_1528,leak,,2456.963844,8.844292789,0.941776112,0.801338499,0.269262112,0.79563549,0.817412706,0.535752025,89823.45158,16387.96484,0.816074677,75,0.155707211,6.34E-05,4
Leak_805,leak,,2414.265103,8.847345996,0.941757242,0.803099683,0.268915983,0.795783168,0.817013871,0.536456499,89311.18101,16387.69141,0.815818363,75,0.152654004,6.32E-05,4
