,"('V_LL_1', 'day')","('V_LL_1', 'night')","('CV4', 'day')","('CV4', 'night')","('CV5', 'day')","('CV5', 'night')",1,2,3,4,5,6,7,8,9
31,0,1,1,1,1,1,0.9431,0.8535,0.2535,0.7861,0.8121,0.6058,66746.3145,17203.8828,0.8066
32,1,0,0,0,0,0,0.9358,0.8278,0.2485,0.786,0.8047,0.5805,77311.7366,17221.3066,0.8094
33,1,0,0,0,0,1,0.9358,0.8278,0.2485,0.786,0.8047,0.5805,77310.6366,17221.3027,0.8094
34,1,0,0,0,1,0,0.9358,0.8278,0.2489,0.786,0.8047,0.5805,77312.6787,17221.3027,0.8094
35,1,0,0,0,1,1,0.9358,0.8278,0.2489,0.786,0.8047,0.5805,77312.8241,17221.3047,0.8094
36,1,0,0,1,0,0,0.9431,0.8535,0.2531,0.7861,0.8122,0.6058,66737.281,17203.8828,0.8066
37,1,0,0,1,0,1,0.9431,0.8535,0.2531,0.7861,0.8122,0.6058,66734.2539,17203.8926,0.8066
38,1,0,0,1,1,0,0.9431,0.8535,0.2535,0.7861,0.8122,0.6058,66731.6316,17203.8867,0.8067
39,1,0,0,1,1,1,0.9431,0.8535,0.2535,0.7861,0.8122,0.6058,66731.003,17203.8887,0.8066
40,1,0,1,0,0,0,0.9358,0.8278,0.2491,0.7859,0.8047,0.5805,77323.8631,17221.3047,0.8093
41,1,0,1,0,0,1,0.9358,0.8281,0.2491,0.7859,0.8047,0.5805,77321.2136,17221.3047,0.8094
42,1,0,1,0,1,0,0.9358,0.8278,0.2491,0.7859,0.8047,0.5805,77319.5322,17221.3066,0.8094
43,1,0,1,0,1,1,0.9358,0.8278,0.2491,0.7859,0.8047,0.5805,77319.2001,17221.3047,0.8094
44,1,0,1,1,0,0,0.9431,0.8535,0.2537,0.7861,0.8121,0.6058,66747.3,17203.8828,0.8066
45,1,0,1,1,0,1,0.9431,0.8535,0.2537,0.7861,0.8121,0.6058,66746.3466,17203.8848,0.8066
46,1,0,1,1,1,0,0.9431,0.8535,0.2537,0.7861,0.8122,0.6058,66741.9329,17203.8828,0.8066
47,1,0,1,1,1,1,0.9431,0.8535,0.2537,0.7861,0.8122,0.6058,66741.4287,17203.8828,0.8066
48,1,1,0,0,0,0,0.9436,0.8535,0.2535,0.7874,0.8131,0.6058,66727.3876,17203.7812,0.8085
49,1,1,0,0,0,1,0.9436,0.8535,0.2536,0.7874,0.8131,0.6058,66726.4383,17203.7734,0.8085
50,1,1,0,0,1,0,0.9436,0.8535,0.2539,0.7874,0.8131,0.6058,66727.7866,17203.7852,0.8085
51,1,1,0,0,1,1,0.9431,0.8535,0.2535,0.7861,0.8122,0.6058,66726.9828,17203.8691,0.8067
52,1,1,0,1,0,0,0.9431,0.8535,0.2531,0.7861,0.8122,0.6058,66728.8363,17203.877,0.8067
53,1,1,0,1,0,1,0.9436,0.8535,0.2536,0.7874,0.8131,0.6058,66728.0579,17203.7812,0.8085
54,1,1,0,1,1,0,0.9431,0.8535,0.2536,0.7861,0.8122,0.6058,66729.6827,17203.873,0.8067
55,1,1,0,1,1,1,0.9431,0.8535,0.2536,0.7861,0.8122,0.6058,66728.5909,17203.8809,0.8067
56,1,1,1,0,0,0,0.9431,0.8535,0.2537,0.7861,0.8122,0.6058,66735.9368,17203.8711,0.8066
57,1,1,1,0,0,1,0.9436,0.8535,0.2543,0.7872,0.8131,0.6058,66731.102,17203.7188,0.8082
58,1,1,1,0,1,0,0.9431,0.8535,0.2537,0.7862,0.8122,0.6058,66755.5923,17203.877,0.8067
59,1,1,1,0,1,1,0.9431,0.8531,0.2537,0.7861,0.8121,0.6058,66957.215,17203.8945,0.8066
60,1,1,1,1,0,0,0.9431,0.8535,0.2538,0.7861,0.8122,0.6058,66738.6128,17203.8711,0.8066
61,1,1,1,1,0,1,0.9431,0.8535,0.2538,0.7861,0.8122,0.6058,66738.4825,17203.875,0.8067
62,1,1,1,1,1,0,0.9431,0.8535,0.2538,0.7861,0.8122,0.6058,66736.1967,17203.873,0.8066
63,1,1,1,1,1,1,0.9431,0.8535,0.2538,0.7861,0.8122,0.6058,66732.736,17203.8789,0.8066
