,"('V_CO', 'day')","('V_CO', 'night')","('V_G1', 'day')","('V_G1', 'night')","('V_G2', 'day')","('V_G2', 'night')","('V_G3', 'day')","('V_G3', 'night')",1,2,3,4,5,6,7,8,9
38,0,0,1,0,0,1,1,0,0.8557,0.6016,0.3641,0.6273,0.6659,0.285,161143.7214,15130.0049,0.6105
39,0,0,1,0,0,1,1,1,0.8553,0.5977,0.3632,0.6289,0.6642,0.2036,161181.3024,15130.9121,0.6143
40,0,0,1,0,1,0,0,0,0.8394,0.5875,0.3622,0.6224,0.662,0.224,168046.7637,15181.749,0.6106
41,0,0,1,0,1,0,0,1,0.8562,0.5174,0.3652,0.6309,0.6655,0.1782,190471.6243,15118.3818,0.6195
42,0,0,1,0,1,0,1,0,0.8388,0.6189,0.3625,0.6203,0.6604,0.2254,156808.8264,15174.6396,0.6077
43,0,0,1,0,1,0,1,1,0.8551,0.6115,0.3639,0.6283,0.6626,0.2265,158662.0485,15127.1211,0.6126
44,0,0,1,0,1,1,0,0,0.8558,0.6006,0.3653,0.6306,0.6652,0.2385,161365.2548,15124.8506,0.615
45,0,0,1,0,1,1,0,1,0.8547,0.6238,0.3643,0.6271,0.6635,0.2917,153869.2728,15118.2031,0.6089
46,0,0,1,0,1,1,1,0,0.8569,0.615,0.3647,0.631,0.6655,0.2381,157756.151,15133.458,0.6115
47,0,0,1,0,1,1,1,1,0.8575,0.4424,0.3641,0.6338,0.6678,0.1148,200235.8783,15132.9219,0.6193
48,0,0,1,1,0,0,0,0,0.8542,0.6326,0.3647,0.6227,0.6662,0.2716,152431.8971,15130.6445,0.6064
49,0,0,1,1,0,0,0,1,0.8525,0.4984,0.3656,0.6248,0.6653,0.1948,191976.1072,15146.8525,0.6116
50,0,0,1,1,0,0,1,0,0.8543,0.6076,0.3635,0.6265,0.6632,0.2113,157726.8358,15128.0371,0.6077
51,0,0,1,1,0,0,1,1,0.856,0.639,0.3644,0.6302,0.6644,0.2645,149886.7944,15129.1172,0.6136
52,0,0,1,1,0,1,0,0,0.8565,0.6051,0.3681,0.6295,0.6692,0.2244,159476.1325,15147.0273,0.6186
53,0,0,1,1,0,1,0,1,0.8564,0.6319,0.3679,0.6311,0.6687,0.2469,150795.8905,15140.0371,0.6206
54,0,0,1,1,0,1,1,0,0.8563,0.609,0.3632,0.6296,0.6643,0.2279,158536.629,15142.3857,0.6155
55,0,0,1,1,0,1,1,1,0.8579,0.6538,0.3655,0.6329,0.6685,0.2902,145786.98,15142.3896,0.6137
56,0,0,1,1,1,0,0,0,0.855,0.5808,0.3627,0.6256,0.6624,0.2075,168351.2248,15146.874,0.6122
57,0,0,1,1,1,0,0,1,0.8546,0.5125,0.3642,0.6277,0.6642,0.2159,196545.6436,15118.6152,0.6124
58,0,0,1,1,1,0,1,0,0.8544,0.391,0.3608,0.6248,0.662,0.1391,224585.3532,15118.8867,0.615
59,0,0,1,1,1,0,1,1,0.85,0.3466,0.3617,0.6213,0.6578,0.1522,230607.7215,15121.7275,0.6041
60,0,0,1,1,1,1,0,0,0.856,0.6259,0.3632,0.6286,0.6624,0.242,153842.6678,15126.5869,0.6133
61,0,0,1,1,1,1,0,1,0.8537,0.3131,0.3634,0.629,0.6617,0.1603,237697.1575,15118.1943,0.6134
62,0,0,1,1,1,1,1,0,0.8586,0.6851,0.3669,0.6326,0.67,0.3727,134961.6071,15123.2451,0.6116
63,0,0,1,1,1,1,1,1,0.8569,0.6492,0.3648,0.6315,0.6635,0.2716,146587.5069,15130.4277,0.6168
64,0,1,0,0,0,0,0,0,0.843,0.6816,0.3704,0.6259,0.7124,0.3684,136817.3713,15817.6543,0.6331
65,0,1,0,0,0,0,0,1,0.8607,0.6816,0.3683,0.6275,0.7107,0.3684,136827.2723,15665.9033,0.63
66,0,1,0,0,0,0,1,0,0.8555,0.6087,0.3579,0.639,0.692,0.2483,163753.2571,15681.7656,0.6412
67,0,1,0,0,0,0,1,1,0.8733,0.5925,0.3575,0.6451,0.6929,0.2142,165876.9447,15496.7676,0.6402
68,0,1,0,0,0,1,0,0,0.8614,0.6816,0.3687,0.6276,0.7132,0.3684,136835.3177,15684.9434,0.6297
69,0,1,0,0,0,1,0,1,0.8631,0.6816,0.3677,0.6297,0.7123,0.3684,136831.5111,15684.9492,0.6319
70,0,1,0,0,0,1,1,0,0.8751,0.6375,0.3586,0.6463,0.6971,0.3188,152765.0892,15419.166,0.6383
71,0,1,0,0,0,1,1,1,0.8737,0.4153,0.3568,0.6446,0.6928,0.1416,207163.6119,15453.4023,0.6443
72,0,1,0,0,1,0,0,0,0.8592,0.6217,0.3577,0.6459,0.6939,0.23,154919.0684,15663.376,0.6473
73,0,1,0,0,1,0,0,1,0.8739,0.5879,0.3569,0.6465,0.6926,0.2219,168994.7144,15479.5469,0.6374
74,0,1,0,0,1,0,1,0,0.8587,0.6724,0.3571,0.6447,0.6951,0.3628,140699.9084,15608.6211,0.6413
75,0,1,0,0,1,0,1,1,0.8747,0.6097,0.3566,0.6475,0.6915,0.2254,161438.2937,15479.5615,0.6418
76,0,1,0,0,1,1,0,0,0.8759,0.5347,0.3579,0.6489,0.6988,0.3209,189404.0988,15423.6387,0.6402
77,0,1,0,0,1,1,0,1,0.8751,0.6196,0.3565,0.6467,0.6922,0.224,154352.6913,15446.8896,0.6414
78,0,1,0,0,1,1,1,0,0.8799,0.6368,0.3592,0.6571,0.7018,0.2659,150766.7673,15441.3252,0.6485
79,0,1,0,0,1,1,1,1,0.8749,0.5671,0.3561,0.6466,0.6918,0.2247,167805.047,15452.0801,0.6425
80,0,1,0,1,0,0,0,0,0.8633,0.6816,0.3691,0.629,0.7143,0.3684,136833.1038,15735.9111,0.6317
81,0,1,0,1,0,0,0,1,0.8624,0.6816,0.3682,0.628,0.7122,0.3684,136831.8093,15701.6387,0.6303
82,0,1,0,1,0,0,1,0,0.8772,0.6231,0.36,0.6504,0.7,0.2554,157029.7903,15499.8203,0.646
83,0,1,0,1,0,0,1,1,0.8759,0.5963,0.358,0.648,0.6963,0.2135,163300.4606,15452.9746,0.643
84,0,1,0,1,0,1,0,0,0.8633,0.6816,0.369,0.6288,0.714,0.3684,136840.7833,15668.166,0.6303
85,0,1,0,1,0,1,0,1,0.8637,0.6816,0.3678,0.6286,0.7126,0.3684,136834.9907,15668.2021,0.6302
86,0,1,0,1,0,1,1,0,0.8771,0.6464,0.36,0.6487,0.7002,0.2913,146732.2325,15412.2197,0.6403
87,0,1,0,1,0,1,1,1,0.875,0.6453,0.3576,0.6447,0.695,0.2733,148976.4559,15412.3066,0.6384
88,0,1,0,1,1,0,0,0,0.8756,0.5749,0.358,0.6454,0.6954,0.2022,168814.998,15463.6182,0.6393
89,0,1,0,1,1,0,0,1,0.8764,0.4889,0.3576,0.6493,0.6956,0.1624,193737.8391,15454.2705,0.6466
90,0,1,0,1,1,0,1,0,0.8774,0.6298,0.3585,0.6499,0.6971,0.2416,152643.6848,15447.3643,0.6418
91,0,1,0,1,1,0,1,1,0.8776,0.6115,0.3575,0.649,0.6949,0.2001,157668.5179,15439.2217,0.6426
92,0,1,0,1,1,1,0,0,0.8764,0.59,0.3581,0.6472,0.6971,0.2117,165494.9609,15420.7559,0.6373
93,0,1,0,1,1,1,0,1,0.8765,0.5822,0.3576,0.6477,0.694,0.2015,170282.4202,15440.3193,0.6415
94,0,1,0,1,1,1,1,0,0.8746,0.479,0.3569,0.6468,0.6945,0.167,192400.1203,15421.2109,0.6377
95,0,1,0,1,1,1,1,1,0.8799,0.5248,0.358,0.6557,0.7006,0.2128,189626.5725,15441.3955,0.6515
96,0,1,1,0,0,0,0,0,0.8568,0.5995,0.3613,0.6426,0.6998,0.2039,162508.1826,15690.2705,0.6434
97,0,1,1,0,0,0,0,1,0.8717,0.6073,0.3596,0.6412,0.6958,0.2645,158401.5418,15479.7031,0.6362
98,0,1,1,0,0,0,1,0,0.8579,0.5403,0.3586,0.6419,0.6959,0.2589,183821.4267,15596.79,0.6416
99,0,1,1,0,0,0,1,1,0.8741,0.503,0.3571,0.6455,0.6935,0.1772,196121.1516,15482.3877,0.6397
100,0,1,1,0,0,1,0,0,0.8772,0.6446,0.3615,0.6494,0.7014,0.2191,145851.1488,15454.8672,0.6468
101,0,1,1,0,0,1,0,1,0.8764,0.633,0.3613,0.6502,0.701,0.2497,151263.3634,15472.252,0.6465
102,0,1,1,0,0,1,1,0,0.8792,0.6066,0.3593,0.6544,0.6997,0.2251,158208.6944,15412.5234,0.6487
103,0,1,1,0,0,1,1,1,0.8771,0.4886,0.3583,0.6495,0.6984,0.1793,196955.2071,15456.5752,0.6445
104,0,1,1,0,1,0,0,0,0.8601,0.6235,0.357,0.6466,0.6932,0.2339,155151.5538,15611.9531,0.6496
105,0,1,1,0,1,0,0,1,0.8756,0.6502,0.3562,0.6485,0.6911,0.2614,148272.9048,15470.5645,0.6424
106,0,1,1,0,1,0,1,0,0.8584,0.5925,0.3576,0.6436,0.6942,0.211,164516.1042,15597.0859,0.6433
107,0,1,1,0,1,0,1,1,0.8739,0.6199,0.3566,0.6436,0.6918,0.2328,155330.4329,15462.54,0.6333
108,0,1,1,0,1,1,0,0,0.8759,0.5199,0.3583,0.6474,0.6976,0.211,190586.7518,15422.4336,0.64
109,0,1,1,0,1,1,0,1,0.8771,0.572,0.3567,0.652,0.6971,0.2251,172063.4063,15467.1924,0.6445
110,0,1,1,0,1,1,1,0,0.8744,0.1772,0.3573,0.6498,0.6962,0.1303,268288.3963,15420.8525,0.6421
111,0,1,1,0,1,1,1,1,0.8773,0.5837,0.3577,0.6511,0.6961,0.2216,168316.4388,15448.2363,0.6459
112,0,1,1,1,0,0,0,0,0.8756,0.6196,0.3608,0.6473,0.7002,0.2272,154202.9194,15522.6064,0.6434
113,0,1,1,1,0,0,0,1,0.8767,0.621,0.3611,0.6493,0.7016,0.2427,154785.2585,15478.5098,0.6451
114,0,1,1,1,0,0,1,0,0.8753,0.6122,0.3569,0.6448,0.693,0.2106,157255.0144,15470.207,0.6414
115,0,1,1,1,0,0,1,1,0.878,0.5252,0.3585,0.6535,0.6983,0.2117,188644.0839,15459.4541,0.6462
116,0,1,1,1,0,1,0,0,0.8764,0.6562,0.3621,0.6472,0.7025,0.2902,144961.9651,15422.2812,0.6418
117,0,1,1,1,0,1,0,1,0.8756,0.5819,0.36,0.6464,0.6994,0.1962,168394.3581,15413.5186,0.6433
118,0,1,1,1,0,1,1,0,0.8738,0.1127,0.3581,0.6497,0.6972,0.1095,292084.4896,15409.6689,0.6413
119,0,1,1,1,0,1,1,1,0.8774,0.5766,0.3574,0.6497,0.6974,0.1909,166627.2877,15423.7334,0.6447
120,0,1,1,1,1,0,0,0,0.877,0.5879,0.3565,0.6494,0.6947,0.2385,168901.2253,15464.2285,0.646
121,0,1,1,1,1,0,0,1,0.879,0.6231,0.3574,0.654,0.698,0.2286,154086.6026,15468.0469,0.6458
122,0,1,1,1,1,0,1,0,0.8782,0.634,0.3588,0.6509,0.6964,0.2589,154426.4933,15446.6602,0.6447
123,0,1,1,1,1,0,1,1,0.8762,0.559,0.3559,0.6472,0.693,0.1849,179105.9039,15429.584,0.6422
124,0,1,1,1,1,1,0,0,0.8812,0.6087,0.3592,0.6579,0.7006,0.2149,158011.5711,15437.8037,0.6544
125,0,1,1,1,1,1,0,1,0.8749,0.6245,0.3556,0.6436,0.6914,0.2402,153513.2289,15413.0234,0.6349
126,0,1,1,1,1,1,1,0,0.8769,0.6136,0.3577,0.6477,0.6957,0.2434,160375.8735,15435.0508,0.6413
127,0,1,1,1,1,1,1,1,0.8786,0.6009,0.3581,0.6509,0.6965,0.224,162221.0733,15420.2754,0.644
128,1,0,0,0,0,0,0,0,0.8571,0.7806,0.3592,0.6541,0.7531,0.5615,99210.6096,17187.7051,0.685
129,1,0,0,0,0,0,0,1,0.8755,0.7806,0.3606,0.6598,0.7568,0.5618,99196.8831,17223.1113,0.688
130,1,0,0,0,0,0,1,0,0.8762,0.7615,0.3416,0.6843,0.7332,0.5442,108009.9277,16322.3936,0.6919
131,1,0,0,0,0,0,1,1,0.8962,0.783,0.3474,0.6967,0.7402,0.5446,94646.9318,16407.5312,0.702
132,1,0,0,0,0,1,0,0,0.8763,0.7806,0.36,0.6606,0.7569,0.5615,99195.1626,17223.9355,0.6883
133,1,0,0,0,0,1,0,1,0.8766,0.7806,0.3598,0.661,0.7566,0.5608,99198.6812,17189.6973,0.6888
134,1,0,0,0,0,1,1,0,0.8962,0.783,0.3462,0.6955,0.7398,0.5446,94739.5693,16391.3359,0.6991
135,1,0,0,0,0,1,1,1,0.8952,0.6689,0.3456,0.6939,0.738,0.3927,139987.1712,16391.2988,0.6989
136,1,0,0,0,1,0,0,0,0.8819,0.7584,0.3436,0.6977,0.7371,0.5431,108376.0551,16152.2217,0.7077
137,1,0,0,0,1,0,0,1,0.9015,0.7644,0.3496,0.7122,0.7448,0.522,102084.2196,16135.3906,0.7197
138,1,0,0,0,1,0,1,0,0.8815,0.7573,0.3421,0.6967,0.7352,0.5424,108889.8737,16152.583,0.7045
139,1,0,0,0,1,0,1,1,0.8996,0.7791,0.3458,0.7079,0.7402,0.5386,96101.3268,16119.4004,0.7117
140,1,0,0,0,1,1,0,0,0.9001,0.7644,0.3469,0.7076,0.7419,0.522,102115.2996,16119.4082,0.7121
141,1,0,0,0,1,1,0,1,0.901,0.7622,0.3482,0.71,0.7433,0.521,103691.2503,16118.9336,0.7157
142,1,0,0,0,1,1,1,0,0.9006,0.7644,0.3462,0.7095,0.7412,0.5217,102520.3754,16119.8545,0.7141
143,1,0,0,0,1,1,1,1,0.9004,0.7644,0.346,0.7102,0.7406,0.5217,102485.7248,16119.9355,0.715
144,1,0,0,1,0,0,0,0,0.8746,0.7806,0.359,0.6582,0.7552,0.5615,99195.1484,17223.6523,0.6848
145,1,0,0,1,0,0,0,1,0.8788,0.7799,0.3614,0.6613,0.7592,0.5625,99378.5322,17223.8066,0.6893
146,1,0,0,1,0,0,1,0,0.8951,0.7834,0.3455,0.6937,0.7387,0.5456,94652.5995,16339.8916,0.6974
147,1,0,0,1,0,0,1,1,0.8983,0.783,0.3478,0.6995,0.7418,0.5453,94719.7552,16408.1875,0.7063
148,1,0,0,1,0,1,0,0,0.8777,0.7806,0.36,0.6608,0.7585,0.5618,99195.7694,17223.9434,0.6886
149,1,0,0,1,0,1,0,1,0.8764,0.7806,0.3602,0.6599,0.7571,0.5615,99196.1113,17216.7129,0.6877
150,1,0,0,1,0,1,1,0,0.8975,0.783,0.3468,0.6972,0.741,0.5442,94644.7926,16408.4414,0.702
151,1,0,0,1,0,1,1,1,0.8975,0.7809,0.3465,0.6981,0.7406,0.5417,95303.2108,16409.0586,0.7035
152,1,0,0,1,1,0,0,0,0.8998,0.7644,0.3467,0.7082,0.7418,0.522,102008.5968,16068.0947,0.7141
153,1,0,0,1,1,0,0,1,0.9009,0.7644,0.3476,0.7097,0.7427,0.5213,102126.7336,16136.4395,0.7154
154,1,0,0,1,1,0,1,0,0.8976,0.7644,0.3434,0.7028,0.7374,0.5217,102526.7523,16051.6377,0.705
155,1,0,0,1,1,0,1,1,0.8994,0.7644,0.3449,0.7069,0.7391,0.5217,102497.37,16120.0732,0.7101
156,1,0,0,1,1,1,0,0,0.9018,0.7644,0.3482,0.7109,0.744,0.522,102076.1483,16153.4268,0.7169
157,1,0,0,1,1,1,0,1,0.9011,0.7644,0.3472,0.7103,0.7425,0.522,102069.7752,16153.748,0.716
158,1,0,0,1,1,1,1,0,0.901,0.7644,0.3463,0.7093,0.7416,0.5217,102473.5792,16119.792,0.7137
159,1,0,0,1,1,1,1,1,0.8999,0.764,0.3453,0.7073,0.7399,0.5217,102547.1274,16119.8193,0.7107
160,1,0,1,0,0,0,0,0,0.8831,0.7661,0.3523,0.6985,0.7471,0.5456,106337.8568,16750.7578,0.7187
161,1,0,1,0,0,0,0,1,0.9029,0.7601,0.3573,0.713,0.7541,0.5386,106240.466,16560.5215,0.7313
162,1,0,1,0,0,0,1,0,0.8846,0.758,0.3463,0.7016,0.7401,0.5428,108693.4003,16168.1729,0.7133
163,1,0,1,0,0,0,1,1,0.9,0.6671,0.3486,0.7052,0.742,0.3924,140754.5732,16134.4824,0.7115
164,1,0,1,0,0,1,0,0,0.9037,0.7791,0.3567,0.7139,0.7545,0.5403,96334.3092,16527.1523,0.7316
165,1,0,1,0,0,1,0,1,0.9037,0.7791,0.3568,0.7143,0.7542,0.5403,96324.8247,16527.1582,0.7322
166,1,0,1,0,0,1,1,0,0.9006,0.6837,0.3478,0.7058,0.7421,0.4269,133739.4912,16135.3574,0.7112
167,1,0,1,0,0,1,1,1,0.9012,0.7816,0.348,0.708,0.7428,0.5431,94996.4141,16135.8535,0.7124
168,1,0,1,0,1,0,0,0,0.8685,0.7478,0.3267,0.6678,0.7154,0.5192,113330.0241,16087.7764,0.659
169,1,0,1,0,1,0,0,1,0.8962,0.6752,0.341,0.6964,0.7325,0.3283,138164.1241,16051.1279,0.6964
170,1,0,1,0,1,0,1,0,0.8695,0.7478,0.3274,0.6688,0.7159,0.5199,113368.0434,16070.5674,0.6594
171,1,0,1,0,1,0,1,1,0.8851,0.72,0.3298,0.6743,0.7173,0.435,124155.4726,16036.457,0.661
172,1,0,1,0,1,1,0,0,0.8932,0.665,0.3377,0.6893,0.7293,0.3875,141487.3569,16052.3164,0.6843
173,1,0,1,0,1,1,0,1,0.8924,0.6879,0.3373,0.6876,0.7281,0.4128,133058.0258,16017.9121,0.681
174,1,0,1,0,1,1,1,0,0.8889,0.6675,0.333,0.6793,0.7223,0.3924,140638.7236,16053.1143,0.6691
175,1,0,1,0,1,1,1,1,0.8887,0.6869,0.3329,0.6797,0.7219,0.4149,132866.6219,16053.1094,0.6691
176,1,0,1,1,0,0,0,0,0.9029,0.7813,0.3561,0.7125,0.7538,0.5463,95243.2048,16561.3203,0.7305
177,1,0,1,1,0,0,0,1,0.9034,0.7791,0.3562,0.7138,0.7535,0.5403,96330.0976,16561.2891,0.7315
178,1,0,1,1,0,0,1,0,0.9003,0.7816,0.3476,0.7057,0.7423,0.5435,94995.7707,16101.0537,0.7104
179,1,0,1,1,0,0,1,1,0.9008,0.7816,0.3473,0.7071,0.7419,0.5424,95046.7731,16135.5049,0.7112
180,1,0,1,1,0,1,0,0,0.9049,0.7791,0.3569,0.7158,0.7554,0.5403,96318.2235,16561.4043,0.7345
181,1,0,1,1,0,1,0,1,0.9039,0.7791,0.3563,0.7142,0.754,0.5403,96328.1972,16561.3848,0.7319
182,1,0,1,1,0,1,1,0,0.9009,0.6671,0.3478,0.7059,0.7424,0.3924,140691.9278,16135.3701,0.7117
183,1,0,1,1,0,1,1,1,0.9009,0.67,0.3478,0.7059,0.7419,0.3681,138959.9745,16135.3467,0.7117
184,1,0,1,1,1,0,0,0,0.8908,0.6485,0.3348,0.6839,0.7249,0.2244,146047.5053,16018.3271,0.6791
185,1,0,1,1,1,0,0,1,0.8894,0.6337,0.3342,0.6813,0.7236,0.2924,151100.7854,16018.3008,0.6737
186,1,0,1,1,1,0,1,0,0.8887,0.6675,0.333,0.6791,0.7226,0.3924,140645.1134,16001.6826,0.6689
187,1,0,1,1,1,0,1,1,0.8887,0.6626,0.3328,0.6792,0.7219,0.3885,142098.4594,16035.876,0.6695
188,1,0,1,1,1,1,0,0,0.8948,0.6675,0.3391,0.6919,0.7311,0.391,140312.4691,16034.8584,0.6888
189,1,0,1,1,1,1,0,1,0.89,0.6675,0.3346,0.6814,0.7242,0.3906,140360.4432,16035.3643,0.6725
190,1,0,1,1,1,1,1,0,0.889,0.646,0.3325,0.6793,0.7222,0.3734,146887.5929,16053.1299,0.6697
191,1,0,1,1,1,1,1,1,0.8922,0.6921,0.3362,0.6862,0.7267,0.434,130428.8769,16035.4365,0.6789
192,1,1,0,0,0,0,0,0,0.871,0.7989,0.3628,0.6708,0.7825,0.5815,93146.3285,17251.416,0.7184
193,1,1,0,0,0,0,0,1,0.8899,0.7887,0.36,0.6735,0.7824,0.5741,95959.2594,17257.1934,0.7136
194,1,1,0,0,0,0,1,0,0.8964,0.7693,0.3496,0.7158,0.7674,0.5544,104794.1928,17208.6289,0.7448
195,1,1,0,0,0,0,1,1,0.9179,0.7848,0.3521,0.7275,0.7732,0.5502,94129.65,17126.8223,0.7498
196,1,1,0,0,0,1,0,0,0.8943,0.7883,0.3632,0.679,0.7892,0.5734,96042.8557,17258.6719,0.721
197,1,1,0,0,0,1,0,1,0.8938,0.7883,0.3621,0.6776,0.7871,0.5734,96061.8878,17258.2773,0.719
198,1,1,0,0,0,1,1,0,0.9192,0.7858,0.3535,0.7259,0.7764,0.5502,93991.9959,17162.0918,0.7459
199,1,1,0,0,0,1,1,1,0.9169,0.7858,0.3501,0.7223,0.7715,0.5502,94002.2448,17162.9316,0.7405
200,1,1,0,0,1,0,0,0,0.8971,0.7686,0.3458,0.719,0.7644,0.5527,105111.0081,17160.6777,0.7424
201,1,1,0,0,1,0,0,1,0.9228,0.7841,0.3541,0.7397,0.7768,0.5484,94195.5484,16888.4727,0.76
202,1,1,0,0,1,0,1,0,0.8926,0.7661,0.3397,0.7073,0.7552,0.5516,105595.5833,17127.7832,0.7228
203,1,1,0,0,1,0,1,1,0.9189,0.782,0.3503,0.7294,0.7708,0.547,94466.1989,16820.3984,0.7438
204,1,1,0,0,1,1,0,0,0.9128,0.783,0.3415,0.7162,0.7616,0.5481,94267.5431,17013.875,0.7236
205,1,1,0,0,1,1,0,1,0.9132,0.783,0.3415,0.7185,0.7613,0.5481,94273.7227,17013.582,0.7274
206,1,1,0,0,1,1,1,0,0.9165,0.783,0.3447,0.7241,0.7655,0.5474,94406.7791,16807.5039,0.7336
207,1,1,0,0,1,1,1,1,0.9181,0.783,0.346,0.729,0.767,0.5474,94417.6153,16789.791,0.7413
208,1,1,0,1,0,0,0,0,0.8966,0.7883,0.3648,0.6794,0.7909,0.5734,95947.3038,17257.1641,0.7214
209,1,1,0,1,0,0,0,1,0.894,0.7872,0.3615,0.6765,0.7857,0.5727,96460.9498,17257.8184,0.7175
210,1,1,0,1,0,0,1,0,0.919,0.7855,0.3533,0.7247,0.7764,0.5516,94014.9659,17161.8086,0.7452
211,1,1,0,1,0,0,1,1,0.9198,0.7858,0.3526,0.7271,0.7749,0.5502,93996.468,17144.5215,0.7483
212,1,1,0,1,0,1,0,0,0.8935,0.7872,0.3623,0.6746,0.7875,0.5727,96454.7128,17258.877,0.7138
213,1,1,0,1,0,1,0,1,0.8929,0.7872,0.3604,0.6729,0.7846,0.5724,96603.9729,17258.7148,0.7119
214,1,1,0,1,0,1,1,0,0.9194,0.7858,0.3536,0.7234,0.7764,0.5516,94008.3621,17059.5977,0.7423
