,"('V_TR', 'day')","('V_TR', 'night')","('CV8', 'day')","('CV8', 'night')","('CV3', 'day')","('CV3', 'night')","('CV12', 'day')","('CV12', 'night')",1,2,3,4,5,6,7,8,9
18,0,0,0,1,0,0,1,0,0.9537,0.7464,0.2841,0.8433,0.7825,0.3579,92892.2,14887.6914,0.8434
19,0,0,0,1,0,0,1,1,0.9607,0.7725,0.2893,0.8424,0.803,0.3607,86025.0099,14716.1963,0.8427
20,0,0,0,1,0,1,0,0,0.9306,0.6788,0.2839,0.8169,0.7787,0.2966,109742.513,15144.3896,0.8006
21,0,0,0,1,0,1,0,1,0.9327,0.6784,0.2759,0.8168,0.7814,0.2966,109516.7828,15400.9336,0.8061
22,0,0,0,1,0,1,1,0,0.9544,0.7196,0.2801,0.8342,0.7968,0.2892,108619.0306,15138.5312,0.8532
23,0,0,0,1,0,1,1,1,0.9571,0.7644,0.2724,0.835,0.8034,0.3191,95410.1104,15367.9473,0.851
24,0,0,0,1,1,0,0,0,0.96,0.7066,0.2812,0.8403,0.8503,0.2948,105020.8881,16680.791,0.8789
25,0,0,0,1,1,0,0,1,0.9627,0.701,0.2832,0.8419,0.8568,0.2927,106080.6532,16758.1465,0.8793
26,0,0,0,1,1,0,1,0,0.9647,0.7291,0.2814,0.8448,0.8591,0.3054,101148.858,16816.125,0.8728
27,0,0,0,1,1,0,1,1,0.9667,0.8235,0.2831,0.8475,0.8635,0.5336,83746.0015,16730.2363,0.8749
28,0,0,0,1,1,1,0,0,0.9565,0.7062,0.2811,0.8288,0.8482,0.2941,105836.0577,16653.4883,0.8566
29,0,0,0,1,1,1,0,1,0.9561,0.7112,0.2709,0.8251,0.8442,0.2924,104957.607,16974.8281,0.8525
30,0,0,0,1,1,1,1,0,0.9574,0.7661,0.2766,0.8293,0.8475,0.3318,91556.4665,16729.4883,0.8513
31,0,0,0,1,1,1,1,1,0.9579,0.8647,0.2699,0.8259,0.8473,0.6238,62302.1284,17022.1797,0.8461
32,0,0,1,0,0,0,0,0,0.923,0.6692,0.2898,0.8197,0.7705,0.361,102771.829,14960.5127,0.7583
33,0,0,1,0,0,0,0,1,0.9333,0.7013,0.2926,0.8275,0.7843,0.367,94879.3706,14939.1367,0.7779
34,0,0,1,0,0,0,1,0,0.9537,0.7422,0.2842,0.8434,0.7826,0.3529,94159.1539,14887.6846,0.8438
35,0,0,1,0,0,0,1,1,0.9608,0.7728,0.2893,0.8423,0.8031,0.361,86063.8964,14716.1943,0.8428
36,0,0,1,0,0,1,0,0,0.9272,0.6781,0.282,0.8119,0.771,0.2966,109498.8123,15144.2988,0.7883
37,0,0,1,0,0,1,0,1,0.9298,0.6784,0.2746,0.812,0.7756,0.2959,109673.8594,15400.9746,0.7948
38,0,0,1,0,0,1,1,0,0.9544,0.7027,0.2802,0.8343,0.797,0.2878,111890.5456,15138.4414,0.8531
39,0,0,1,0,0,1,1,1,0.9572,0.7647,0.2725,0.835,0.8035,0.3195,95430.3286,15367.9512,0.8511
40,0,0,1,0,1,0,0,0,0.9612,0.7115,0.2814,0.8422,0.8524,0.2952,104241.2747,16684.373,0.8783
41,0,0,1,0,1,0,0,1,0.9625,0.7034,0.2831,0.842,0.8565,0.2927,105413.6882,16758.1426,0.8795
42,0,0,1,0,1,0,1,0,0.9644,0.7344,0.281,0.8447,0.8576,0.3072,98805.5062,16764.6855,0.8729
43,0,0,1,0,1,0,1,1,0.9667,0.8235,0.283,0.8474,0.8634,0.5336,83740.9123,16730.2539,0.8748
44,0,0,1,0,1,1,0,0,0.9565,0.7062,0.2808,0.8289,0.8482,0.2948,105827.9816,16665.2598,0.8566
45,0,0,1,0,1,1,0,1,0.956,0.7017,0.2709,0.825,0.8442,0.2934,107032.1234,16974.8086,0.8526
46,0,0,1,0,1,1,1,0,0.9573,0.7647,0.2763,0.8293,0.8474,0.3315,91570.4748,16738.3887,0.8513
47,0,0,1,0,1,1,1,1,0.958,0.8647,0.27,0.826,0.8475,0.6238,62309.4837,17024.3789,0.8462
48,0,0,1,1,0,0,0,0,0.9331,0.7122,0.2917,0.8289,0.7805,0.3706,92465.6788,14960.5186,0.7803
49,0,0,1,1,0,0,0,1,0.9361,0.7017,0.294,0.832,0.7902,0.367,94789.7319,14973.4395,0.7902
50,0,0,1,1,0,0,1,0,0.9532,0.7425,0.2841,0.8431,0.7821,0.3558,93849.8937,14887.6865,0.8433
51,0,0,1,1,0,0,1,1,0.9608,0.7728,0.2893,0.8423,0.8031,0.361,86065.1497,14716.2002,0.8428
52,0,0,1,1,0,1,0,0,0.9322,0.6749,0.2847,0.8194,0.7827,0.292,110521.8871,15144.4346,0.8062
53,0,0,1,1,0,1,0,1,0.9261,0.6791,0.2729,0.8063,0.7679,0.2966,109385.5864,15400.9668,0.7813
54,0,0,1,1,0,1,1,0,0.9545,0.72,0.2802,0.8342,0.797,0.2895,108516.5228,15138.5312,0.8533
55,0,0,1,1,0,1,1,1,0.9572,0.7647,0.2725,0.835,0.8035,0.3195,95430.3353,15367.9473,0.8511
56,0,0,1,1,1,0,0,0,0.9612,0.7108,0.2814,0.8422,0.8524,0.2952,104328.8689,16684.3789,0.8783
57,0,0,1,1,1,0,0,1,0.9619,0.6298,0.283,0.8414,0.8563,0.2818,121532.504,16758.1523,0.8797
58,0,0,1,1,1,0,1,0,0.9644,0.7351,0.281,0.8447,0.8575,0.3072,98645.6844,16764.6836,0.8729
59,0,0,1,1,1,0,1,1,0.9667,0.8235,0.2831,0.8475,0.8635,0.5336,83727.7353,16730.2441,0.8749
60,0,0,1,1,1,1,0,0,0.9568,0.7055,0.2814,0.8293,0.8487,0.2948,105965.6634,16664.793,0.8573
61,0,0,1,1,1,1,0,1,0.9566,0.7017,0.2715,0.8268,0.8452,0.2934,106916.3266,16974.4551,0.8548
62,0,0,1,1,1,1,1,0,0.9573,0.7647,0.2763,0.8293,0.8474,0.3315,91570.5858,16738.5,0.8513
63,0,0,1,1,1,1,1,1,0.9579,0.8647,0.2699,0.8259,0.8473,0.6238,62304.2012,17022.168,0.8461
64,0,1,0,0,0,0,0,0,0.9246,0.6749,0.281,0.8078,0.765,0.2966,110369.314,14950.0869,0.7864
65,0,1,0,0,0,0,0,1,0.9268,0.6879,0.261,0.8122,0.7648,0.3174,104951.2791,15435.5244,0.794
66,0,1,0,0,0,0,1,0,0.9518,0.7196,0.2777,0.8323,0.7935,0.2934,108502.2233,15039.6699,0.8503
67,0,1,0,0,0,0,1,1,0.9535,0.7633,0.2621,0.8314,0.7939,0.3191,95521.326,15461.3916,0.8485
68,0,1,0,0,0,1,0,0,0.9235,0.689,0.2809,0.8084,0.7647,0.3181,104578.6433,15096.1953,0.7799
69,0,1,0,0,0,1,0,1,0.9248,0.6865,0.2607,0.8102,0.7606,0.3181,105363.8985,15434.3174,0.7857
70,0,1,0,0,0,1,1,0,0.9521,0.7235,0.2775,0.8331,0.7968,0.2906,107367.407,15123.8379,0.853
71,0,1,0,0,0,1,1,1,0.9528,0.7629,0.2607,0.832,0.7926,0.3191,95669.424,15462.5771,0.8488
72,0,1,0,0,1,0,0,0,0.9534,0.7052,0.2776,0.822,0.8398,0.2934,106026.0547,16522.9844,0.8493
73,0,1,0,0,1,0,0,1,0.9509,0.7034,0.2581,0.8163,0.8305,0.2927,106337.7185,16990.7246,0.8413
74,0,1,0,0,1,0,1,0,0.9527,0.7647,0.2727,0.8215,0.8379,0.3297,91948.33,16592.1699,0.8417
75,0,1,0,0,1,0,1,1,0.9517,0.8647,0.2557,0.8172,0.8318,0.6242,62243.7606,17085.6484,0.835
76,0,1,0,0,1,1,0,0,0.9548,0.7108,0.2771,0.8264,0.8446,0.2945,104399.7829,16678.6504,0.8535
77,0,1,0,0,1,1,0,1,0.9527,0.7002,0.2598,0.8222,0.8335,0.2931,107454.103,17000.9863,0.8493
78,0,1,0,0,1,1,1,0,0.9548,0.7651,0.2745,0.8273,0.843,0.3315,91522.3293,16705.8086,0.8493
79,0,1,0,0,1,1,1,1,0.9535,0.8647,0.2569,0.8235,0.8344,0.6245,62224.9773,17084.9238,0.8427
80,0,1,0,1,0,0,0,0,0.9263,0.6016,0.2823,0.8108,0.7702,0.2836,125527.698,14955.624,0.7939
81,0,1,0,1,0,0,0,1,0.9265,0.689,0.2608,0.8114,0.7642,0.3174,104728.2217,15435.5264,0.7919
82,0,1,0,1,0,0,1,0,0.9518,0.7203,0.2777,0.8323,0.7934,0.2892,108412.4757,15039.6943,0.8504
83,0,1,0,1,0,0,1,1,0.9535,0.7633,0.2621,0.8314,0.794,0.3191,95515.3051,15461.3936,0.8485
84,0,1,0,1,0,1,0,0,0.9261,0.6781,0.2814,0.8109,0.7705,0.2959,109750.4314,15110.4365,0.7904
85,0,1,0,1,0,1,0,1,0.9267,0.6897,0.262,0.8124,0.7646,0.3181,104501.2198,15433.624,0.791
86,0,1,0,1,0,1,1,0,0.9521,0.7224,0.2775,0.8331,0.7968,0.2892,107530.3907,15123.9492,0.853
87,0,1,0,1,0,1,1,1,0.9528,0.7629,0.2607,0.832,0.7926,0.3191,95663.5207,15462.5918,0.8488
88,0,1,0,1,1,0,0,0,0.9536,0.7055,0.2791,0.8223,0.8405,0.2934,105979.1843,16487.9336,0.8496
89,0,1,0,1,1,0,0,1,0.9515,0.7098,0.2589,0.817,0.8317,0.2931,104724.9547,16990.2129,0.8424
90,0,1,0,1,1,0,1,0,0.9527,0.77,0.2726,0.8215,0.838,0.3322,90666.8054,16593.9805,0.8418
91,0,1,0,1,1,0,1,1,0.9517,0.8647,0.2557,0.8172,0.8318,0.6242,62245.9828,17085.6582,0.835
92,0,1,0,1,1,1,0,0,0.9547,0.7073,0.2771,0.8264,0.8446,0.2941,105591.685,16678.7871,0.8535
93,0,1,0,1,1,1,0,1,0.9528,0.695,0.2598,0.8215,0.8335,0.2934,107610.8304,17000.8711,0.8486
94,0,1,0,1,1,1,1,0,0.9548,0.7651,0.2744,0.8273,0.843,0.3315,91521.2691,16705.9395,0.8493
95,0,1,0,1,1,1,1,1,0.9535,0.8647,0.2569,0.8234,0.8344,0.6245,62222.3605,17084.9453,0.8427
96,0,1,1,0,0,0,0,0,0.9221,0.6781,0.2794,0.8039,0.7601,0.2962,109527.0004,14967.8203,0.7774
97,0,1,1,0,0,0,0,1,0.9257,0.6886,0.2605,0.8105,0.7627,0.3174,104598.1093,15435.5557,0.7897
98,0,1,1,0,0,0,1,0,0.9518,0.7203,0.2778,0.8323,0.7935,0.2895,108480.7212,15039.6748,0.8505
99,0,1,1,0,0,0,1,1,0.9536,0.7636,0.2622,0.8314,0.7941,0.3195,95542.0826,15461.3936,0.8486
100,0,1,1,0,0,1,0,0,0.9263,0.689,0.2835,0.8118,0.7712,0.3174,104760.3593,15073.7207,0.788
101,0,1,1,0,0,1,0,1,0.9259,0.689,0.2616,0.8119,0.7627,0.3174,104711.992,15433.623,0.7894
102,0,1,1,0,0,1,1,0,0.9521,0.7196,0.2775,0.8331,0.7969,0.2881,108061.6896,15123.8359,0.8533
103,0,1,1,0,0,1,1,1,0.9528,0.7633,0.2607,0.832,0.7927,0.3195,95690.0984,15462.5771,0.8489
104,0,1,1,0,1,0,0,0,0.9527,0.702,0.2781,0.8197,0.8394,0.2941,106956.0372,16496.6934,0.8465
105,0,1,1,0,1,0,0,1,0.9508,0.7045,0.2579,0.8163,0.8304,0.2938,106202.9949,17002.5566,0.8414
106,0,1,1,0,1,0,1,0,0.9527,0.7651,0.2726,0.8216,0.838,0.3315,91550.3407,16593.9629,0.8418
107,0,1,1,0,1,0,1,1,0.9517,0.8647,0.2557,0.8172,0.8318,0.6242,62251.9092,17085.6523,0.835
108,0,1,1,0,1,1,0,0,0.9547,0.7083,0.2767,0.8264,0.8445,0.2952,105041.0268,16690.8223,0.8535
109,0,1,1,0,1,1,0,1,0.9527,0.702,0.2601,0.8218,0.8336,0.2941,106837.1787,16988.9785,0.8486
110,0,1,1,0,1,1,1,0,0.9548,0.7654,0.2745,0.8273,0.843,0.3315,91703.0527,16705.8086,0.8494
111,0,1,1,0,1,1,1,1,0.9535,0.8647,0.2569,0.8235,0.8344,0.6245,62227.6003,17084.9316,0.8427
112,0,1,1,1,0,0,0,0,0.9322,0.6784,0.2833,0.8183,0.7796,0.2962,109581.4611,14990.2344,0.81
113,0,1,1,1,0,0,0,1,0.9275,0.689,0.262,0.8135,0.7661,0.3174,104717.6038,15434.5869,0.7946
114,0,1,1,1,0,0,1,0,0.9518,0.7175,0.2778,0.8323,0.7935,0.2867,109493.0947,15039.6934,0.8504
115,0,1,1,1,0,0,1,1,0.9536,0.7636,0.2622,0.8314,0.7941,0.3195,95538.0822,15461.4053,0.8486
116,0,1,1,1,0,1,0,0,0.9261,0.6784,0.2815,0.8118,0.7705,0.2962,109547.0234,15109.624,0.7932
117,0,1,1,1,0,1,0,1,0.9276,0.6897,0.2625,0.8146,0.7666,0.3181,104445.9357,15433.6504,0.796
118,0,1,1,1,0,1,1,0,0.9521,0.7235,0.2775,0.8331,0.7969,0.2895,107561.2383,15123.9512,0.8531
119,0,1,1,1,0,1,1,1,0.9528,0.7633,0.2607,0.832,0.7927,0.3195,95684.0475,15462.5889,0.8489
120,0,1,1,1,1,0,0,0,0.9534,0.7052,0.2767,0.8221,0.8396,0.2941,106073.0806,16542.502,0.8494
121,0,1,1,1,1,0,0,1,0.9513,0.7017,0.2587,0.8171,0.8311,0.2938,106860.6156,16990.1582,0.8424
122,0,1,1,1,1,0,1,0,0.9527,0.7651,0.2726,0.8216,0.838,0.3315,91532.4558,16594.0039,0.8418
123,0,1,1,1,1,0,1,1,0.9517,0.8647,0.2557,0.8172,0.8318,0.6242,62249.5322,17085.6621,0.835
124,0,1,1,1,1,1,0,0,0.9548,0.7203,0.2771,0.8263,0.8447,0.2966,101813.6475,16678.8184,0.8536
125,0,1,1,1,1,1,0,1,0.9527,0.7031,0.2598,0.8217,0.8335,0.2941,106625.6991,17000.832,0.8485
126,0,1,1,1,1,1,1,0,0.9548,0.7654,0.2745,0.8273,0.843,0.3318,91519.7055,16705.9336,0.8494
127,0,1,1,1,1,1,1,1,0.9534,0.8647,0.2569,0.8235,0.8344,0.6245,62227.6326,17084.9512,0.8427
128,1,0,0,0,0,0,0,0,0.9578,0.7126,0.2867,0.8219,0.8538,0.2941,104499.7345,16605.7051,0.8512
129,1,0,0,0,0,0,0,1,0.9575,0.7129,0.2847,0.8219,0.8532,0.2948,104413.3403,16735.043,0.8545
130,1,0,0,0,0,0,1,0,0.9543,0.7496,0.27,0.8124,0.8424,0.3156,96141.0852,16937.4414,0.8367
131,1,0,0,0,0,0,1,1,0.9559,0.8676,0.271,0.8137,0.8462,0.634,61238.6429,16964.7715,0.8368
132,1,0,0,0,0,1,0,0,0.951,0.7126,0.2805,0.812,0.8445,0.2941,104378.3154,16518.4941,0.835
133,1,0,0,0,0,1,0,1,0.9496,0.7115,0.2648,0.8068,0.8369,0.2938,104726.6012,16989.5859,0.8284
134,1,0,0,0,0,1,1,0,0.9499,0.8165,0.2687,0.8078,0.8377,0.3875,80232.7109,16793.9297,0.8273
135,1,0,0,0,0,1,1,1,0.9511,0.8679,0.261,0.8072,0.8364,0.6344,61248.6579,17187.3125,0.8267
136,1,0,0,0,1,0,0,0,0.9584,0.7055,0.2885,0.8222,0.8571,0.2973,105805.7636,16714.7129,0.8531
137,1,0,0,0,1,0,0,1,0.9595,0.6907,0.2883,0.8248,0.859,0.3012,110028.745,16847.0078,0.8565
138,1,0,0,0,1,0,1,0,0.953,0.8158,0.2683,0.8092,0.8412,0.3871,80503.003,16956.6836,0.8313
139,1,0,0,0,1,0,1,1,0.9545,0.8679,0.2701,0.811,0.8446,0.6344,61723.2014,16964.9375,0.8332
140,1,0,0,0,1,1,0,0,0.955,0.7288,0.2861,0.8211,0.8527,0.3072,100561.9101,16597.5801,0.846
141,1,0,0,0,1,1,0,1,0.9534,0.7105,0.2704,0.8151,0.8437,0.2948,104796.7943,17049.0137,0.8424
142,1,0,0,0,1,1,1,0,0.9493,0.8158,0.2687,0.8065,0.8373,0.3871,80451.0589,16781.002,0.8258
143,1,0,0,0,1,1,1,1,0.9492,0.8672,0.2593,0.8015,0.8331,0.6337,61479.2668,17188.0859,0.8191
144,1,0,0,1,0,0,0,0,0.9566,0.7126,0.2851,0.819,0.8518,0.2941,104439.4188,16620.0586,0.8476
145,1,0,0,1,0,0,0,1,0.9574,0.7087,0.2841,0.8213,0.8528,0.2948,105374.6148,16748.0508,0.854
146,1,0,0,1,0,0,1,0,0.9547,0.7499,0.2702,0.8138,0.8431,0.3156,96128.982,16937.5625,0.8384
147,1,0,0,1,0,0,1,1,0.956,0.8676,0.271,0.814,0.8462,0.634,61247.9399,16964.8223,0.837
148,1,0,0,1,0,1,0,0,0.9514,0.7126,0.2816,0.8125,0.8452,0.2941,104447.5474,16500.9121,0.8357
149,1,0,0,1,0,1,0,1,0.949,0.7062,0.2643,0.8049,0.8358,0.2934,105972.5613,16989.7305,0.826
150,1,0,0,1,0,1,1,0,0.95,0.8161,0.2688,0.8083,0.8379,0.3875,80235.4836,16794.0508,0.8278
151,1,0,0,1,0,1,1,1,0.9511,0.8679,0.261,0.8072,0.8364,0.6344,61254.9125,17187.3125,0.8267
152,1,0,0,1,1,0,0,0,0.9584,0.7055,0.2884,0.8222,0.8571,0.2973,105804.0216,16714.7285,0.8531
153,1,0,0,1,1,0,0,1,0.9608,0.7154,0.2894,0.826,0.861,0.3064,102403.5847,16835.3965,0.8585
154,1,0,0,1,1,0,1,0,0.953,0.8158,0.2683,0.8092,0.8412,0.3871,80501.7862,16956.6895,0.8313
155,1,0,0,1,1,0,1,1,0.9545,0.8676,0.2701,0.811,0.8445,0.6344,61437.6813,16964.9316,0.8332
156,1,0,0,1,1,1,0,0,0.9551,0.7302,0.2861,0.8212,0.8527,0.3075,100165.6055,16597.7188,0.846
157,1,0,0,1,1,1,0,1,0.9534,0.7122,0.2704,0.8151,0.8437,0.2952,104705.205,17049.0098,0.8424
158,1,0,0,1,1,1,1,0,0.9493,0.8158,0.2687,0.8065,0.8374,0.3871,80450.1266,16781.623,0.8258
159,1,0,0,1,1,1,1,1,0.9501,0.8672,0.2601,0.8039,0.8346,0.6337,61479.1441,17187.7227,0.8225
160,1,0,1,0,0,0,0,0,0.9566,0.7126,0.2852,0.819,0.8519,0.2945,104451.4443,16620.1953,0.8476
161,1,0,1,0,0,0,0,1,0.9576,0.7098,0.2854,0.8228,0.8537,0.2948,105292.422,16721.2852,0.8556
162,1,0,1,0,0,0,1,0,0.9541,0.7496,0.2696,0.8127,0.8421,0.3163,96137.2018,16955.5547,0.8368
163,1,0,1,0,0,0,1,1,0.9558,0.8676,0.271,0.8137,0.8462,0.6347,61242.5969,16964.8164,0.8367
164,1,0,1,0,0,1,0,0,0.9519,0.7066,0.2807,0.8143,0.8457,0.2945,105696.3067,16535.3281,0.8381
165,1,0,1,0,0,1,0,1,0.9487,0.6407,0.264,0.8048,0.8357,0.2621,138032.5438,17016.0469,0.8261
166,1,0,1,0,0,1,1,0,0.9513,0.8161,0.2708,0.8102,0.8401,0.3882,80242.5025,16779.5879,0.8305
167,1,0,1,0,0,1,1,1,0.9512,0.8679,0.2611,0.8075,0.8366,0.6351,61269.2453,17187.3652,0.8269
168,1,0,1,0,1,0,0,0,0.9584,0.7059,0.2885,0.8222,0.8572,0.298,105777.7952,16714.7441,0.8531
169,1,0,1,0,1,0,0,1,0.9588,0.6626,0.2877,0.8238,0.858,0.2941,115170.5657,16832.2129,0.8557
170,1,0,1,0,1,0,1,0,0.9529,0.8158,0.2683,0.8092,0.8413,0.3871,80510.23,16956.707,0.8312
171,1,0,1,0,1,0,1,1,0.9544,0.8672,0.2701,0.8108,0.8446,0.6344,61438.1336,16964.9492,0.833
172,1,0,1,0,1,1,0,0,0.955,0.7319,0.2856,0.8206,0.8523,0.3082,99575.3681,16601.3945,0.8453
173,1,0,1,0,1,1,0,1,0.9534,0.7115,0.2699,0.8148,0.8434,0.2952,104756.7506,17060.7305,0.842
174,1,0,1,0,1,1,1,0,0.9487,0.8154,0.2682,0.8053,0.8364,0.3875,80463.5238,16781.4551,0.8241
175,1,0,1,0,1,1,1,1,0.95,0.8672,0.2601,0.8036,0.8347,0.634,61486.3769,17187.6992,0.8222
176,1,0,1,1,0,0,0,0,0.9566,0.7126,0.2845,0.8193,0.8516,0.2945,104558.0141,16637.832,0.8477
177,1,0,1,1,0,0,0,1,0.9573,0.6992,0.2847,0.8219,0.8532,0.2945,107546.7615,16735.1426,0.8547
178,1,0,1,1,0,0,1,0,0.9548,0.7499,0.2705,0.814,0.8434,0.3163,96114.7136,16934.0762,0.8386
179,1,0,1,1,0,0,1,1,0.9557,0.8676,0.271,0.8134,0.8461,0.6347,61241.4632,16964.7949,0.8364
180,1,0,1,1,0,1,0,0,0.9517,0.7105,0.2815,0.8133,0.8457,0.2948,104781.6337,16508.8496,0.837
181,1,0,1,1,0,1,0,1,0.9487,0.7062,0.2636,0.8043,0.8354,0.2945,106020.3658,17016.4727,0.8254
182,1,0,1,1,0,1,1,0,0.9498,0.8161,0.2687,0.8078,0.8378,0.3882,80238.7663,16794.0781,0.8272
183,1,0,1,1,0,1,1,1,0.9502,0.8679,0.2603,0.8044,0.8349,0.6351,61254.6277,17187.5352,0.8226
184,1,0,1,1,1,0,0,0,0.9583,0.7059,0.2885,0.8222,0.8571,0.298,105831.8894,16714.7344,0.8531
185,1,0,1,1,1,0,0,1,0.9592,0.7105,0.2877,0.8241,0.8581,0.2976,104535.5691,16849.3672,0.8556
186,1,0,1,1,1,0,1,0,0.9529,0.8158,0.2683,0.8092,0.8412,0.3871,80510.2456,16956.7227,0.8312
187,1,0,1,1,1,0,1,1,0.9544,0.8672,0.2701,0.8108,0.8445,0.6344,61438.7839,16964.9551,0.833
188,1,0,1,1,1,1,0,0,0.9551,0.7263,0.2861,0.8212,0.8527,0.3061,101371.9613,16597.6992,0.8461
189,1,0,1,1,1,1,0,1,0.9534,0.7091,0.2704,0.8151,0.8437,0.2945,106712.7697,17049.0215,0.8424
190,1,0,1,1,1,1,1,0,0.9487,0.8158,0.2682,0.8053,0.8364,0.3875,80461.0033,16781.584,0.8241
191,1,0,1,1,1,1,1,1,0.9491,0.8672,0.2593,0.8015,0.8332,0.634,61482.456,17188.1074,0.8191
192,1,1,0,0,0,0,0,0,0.947,0.7069,0.2802,0.8029,0.8363,0.2938,105761.0182,16326.1875,0.8236
193,1,1,0,0,0,0,0,1,0.9461,0.7122,0.2577,0.7986,0.8267,0.2927,104634.0282,16923.8828,0.8181
194,1,1,0,0,0,0,1,0,0.947,0.8161,0.2687,0.8016,0.8314,0.3875,80328.9327,16612.166,0.8195
195,1,1,0,0,0,0,1,1,0.9443,0.8679,0.2488,0.7965,0.8205,0.6337,61310.7207,17213.1602,0.8118
196,1,1,0,0,0,1,0,0,0.9502,0.7119,0.2819,0.8111,0.8435,0.2941,104632.4236,16413.5762,0.8346
197,1,1,0,0,0,1,0,1,0.9457,0.7143,0.2557,0.7986,0.8252,0.2924,104867.8186,16947.9062,0.8182
198,1,1,0,0,0,1,1,0,0.9472,0.8161,0.2664,0.8035,0.833,0.3875,80244.3701,16767.7188,0.8219
199,1,1,0,0,0,1,1,1,0.9453,0.8662,0.2494,0.7982,0.8217,0.633,61568.2841,17212.5059,0.8143
200,1,1,0,0,1,0,0,0,0.9495,0.714,0.2844,0.8099,0.8421,0.2948,104298.975,16386.5801,0.8353
201,1,1,0,0,1,0,0,1,0.9451,0.7105,0.2558,0.7983,0.8258,0.2938,104814.8015,17025.4648,0.8176
202,1,1,0,0,1,0,1,0,0.9464,0.8158,0.2697,0.7991,0.831,0.3868,80479.2109,16591.123,0.8164
203,1,1,0,0,1,0,1,1,0.9425,0.8676,0.2471,0.7928,0.8177,0.6344,61333.6985,17214.207,0.8072
204,1,1,0,0,1,1,0,0,0.9549,0.7288,0.2895,0.8199,0.8531,0.305,100771.9761,16467.1699,0.8458
205,1,1,0,0,1,1,0,1,0.9469,0.7119,0.2583,0.8019,0.8289,0.2938,104648.8724,17012.377,0.8226
206,1,1,0,0,1,1,1,0,0.9462,0.8158,0.2656,0.8015,0.8317,0.3871,80466.3549,16763.7422,0.8193
207,1,1,0,0,1,1,1,1,0.9442,0.8672,0.2487,0.7956,0.82,0.634,61478.3387,17212.8164,0.8113
208,1,1,0,1,0,0,0,0,0.9474,0.7069,0.2797,0.804,0.8367,0.2938,105648.1394,16345.5361,0.8251
209,1,1,0,1,0,0,0,1,0.9463,0.7069,0.2587,0.7984,0.8272,0.2927,105677.4208,16896.0254,0.8178
210,1,1,0,1,0,0,1,0,0.9471,0.8161,0.2693,0.8017,0.8317,0.3875,80267.3093,16611.6855,0.8196
211,1,1,0,1,0,0,1,1,0.9449,0.8679,0.2495,0.7976,0.8214,0.6337,61322.319,17212.7383,0.8139
212,1,1,0,1,0,1,0,0,0.9492,0.7186,0.2823,0.8087,0.8424,0.2952,103164.2725,16381.5166,0.8315
213,1,1,0,1,0,1,0,1,0.9455,0.7069,0.2557,0.7982,0.8251,0.2927,105666.1986,16947.9199,0.8178
214,1,1,0,1,0,1,1,0,0.949,0.8161,0.2682,0.8065,0.8356,0.3875,80292.7933,16762.0762,0.826
