,mean_head_loss,length,diameter,current_cost,evaluate_flag
L2533,0.011902234,1.23,0.11,0.0,0
L765,0.011671016,61.59,0.02,0.0,0
L350,0.01152721,2.55,0.032,0.0,0
L1519,0.01152703,92.97,0.075,0.0,0
L1507,0.011500691,185.54,0.11,0.0,0
L1526,0.011486148,3.01,0.11,0.0,0
L2361,0.011421627,175.98,0.063,0.0,0
L6,0.011409218,158.89,0.1,0.0,0
L981,0.011380824,2.23,0.02,0.0,0
L2292,0.011330474,0.82,0.063,103.26675,0
L175,0.011241694,15.94,0.02,0.0,0
L1521,0.011190989,10.83,0.075,0.0,0
L2851,0.01115747,3.52,0.11,0.0,0
L2490,0.011091615,7.87,0.063,0.0,0
L298,0.011086793,50.89,0.032,0.0,0
L366,0.01108489,49.34,0.02,0.0,0
L1539,0.01105055,13.08,0.075,0.0,0
L348,0.010896345,0.01,0.06,93.63924399999999,0
L341,0.010867602,131.07,0.06,0.0,0
L1540,0.010854847,58.26,0.125,0.0,0
L1477,0.010794594,54.45,0.125,0.0,0
L382,0.010695624,1.09,0.032,0.0,0
L3118,0.010523789,30.63,0.02,0.0,0
L2458,0.010510118,6.09,0.35000000000000003,0.0,1
L240,0.010509921,3.73,0.06,0.0,0
L1273,0.0104614915,4.56,0.05,0.0,0
L753,0.0103949085,4.46,0.02,163.8555,0
L3267,0.010276227,0.55,0.09,48.54600000000001,0
L439,0.010258486,46.37,0.032,0.0,0
L165,0.0102443,27.85,0.032,780.364,0
L1566,0.010207184,12.69,0.063,0.0,0
L1544,0.010163216,65.4,0.09,0.0,0
L2434,0.010149289,2.38,0.063,98.88175,0
L764,0.010072479,19.22,0.02,0.0,0
L1498,0.009996789,36.02,0.125,0.0,0
L804,0.009984716,45.13,0.02,0.0,0
L1479,0.009975056,26.58,0.125,0.0,0
L1198,0.009911501,61.62,0.11,0.0,0
L1482,0.009781784,73.74,0.125,0.0,0
L1752,0.00975657,9.16,0.075,0.0,0
L2887,0.009654726,23.49,0.125,0.0,0
L1168,0.009618248,53.6,0.063,0.0,0
L752,0.00959538,15.64,0.032,0.0,0
L641,0.009538807,30.56,0.06,0.0,0
L86,0.009499051,16.88,0.04,0.0,0
L1517,0.009488686,35.16,0.075,0.0,0
L1333,0.009480472,37.32,0.063,0.0,0
L21,0.009439965,78.83,0.1,0.0,0
L1524,0.00940661,50.97,0.125,0.0,0
L1374,0.009379043,638.33,0.35000000000000003,0.0,1
L10,0.009296214,127.27,0.02,0.0,0
L1510,0.009243273,9.29,0.063,0.0,0
L2433,0.009196856,0.28,0.063,126.7265,0
L391,0.009136046,45.53,0.06,0.0,0
L3114,0.009090926,29.28,0.02,0.0,0
L1548,0.009090129,191.0,0.075,0.0,0
L1840,0.008876311,3.76,0.063,0.0,0
L828,0.008873794,13.65,0.06,735.0092960000001,0
L43,0.008849077,29.09,0.06,0.0,0
L1373,0.008806495,2.49,0.35000000000000003,0.0,1
L2437,0.008797442,2.23,0.063,97.12775,0
L1334,0.0087813055,160.74,0.125,0.0,0
L1707,0.008742795,15.62,0.063,946.2830000000001,0
L1594,0.008724925,6.58,0.125,0.0,0
L3236,0.008689259,125.22,0.075,0.0,0
L1480,0.008639298,6.11,0.125,0.0,0
L709,0.008579605,112.84,0.06,0.0,0
L1940,0.008577973,110.73,0.04,0.0,0
L2455,0.008563286,2.02,0.35000000000000003,0.0,1
L2499,0.008543578,8.24,0.075,0.0,0
L2459,0.008539708,320.14,0.35000000000000003,0.0,1
L794,0.00850686,95.48,0.032,0.0,0
L1027,0.008487507,63.01,0.032,0.0,0
L410,0.008472625,79.56,0.032,0.0,0
L379,0.008434163,13.16,0.02,0.0,0
L1211,0.008355409,444.95,0.075,0.0,0
L795,0.008338408,82.13,0.032,0.0,0
L2421,0.008329813,25.8,0.16,0.0,0
L2426,0.008298688,6.86,0.063,0.0,0
L464,0.00828371,90.6,0.06,0.0,0
L1654,0.008267397,16.01,0.11,0.0,0
L352,0.008228649,1.46,0.02,0.0,0
L174,0.008171782,10.17,0.02,0.0,0
L1144,0.008168984,22.32,0.032,0.0,0
L649,0.0081687085,188.75,0.06,0.0,0
L1543,0.008163346,158.89,0.09,0.0,0
L1443,0.008147871,25.65,0.35000000000000003,0.0,0
L2515,0.0081319725,182.61,0.35000000000000003,0.0,0
L427,0.008129311,6.95,0.02,0.0,0
L1441,0.008111514,83.52,0.35000000000000003,0.0,0
L760,0.008102942,16.87,0.02,0.0,0
L440,0.008082427,43.16,0.032,0.0,0
L639,0.008017523,24.1,0.06,1570.906062,0
L35,0.007976908,4.55,0.032,146.7545,0
L789,0.007975312,53.91,0.02,0.0,0
L147,0.007972767,63.88,0.032,0.0,0
L616,0.007934888,34.72,0.063,0.0,0
L1209,0.007927944,163.55,0.2,0.0,0
L1442,0.007913457,132.71,0.35000000000000003,0.0,0
L231,0.007899767,1.14,0.032,0.0,0
L1200,0.007889409,4.71,0.11,0.0,0
L1448,0.007885768,158.6,0.063,0.0,0
L2501,0.007865848,2.11,0.075,67.797,0
L1449,0.007862866,42.11,0.35000000000000003,0.0,0
L814,0.007861023,96.93,0.06,0.0,0
L805,0.007845407,21.58,0.02,0.0,0
L1438,0.007826776,19.7,0.35000000000000003,0.0,0
L1231,0.007815816,4.24,0.075,246.07800000000003,0
L1143,0.0078042434,65.9,0.06,0.0,0
L2088,0.0077966833,29.86,0.06,0.0,0
L1392,0.007792316,24.14,0.075,0.0,0
L200,0.007771343,93.29,0.08,0.0,0
L1688,0.0077485335,72.6,0.075,0.0,0
L1817,0.007743161,124.79,0.063,0.0,0
L811,0.007742826,67.1,0.08,0.0,0
L1447,0.007720909,22.44,0.35000000000000003,0.0,0
L1454,0.007720384,132.81,0.35000000000000003,0.0,0
L2293,0.007704108,9.3,0.11,0.0,0
L585,0.0076845577,158.13,0.15,0.0,1
L1437,0.0076354034,12.39,0.35000000000000003,0.0,0
L163,0.007628878,16.5,0.06,640.86775,0
L474,0.007560073,56.01,0.06,0.0,0
L1348,0.007552884,55.79,0.06,0.0,0
L782,0.0075502465,28.5,0.05,0.0,0
L2085,0.007539532,6.67,0.35000000000000003,0.0,1
L2230,0.0075309714,0.51,0.075,0.0,0
L1024,0.007521801,72.34,0.08,0.0,0
L1461,0.007515485,10.91,0.35000000000000003,0.0,0
L187,0.0075108786,75.28,0.1,0.0,0
L984,0.0074506877,4.51,0.02,0.0,0
L757,0.007449722,73.91,0.032,0.0,0
L1391,0.007447798,81.35,0.11,0.0,0
L1453,0.007440134,30.43,0.35000000000000003,0.0,0
L1644,0.007439802,136.02,0.075,0.0,0
L1439,0.007424925,208.2,0.35000000000000003,0.0,0
L3077,0.0072797807,49.25,0.063,0.0,0
L2095,0.0072460165,95.33,0.35000000000000003,0.0,0
L2617,0.00717128,52.74,0.11,0.0,0
L1648,0.007138966,1.25,0.063,187.678,0
L770,0.007125779,99.77,0.08,0.0,0
L2420,0.0070960335,6.15,0.16,0.0,0
L2517,0.0070649437,95.45,0.35000000000000003,0.0,0
L170,0.007047149,12.4,0.06,278.17516,0
L1199,0.0070274225,29.92,0.2,0.0,0
L1452,0.0069719446,134.9,0.35000000000000003,0.0,0
L380,0.0069601974,69.33,0.032,1209.8084999999999,0
L2363,0.006927236,33.12,0.063,0.0,0
L378,0.0069139074,21.59,0.02,0.0,0
L1061,0.0069106976,106.09,0.075,0.0,0
L1036,0.0068655186,9.82,0.06,0.0,0
L2500,0.006851363,25.83,0.35000000000000003,0.0,0
L756,0.00684246,2.41,0.06,0.0,0
L2493,0.006817597,23.29,0.063,0.0,0
L565,0.0068106153,2.49,0.075,155.961,0
L319,0.00676547,18.32,0.02,0.0,0
L264,0.006732705,66.99,0.06,0.0,0
L762,0.006731849,94.19,0.063,0.0,0
L287,0.0067289555,80.58,0.075,0.0,0
L1230,0.0067274803,19.79,0.075,0.0,0
L1684,0.006722269,13.5,0.025,0.0,0
L186,0.006702671,12.86,0.1,0.0,0
L564,0.0066987304,125.22,0.075,0.0,0
L1066,0.006693091,113.33,0.075,0.0,0
L1051,0.0066553927,2.95,0.11,0.0,0
L1512,0.0066483086,50.68,0.075,0.0,0
L1440,0.0066379528,198.9,0.35000000000000003,0.0,0
L371,0.006591325,55.55,0.032,0.0,0
L1085,0.006585784,118.51,0.02,0.0,0
L2890,0.0065649287,161.71,0.075,0.0,0
L1957,0.006563311,100.72,0.11,0.0,0
L363,0.0065570646,61.05,0.02,0.0,0
L2852,0.006540374,46.86,0.063,0.0,0
L776,0.0065096845,4.53,0.032,113.42500000000001,0
L1389,0.0065070633,30.48,0.11,0.0,0
L853,0.0064934534,13.86,0.06,0.0,0
L983,0.0064316727,63.1,0.02,0.0,0
L2435,0.0064153797,5.68,0.063,0.0,0
L192,0.006382017,19.96,0.02,0.0,0
L1784,0.0063787713,10.55,0.06,0.0,0
L2314,0.006349954,3.82,0.09,0.0,0
L1146,0.0063464334,6.57,0.02,352.6645,0
L1471,0.006332755,4.9,0.14,0.0,0
L2087,0.0062885936,93.67,0.075,0.0,0
L2843,0.0062773013,28.97,0.063,0.0,0
L1475,0.0062635117,46.68,0.14,0.0,0
L1224,0.006256015,78.76,0.075,0.0,0
L473,0.0062410845,28.91,0.06,0.0,0
L2950,0.0062352717,19.53,0.063,0.0,0
L1228,0.006227643,116.44,0.09,0.0,0
L1766,0.0062143817,21.02,0.04,0.0,0
L2528,0.0062031704,3.38,0.16,0.0,0
L2413,0.006194016,190.92,0.11,0.0,0
L713,0.006187075,2.28,0.06,45.252438,0
L89,0.0061820038,15.76,0.06,308.735248,0
L1779,0.006166587,2.76,0.04,0.0,0
L372,0.006165078,2.37,0.02,0.0,0
L1134,0.0061583957,7.86,0.16,0.0,0
L2518,0.0061551956,444.88,0.35000000000000003,0.0,0
L388,0.0061451355,138.02,0.2,0.0,0
L214,0.006143979,53.96,0.02,0.0,0
L1232,0.0061405697,69.87,0.075,0.0,0
L2462,0.0061369664,3.74,0.11,0.0,0
L615,0.006130855,0.05,0.063,121.026,0
L1079,0.006114979,47.79,0.02,0.0,0
L1955,0.006094552,173.93,0.075,0.0,0
L52,0.00605225,2.57,0.16,560.4520000000001,0
L2801,0.0060384884,3.36,0.11,197.3925,0
L1783,0.0060279346,134.56,0.06,0.0,0
L1229,0.006026796,90.49,0.075,0.0,0
L2881,0.006014995,111.16,0.16,0.0,0
L1759,0.0060121175,1.41,0.063,0.0,0
L1225,0.0059917797,58.27,0.075,0.0,0
L422,0.0059565534,6.14,0.1,291.84375,0
L2845,0.005940473,65.43,0.11,0.0,0
L2619,0.0059382594,98.47,0.14,0.0,0
L2451,0.0059278645,0.69,0.4,327.5,1
L562,0.005909856,16.41,0.075,0.0,0
L1481,0.0058898204,70.67,0.125,0.0,0
L1780,0.0058552106,121.72,0.04,0.0,0
L297,0.005845725,77.84,0.032,0.0,0
L1522,0.0058439947,153.48,0.125,0.0,0
L2856,0.005827556,17.53,0.11,0.0,0
L2448,0.005826292,35.75,0.11,0.0,0
L384,0.0057856455,72.18,0.2,0.0,0
L1863,0.0057773613,77.7,0.032,0.0,0
L56,0.005738627,55.48,0.02,0.0,0
L2738,0.0057036555,164.24,0.063,0.0,0
L188,0.0056822547,4.39,0.1,0.0,0
L1263,0.0056762923,1.07,0.09,232.407,0
L1770,0.0056704553,0.92,0.063,0.0,0
L664,0.005618381,7.72,0.02,0.0,0
L1593,0.005593964,93.17,0.125,0.0,0
L2842,0.0055922144,47.39,0.11,0.0,0
L425,0.005578533,65.45,0.02,0.0,0
L1196,0.005545663,87.45,0.2,0.0,0
L2846,0.0055069746,13.05,0.11,0.0,0
L2456,0.005489589,1.27,0.4,0.0,1
L2728,0.005477685,36.41,0.063,0.0,0
L1643,0.005477669,78.84,0.063,0.0,0
L1761,0.0054680384,145.89,0.063,0.0,0
L2836,0.005463836,0.38,0.11,0.0,0
L249,0.0054427627,7.84,0.06,0.0,0
L1767,0.005440922,88.41,0.063,0.0,0
L361,0.005417238,115.89,0.02,0.0,0
L377,0.0054130973,38.0,0.02,663.1,0
L2864,0.005412946,131.2,0.063,0.0,0
L1708,0.0054066074,214.35,0.075,0.0,0
L387,0.0053862757,6.0,0.2,0.0,0
L1226,0.0053823544,63.98,0.09,0.0,0
L65,0.005377028,7.87,0.06,504.82914600000004,0
L2423,0.005354028,11.78,0.16,0.0,0
L183,0.0053534606,15.7,0.02,0.0,0
L769,0.0053485106,0.01,0.1,0.0,0
L1843,0.005313306,30.26,0.063,0.0,0
L1033,0.0053127273,70.07,0.02,0.0,0
L481,0.0053115957,5.59,0.06,0.0,0
L2821,0.00527891,21.79,0.11,0.0,0
L2745,0.005255698,115.03,0.063,0.0,0
L1076,0.0052395603,36.31,0.16,0.0,0
L2850,0.0052350136,61.15,0.11,0.0,0
L2927,0.0052236193,20.33,0.11,0.0,0
L1858,0.005221893,60.64,0.075,0.0,0
L2374,0.005214737,8.79,0.16,668.668,0
L116,0.005194356,4.78,0.1,2037.2462500000001,0
L1777,0.005164115,1.3,0.04,0.0,0
L1528,0.0051536225,1.91,0.11,0.0,0
L907,0.0051464774,2.84,0.063,230.2125,0
L3251,0.005144165,0.97,0.3,0.0,0
L1686,0.005136813,14.09,0.075,0.0,0
L2468,0.005119293,28.36,0.063,0.0,0
L2822,0.005103855,0.08,0.11,110.72375,0
L2625,0.005103845,154.7,0.063,0.0,0
L408,0.005100473,36.7,0.02,0.0,0
L286,0.0050800485,4.69,0.063,0.0,0
L771,0.0050776387,27.49,0.08,0.0,0
L109,0.0050489493,23.34,0.1,0.0,0
L1380,0.005030926,96.53,0.11,0.0,0
L1319,0.005017067,275.85,0.063,0.0,0
L1123,0.0050166436,15.72,0.075,0.0,0
L2882,0.0050101643,64.5,0.16,0.0,0
L475,0.0049796198,104.34,0.06,0.0,0
L894,0.004957064,29.06,0.06,0.0,0
L590,0.004885079,7.64,0.11,0.0,0
L190,0.0048818537,162.13,0.1,0.0,0
L2452,0.0048656324,858.97,0.4,0.0,1
L1258,0.0048517296,1.16,0.063,98.44325,0
L2453,0.0048504146,20.34,0.4,0.0,1
L2853,0.004845248,102.39,0.063,0.0,0
L385,0.004841679,1.14,0.2,0.0,0
L2198,0.0048293704,3.62,0.06,114.208534,0
L2310,0.0048264307,2.13,0.11,0.0,0
L617,0.004822396,11.98,0.06,394.93036800000004,0
L854,0.0048219394,53.31,0.06,1200.85474,0
L1757,0.004795921,119.0,0.125,0.0,0
L1865,0.0047925534,182.69,0.032,0.0,0
L1139,0.0047770697,4.7,0.025,0.0,0
L584,0.0047583007,75.66,0.15,0.0,0
L1636,0.0047573075,59.75,0.11,0.0,0
L2934,0.0047567324,13.27,0.11,469.42625,0
L1547,0.004749612,43.49,0.075,0.0,0
L1195,0.004731841,0.53,0.2,0.0,0
L994,0.004719102,137.24,0.06,0.0,0
L982,0.004718018,53.9,0.02,0.0,0
L2737,0.0047048777,83.15,0.063,0.0,0
L3171,0.0046843467,171.22,0.315,0.0,1
L311,0.0046744025,36.27,0.02,0.0,0
L2431,0.004673977,3.32,0.063,163.122,0
L1595,0.0046583125,246.5,0.125,0.0,0
L1090,0.0046294606,20.24,0.075,0.0,0
L1369,0.0046063936,181.35,0.063,0.0,0
L646,0.0045963135,126.44,0.11,0.0,0
L1500,0.0045854324,7.99,0.063,0.0,0
L2460,0.004576087,74.33,0.11,0.0,0
L1527,0.0045603183,104.42,0.11,0.0,0
L1769,0.00453593,89.42,0.063,0.0,0
L317,0.0045355367,1.31,0.15,242.8875,1
L2532,0.0045304913,42.16,0.11,0.0,0
L3172,0.004521446,17.16,0.315,0.0,1
L2744,0.004516481,200.58,0.063,0.0,0
L607,0.004506517,33.79,0.063,0.0,0
L644,0.0044994378,98.71,0.025,0.0,0
L1765,0.004488356,24.62,0.11,1209.47125,0
L802,0.004463052,82.4,0.06,0.0,0
L2888,0.0044560134,62.46,0.075,0.0,0
L2858,0.0044469093,10.2,0.063,0.0,0
L1065,0.0044442154,13.57,0.063,0.0,0
L485,0.004428021,19.98,0.075,0.0,0
L1523,0.0044202004,33.78,0.075,0.0,0
L2838,0.004419287,3.72,0.063,112.6945,0
L1197,0.004418621,6.97,0.2,0.0,0
L3144,0.004413352,0.6,0.02,47.9875,0
L2799,0.0044089244,12.87,0.11,0.0,0
L1332,0.0043961764,101.38,0.075,0.0,0
L2294,0.0043721804,8.14,0.11,0.0,0
L737,0.0043620993,78.9,0.08,0.0,0
L788,0.0043582427,3.41,0.05,76.008424,0
L115,0.004345686,0.33,0.1,180.50450000000004,0
L343,0.004326168,40.28,0.02,0.0,0
L339,0.0043230066,0.23,0.075,237.429,0
L278,0.0043076617,12.12,0.063,0.0,0
L1574,0.0042897286,35.39,0.11,0.0,0
L1368,0.004261182,47.01,0.11,0.0,0
L2090,0.004260133,10.0,0.125,443.5,0
L895,0.004248697,4.44,0.063,0.0,0
L2613,0.004244273,14.56,0.125,0.0,0
L1518,0.0042420016,86.55,0.063,0.0,0
L2818,0.004223297,5.73,0.11,0.0,0
L1157,0.0042036306,32.78,0.063,0.0,0
L1546,0.004161737,123.92,0.075,0.0,0
L1056,0.004160289,19.92,0.11,0.0,0
L1460,0.0041456614,259.87,0.35000000000000003,0.0,0
L598,0.0041387933,94.92,0.2,0.0,0
L2035,0.004135681,61.81,0.032,0.0,0
L2859,0.0041341423,73.95,0.063,0.0,0
L213,0.0041287052,148.93,0.02,0.0,0
L328,0.0041001104,24.5,0.15,0.0,1
L2891,0.0040961327,15.78,0.075,0.0,0
L1367,0.0040955017,27.34,0.11,0.0,0
L112,0.0040878393,24.83,0.1,0.0,0
L145,0.0040869513,17.52,0.15,0.0,0
L2898,0.004085951,26.39,0.09,0.0,0
L2083,0.004075361,3.99,0.15,0.0,0
L2224,0.0040706764,65.25,0.063,0.0,0
L2366,0.004032063,2.0,0.063,205.6565,0
L2315,0.0040224195,7.44,0.09,0.0,0
L1377,0.0040199286,92.09,0.11,0.0,0
L383,0.0040193438,46.15,0.2,0.0,0
L892,0.0040105465,5.36,0.06,0.0,0
L2913,0.004001014,58.68,0.11,0.0,0
L1078,0.003994339,7.98,0.075,0.0,0
L110,0.003977998,10.3,0.1,0.0,0
L2487,0.003965344,65.52,0.063,0.0,0
L236,0.0039515174,13.54,0.06,0.0,0
L1073,0.0039506685,9.18,0.16,0.0,0
L3069,0.003949786,0.04,0.1,0.0,0
L599,0.0039340914,41.48,0.2,0.0,0
L2195,0.0039239894,39.96,0.11,0.0,0
L2894,0.003922383,111.28,0.11,0.0,0
L821,0.003912378,2.36,0.06,134.973722,0
L13,0.0039083147,74.84,0.032,0.0,0
L2837,0.0038994132,47.37,0.063,0.0,0
L3113,0.0038870308,31.03,0.06,0.0,0
L2844,0.003834094,2.46,0.11,0.0,0
L583,0.003825854,4.66,0.15,0.0,0
L1612,0.00382482,250.89,0.063,0.0,0
L723,0.0038230952,95.55,0.02,0.0,0
L327,0.0038206358,94.98,0.15,0.0,1
L304,0.0038147625,43.46,0.063,0.0,0
L637,0.0038129794,33.11,0.06,0.0,0
L2798,0.0038104455,35.35,0.11,0.0,0
L2807,0.0038053642,30.15,0.063,0.0,0
L2935,0.0038047,135.55,0.11,0.0,0
L302,0.0037944026,2.75,0.063,93.61975000000001,0
L2901,0.003774093,10.22,0.11,0.0,0
L1776,0.0037661116,104.57,0.063,0.0,0
L314,0.0037541424,54.14,0.15,0.0,1
L2545,0.003752783,23.25,0.16,0.0,0
L885,0.003749765,37.78,0.08,0.0,0
L781,0.0037387921,55.85,0.063,0.0,0
L1030,0.0037303339,60.35,0.075,2809.251,0
L19,0.00371706,30.83,0.032,0.0,0
L2529,0.0037123433,58.36,0.16,0.0,0
L2835,0.003688055,56.44,0.11,0.0,0
L812,0.003680265,24.46,0.032,0.0,0
L1074,0.003671491,36.41,0.063,0.0,0
L2834,0.0036648065,55.12,0.063,0.0,0
L3073,0.0036363658,2.11,0.063,201.49075000000002,0
L2933,0.0036310602,63.87,0.063,0.0,0
L1818,0.0036233582,13.79,0.063,0.0,0
L988,0.003591572,88.58,0.1,0.0,0
L663,0.0035785476,1.83,0.02,0.0,0
L1353,0.0035750773,20.44,0.032,0.0,0
L2839,0.0035684833,10.14,0.11,0.0,0
L1346,0.0035644986,9.07,0.032,0.0,0
L1773,0.0035541903,122.66,0.4,0.0,1
L1842,0.0035319347,16.23,0.063,0.0,0
L1446,0.0035194978,155.76,0.075,0.0,0
L326,0.0035153641,2.95,0.15,288.6075,1
L886,0.00350844,19.06,0.08,0.0,0
L2196,0.0034687012,21.33,0.16,0.0,0
L274,0.0034661125,88.59,0.02,0.0,0
L146,0.0034580827,8.92,0.15,0.0,0
L808,0.0034208607,67.91,0.06,0.0,0
L218,0.0034196419,72.59,0.032,0.0,0
L1875,0.003390789,37.0,0.16,0.0,0
L393,0.0033834353,35.06,0.032,0.0,0
L893,0.0033712115,59.45,0.06,0.0,0
L2899,0.0033595648,16.4,0.125,0.0,0
L2320,0.0033569701,167.49,0.09,0.0,0
L1159,0.0033541336,364.52,0.063,0.0,0
L1803,0.003347997,0.54,0.2,0.0,0
L257,0.003327125,55.57,0.063,0.0,0
L1029,0.0033198823,16.07,0.075,0.0,0
L107,0.0033171673,2.82,0.02,308.6905,0
L1370,0.0033084757,91.75,0.063,0.0,0
L3247,0.0033057055,2.99,0.4,0.0,1
L798,0.0033010102,6.06,0.06,146.9235,0
L3246,0.003295726,0.45,0.4,0.0,1
L1016,0.0032951066,6.3,0.025,238.1925,0
L3153,0.0032882818,0.15,0.15,0.0,0
L1436,0.0032774522,296.31,0.063,0.0,0
L330,0.0032747402,113.25,0.15,0.0,0
L1474,0.0032724473,91.09,0.075,0.0,0
L869,0.0032696512,28.54,0.1,0.0,0
L736,0.0032616456,31.06,0.08,0.0,0
L118,0.003259606,5.73,0.02,505.00299999999993,0
L1217,0.0032595408,89.0,0.075,0.0,0
L694,0.0032409823,3.71,0.02,0.0,0
L1771,0.0032351594,31.21,0.4,0.0,1
L324,0.0032299247,28.43,0.15,0.0,1
L2813,0.0032081981,34.34,0.063,0.0,0
L1610,0.0031957212,321.06,0.063,0.0,0
L2862,0.0031749872,56.0,0.063,0.0,0
L1615,0.0031712921,271.47,0.09,0.0,0
L2084,0.003152182,78.74,0.02,0.0,0
L633,0.0031150416,12.76,0.06,0.0,0
L822,0.0031074341,6.29,0.06,0.0,0
L457,0.003086523,9.38,0.075,0.0,0
L2534,0.0030851066,74.65,0.11,0.0,0
