,"('V_LL_1', 'day')","('V_LL_1', 'night')","('CV4', 'day')","('CV4', 'night')","('CV5', 'day')","('CV5', 'night')",1,2,3,4,5,6,7,8,9
27,0,1,1,0,1,1,0.616,0.2952,0.5043,0.3786,0.349,0.1046,248646.8904,2842.6128,0.2612
28,0,1,1,1,0,0,0.6128,0.2501,0.4995,0.3782,0.3434,0.1036,260408.4351,2825.3442,0.2529
29,0,1,1,1,0,1,0.6222,0.1064,0.5188,0.398,0.3611,0.099,289876.6544,2892.4797,0.2914
30,0,1,1,1,1,0,0.6125,0.3086,0.4967,0.3773,0.3413,0.1071,241212.3311,2844.5144,0.2494
31,0,1,1,1,1,1,0.6078,0.2754,0.4942,0.376,0.3377,0.1057,253746.1712,2819.6406,0.2404
32,1,0,0,0,0,0,0.6131,0.1465,0.4975,0.3829,0.3456,0.0796,280512.7996,2879.2532,0.2725
33,1,0,0,0,0,1,0.6072,0.2867,0.484,0.3775,0.336,0.0824,252016.7634,2779.281,0.2662
34,1,0,0,0,1,0,0.6067,0.1353,0.498,0.376,0.3439,0.0757,281677.2854,2850.1074,0.2598
35,1,0,0,0,1,1,0.6072,0.2726,0.4951,0.376,0.3388,0.0803,253386.6533,2861.7009,0.2494
36,1,0,0,1,0,0,0.6203,0.2909,0.507,0.3863,0.352,0.105,249364.0325,2831.8679,0.2734
37,1,0,0,1,0,1,0.6171,0.125,0.5123,0.3873,0.3548,0.1014,283954.333,2842.7319,0.2865
38,1,0,0,1,1,0,0.6131,0.2938,0.5058,0.3812,0.3451,0.105,246836.2907,2877.0999,0.252
39,1,0,0,1,1,1,0.6189,0.1363,0.5174,0.3839,0.3564,0.1025,279055.9516,2824.4031,0.285
40,1,0,1,0,0,0,0.6124,0.1169,0.5076,0.39,0.3509,0.0757,286929.5452,2831.3167,0.28
41,1,0,1,0,0,1,0.6122,0.1173,0.5035,0.3846,0.3491,0.0747,290060.0367,2836.906,0.2838
42,1,0,1,0,1,0,0.6036,0.1155,0.4983,0.3782,0.3435,0.0736,290235.4049,2796.4468,0.2879
43,1,0,1,0,1,1,0.6092,0.2695,0.4993,0.383,0.3385,0.0803,258446.6282,2831.177,0.2522
44,1,0,1,1,0,0,0.6046,0.1775,0.5101,0.3798,0.3453,0.1032,266852.9948,2873.8867,0.2434
45,1,0,1,1,0,1,0.6169,0.3036,0.5112,0.3871,0.3487,0.1071,244531.2496,2873.1829,0.2625
46,1,0,1,1,1,0,0.6154,0.3022,0.5136,0.3809,0.3481,0.106,242467.3782,2860.0374,0.2673
47,1,0,1,1,1,1,0.6207,0.3001,0.5184,0.3864,0.3547,0.105,244559.4242,2859.5435,0.2689
48,1,1,0,0,0,0,0.6144,0.3248,0.4981,0.3787,0.3451,0.1092,236549.0562,2844.7727,0.2358
49,1,1,0,0,0,1,0.6126,0.2895,0.5093,0.3845,0.3459,0.1053,250968.9023,2859.7913,0.2452
50,1,1,0,0,1,0,0.6208,0.311,0.5219,0.3925,0.3542,0.1067,242196.5991,2933.8203,0.2635
51,1,1,0,0,1,1,0.6214,0.3269,0.5199,0.3906,0.3529,0.1106,234829.8514,2877.6465,0.266
52,1,1,0,1,0,0,0.6161,0.316,0.5093,0.3883,0.3465,0.1124,236315.0428,2883.5811,0.2568
53,1,1,0,1,0,1,0.6188,0.1427,0.5238,0.391,0.3627,0.1011,277484.1891,2902.5623,0.2963
54,1,1,0,1,1,0,0.6178,0.1652,0.521,0.3858,0.3578,0.1029,271977.0112,2842.3367,0.2898
55,1,1,0,1,1,1,0.6101,0.1184,0.5117,0.3837,0.3487,0.0983,288126.2088,2880.2878,0.2645
56,1,1,1,0,0,0,0.6046,0.161,0.5078,0.3779,0.344,0.1011,272066.13,2873.3853,0.2514
57,1,1,1,0,0,1,0.6168,0.2547,0.5105,0.3791,0.3485,0.1046,258717.4832,2852.9871,0.2659
58,1,1,1,0,1,0,0.6176,0.3079,0.5103,0.3872,0.348,0.1046,240248.1469,2855.8599,0.2589
59,1,1,1,0,1,1,0.6061,0.1363,0.5085,0.3771,0.3454,0.1011,277462.3404,2808.0676,0.2587
60,1,1,1,1,0,0,0.608,0.1405,0.5134,0.3792,0.3491,0.1004,278702.7584,2850.0042,0.2554
61,1,1,1,1,0,1,0.6148,0.2536,0.5109,0.3819,0.3475,0.1039,258358.9335,2873.9448,0.2622
62,1,1,1,1,1,0,0.6234,0.1525,0.5233,0.3923,0.3607,0.1021,275467.6175,2880.9299,0.2933
63,1,1,1,1,1,1,0.6138,0.1765,0.5257,0.3868,0.3551,0.1071,266572.0803,2865.6692,0.2627
