,"('V_CO', 'day')","('V_CO', 'night')","('V_MO1', 'day')","('V_MO1', 'night')","('V_MO2', 'day')","('V_MO2', 'night')","('V_MO3', 'day')","('V_MO3', 'night')","('V_MO4', 'day')","('V_MO4', 'night')",1,2,3,4,5,6,7,8,9
28,0,0,0,0,0,1,1,1,0,0,0.78,0.5837,0.362,0.507,0.5965,0.2445,170817.3544,15111.8242,0.4451
29,0,0,0,0,0,1,1,1,0,1,0.7788,0.5741,0.3559,0.5064,0.5921,0.2282,173177.169,15119.3467,0.442
30,0,0,0,0,0,1,1,1,1,0,0.7801,0.5541,0.3627,0.5072,0.5969,0.2022,177913.5021,15084.9307,0.4465
31,0,0,0,0,0,1,1,1,1,1,0.7783,0.5717,0.3558,0.5053,0.5918,0.23,173422.7253,15119.3477,0.4429
32,0,0,0,0,1,0,0,0,0,0,0.8372,0.6129,0.3436,0.6106,0.6454,0.2117,161316.5238,14736.0439,0.6098
33,0,0,0,0,1,0,0,0,0,1,0.836,0.5932,0.3429,0.6126,0.6439,0.2075,167312.0073,14787.0879,0.6135
34,0,0,0,0,1,0,0,0,1,0,0.8508,0.652,0.3356,0.6346,0.6637,0.2924,149342.9873,14745.9834,0.6281
35,0,0,0,0,1,0,0,0,1,1,0.8489,0.6351,0.3339,0.6349,0.661,0.2885,154229.4106,14831.3223,0.6287
36,0,0,0,0,1,0,0,1,0,0,0.8355,0.5911,0.3426,0.6127,0.6431,0.2054,168120.332,14838.2539,0.6139
37,0,0,0,0,1,0,0,1,0,1,0.8354,0.5907,0.3429,0.6127,0.6431,0.205,168356.5003,14837.6426,0.614
38,0,0,0,0,1,0,0,1,1,0,0.8486,0.6326,0.3335,0.6354,0.6604,0.2864,155109.996,14848.1914,0.6293
39,0,0,0,0,1,0,0,1,1,1,0.8484,0.6326,0.3332,0.6349,0.6599,0.286,155266.836,14847.5781,0.6287
40,0,0,0,0,1,0,1,0,0,0,0.8571,0.6548,0.3384,0.6422,0.6681,0.3452,147041.2263,14746.3564,0.6405
41,0,0,0,0,1,0,1,0,0,1,0.8553,0.6425,0.3368,0.6426,0.6655,0.3459,150159.3232,14831.7012,0.641
42,0,0,0,0,1,0,1,0,1,0,0.8573,0.664,0.3361,0.6434,0.6686,0.3825,144640.3997,14780.6533,0.6333
43,0,0,0,0,1,0,1,0,1,1,0.8555,0.6488,0.3348,0.6439,0.666,0.3839,147781.4066,14831.6963,0.6339
44,0,0,0,0,1,0,1,1,0,0,0.8549,0.6375,0.3364,0.6426,0.6647,0.3438,152100.9958,14848.5664,0.6409
45,0,0,0,0,1,0,1,1,0,1,0.8547,0.6404,0.3362,0.6425,0.6644,0.3438,151071.9148,14847.9541,0.6409
46,0,0,0,0,1,0,1,1,1,0,0.855,0.6471,0.3343,0.644,0.665,0.3822,148260.0024,14865.7148,0.634
47,0,0,0,0,1,0,1,1,1,1,0.8558,0.6471,0.335,0.6459,0.6663,0.3822,148297.5512,14865.0996,0.6363
48,0,0,0,0,1,1,0,0,0,0,0.8529,0.7115,0.3684,0.6241,0.6794,0.26,128791.3021,14634.085,0.6205
49,0,0,0,0,1,1,0,0,0,1,0.8601,0.7179,0.3563,0.6408,0.6902,0.2677,127452.2243,14991.3232,0.6427
50,0,0,0,0,1,1,0,0,1,0,0.8663,0.7157,0.3565,0.6474,0.6971,0.3177,129318.347,14644.0098,0.6445
51,0,0,0,0,1,1,0,0,1,1,0.8726,0.7274,0.3452,0.6628,0.7059,0.3582,125654.8648,15069.8154,0.6609
52,0,0,0,0,1,1,0,1,0,0,0.8622,0.7196,0.3488,0.645,0.6908,0.2712,126480.2414,15091.7617,0.6477
53,0,0,0,0,1,1,0,1,0,1,0.8622,0.7189,0.3444,0.6464,0.6887,0.2691,126967.8059,15143.3242,0.6498
54,0,0,0,0,1,1,0,1,1,0,0.8746,0.7274,0.3383,0.6667,0.7058,0.3582,125659.3721,15135.959,0.6647
55,0,0,0,0,1,1,0,1,1,1,0.8744,0.7274,0.3341,0.6677,0.7032,0.3582,125659.5753,15170.3652,0.6653
56,0,0,0,0,1,1,1,0,0,0,0.8722,0.7087,0.3582,0.6535,0.7007,0.366,128927.2782,14644.3779,0.6557
57,0,0,0,0,1,1,1,0,0,1,0.8786,0.7017,0.3467,0.6706,0.7094,0.3973,131719.8332,15104.5029,0.6723
58,0,0,0,0,1,1,1,0,1,0,0.8722,0.6858,0.3554,0.6546,0.7011,0.3899,135629.5779,14644.3643,0.6494
59,0,0,0,0,1,1,1,0,1,1,0.8797,0.7027,0.3449,0.6736,0.7106,0.4195,128083.1664,15124.2354,0.6684
60,0,0,0,0,1,1,1,1,0,0,0.8806,0.7263,0.3402,0.6741,0.7092,0.4033,121770.0171,15153.5234,0.6754
61,0,0,0,0,1,1,1,1,0,1,0.88,0.7263,0.3354,0.6742,0.7058,0.4033,121770.01,15205.0879,0.6749
62,0,0,0,0,1,1,1,1,1,0,0.8805,0.7157,0.3373,0.6745,0.7083,0.429,124799.5167,15187.8262,0.6694
63,0,0,0,0,1,1,1,1,1,1,0.88,0.7157,0.3328,0.6749,0.7051,0.429,124801.1771,15222.2363,0.669
64,0,0,0,1,0,0,0,0,0,0,0.7534,0.5822,0.3662,0.4818,0.5443,0.1983,171216.653,14848.9316,0.4008
65,0,0,0,1,0,0,0,0,0,1,0.7535,0.5819,0.3661,0.4818,0.5445,0.1983,171219.989,14865.6621,0.4008
66,0,0,0,1,0,0,0,0,1,0,0.7535,0.578,0.3692,0.4822,0.5515,0.2152,172521.9632,14814.627,0.3992
67,0,0,0,1,0,0,0,0,1,1,0.7544,0.5365,0.3698,0.4835,0.553,0.1853,185866.8072,14840.3018,0.4031
68,0,0,0,1,0,0,0,1,0,0,0.7534,0.5819,0.3661,0.4818,0.5443,0.1983,171228.4017,14848.6758,0.4008
69,0,0,0,1,0,0,0,1,0,1,0.7534,0.5629,0.3662,0.4815,0.5447,0.1948,176968.581,14865.4551,0.4008
70,0,0,0,1,0,0,0,1,1,0,0.7534,0.578,0.369,0.4821,0.5514,0.2152,172527.0202,14814.3711,0.3991
71,0,0,0,1,0,0,0,1,1,1,0.7535,0.578,0.3691,0.4821,0.5517,0.2152,172521.4208,14831.1523,0.3991
72,0,0,0,1,0,0,1,0,0,0,0.755,0.5597,0.3704,0.4854,0.5549,0.2279,177585.6406,14814.6309,0.4036
73,0,0,0,1,0,0,1,0,0,1,0.7556,0.5784,0.3708,0.4856,0.5562,0.2469,171740.0644,14831.3574,0.4032
74,0,0,0,1,0,0,1,0,1,0,0.7538,0.5414,0.37,0.4835,0.5541,0.2297,181631.4896,14814.6289,0.4015
75,0,0,0,1,0,0,1,0,1,1,0.7542,0.4611,0.371,0.4837,0.5556,0.1673,205028.0055,14831.3594,0.4055
76,0,0,0,1,0,0,1,1,0,0,0.754,0.5379,0.3701,0.4834,0.5545,0.2209,184103.2078,14814.3711,0.4011
77,0,0,0,1,0,0,1,1,0,1,0.7554,0.5734,0.3702,0.4851,0.5554,0.2282,173156.0358,14840.9043,0.4035
78,0,0,0,1,0,0,1,1,1,0,0.7546,0.5639,0.3703,0.4845,0.5553,0.23,176426.8563,14816.543,0.404
79,0,0,0,1,0,0,1,1,1,1,0.7552,0.5689,0.37,0.4849,0.5554,0.23,174006.3776,14840.9668,0.4047
80,0,0,0,1,0,1,0,0,0,0,0.7792,0.5893,0.3564,0.5079,0.5878,0.2103,168830.5055,15137.7041,0.4449
81,0,0,0,1,0,1,0,0,0,1,0.7779,0.5907,0.3515,0.5063,0.5834,0.2103,168410.4112,15154.7988,0.4421
82,0,0,0,1,0,1,0,0,1,0,0.7789,0.5858,0.3576,0.5065,0.5921,0.236,170227.7217,15137.71,0.4422
83,0,0,0,1,0,1,0,0,1,1,0.7771,0.5421,0.3523,0.5035,0.587,0.1853,186727.894,15120.499,0.4401
84,0,0,0,1,0,1,0,1,0,0,0.7791,0.5907,0.3556,0.5079,0.5872,0.2103,168411.5522,15154.4189,0.4449
85,0,0,0,1,0,1,0,1,0,1,0.7779,0.5907,0.3511,0.5063,0.5831,0.2103,168412.2688,15154.3955,0.4421
86,0,0,0,1,0,1,0,1,1,0,0.7788,0.5858,0.3568,0.5065,0.5914,0.236,170227.7123,15137.2725,0.4421
87,0,0,0,1,0,1,0,1,1,1,0.7782,0.5763,0.353,0.5057,0.5886,0.2156,172896.2063,15137.248,0.4417
88,0,0,0,1,0,1,1,0,0,0,0.7798,0.584,0.3578,0.5076,0.5941,0.2469,170640.4079,15145.9287,0.4455
89,0,0,0,1,0,1,1,0,0,1,0.7791,0.5731,0.3536,0.5068,0.5906,0.2286,173389.1703,15137.6514,0.4435
90,0,0,0,1,0,1,1,0,1,0,0.7784,0.5713,0.3575,0.5052,0.5926,0.23,173466.8962,15137.7061,0.4428
91,0,0,0,1,0,1,1,0,1,1,0.7793,0.5717,0.3539,0.5076,0.5915,0.23,173412.8633,15130.2939,0.4458
92,0,0,0,1,0,1,1,1,0,0,0.7791,0.5741,0.3573,0.5066,0.5929,0.2286,173079.8115,15137.7744,0.4442
93,0,0,0,1,0,1,1,1,0,1,0.7773,0.5675,0.3527,0.5041,0.5885,0.2286,175566.0695,15137.251,0.4409
94,0,0,0,1,0,1,1,1,1,0,0.7791,0.5558,0.3569,0.5062,0.593,0.2159,177421.3197,15122.1035,0.4459
95,0,0,0,1,0,1,1,1,1,1,0.7797,0.5597,0.3538,0.5084,0.5914,0.2297,177143.0334,15137.25,0.4482
96,0,0,0,1,1,0,0,0,0,0,0.8353,0.5911,0.3423,0.6127,0.6428,0.205,168303.4258,14838.6172,0.6139
97,0,0,0,1,1,0,0,0,0,1,0.8351,0.5333,0.3426,0.6122,0.6427,0.1744,179033.785,14855.3457,0.6145
98,0,0,0,1,1,0,0,0,1,0,0.8483,0.633,0.3332,0.6349,0.6596,0.286,155217.6713,14848.5566,0.6287
99,0,0,0,1,1,0,0,0,1,1,0.8488,0.6323,0.3337,0.6358,0.6607,0.286,155463.886,14860.3818,0.6301
100,0,0,0,1,1,0,0,1,0,0,0.8353,0.5911,0.3424,0.6127,0.6428,0.205,168339.5612,14855.5146,0.6139
101,0,0,0,1,1,0,0,1,0,1,0.8355,0.5903,0.3427,0.6129,0.6432,0.205,168437.6867,14855.1396,0.6144
102,0,0,0,1,1,0,0,1,1,0,0.8483,0.633,0.3332,0.635,0.6597,0.286,155254.8107,14865.4492,0.6289
103,0,0,0,1,1,0,0,1,1,1,0.8483,0.6326,0.3331,0.6349,0.6597,0.286,155352.4281,14865.0801,0.6287
104,0,0,0,1,1,0,1,0,0,0,0.8546,0.6407,0.3362,0.6426,0.6641,0.3434,151024.9141,14848.9336,0.641
105,0,0,0,1,1,0,1,0,0,1,0.8547,0.6404,0.3362,0.6426,0.6643,0.3438,151139.2487,14865.6631,0.641
106,0,0,0,1,1,0,1,0,1,0,0.8546,0.6439,0.3341,0.6435,0.6645,0.3794,149253.9795,14866.0781,0.6339
107,0,0,0,1,1,0,1,0,1,1,0.8558,0.6471,0.3347,0.6461,0.6661,0.3822,148329.192,14872.4639,0.6363
108,0,0,0,1,1,0,1,1,0,0,0.8543,0.6372,0.3357,0.6419,0.6636,0.3424,153184.7853,14865.8262,0.6406
109,0,0,0,1,1,0,1,1,0,1,0.8547,0.6404,0.3361,0.6425,0.6643,0.3438,151154.5516,14865.4541,0.6409
110,0,0,0,1,1,0,1,1,1,0,0.8548,0.6474,0.3342,0.6438,0.6647,0.3822,148268.5523,14865.8223,0.6338
111,0,0,0,1,1,0,1,1,1,1,0.8549,0.6471,0.3342,0.6439,0.6649,0.3822,148347.0791,14865.4541,0.6339
112,0,0,0,1,1,1,0,0,0,0,0.8624,0.7196,0.3457,0.6464,0.6894,0.2712,126476.8885,15144.5303,0.6496
113,0,0,0,1,1,1,0,0,0,1,0.8612,0.7189,0.3415,0.6446,0.6851,0.2691,126955.2643,15144.4756,0.6472
114,0,0,0,1,1,1,0,0,1,0,0.8746,0.7274,0.3354,0.6676,0.7039,0.3582,125658.3728,15171.5713,0.6655
115,0,0,0,1,1,1,0,0,1,1,0.8741,0.7274,0.3321,0.6676,0.7012,0.3582,125660.336,15188.6729,0.6649
116,0,0,0,1,1,1,0,1,0,0,0.8623,0.7196,0.345,0.6464,0.6888,0.2712,126481.0352,15146.3369,0.6497
117,0,0,0,1,1,1,0,1,0,1,0.8611,0.7189,0.3412,0.6444,0.6848,0.2691,126952.5481,15144.0732,0.6471
118,0,0,0,1,1,1,0,1,1,0,0.8745,0.7274,0.3347,0.6676,0.7033,0.3582,125658.6258,15171.1396,0.6654
119,0,0,0,1,1,1,0,1,1,1,0.8741,0.7263,0.3316,0.6675,0.7009,0.3582,126169.5326,15188.2725,0.6648
120,0,0,0,1,1,1,1,0,0,0,0.8801,0.7263,0.3368,0.6741,0.7065,0.4033,121769.4476,15171.9941,0.675
121,0,0,0,1,1,1,1,0,0,1,0.8799,0.7263,0.3339,0.6746,0.7042,0.4033,121768.5158,15206.2383,0.6751
122,0,0,0,1,1,1,1,0,1,0,0.8802,0.7157,0.3341,0.6747,0.7057,0.429,124800.1352,15223.4453,0.6691
123,0,0,0,1,1,1,1,0,1,1,0.8798,0.7157,0.331,0.6749,0.7032,0.429,124798.773,15206.2363,0.6686
124,0,0,0,1,1,1,1,1,0,0,0.8801,0.7263,0.3362,0.6741,0.7059,0.4033,121770.6526,15188.7109,0.6749
125,0,0,0,1,1,1,1,1,0,1,0.8799,0.7263,0.3336,0.6746,0.7039,0.4033,121772.5509,15205.8379,0.675
126,0,0,0,1,1,1,1,1,1,0,0.8801,0.7157,0.3334,0.6747,0.7052,0.429,124798.6586,15205.8594,0.669
127,0,0,0,1,1,1,1,1,1,1,0.8806,0.7154,0.3312,0.6769,0.7041,0.429,124806.905,15228.0762,0.6702
128,0,0,1,0,0,0,0,0,0,0,0.7569,0.5629,0.372,0.4836,0.5584,0.2212,175526.1319,14746.3604,0.4025
129,0,0,1,0,0,0,0,0,0,1,0.7532,0.5675,0.3696,0.4805,0.5534,0.2304,174364.0322,14797.3955,0.3972
130,0,0,1,0,0,0,0,0,1,0,0.7557,0.571,0.371,0.4813,0.5568,0.2311,173789.0078,14746.3555,0.3988
131,0,0,1,0,0,0,0,0,1,1,0.7537,0.5689,0.3701,0.4812,0.5541,0.2311,174589.7903,14797.3936,0.3978
132,0,0,1,0,0,0,0,1,0,0,0.7545,0.5713,0.3701,0.4837,0.5544,0.2304,173513.6571,14814.2695,0.4016
133,0,0,1,0,0,0,0,1,0,1,0.7541,0.5703,0.3695,0.4831,0.5541,0.2304,173856.3649,14813.6533,0.401
134,0,0,1,0,0,0,0,1,1,0,0.7538,0.5389,0.3701,0.4824,0.5539,0.1793,182180.2299,14814.2705,0.4012
135,0,0,1,0,0,0,0,1,1,1,0.7545,0.5682,0.3704,0.4837,0.5551,0.2311,175369.2234,14813.6504,0.4027
136,0,0,1,0,0,0,1,0,0,0,0.7577,0.5713,0.373,0.4849,0.5597,0.2311,173666.1332,14746.3613,0.4056
137,0,0,1,0,0,0,1,0,0,1,0.7532,0.5713,0.3696,0.4803,0.5534,0.2311,173663.0662,14797.3955,0.3973
138,0,0,1,0,0,0,1,0,1,0,0.7567,0.5706,0.3712,0.4832,0.5586,0.2311,173982.4332,14748.4893,0.4027
139,0,0,1,0,0,0,1,0,1,1,0.7543,0.5713,0.3707,0.4824,0.5552,0.2311,173820.5893,14797.9004,0.4012
140,0,0,1,0,0,0,1,1,0,0,0.7555,0.571,0.3711,0.4862,0.5561,0.2311,173925.6066,14798.3252,0.4052
141,0,0,1,0,0,0,1,1,0,1,0.7556,0.5713,0.3709,0.4867,0.5566,0.2307,173726.5784,14813.6523,0.4054
142,0,0,1,0,0,0,1,1,1,0,0.7547,0.5421,0.3707,0.4844,0.5555,0.2018,185317.7015,14819.4141,0.4041
143,0,0,1,0,0,0,1,1,1,1,0.7539,0.5611,0.3699,0.4829,0.5542,0.2304,177038.3252,14813.6533,0.401
144,0,0,1,0,0,1,0,0,0,0,0.7715,0.5713,0.3896,0.491,0.5906,0.2304,173509.6094,14627.7559,0.4236
145,0,0,1,0,0,1,0,0,0,1,0.7766,0.5622,0.3705,0.5013,0.5951,0.2304,176316.1242,15001.6436,0.4365
146,0,0,1,0,0,1,0,0,1,0,0.7717,0.4773,0.3899,0.491,0.591,0.1578,198851.6928,14644.4014,0.4254
147,0,0,1,0,0,1,0,0,1,1,0.775,0.441,0.3701,0.4982,0.5937,0.1314,205236.4157,15001.6436,0.4371
148,0,0,1,0,0,1,0,1,0,0,0.7809,0.5703,0.3625,0.5083,0.5981,0.2304,173866.7239,15102.5898,0.447
149,0,0,1,0,0,1,0,1,0,1,0.7781,0.5703,0.3557,0.5051,0.5916,0.2304,173832.8513,15119.3438,0.4428
150,0,0,1,0,0,1,0,1,1,0,0.7812,0.5713,0.3642,0.5088,0.5985,0.2311,173767.066,15102.0869,0.4499
151,0,0,1,0,0,1,0,1,1,1,0.7777,0.4498,0.3556,0.5036,0.5914,0.1525,203089.2214,15119.3457,0.4447
152,0,0,1,0,0,1,1,0,0,0,0.7714,0.5717,0.3893,0.4907,0.5905,0.2311,173655.0012,14634.0996,0.4233
153,0,0,1,0,0,1,1,0,0,1,0.7782,0.5446,0.3719,0.5037,0.5981,0.2406,182689.145,15011.9629,0.4421
154,0,0,1,0,0,1,1,0,1,0,0.7719,0.5699,0.389,0.4898,0.5916,0.2311,174552.7931,14627.25,0.4212
155,0,0,1,0,0,1,1,0,1,1,0.7763,0.5713,0.3706,0.5002,0.5949,0.2311,173817.8106,15001.6436,0.4367
156,0,0,1,0,0,1,1,1,0,0,0.78,0.5675,0.3626,0.5073,0.597,0.2205,175682.9643,15107.1436,0.4463
157,0,0,1,0,0,1,1,1,0,1,0.7789,0.5706,0.3558,0.5066,0.5929,0.2311,174003.1815,15119.3477,0.4435
158,0,0,1,0,0,1,1,1,1,0,0.7807,0.5227,0.3628,0.508,0.5976,0.1867,188285.101,15111.9258,0.4498
159,0,0,1,0,0,1,1,1,1,1,0.7797,0.5713,0.3568,0.5081,0.5939,0.2311,173826.8284,15119.8525,0.4468
160,0,0,1,0,1,0,0,0,0,0,0.8576,0.646,0.3382,0.6422,0.6682,0.2948,149491.8103,14746.3545,0.6391
161,0,0,1,0,1,0,0,0,0,1,0.8559,0.6066,0.3368,0.6429,0.6658,0.2843,160947.702,14831.6973,0.6403
162,0,0,1,0,1,0,0,0,1,0,0.8577,0.6407,0.3361,0.6441,0.6688,0.3103,152051.9694,14780.6572,0.6332
163,0,0,1,0,1,0,0,0,1,1,0.856,0.633,0.335,0.6447,0.6664,0.3272,153524.6876,14831.6992,0.6337
164,0,0,1,0,1,0,0,1,0,0,0.8556,0.6456,0.3364,0.6434,0.665,0.3709,149062.8746,14848.5693,0.6394
165,0,0,1,0,1,0,0,1,0,1,0.8554,0.6418,0.3363,0.6429,0.6648,0.3625,151016.9777,14847.9541,0.6392
166,0,0,1,0,1,0,0,1,1,0,0.8561,0.6488,0.3348,0.6461,0.6661,0.403,148082.0514,14865.7188,0.6344
167,0,0,1,0,1,0,0,1,1,1,0.8555,0.639,0.3345,0.6448,0.6653,0.3364,150628.8465,14865.1006,0.6337
168,0,0,1,0,1,0,1,0,0,0,0.8578,0.6633,0.3381,0.6426,0.6684,0.379,144863.7154,14746.3564,0.6379
169,0,0,1,0,1,0,1,0,0,1,0.8567,0.6435,0.3371,0.6443,0.6667,0.379,150714.4348,14831.7012,0.6396
170,0,0,1,0,1,0,1,0,1,0,0.8589,0.664,0.3365,0.6469,0.6705,0.3889,144579.7528,14790.5918,0.6352
171,0,0,1,0,1,0,1,0,1,1,0.8562,0.6488,0.3352,0.645,0.6666,0.3945,147483.8479,14848.8438,0.6334
172,0,0,1,0,1,0,1,1,0,0,0.8555,0.6467,0.3363,0.6431,0.6648,0.3776,148492.8647,14865.7148,0.6385
173,0,0,1,0,1,0,1,1,0,1,0.8555,0.6464,0.3362,0.6431,0.6648,0.3776,148639.6823,14865.1006,0.6385
174,0,0,1,0,1,0,1,1,1,0,0.8559,0.6361,0.3345,0.6449,0.6656,0.3832,152909.1395,14865.7129,0.6326
175,0,0,1,0,1,0,1,1,1,1,0.8571,0.6393,0.3351,0.6482,0.6672,0.3934,150712.8379,14834.166,0.6366
176,0,0,1,0,1,1,0,0,0,0,0.8724,0.7024,0.3573,0.6533,0.7005,0.3713,130420.7132,14644.3672,0.654
177,0,0,1,0,1,1,0,0,0,1,0.8792,0.7217,0.3463,0.6707,0.7094,0.4188,121822.6107,15121.6455,0.6706
178,0,0,1,0,1,1,0,0,1,0,0.8731,0.6953,0.3559,0.6565,0.7021,0.4146,133424.9952,14644.3623,0.651
179,0,0,1,0,1,1,0,0,1,1,0.8797,0.7133,0.3446,0.6728,0.7099,0.4333,124781.0252,15121.6221,0.6663
180,0,0,1,0,1,1,0,1,0,0,0.8809,0.7217,0.3394,0.6742,0.7086,0.4188,121822.0311,15170.6719,0.6737
181,0,0,1,0,1,1,0,1,0,1,0.8805,0.7217,0.335,0.6748,0.7055,0.4188,121821.6534,15205.084,0.6737
182,0,0,1,0,1,1,0,1,1,0,0.8813,0.7108,0.3375,0.6758,0.7088,0.4325,125622.934,15187.8262,0.6689
183,0,0,1,0,1,1,0,1,1,1,0.8807,0.7133,0.333,0.6762,0.7055,0.4333,124782.4707,15239.3828,0.6685
184,0,0,1,0,1,1,1,0,0,0,0.8725,0.6946,0.3574,0.6533,0.7002,0.3061,133593.4091,14644.3662,0.6537
185,0,0,1,0,1,1,1,0,0,1,0.8795,0.7228,0.3466,0.6713,0.7097,0.423,121833.0033,15121.6338,0.6709
186,0,0,1,0,1,1,1,0,1,0,0.874,0.6936,0.3563,0.6585,0.7033,0.4082,134302.4444,14654.3008,0.653
187,0,0,1,0,1,1,1,0,1,1,0.8798,0.7217,0.3446,0.6728,0.7098,0.4389,122673.766,15138.7715,0.666
188,0,0,1,0,1,1,1,1,0,0,0.8809,0.7228,0.3392,0.6739,0.7084,0.423,121832.9692,15170.6738,0.673
189,0,0,1,0,1,1,1,1,0,1,0.8804,0.7228,0.3348,0.6745,0.7052,0.423,121834.63,15205.0879,0.673
190,0,0,1,0,1,1,1,1,1,0,0.8812,0.7136,0.3374,0.6756,0.7086,0.4336,124659.3933,15187.8242,0.6684
191,0,0,1,0,1,1,1,1,1,1,0.8797,0.5875,0.3324,0.674,0.7042,0.1895,171948.949,15239.3867,0.6685
192,0,0,1,1,0,0,0,0,0,0,0.7548,0.5544,0.3698,0.4845,0.5549,0.2226,178822.315,14814.6289,0.4035
193,0,0,1,1,0,0,0,0,0,1,0.754,0.5692,0.3696,0.4831,0.5541,0.2304,174145.1811,14831.3564,0.4012
194,0,0,1,1,0,0,0,0,1,0,0.7544,0.5667,0.3695,0.4839,0.5545,0.2318,178051.0471,14814.6289,0.4015
195,0,0,1,1,0,0,0,0,1,1,0.7579,0.5703,0.372,0.4882,0.5594,0.2311,174126.3188,14831.3555,0.4105
196,0,0,1,1,0,0,0,1,0,0,0.7557,0.5653,0.3708,0.4863,0.5563,0.2268,176299.4866,14824.1211,0.4062
197,0,0,1,1,0,0,0,1,0,1,0.7539,0.5604,0.3697,0.4831,0.5538,0.2304,176595.9139,14831.1504,0.4014
198,0,0,1,1,0,0,0,1,1,0,0.7556,0.5713,0.3702,0.486,0.5561,0.2311,173778.0776,14816.043,0.405
199,0,0,1,1,0,0,0,1,1,1,0.7539,0.5597,0.3697,0.4828,0.5542,0.2311,176697.5509,14831.1514,0.4003
200,0,0,1,1,0,0,1,0,0,0,0.7544,0.5382,0.3706,0.4845,0.5565,0.2261,183937.5104,14822.835,0.4039
