,"('V_CO', 'day')","('V_CO', 'night')","('V_G1', 'day')","('V_G1', 'night')","('V_G2', 'day')","('V_G2', 'night')","('V_G3', 'day')","('V_G3', 'night')",1,2,3,4,5,6,7,8,9
40,0,0,1,0,1,0,0,0,0.8939,0.8204,0.2005,0.7461,0.7803,0.6266,85739.2736,16873.4121,0.7493
41,0,0,1,0,1,0,0,1,0.9155,0.8676,0.2041,0.7601,0.788,0.6312,61933.0328,16914.0098,0.7584
42,0,0,1,0,1,0,1,0,0.8943,0.8204,0.2002,0.7485,0.7795,0.6249,85870.0879,16832.2578,0.751
43,0,0,1,0,1,0,1,1,0.9155,0.8704,0.2032,0.7626,0.7867,0.6302,60558.6076,16901.3242,0.7602
44,0,0,1,0,1,1,0,0,0.9173,0.8644,0.2043,0.7614,0.7899,0.6312,63066.4411,16914.8652,0.7593
45,0,0,1,0,1,1,0,1,0.9161,0.8676,0.2035,0.7612,0.7881,0.6312,61945.8066,16915.2559,0.759
46,0,0,1,0,1,1,1,0,0.9178,0.8707,0.2039,0.7643,0.7894,0.6305,60758.0043,16897.7578,0.7615
47,0,0,1,0,1,1,1,1,0.9166,0.8707,0.2031,0.7639,0.7876,0.6305,60556.8427,16898.1465,0.761
48,0,0,1,1,0,0,0,0,0.9089,0.8408,0.2049,0.7374,0.7904,0.6375,76256.4762,17257.5664,0.7401
49,0,0,1,1,0,0,0,1,0.9083,0.819,0.2041,0.7372,0.7882,0.6034,83347.8838,17295.7461,0.7402
50,0,0,1,1,0,0,1,0,0.916,0.8683,0.2039,0.7593,0.79,0.634,62308.4111,16897.9062,0.7578
51,0,0,1,1,0,0,1,1,0.9154,0.8697,0.2032,0.7604,0.788,0.6337,61230.7578,16898.1406,0.7587
52,0,0,1,1,0,1,0,0,0.9102,0.8507,0.2051,0.7391,0.7912,0.6386,68806.6005,17243.3359,0.7416
53,0,0,1,1,0,1,0,1,0.9089,0.7929,0.2044,0.738,0.7893,0.5921,96386.4415,17292.4355,0.7412
54,0,0,1,1,0,1,1,0,0.9172,0.8679,0.2042,0.7615,0.7907,0.634,61801.5648,16898.041,0.7598
55,0,0,1,1,0,1,1,1,0.916,0.8697,0.2034,0.761,0.7889,0.6337,61234.5789,16898.4277,0.7593
56,0,0,1,1,1,0,0,0,0.9166,0.8669,0.204,0.7602,0.7899,0.6312,62471.1412,16915.1172,0.7582
57,0,0,1,1,1,0,0,1,0.9158,0.8676,0.2032,0.7609,0.7876,0.6312,61932.4033,16915.3594,0.7587
58,0,0,1,1,1,0,1,0,0.9172,0.8676,0.2028,0.7629,0.7897,0.6305,62593.5281,16897.9941,0.7603
59,0,0,1,1,1,0,1,1,0.9163,0.8707,0.2028,0.7636,0.7872,0.6305,60558.7282,16898.2539,0.7608
60,0,0,1,1,1,1,0,0,0.9176,0.8676,0.2042,0.7621,0.7904,0.6312,61929.2059,16915.2266,0.7598
61,0,0,1,1,1,1,0,1,0.9165,0.8676,0.2033,0.7616,0.7886,0.6312,61972.493,16919.8555,0.7593
62,0,0,1,1,1,1,1,0,0.9181,0.8707,0.2038,0.7648,0.7899,0.6305,60745.7374,16898.1152,0.7618
63,0,0,1,1,1,1,1,1,0.9168,0.8707,0.2029,0.7641,0.7879,0.6305,60537.2183,16898.5293,0.7612
64,0,1,0,0,0,0,0,0,0.8748,0.8271,0.2247,0.6868,0.8154,0.6601,82899.4911,17235.5703,0.729
65,0,1,0,0,0,0,0,1,0.8959,0.8271,0.2217,0.6986,0.82,0.6597,82854.3388,17250.9746,0.7333
66,0,1,0,0,0,0,1,0,0.9089,0.8239,0.2158,0.7637,0.8124,0.6439,84269.3543,17188.0957,0.7886
67,0,1,0,0,0,0,1,1,0.9301,0.8704,0.2166,0.7759,0.8189,0.6481,61275.5638,17195.0781,0.7925
68,0,1,0,0,0,1,0,0,0.8985,0.8271,0.2229,0.6996,0.8247,0.6587,82853.7505,17253.7324,0.7326
69,0,1,0,0,0,1,0,1,0.8968,0.8271,0.2215,0.6974,0.8212,0.6587,82852.8499,17253.3945,0.73
70,0,1,0,0,0,1,1,0,0.9334,0.8707,0.2193,0.7781,0.825,0.6471,61271.7252,17179.2266,0.7941
71,0,1,0,0,0,1,1,1,0.9323,0.8707,0.2174,0.7769,0.8212,0.6471,61270.3578,17196.0996,0.7925
72,0,1,0,0,1,0,0,0,0.91,0.8242,0.213,0.7702,0.8098,0.6411,84923.5016,17210.0566,0.7911
73,0,1,0,0,1,0,0,1,0.9321,0.8714,0.2152,0.7827,0.8171,0.6456,61216.5063,17215.0117,0.7958
74,0,1,0,0,1,0,1,0,0.9117,0.8235,0.2125,0.7763,0.8097,0.6386,85026.7673,17193.7617,0.7956
75,0,1,0,0,1,0,1,1,0.9342,0.8743,0.2151,0.7891,0.8176,0.6435,59699.1912,17198.3359,0.8003
76,0,1,0,0,1,1,0,0,0.9353,0.8714,0.2179,0.7857,0.823,0.6442,61220.356,17215.8926,0.7981
77,0,1,0,0,1,1,0,1,0.9342,0.8714,0.2159,0.7841,0.8195,0.6442,61221.8148,17215.8672,0.796
78,0,1,0,0,1,1,1,0,0.9366,0.8743,0.2171,0.7913,0.8223,0.6428,59707.3692,17195.3398,0.8017
79,0,1,0,0,1,1,1,1,0.936,0.8743,0.2158,0.7908,0.8196,0.6428,59709.6216,17199.4961,0.8012
80,0,1,0,1,0,0,0,0,0.898,0.8271,0.2242,0.6984,0.8257,0.6587,82853.0557,17251.3359,0.7333
81,0,1,0,1,0,0,0,1,0.8981,0.8271,0.2216,0.6987,0.8215,0.6587,82852.2168,17252.6758,0.7315
82,0,1,0,1,0,0,1,0,0.9331,0.8704,0.2191,0.7773,0.825,0.6471,61275.2371,17195.4805,0.794
83,0,1,0,1,0,0,1,1,0.9329,0.8707,0.2173,0.7767,0.8211,0.6471,61270.0685,17195.3867,0.7925
84,0,1,0,1,0,1,0,0,0.9001,0.8271,0.2236,0.7018,0.8266,0.6583,82853.0104,17254.5664,0.7339
85,0,1,0,1,0,1,0,1,0.8999,0.8271,0.2217,0.7007,0.8234,0.6583,82851.7698,17254.3555,0.7327
86,0,1,0,1,0,1,1,0,0.9336,0.8707,0.2195,0.7775,0.8254,0.6467,61269.4381,17196.7344,0.793
87,0,1,0,1,0,1,1,1,0.9333,0.8704,0.2179,0.7771,0.8226,0.6467,61267.0191,17196.4824,0.7925
88,0,1,0,1,1,0,0,0,0.9352,0.8714,0.2179,0.7848,0.8234,0.6446,61223.0392,17215.3867,0.798
89,0,1,0,1,1,0,0,1,0.9349,0.8714,0.2161,0.7841,0.8195,0.6442,61219.9689,17215.2207,0.7965
90,0,1,0,1,1,0,1,0,0.937,0.8743,0.2176,0.7914,0.8236,0.6428,59713.981,17198.8926,0.8029
91,0,1,0,1,1,0,1,1,0.9366,0.8743,0.2158,0.7905,0.8195,0.6428,59707.4095,17194.3477,0.8011
92,0,1,0,1,1,1,0,0,0.9354,0.8714,0.2182,0.7849,0.8236,0.6442,61218.5642,17216.5,0.7969
93,0,1,0,1,1,1,0,1,0.9352,0.8714,0.2166,0.7843,0.8208,0.6442,61218.6303,17216.2598,0.7962
94,0,1,0,1,1,1,1,0,0.9371,0.8743,0.2178,0.7915,0.8236,0.6425,59710.4376,17195.4688,0.8018
95,0,1,0,1,1,1,1,1,0.9373,0.8743,0.2167,0.7916,0.8214,0.6425,59709.4643,17199.3086,0.8022
96,0,1,1,0,0,0,0,0,0.904,0.8246,0.2139,0.7487,0.8087,0.6464,84485.7985,17257.1914,0.7747
97,0,1,1,0,0,0,0,1,0.9247,0.7689,0.2149,0.7594,0.8148,0.5801,102992.0265,17264.2246,0.7789
98,0,1,1,0,0,0,1,0,0.9109,0.8239,0.2126,0.7724,0.8091,0.6393,84917.7851,17192.7734,0.7928
99,0,1,1,0,0,0,1,1,0.9329,0.8725,0.2147,0.7848,0.8165,0.6439,60298.4857,17197.7969,0.797
100,0,1,1,0,0,1,0,0,0.9283,0.8566,0.2175,0.7625,0.8209,0.6474,67294.0556,17230.998,0.7805
101,0,1,1,0,0,1,0,1,0.9272,0.857,0.2156,0.7613,0.8174,0.6474,66835.9015,17231.1445,0.779
102,0,1,1,0,0,1,1,0,0.9357,0.8725,0.217,0.7876,0.8219,0.6428,60287.9209,17199.1797,0.7992
103,0,1,1,0,0,1,1,1,0.9351,0.8725,0.2156,0.7869,0.819,0.6428,60293.8273,17198.918,0.7984
104,0,1,1,0,1,0,0,0,0.9122,0.8225,0.2116,0.7746,0.8086,0.6383,85192.8174,17194.7129,0.7932
105,0,1,1,0,1,0,0,1,0.9344,0.8711,0.2147,0.7875,0.8168,0.6432,60651.7341,17198.6973,0.799
106,0,1,1,0,1,0,1,0,0.9127,0.8228,0.2116,0.7775,0.8085,0.6368,85225.9594,17194.8125,0.7959
107,0,1,1,0,1,0,1,1,0.9345,0.8739,0.2139,0.7887,0.8156,0.6418,59691.8443,17199.2109,0.7982
108,0,1,1,0,1,1,0,0,0.9368,0.8711,0.2168,0.7896,0.8216,0.6421,60654.2665,17200.2852,0.7998
109,0,1,1,0,1,1,0,1,0.9361,0.8711,0.2152,0.7884,0.8184,0.6421,60654.1201,17200.043,0.7986
110,0,1,1,0,1,1,1,0,0.9371,0.8735,0.2161,0.7914,0.8205,0.6404,59731.6113,17200.6934,0.8003
111,0,1,1,0,1,1,1,1,0.9365,0.8735,0.2148,0.7908,0.8179,0.6404,59731.6454,17200.4434,0.7996
112,0,1,1,1,0,0,0,0,0.9281,0.8573,0.2175,0.762,0.8213,0.6467,66815.2489,17230.3184,0.7807
113,0,1,1,1,0,0,0,1,0.9278,0.8566,0.2156,0.7612,0.8173,0.6474,66953.7395,17230.4785,0.7793
114,0,1,1,1,0,0,1,0,0.936,0.8725,0.2174,0.7875,0.8229,0.6428,60299.101,17198.3672,0.8002
115,0,1,1,1,0,0,1,1,0.9356,0.8725,0.2156,0.7867,0.8189,0.6428,60294.0301,17198.207,0.7985
116,0,1,1,1,0,1,0,0,0.9293,0.8573,0.2186,0.763,0.8227,0.6467,66816.6815,17230.7578,0.7813
117,0,1,1,1,0,1,0,1,0.929,0.8573,0.217,0.7624,0.8199,0.6467,66819.2475,17230.5098,0.7807
118,0,1,1,1,0,1,1,0,0.9368,0.8725,0.2182,0.7886,0.8239,0.6425,60296.6431,17198.9648,0.8004
119,0,1,1,1,0,1,1,1,0.9364,0.8725,0.2165,0.7877,0.8209,0.6425,60296.346,17198.709,0.7996
120,0,1,1,1,1,0,0,0,0.9375,0.8711,0.2176,0.7907,0.8233,0.6421,60662.7807,17199.3066,0.8028
121,0,1,1,1,1,0,0,1,0.9363,0.8711,0.2149,0.7871,0.8178,0.6421,60654.3593,17199.5703,0.797
122,0,1,1,1,1,0,1,0,0.9376,0.8735,0.2166,0.7917,0.8219,0.6404,59754.6158,17199.8555,0.8019
123,0,1,1,1,1,0,1,1,0.9371,0.8735,0.2148,0.7906,0.8178,0.6404,59730.665,17199.7422,0.7997
124,0,1,1,1,1,1,0,0,0.9373,0.8711,0.2175,0.7893,0.8226,0.6418,60654.9515,17200.3223,0.7992
125,0,1,1,1,1,1,0,1,0.937,0.8711,0.2158,0.7882,0.8197,0.6421,60654.5559,17200.0801,0.7981
126,0,1,1,1,1,1,1,0,0.9377,0.8735,0.217,0.792,0.822,0.64,59734.0777,17200.791,0.8009
127,0,1,1,1,1,1,1,1,0.9377,0.8735,0.2156,0.7916,0.8195,0.64,59734.685,17200.2617,0.8007
128,1,0,0,0,0,0,0,0,0.8781,0.8225,0.2155,0.6867,0.8164,0.6358,84435.8833,17206.707,0.7367
129,1,0,0,0,0,0,0,1,0.9005,0.8214,0.216,0.6995,0.8235,0.6347,84829.7944,17245.1094,0.747
130,1,0,0,0,0,0,1,0,0.9075,0.8168,0.2031,0.7539,0.8004,0.6094,87924.9598,17099.9863,0.7784
131,1,0,0,0,0,0,1,1,0.9292,0.8605,0.2053,0.7673,0.8068,0.6118,65355.3719,17092.7422,0.7841
132,1,0,0,0,0,1,0,0,0.9035,0.8214,0.2168,0.7012,0.8275,0.6347,84836.8868,17247.043,0.7469
133,1,0,0,0,0,1,0,1,0.9021,0.8214,0.2158,0.7012,0.8244,0.6347,84830.5553,17246.8164,0.7471
134,1,0,0,0,0,1,1,0,0.9323,0.8605,0.2072,0.77,0.8119,0.6122,65302.0858,17093.373,0.787
135,1,0,0,0,0,1,1,1,0.9309,0.8605,0.2057,0.769,0.8087,0.6122,65302.4599,17094.0352,0.7855
136,1,0,0,0,1,0,0,0,0.9085,0.8158,0.2006,0.7604,0.7979,0.6062,88010.657,17047.7773,0.7797
137,1,0,0,0,1,0,0,1,0.9306,0.8605,0.2037,0.7746,0.8056,0.6104,65550.0654,17065.3633,0.7881
138,1,0,0,0,1,0,1,0,0.909,0.8158,0.1993,0.7643,0.7963,0.6055,88258.7525,17012.1074,0.7822
139,1,0,0,0,1,0,1,1,0.9315,0.8633,0.203,0.7793,0.8046,0.6097,63785.1574,17050.2266,0.7913
140,1,0,0,0,1,1,0,0,0.9332,0.8602,0.2048,0.7782,0.8097,0.6104,65628.4052,17067.748,0.7914
141,1,0,0,0,1,1,0,1,0.9328,0.8605,0.2045,0.779,0.8088,0.6104,65529.3206,17066.8555,0.7928
142,1,0,0,0,1,1,1,0,0.9339,0.8633,0.2038,0.7818,0.808,0.6097,63784.1611,17051.8711,0.7932
143,1,0,0,0,1,1,1,1,0.9328,0.8633,0.2029,0.7813,0.8059,0.6097,63796.0953,17052.2227,0.7927
144,1,0,0,1,0,0,0,0,0.9016,0.8214,0.2168,0.6992,0.8268,0.6347,84845.2934,17246.2109,0.746
145,1,0,0,1,0,0,0,1,0.9009,0.8214,0.2156,0.6984,0.8238,0.6347,84828.5314,17246.6484,0.7446
146,1,0,0,1,0,0,1,0,0.9314,0.8605,0.2064,0.768,0.8109,0.6125,65246.0497,17093.6191,0.7847
147,1,0,0,1,0,0,1,1,0.9309,0.8605,0.2053,0.7689,0.8086,0.6122,65305.2618,17094.4336,0.7858
148,1,0,0,1,0,1,0,0,0.9018,0.8214,0.217,0.6999,0.8271,0.6347,84832.2006,17247.6465,0.7458
149,1,0,0,1,0,1,0,1,0.9019,0.8214,0.216,0.7005,0.8249,0.6347,84822.4307,17247.6055,0.7469
150,1,0,0,1,0,1,1,0,0.9322,0.8605,0.2065,0.7699,0.812,0.6122,65286.6398,17095.1855,0.7865
151,1,0,0,1,0,1,1,1,0.9312,0.8595,0.2054,0.7683,0.8089,0.6122,65563.9784,17094.9238,0.7845
152,1,0,0,1,1,0,0,0,0.9328,0.8605,0.2048,0.7769,0.8096,0.6104,65569.1506,17067.1328,0.7906
153,1,0,0,1,1,0,0,1,0.9314,0.8605,0.203,0.7761,0.8062,0.6104,65507.7496,17072.3691,0.7889
154,1,0,0,1,1,0,1,0,0.9331,0.8549,0.2034,0.7802,0.8076,0.6087,66817.4694,17051.9805,0.7918
155,1,0,0,1,1,0,1,1,0.9325,0.8619,0.2023,0.781,0.8054,0.6097,64122.5246,17056.2891,0.7923
156,1,0,0,1,1,1,0,0,0.9336,0.8602,0.205,0.7788,0.8106,0.6104,65595.9573,17068.1289,0.7921
157,1,0,0,1,1,1,0,1,0.9321,0.8605,0.2034,0.7769,0.8073,0.6104,65544.7416,17068.793,0.7896
158,1,0,0,1,1,1,1,0,0.9348,0.8633,0.2042,0.7833,0.8097,0.6097,63785.2485,17052.0156,0.7951
159,1,0,0,1,1,1,1,1,0.9337,0.8633,0.203,0.7825,0.8072,0.6097,63796.2405,17052.4336,0.7943
160,1,0,1,0,0,0,0,0,0.9043,0.8172,0.2037,0.7392,0.7987,0.6115,87173.8941,17245.0703,0.7635
161,1,0,1,0,0,0,0,1,0.9281,0.7918,0.2075,0.7585,0.8099,0.5794,96843.0094,17264.4727,0.7814
162,1,0,1,0,0,0,1,0,0.909,0.8154,0.1994,0.7623,0.7963,0.6055,88152.8599,17004.4453,0.7813
163,1,0,1,0,0,0,1,1,0.9312,0.863,0.203,0.7768,0.8046,0.6101,64534.7502,17066.6543,0.7902
164,1,0,1,0,0,1,0,0,0.9304,0.8454,0.2085,0.7597,0.8132,0.6143,71217.2717,17265.2246,0.7805
165,1,0,1,0,0,1,0,1,0.9284,0.8471,0.2066,0.7575,0.809,0.6122,71086.5728,17265.3223,0.7773
166,1,0,1,0,0,1,1,0,0.9335,0.863,0.2038,0.7792,0.808,0.6101,64531.7493,17068.3027,0.7921
167,1,0,1,0,0,1,1,1,0.9335,0.863,0.2036,0.7811,0.8078,0.6101,64546.0264,17050.8418,0.795
168,1,0,1,0,1,0,0,0,0.9094,0.8154,0.1987,0.7634,0.7958,0.6055,88435.9503,17007.6777,0.7808
169,1,0,1,0,1,0,0,1,0.9328,0.8619,0.2031,0.7806,0.8057,0.6094,65162.7152,17068.9004,0.793
170,1,0,1,0,1,0,1,0,0.9109,0.8151,0.1988,0.7672,0.7964,0.6051,88468.6201,17002.1523,0.7848
171,1,0,1,0,1,0,1,1,0.933,0.8633,0.2028,0.7814,0.8043,0.609,63804.2753,17034.3691,0.793
172,1,0,1,0,1,1,0,0,0.9348,0.8619,0.2044,0.7821,0.8084,0.6094,65165.1235,17070.4727,0.7934
173,1,0,1,0,1,1,0,1,0.9341,0.8619,0.2036,0.7822,0.807,0.6097,65134.8807,17073.9395,0.7938
174,1,0,1,0,1,1,1,0,0.9354,0.8626,0.2038,0.7845,0.8078,0.609,64032.8239,17036.0684,0.7955
175,1,0,1,0,1,1,1,1,0.9341,0.8633,0.2027,0.7834,0.8055,0.609,63804.4216,17036.4629,0.7943
176,1,0,1,1,0,0,0,0,0.9289,0.8464,0.2073,0.7568,0.8112,0.6108,71272.3555,17265.0859,0.7769
177,1,0,1,1,0,0,0,1,0.928,0.8468,0.2061,0.7565,0.808,0.6122,71102.0139,17265.4629,0.7759
178,1,0,1,1,0,0,1,0,0.9329,0.8626,0.2034,0.7778,0.8077,0.6101,64993.508,17072.5781,0.7909
179,1,0,1,1,0,0,1,1,0.9327,0.863,0.2029,0.7794,0.8062,0.6101,64572.336,17068.4551,0.7929
180,1,0,1,1,0,1,0,0,0.9307,0.8323,0.2088,0.7601,0.8142,0.6104,77557.4752,17264.9434,0.7813
181,1,0,1,1,0,1,0,1,0.9292,0.8468,0.2068,0.7581,0.8101,0.6122,71087.2964,17265.7715,0.7781
182,1,0,1,1,0,1,1,0,0.9344,0.863,0.2043,0.7807,0.8097,0.6104,64478.4118,17072.6504,0.7941
183,1,0,1,1,0,1,1,1,0.9334,0.863,0.2032,0.78,0.8073,0.6101,64535.4228,17068.8164,0.7934
184,1,0,1,1,1,0,0,0,0.9342,0.8619,0.204,0.7802,0.808,0.6101,65244.0131,17074.0098,0.7918
185,1,0,1,1,1,0,0,1,0.9334,0.8619,0.2029,0.7807,0.8057,0.6094,65161.8751,17070.2168,0.7922
186,1,0,1,1,1,0,1,0,0.9347,0.8616,0.2034,0.7826,0.8072,0.6094,65201.3158,17036.2148,0.794
187,1,0,1,1,1,0,1,1,0.9339,0.8633,0.2024,0.7831,0.8051,0.609,63805.464,17036.4824,0.7943
188,1,0,1,1,1,1,0,0,0.9355,0.8619,0.2044,0.784,0.8098,0.6097,65122.7333,17074.8164,0.7957
189,1,0,1,1,1,1,0,1,0.9338,0.8616,0.2029,0.7814,0.8064,0.6094,65170.8339,17071.4102,0.7927
190,1,0,1,1,1,1,1,0,0.9354,0.8633,0.2036,0.784,0.8079,0.609,63794.1058,17036.7012,0.7945
191,1,0,1,1,1,1,1,1,0.9342,0.8633,0.2024,0.783,0.8054,0.609,63804.9138,17037.1133,0.7935
192,1,1,0,0,0,0,0,0,0.889,0.8718,0.2271,0.6985,0.8423,0.7865,61413.6218,17198.748,0.759
193,1,1,0,0,0,0,0,1,0.9155,0.838,0.2283,0.7134,0.8537,0.7348,78102.4477,17210.9746,0.7723
194,1,1,0,0,0,0,1,0,0.9265,0.8221,0.2143,0.7842,0.8343,0.6386,85123.7735,17236.207,0.8296
195,1,1,0,0,0,0,1,1,0.9472,0.8693,0.2149,0.7964,0.8385,0.6421,61627.6581,17244.0684,0.832
196,1,1,0,0,0,1,0,0,0.9181,0.8327,0.2312,0.7161,0.8601,0.696,80307.7245,17213.5352,0.7751
197,1,1,0,0,0,1,0,1,0.9183,0.8327,0.2293,0.7167,0.8569,0.6946,80422.9996,17213.4766,0.7755
198,1,1,0,0,0,1,1,0,0.9504,0.8693,0.2176,0.7988,0.8448,0.6407,61788.8258,17208.791,0.8335
199,1,1,0,0,0,1,1,1,0.9498,0.8693,0.2161,0.798,0.8417,0.6407,61818.5891,17210.8438,0.8331
200,1,1,0,0,1,0,0,0,0.9278,0.8211,0.2111,0.7967,0.8301,0.6291,86211.1689,17211.1445,0.833
201,1,1,0,0,1,0,0,1,0.9489,0.8693,0.2127,0.8064,0.8355,0.6383,61678.699,17251.6602,0.8341
202,1,1,0,0,1,0,1,0,0.9284,0.8218,0.2103,0.7996,0.8285,0.6319,85920.1254,17212.1035,0.8344
203,1,1,0,0,1,0,1,1,0.9513,0.8732,0.2132,0.8142,0.8368,0.6368,59919.5279,17217.6895,0.8411
204,1,1,0,0,1,1,0,0,0.9543,0.8693,0.2173,0.815,0.8453,0.6379,61816.3863,17252.1738,0.8436
205,1,1,0,0,1,1,0,1,0.9536,0.8693,0.2157,0.8144,0.8422,0.6379,61850.6069,17252.0664,0.8431
206,1,1,0,0,1,1,1,0,0.9541,0.8728,0.2156,0.8178,0.8425,0.6365,59975.9923,17219.6094,0.8435
207,1,1,0,0,1,1,1,1,0.953,0.8725,0.2138,0.8156,0.8386,0.6365,60022.3811,17219.5078,0.841
208,1,1,0,1,0,0,0,0,0.9203,0.8704,0.2322,0.7184,0.8626,0.7834,61804.6089,17211.3066,0.7775
209,1,1,0,1,0,0,0,1,0.919,0.8327,0.2292,0.7162,0.8565,0.6946,80454.06,17212.5898,0.7755
210,1,1,0,1,0,0,1,0,0.9509,0.8693,0.2182,0.799,0.8462,0.6418,61683.1489,17244.1953,0.835
211,1,1,0,1,0,0,1,1,0.9502,0.8693,0.2158,0.7972,0.8411,0.6407,61825.2731,17210.2246,0.8321
212,1,1,0,1,0,1,0,0,0.9187,0.8327,0.232,0.7154,0.862,0.6967,80259.1832,17214.5918,0.7749
213,1,1,0,1,0,1,0,1,0.9186,0.8327,0.2298,0.7163,0.8579,0.6967,80225.9818,17214.3594,0.7757
