element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter
L890,pipe,0.075,381.9335,8.992354782,0.937698133,0.786192321,0.268013767,0.776255704,0.800357007,0.528707291,94440.2597,16383.60938,0.797676014,,0.007645218,2.00E-05,2
Leak_785,leak,,2472.886689,8.952112247,0.941924974,0.787601268,0.272233504,0.781799536,0.807165501,0.529411765,93794.18577,16369.16797,0.804323495,110,0.047887753,1.94E-05,2
L1955,pipe,0.1,4852.647,8.90763721,0.937467502,0.793941529,0.267072811,0.776705561,0.799550846,0.542796759,91327.17003,16416.37695,0.797594778,,0.09236279,1.90E-05,2
L2934,pipe,0.15,588.5245,8.917416564,0.938899512,0.787953505,0.26648001,0.7817699,0.801875241,0.529764001,93655.88212,16372.62891,0.804342635,,0.082583436,0.000140323,3
Leak_630,leak,,2458.422572,8.861251346,0.940128147,0.786544558,0.267986134,0.784775132,0.804575146,0.530468475,94333.48185,16404.8125,0.809047084,110,0.138748654,5.64E-05,3
L1526,pipe,0.125,3058.16875,8.84744621,0.940421678,0.785840085,0.269236706,0.785634584,0.805722903,0.529411765,94682.32979,16392.16797,0.80997841,,0.15255379,4.99E-05,3
L2934,pipe,0.2,297.9115,8.975615239,0.940392325,0.785487848,0.269429784,0.779744902,0.805429844,0.529059528,94807.40883,16380.50391,0.801944917,,0.024384761,8.19E-05,4
Leak_712,leak,,2479.397911,8.877492186,0.942090609,0.786192321,0.269997881,0.785596672,0.807915472,0.529411765,94541.03399,16392.67188,0.809564265,110,0.122507814,4.94E-05,4
Leak_713,leak,,2477.227544,8.920632397,0.942193344,0.785840085,0.26951165,0.781701177,0.807368299,0.530116238,94521.87319,16381.87891,0.804489712,110,0.079367603,3.20E-05,4
Leak_982,leak,,2672.507653,8.918975744,0.941329526,0.785135611,0.269327174,0.783542821,0.806525971,0.530116238,94627.2246,16381.35059,0.806821681,200,0.081024256,3.03E-05,4
L2919,pipe,0.125,2668.69,8.925150752,0.938557758,0.784431138,0.267951702,0.782663238,0.802730988,0.522719267,95315.8717,16359.12109,0.805846885,,0.074849248,2.80E-05,4
L1955,pipe,0.125,1300.12675,8.963620556,0.93838164,0.786192321,0.266435613,0.780129783,0.801513727,0.529059528,94545.72734,16405.14648,0.802802038,,0.036379444,2.80E-05,4
Leak_715,leak,,2480.121337,8.935069121,0.941413392,0.785487848,0.26979766,0.781838007,0.806658532,0.529059528,94625.88658,16370.23633,0.804785759,110,0.064930879,2.62E-05,4
L2919,pipe,0.15,677.074,8.902607884,0.940859877,0.787953505,0.267621562,0.784093609,0.805367416,0.531877422,93498.91063,16361.55176,0.807302765,,0.097392116,0.000143843,5
L1526,pipe,0.15,775.88875,8.922255339,0.940817944,0.787601268,0.26766197,0.783315516,0.805775843,0.529764001,93712.31447,16437.63672,0.806162323,,0.077744661,0.000100201,5
L2934,pipe,0.25,377.5315,8.962429792,0.938998054,0.788305741,0.266294459,0.781625073,0.802682712,0.532229658,93446.64105,16372.03125,0.803997866,,0.037570208,9.95E-05,5
L2254,pipe,0.125,1048.86875,8.924864153,0.940597796,0.786544558,0.268288463,0.783730816,0.805911287,0.530820712,94264.46185,16415.02344,0.807525031,,0.075135847,7.16E-05,5
Leak_314,leak,,4636.936963,8.757612355,0.942904108,0.791828108,0.271156889,0.786776252,0.809903198,0.542444523,92103.50587,16346.36133,0.811189087,450,0.242387645,5.23E-05,5
L1955,pipe,0.15,1561.02175,8.931152416,0.940331522,0.786896795,0.267451289,0.784081307,0.805092179,0.530116238,94228.37212,16426.47266,0.807555356,,0.068847584,4.41E-05,5
Leak_934,leak,,3384.872217,8.866763024,0.941308559,0.787953505,0.268221484,0.786327961,0.806544841,0.531877422,93533.32439,16404.42188,0.810295786,400,0.133236976,3.94E-05,5
L2919,pipe,0.2,1693.628,8.910135874,0.94411597,0.787953505,0.271184704,0.790459037,0.811558081,0.531877422,93523.82103,16369.7627,0.814919692,,0.089864126,5.31E-05,6
Leak_2294,leak,,3074.973379,8.884703777,0.944770124,0.788305741,0.271892785,0.791009992,0.812404812,0.532229658,93504.35924,16347.37891,0.815747231,250,0.115296223,3.75E-05,6
L1466,pipe,0.25,6381.75,8.829946077,0.942551871,0.786896795,0.270767395,0.787465771,0.809258164,0.531525185,94245.47007,16380.5,0.812089218,,0.170053923,2.66E-05,6
L1526,pipe,0.2,1940.8025,8.867167885,0.944782704,0.788305741,0.272257696,0.791426298,0.813160024,0.531877422,93497.61932,16368.92285,0.816179412,,0.132832115,6.84E-05,7
L1517,pipe,0.125,1243.785,8.940032974,0.943610678,0.788305741,0.270439243,0.787939057,0.810593571,0.530820712,93579.96284,16403.1582,0.811825757,,0.059967026,4.82E-05,7
Leak_1253,leak,,4048.193021,8.821805201,0.946348899,0.786896795,0.273933199,0.791827954,0.815610271,0.530820712,94270.16867,16356.76465,0.817184017,400,0.178194799,4.40E-05,7
Leak_1251,leak,,4051.370536,8.865823868,0.944929469,0.788305741,0.272062855,0.791175843,0.812990196,0.532229658,93446.36414,16390.40625,0.816240169,400,0.134176132,3.31E-05,7
L1515,pipe,0.15,4903.336,8.849067361,0.9454725,0.786896795,0.272569507,0.791438768,0.814150952,0.530116238,93706.27628,16411.57227,0.816692342,,0.150932639,3.08E-05,7
L2934,pipe,0.3,457.1515,8.976389591,0.942455425,0.785840085,0.268994403,0.787704092,0.808968093,0.531525185,94679.18764,16370.88672,0.811811251,,0.023610409,5.16E-05,8
L1466,pipe,0.3,2308.15,8.936200981,0.943776313,0.787953505,0.271099256,0.787859598,0.81131487,0.530468475,93651.12673,16380.01172,0.811680484,,0.063799019,2.76E-05,8
Leak_2364,leak,,2635.209428,8.933723998,0.943694544,0.786896795,0.270871378,0.788189903,0.811036016,0.529764001,93724.08166,16389.88867,0.812405012,160,0.066276002,2.52E-05,8
Leak_2469,leak,,3017.988872,8.929022635,0.943774216,0.787953505,0.270727791,0.789601709,0.81089748,0.532229658,93510.44917,16369.77051,0.813718095,250,0.070977365,2.35E-05,8
L1517,pipe,0.15,315.561,8.993678168,0.942648317,0.786544558,0.269294912,0.785206591,0.808985915,0.531525185,94206.02017,16381.25977,0.808540163,,0.006321832,2.00E-05,8
L2919,pipe,0.25,2146.268,8.959161508,0.943470202,0.786544558,0.269979512,0.789445811,0.810611865,0.531525185,94234.60288,16370.63281,0.81422268,,0.040838492,1.90E-05,8
L1386,pipe,0.075,2745.4485,8.948398655,0.940631342,0.787953505,0.270410167,0.78518579,0.804982996,0.529411765,93794.18936,16415.62891,0.809303005,,0.051601345,1.88E-05,8
L1386,pipe,0.1,748.1895,8.955771621,0.940975192,0.787249031,0.268322669,0.785699896,0.806898493,0.531877422,93799.8948,16358.80371,0.808831432,,0.044228379,5.91E-05,9
L2919,pipe,0.3,2598.908,8.901575322,0.943226991,0.785840085,0.270949613,0.785250207,0.810836625,0.529764001,94789.84116,16368.51172,0.809015648,,0.098424678,3.79E-05,9
L1517,pipe,0.2,789.342,8.970760167,0.93907563,0.788305741,0.267192793,0.784732634,0.804570795,0.531877422,93419.41081,16358.85645,0.80832229,,0.029239833,3.70E-05,9
L1392,pipe,0.1,3120.336,8.893208177,0.943124256,0.785840085,0.271782342,0.785740604,0.811433855,0.531172948,94572.01243,16345.24805,0.809660025,,0.106791823,3.42E-05,9
L2934,pipe,0.35,536.7715,8.981953599,0.940910196,0.787249031,0.268459302,0.783616408,0.806733434,0.531877422,93955.94709,16369.18945,0.806444961,,0.018046401,3.36E-05,9
L1515,pipe,0.2,2482.072,8.918658975,0.941490968,0.788305741,0.269800969,0.786076444,0.808534402,0.532229658,93340.24325,16357.25293,0.810307274,,0.081341025,3.28E-05,9
L1388,pipe,0.075,2561.05925,8.942716331,0.941765628,0.784078901,0.269417337,0.78468913,0.808529946,0.529059528,94877.57314,16389.94922,0.808596338,,0.057283669,2.24E-05,9
L1517,pipe,0.25,1000.302,8.894067286,0.942943944,0.785487848,0.270552994,0.787095597,0.810441984,0.530820712,94596.63179,16368.66895,0.811376438,,0.105932714,0.000105901,10
L1386,pipe,0.125,936.0195,8.918109481,0.941954327,0.785135611,0.268776918,0.787705042,0.80864783,0.532581895,94604.28523,16348.50195,0.810698668,,0.081890519,8.75E-05,10
L1388,pipe,0.1,697.93975,8.949882386,0.941402908,0.785487848,0.269502845,0.785474492,0.807984399,0.530116238,94590.67779,16368.13867,0.809522568,,0.050117614,7.18E-05,10
L1392,pipe,0.125,836.004,8.972167753,0.939117563,0.786192321,0.266229381,0.783883694,0.803843573,0.530820712,94050.07535,16382.01367,0.806901804,,0.027832247,3.33E-05,10
L2934,pipe,0.4,616.3915,8.987934992,0.938327127,0.787601268,0.266599632,0.782006095,0.80329074,0.531172948,93950.39575,16347.8125,0.804903038,,0.012065008,1.96E-05,10
L2828,pipe,0.075,905.5025,8.98385482,0.937339607,0.788305741,0.266674369,0.778606533,0.798943185,0.530468475,93723.62011,16406.13867,0.800466651,,0.01614518,1.78E-05,10
Leak_1252,leak,,4034.345557,8.930109777,0.940977289,0.787953505,0.267995958,0.787528734,0.80717719,0.531525185,93611.50756,16391.9082,0.81165236,400,0.069890223,1.73E-05,10
L2729,pipe,0.075,3228.45625,8.946131816,0.941222597,0.787953505,0.270899989,0.78419577,0.805954687,0.529411765,93795.51898,16415.38477,0.80773118,,0.053868184,1.67E-05,10
L2817,pipe,0.15,60.04275,8.99247543,0.939247555,0.787249031,0.265948913,0.78461722,0.804213474,0.531172948,93971.375,16415.27539,0.807799295,,0.00752457,0.00012532,11
L2828,pipe,0.1,246.7675,8.970423649,0.941962713,0.787601268,0.267967896,0.782780106,0.807748054,0.532581895,93843.30612,16414.98828,0.805204943,,0.029576351,0.000119855,11
L2934,pipe,0.45,696.0115,8.939670531,0.942589611,0.786192321,0.269631895,0.784896473,0.809732478,0.531172948,94288.28012,16358.87012,0.808267598,,0.060329469,8.67E-05,11
L2830,pipe,0.075,151.2825,8.993632123,0.940664889,0.786544558,0.268376109,0.780620739,0.806821336,0.530116238,94243.95125,16348.04688,0.802976725,,0.006367877,4.21E-05,11
L1392,pipe,0.15,1003.764,8.958775773,0.941352589,0.787601268,0.267033998,0.786588873,0.806881615,0.532581895,93838.29483,16426.78516,0.810456064,,0.041224227,4.11E-05,11
L2729,pipe,0.1,879.81875,8.984276004,0.937895218,0.789010215,0.264511329,0.784356421,0.802163635,0.531525185,93345.2457,16405.86133,0.808252825,,0.015723996,1.79E-05,11
L1523,pipe,0.1,4123.899,8.937438979,0.944264832,0.787249031,0.271344059,0.791006022,0.812184193,0.532229658,93778.94072,16389.33398,0.816101846,,0.062561021,1.52E-05,11
Leak_2315,leak,,2678.764138,8.959819025,0.940436354,0.788657978,0.268296822,0.784919175,0.806530374,0.531877422,93333.34455,16337.19629,0.808359921,160,0.040180975,1.50E-05,11
L882,pipe,0.1,404.55,8.993953374,0.938591305,0.787249031,0.268085328,0.775248182,0.800947265,0.529411765,93852.0552,16405.49414,0.795535971,,0.006046626,1.49E-05,11
L2882,pipe,0.2,4308.6,8.936412623,0.942642027,0.787249031,0.270093794,0.783887608,0.809370702,0.532229658,93890.14846,16357.63379,0.806307854,,0.063587377,1.48E-05,11
L1288,pipe,0.1,605.709,8.991066971,0.93733122,0.786544558,0.267125462,0.775824189,0.799196093,0.528355055,93950.31265,16426.83984,0.796649711,,0.008933029,1.47E-05,11
L2830,pipe,0.1,41.2275,8.931511857,0.940610376,0.787601268,0.267321741,0.786639702,0.80675047,0.532581895,93896.41166,16403.05078,0.810550736,,0.068488143,0.001661225,12
L882,pipe,0.125,108.3875,8.986777433,0.938945638,0.787601268,0.265840527,0.785037161,0.804195653,0.531172948,93988.11018,16414.48047,0.808735026,,0.013222567,0.000121993,12
L1523,pipe,0.125,1104.87975,8.957018098,0.94017637,0.787601268,0.266696133,0.785100963,0.806089344,0.531525185,93918.81111,16425.38867,0.808471641,,0.042981902,3.89E-05,12
L2291,pipe,0.125,1854.3575,8.943342901,0.940480384,0.787601268,0.266762989,0.7859409,0.806355147,0.532581895,93895.98881,16414.48828,0.80971352,,0.056657099,3.06E-05,12
Leak_2179,leak,,2527.930243,8.929488219,0.939660595,0.787601268,0.265804309,0.788786767,0.805404632,0.532581895,93927.05125,16426.07031,0.813358971,125,0.070511781,2.79E-05,12
L2882,pipe,0.25,1835.025,8.949579219,0.940543283,0.787601268,0.266944621,0.785030675,0.806408454,0.532229658,93990.04825,16414.33203,0.808550474,,0.050420781,2.75E-05,12
L2817,pipe,0.2,150.1905,8.997255682,0.937897315,0.787601268,0.26411442,0.783076469,0.801991553,0.532581895,93932.60679,16405.32031,0.80606107,,0.002744318,1.83E-05,12
L1392,pipe,0.2,2510.808,8.963389789,0.940012831,0.787249031,0.266378582,0.782508906,0.805384294,0.530468475,94307.63088,16404.16602,0.805310231,,0.036610211,1.46E-05,12
Leak_602,leak,,2469.404883,8.965185391,0.940991966,0.787601268,0.271333665,0.782926833,0.805611466,0.529411765,93958.3087,16370.8877,0.805756109,63,0.034814609,1.41E-05,12
Leak_1650,leak,,2452.494192,8.966688531,0.9390945,0.787601268,0.26503345,0.786789561,0.804243404,0.532581895,93868.64463,16426.98047,0.810794097,63,0.033311469,1.36E-05,12
L2830,pipe,0.125,51.5775,8.920156883,0.940568443,0.787601268,0.266502347,0.787225941,0.80673443,0.532581895,93841.1261,16403.65234,0.811039045,,0.079843117,0.001548022,13
L2817,pipe,0.25,190.3305,8.883243632,0.940451031,0.785487848,0.26637644,0.790676053,0.806719597,0.533990842,94393.4013,16413.55859,0.815622065,,0.116756368,0.00061344,13
L1517,pipe,0.3,1211.262,8.919640324,0.941012932,0.787601268,0.266828567,0.7865022,0.807290776,0.532581895,93937.61032,16425.34961,0.810165133,,0.080359676,6.63E-05,13
L2828,pipe,0.125,308.7175,8.983316586,0.937576528,0.787601268,0.263121836,0.784409655,0.801727375,0.532581895,93916.0784,16438.54688,0.807399475,,0.016683414,5.40E-05,13
L2834,pipe,0.1,1537.848,8.932259088,0.939884936,0.787601268,0.265568664,0.787639339,0.805640924,0.532934132,93887.89964,16426.79688,0.811673476,,0.067740912,4.40E-05,13
L1541,pipe,0.15,11497.7375,8.585738749,0.946200037,0.794293765,0.271026257,0.796804111,0.815680823,0.545262416,90995.9238,16389.74023,0.82307415,,0.414261251,3.60E-05,13
L2834,pipe,0.125,412.022,8.74931358,0.94483512,0.789010215,0.269285015,0.793903333,0.813086956,0.533286368,92976.64158,16347.05957,0.818772691,,0.25068642,0.00060843,14
L1517,pipe,0.35,1422.222,8.80022956,0.944032104,0.786896795,0.268253917,0.791314016,0.811788503,0.532229658,93997.28659,16380.9541,0.815412503,,0.19977044,0.000140464,14
L1523,pipe,0.15,1326.59475,8.831783721,0.942247857,0.786896795,0.267644781,0.79157666,0.809897275,0.532581895,93884.29181,16369.75977,0.816689498,,0.168216279,0.000126803,14
Leak_574,leak,,2425.020671,8.801243325,0.943828729,0.786544558,0.268053262,0.791198378,0.811816231,0.532229658,94034.67174,16381.11133,0.815951335,75,0.198756675,8.20E-05,14
Leak_573,leak,,2429.45454,8.808145912,0.943470202,0.788657978,0.267881552,0.791982901,0.81087232,0.532934132,92996.07541,16337.22852,0.815994367,75,0.191854088,7.90E-05,14
Leak_714,leak,,2486.630907,8.830087617,0.943048776,0.789010215,0.267460082,0.790899946,0.810110871,0.532934132,92989.19537,16337.25488,0.814486018,110,0.169912383,6.83E-05,14
L1515,pipe,0.25,3145.432,8.796968173,0.944159999,0.786896795,0.269098622,0.790768093,0.812485323,0.532934132,93971.82315,16390.41016,0.815430993,,0.203031827,6.45E-05,14
L1526,pipe,0.25,2459.5025,8.848542856,0.941400812,0.792884819,0.265840436,0.787466498,0.807322959,0.545262416,91280.19536,16380.94336,0.809926949,,0.151457144,6.16E-05,14
L2830,pipe,0.15,61.9275,8.886805637,0.941763532,0.786896795,0.266632345,0.786501194,0.808248,0.532934132,93718.86321,16368.85938,0.809183574,,0.113194363,0.001827853,15
L2291,pipe,0.15,470.4695,8.940185616,0.937855382,0.788657978,0.263822306,0.786513384,0.803000197,0.533638605,93056.37867,16348.2168,0.809480904,,0.059814384,0.000127138,15
L1517,pipe,0.4,1633.182,8.869279254,0.941769822,0.786896795,0.266514515,0.787921946,0.808702448,0.533286368,93705.24716,16412.96289,0.811060114,,0.130720746,8.00E-05,15
Leak_1649,leak,,2366.514828,8.847129132,0.941818045,0.787953505,0.265935346,0.789359754,0.808632787,0.533286368,93542.10966,16424.17188,0.812687153,63,0.152870868,6.46E-05,15
L2934,pipe,0.5,775.6315,8.963561301,0.937941344,0.788657978,0.263767885,0.78458244,0.803285027,0.533286368,93005.82263,16369.73828,0.806939878,,0.036438699,4.70E-05,15
Leak_716,leak,,2478.674467,8.888050578,0.941438551,0.788657978,0.266220392,0.788905033,0.808055318,0.532934132,92989.29683,16381.36621,0.812569408,110,0.111949422,4.52E-05,15
L2935,pipe,0.125,4795.08125,8.836437386,0.941792885,0.786896795,0.266831049,0.790822501,0.808668115,0.532934132,93989.94513,16379.53223,0.815243155,,0.163562614,3.41E-05,15
L1523,pipe,0.2,3318.3345,8.910537315,0.939117563,0.789010215,0.264635833,0.787695257,0.804669285,0.533990842,93022.66568,16359.03223,0.811507944,,0.089462685,2.70E-05,15
L2291,pipe,0.2,1176.829,8.922019344,0.940985676,0.793589292,0.266350716,0.789212355,0.807960707,0.545614653,91211.01573,16378.4873,0.812754246,,0.077980656,6.63E-05,16
Leak_646,leak,,2470.716352,8.934153065,0.943044583,0.786544558,0.268309461,0.794481296,0.812075534,0.532934132,94060.13337,16377.69141,0.820460814,110,0.065846935,2.67E-05,16
L2834,pipe,0.15,494.702,8.986819842,0.938889029,0.786192321,0.264478151,0.783919985,0.804494215,0.532934132,94183.81638,16370.22168,0.806271774,,0.013180158,2.66E-05,16
L1543,pipe,0.1,11818.719,8.75368419,0.943115869,0.792532582,0.267318469,0.791009768,0.811459277,0.532581895,91910.76504,16370.24414,0.814836463,,0.24631581,2.08E-05,16
L2291,pipe,0.25,1491.349,8.910342818,0.942210118,0.792180345,0.267255673,0.789174164,0.810644729,0.532581895,91997.76347,16400.16211,0.812563179,,0.089657182,6.01E-05,17
L1543,pipe,0.125,3166.48475,8.882614642,0.942363173,0.798520606,0.266776995,0.787806421,0.811142211,0.532581895,90224.86948,16390.9043,0.809849046,,0.117385358,3.71E-05,17
Leak_718,leak,,2477.869202,8.910964953,0.942298177,0.792884819,0.265579328,0.789533993,0.809751505,0.533286368,91480.23529,16402.73828,0.812271905,125,0.089035047,3.59E-05,17
L1754,pipe,0.2,7411.46,8.829988106,0.943417786,0.792180345,0.267922238,0.793613233,0.81243123,0.533286368,91986.47832,16378.78613,0.818183852,,0.170011894,2.29E-05,17
L2254,pipe,0.15,266.10875,8.991895717,0.940622956,0.796759422,0.265757142,0.786464288,0.809001849,0.531877422,90666.13572,16400.70898,0.807525017,,0.008104283,3.05E-05,18
L1754,pipe,0.25,3156.5275,8.932054881,0.944900116,0.799225079,0.269562487,0.793431053,0.815686222,0.533638605,90123.83124,16388.34375,0.816866238,,0.067945119,2.15E-05,18
L1474,pipe,0.1,8695.314,8.841771706,0.942249954,0.787601268,0.26678597,0.791315022,0.809298839,0.533638605,93472.27593,16390.85547,0.815416837,,0.158228294,1.82E-05,18
L1517,pipe,0.45,1844.142,8.77145785,0.94766769,0.804860867,0.27243161,0.800465702,0.821126235,0.54913702,87670.13753,16375.37012,0.825722632,,0.22854215,0.000123929,19
L1569,pipe,0.125,11468.92875,8.792361009,0.943501652,0.793589292,0.268651317,0.795230759,0.814847301,0.533638605,91500.59991,16378.44922,0.820062843,,0.207638991,1.81E-05,19
L2935,pipe,0.15,1216.56125,8.981831284,0.941042285,0.797111659,0.263684716,0.786077898,0.808801515,0.533638605,90425.95212,16448.39258,0.806733213,,0.018168716,1.49E-05,19
L2254,pipe,0.2,665.6425,8.961334446,0.941929167,0.798520606,0.266323731,0.791458339,0.81298139,0.532934132,90017.64854,16401.35156,0.813642745,,0.038665554,5.81E-05,20
L1568,pipe,0.125,781.43375,8.955200281,0.941281303,0.800281789,0.265967679,0.792072928,0.811775608,0.533990842,89609.3498,16346.7373,0.814080708,,0.044799719,5.73E-05,20
Leak_1997,leak,,2433.04318,8.900484044,0.942849595,0.798872843,0.266799731,0.794106313,0.814585168,0.533990842,89945.88391,16378.71582,0.817130696,125,0.099515956,4.09E-05,20
Leak_750,leak,,2567.487639,8.905321042,0.943210218,0.798520606,0.267115956,0.793687491,0.814848297,0.532934132,90017.07333,16390.22461,0.816221061,125,0.094678958,3.69E-05,20
L2934,pipe,0.6,1790.123,8.937755888,0.94232124,0.798872843,0.266684811,0.792328248,0.81357558,0.533638605,89987.81955,16389.53711,0.814762033,,0.062244112,3.48E-05,20
Leak_748,leak,,2561.213219,8.935149587,0.942792985,0.798872843,0.26644127,0.791858764,0.81381638,0.533990842,89939.19883,16411.5957,0.813705584,125,0.064850413,2.53E-05,20
Leak_749,leak,,2571.64118,8.944659023,0.942344303,0.798520606,0.266808386,0.791892427,0.813579249,0.533286368,90068.36438,16378.99414,0.814227816,125,0.055340977,2.15E-05,20
L1568,pipe,0.15,198.25775,8.970160552,0.94127082,0.800634026,0.265455161,0.789661653,0.811776971,0.533990842,89534.57327,16346.03516,0.810575817,,0.029839448,0.000150508,21
L1541,pipe,0.2,5820.1625,8.766255079,0.945095104,0.799929553,0.268465115,0.799585504,0.818745073,0.535047552,89863.84591,16388.50391,0.824055866,,0.233744921,4.02E-05,21
L1526,pipe,0.3,2978.2025,8.893196224,0.943470202,0.800986263,0.267370701,0.792799968,0.815573685,0.534695315,89380.20768,16366.82227,0.814395578,,0.106803776,3.59E-05,21
L2421,pipe,0.2,3515.016,8.925660439,0.942832822,0.798520606,0.267308052,0.792516634,0.814304951,0.533286368,90042.48974,16400.76563,0.815098386,,0.074339561,2.11E-05,21
L1474,pipe,0.125,2329.6585,8.842398174,0.947130948,0.800281789,0.26918057,0.798371199,0.821943403,0.534343079,89724.30818,16388.85547,0.821238576,,0.157601826,6.77E-05,22
L1466,pipe,0.35,2710.15,8.92541602,0.944088713,0.799929553,0.26655549,0.79811068,0.816263115,0.535047552,89825.49053,16400.9707,0.822133534,,0.07458398,2.75E-05,22
Leak_1909,leak,,2605.473758,8.956124218,0.943679867,0.799577316,0.266681043,0.796146409,0.815647172,0.535047552,89813.27054,16356.14844,0.820122456,160,0.043875782,1.68E-05,22
Leak_2107,leak,,2430.98931,8.967949145,0.941453228,0.787601268,0.270703575,0.781043196,0.805654133,0.530116238,93753.39819,16404.74023,0.803271489,63,0.032050855,1.32E-05,22
L1569,pipe,0.15,2909.78475,8.961810711,0.941872557,0.800634026,0.265907457,0.788659275,0.812327865,0.533638605,89539.18578,16390.91406,0.80864548,,0.038189289,1.31E-05,22
Leak_1539,leak,,3079.426584,8.959725347,0.941715309,0.797816132,0.265098064,0.790570257,0.812603889,0.532229658,90304.83523,16368.05664,0.811881029,250,0.040274653,1.31E-05,22
L1568,pipe,0.2,495.9205,8.989654378,0.940461514,0.776329694,0.263182197,0.790597712,0.811412993,0.369144065,100412.9186,16334.62402,0.811976465,,0.010345622,2.09E-05,23
Leak_909,leak,,2245.301888,8.965371359,0.940868263,0.802042973,0.262141785,0.793818114,0.812506238,0.536104262,89243.23664,16380.8916,0.814762296,63,0.034628641,1.54E-05,23
Leak_910,leak,,2251.654117,8.967526254,0.942581224,0.80239521,0.264101509,0.795201514,0.815206352,0.537160972,89135.3314,16379.73828,0.816579432,63,0.032473746,1.44E-05,23
Leak_2579,leak,,2374.245185,8.96914626,0.94126453,0.784078901,0.27186356,0.781129644,0.806312428,0.528002818,95098.91524,16391.96484,0.804246326,90,0.03085374,1.30E-05,23
L2015,pipe,0.05,937.763,8.987930449,0.93662465,0.786896795,0.266997872,0.775799585,0.79862439,0.529059528,94377.30065,16372.85254,0.797126754,,0.012069551,1.29E-05,23
