,"('V_CO', 'day')","('V_CO', 'night')","('V_G1', 'day')","('V_G1', 'night')","('V_G2', 'day')","('V_G2', 'night')","('V_G3', 'day')","('V_G3', 'night')",1,2,3,4,5,6,7,8,9
93,0,1,0,1,1,1,0,1,0.93,0.8679,0.2513,0.7734,0.8097,0.6386,61972.47,17203.6211,0.7816
94,0,1,0,1,1,1,1,0,0.9318,0.8693,0.2526,0.78,0.8122,0.6372,60523.6657,17204.4004,0.7864
95,0,1,0,1,1,1,1,1,0.9315,0.8693,0.2507,0.7792,0.8093,0.6372,60519.2269,17204.1074,0.7856
96,0,1,1,0,0,0,0,0,0.9,0.8232,0.2493,0.7415,0.8009,0.6418,84953.9523,17228.7461,0.7637
97,0,1,1,0,0,0,0,1,0.9218,0.8556,0.2518,0.7533,0.8078,0.6435,67578.8309,17216.8984,0.769
98,0,1,1,0,0,0,1,0,0.9075,0.8204,0.2482,0.7651,0.8015,0.6333,85430.4417,17197.1016,0.7827
99,0,1,1,0,0,0,1,1,0.928,0.8683,0.2496,0.7736,0.8058,0.6379,61146.3211,17202.0508,0.7816
100,0,1,1,0,0,1,0,0,0.9238,0.8556,0.2535,0.7541,0.8119,0.6428,67582.8332,17218.7598,0.7685
101,0,1,1,0,0,1,0,1,0.9231,0.8556,0.2519,0.7535,0.8091,0.6428,67584.0377,17218.6191,0.7678
102,0,1,1,0,0,1,1,0,0.931,0.8683,0.2525,0.7774,0.8116,0.6375,61131.2112,17203.293,0.7855
103,0,1,1,0,0,1,1,1,0.9303,0.8683,0.251,0.7767,0.8089,0.6375,61124.5879,17203.1211,0.7848
104,0,1,1,0,1,0,0,0,0.9078,0.8197,0.2466,0.7647,0.7998,0.633,85678.8049,17199.0117,0.7799
105,0,1,1,0,1,0,0,1,0.9292,0.8683,0.2495,0.7752,0.8059,0.6379,61447.4404,17202.8262,0.7826
106,0,1,1,0,1,0,1,0,0.9084,0.82,0.246,0.7674,0.7993,0.6309,85769.1427,17199.5625,0.7821
107,0,1,1,0,1,0,1,1,0.9301,0.8693,0.2495,0.7797,0.8062,0.6368,60627.1274,17203.1211,0.7868
108,0,1,1,0,1,1,0,0,0.9316,0.8676,0.2519,0.7785,0.8108,0.6372,61681.824,17204.416,0.7855
109,0,1,1,0,1,1,0,1,0.9306,0.8683,0.2498,0.7773,0.8076,0.6372,61429.8675,17204.6523,0.7839
110,0,1,1,0,1,1,1,0,0.9319,0.8693,0.251,0.781,0.8099,0.6365,60475.3726,17204.9082,0.7869
111,0,1,1,0,1,1,1,1,0.9312,0.8686,0.2495,0.7801,0.8071,0.6365,60486.4126,17204.7285,0.786
112,0,1,1,1,0,0,0,0,0.9249,0.8556,0.2547,0.755,0.8138,0.6432,67576.911,17216.918,0.7712
113,0,1,1,1,0,0,0,1,0.9237,0.8556,0.2519,0.7533,0.809,0.6428,67584.5111,17217.8359,0.7679
114,0,1,1,1,0,0,1,0,0.9313,0.8686,0.2528,0.7766,0.8124,0.6379,61090.1945,17202.1836,0.7856
115,0,1,1,1,0,0,1,1,0.9309,0.8683,0.251,0.7765,0.8088,0.6375,61122.3565,17202.373,0.7849
116,0,1,1,1,0,1,0,0,0.9248,0.8556,0.2545,0.755,0.8135,0.6428,67586.9979,17218.7402,0.7701
117,0,1,1,1,0,1,0,1,0.9245,0.8556,0.2527,0.7546,0.8108,0.6428,67587.5938,17218.4746,0.7696
118,0,1,1,1,0,1,1,0,0.9315,0.8686,0.253,0.7775,0.8125,0.6379,61025.7838,17203.5762,0.7856
119,0,1,1,1,0,1,1,1,0.9308,0.8683,0.2508,0.776,0.8092,0.6375,61115.3876,17203.6406,0.7835
120,0,1,1,1,1,0,0,0,0.932,0.8683,0.2523,0.7774,0.8117,0.6375,61467.4415,17203.1992,0.7851
121,0,1,1,1,1,0,0,1,0.9318,0.8676,0.2505,0.7778,0.8084,0.6372,61495.1334,17203.4941,0.7851
122,0,1,1,1,1,0,1,0,0.9324,0.869,0.2516,0.7808,0.811,0.6358,60861.6456,17203.8496,0.7878
123,0,1,1,1,1,0,1,1,0.9317,0.8686,0.2494,0.7798,0.807,0.6365,60851.911,17203.9941,0.786
124,0,1,1,1,1,1,0,0,0.9322,0.8679,0.2526,0.7789,0.812,0.6365,61590.3529,17204.6816,0.7859
125,0,1,1,1,1,1,0,1,0.932,0.8672,0.2508,0.7781,0.8092,0.6368,61671.3384,17204.4082,0.785
126,0,1,1,1,1,1,1,0,0.9326,0.8609,0.2518,0.7812,0.811,0.628,63802.4216,17204.8672,0.7874
127,0,1,1,1,1,1,1,1,0.9324,0.8693,0.2502,0.7807,0.8085,0.6358,60460.4022,17204.4844,0.7868
128,1,0,0,0,0,0,0,0,0.8748,0.8186,0.2503,0.6806,0.8048,0.6235,85873.692,17243.8516,0.7215
129,1,0,0,0,0,0,0,1,0.8961,0.8186,0.2519,0.692,0.8118,0.6224,86061.8793,17247.8301,0.7309
130,1,0,0,0,0,0,1,0,0.9024,0.8147,0.2354,0.7459,0.7901,0.6055,87947.7466,17010.5508,0.7655
131,1,0,0,0,0,0,1,1,0.923,0.8573,0.2373,0.7588,0.796,0.6087,66610.0176,17019.0645,0.7719
132,1,0,0,0,0,1,0,0,0.9004,0.8186,0.2544,0.6968,0.8185,0.6224,85998.1567,17249.5391,0.7359
133,1,0,0,0,0,1,0,1,0.8981,0.8186,0.2521,0.6939,0.8143,0.6221,86009.0275,17250.1699,0.7319
134,1,0,0,0,0,1,1,0,0.9258,0.858,0.2383,0.7609,0.7995,0.6094,66266.6885,17019.9102,0.7737
135,1,0,0,0,0,1,1,1,0.9244,0.8556,0.2372,0.7603,0.7974,0.609,67253.8609,17024.2148,0.7731
136,1,0,0,0,1,0,0,0,0.9044,0.8144,0.2323,0.7521,0.7883,0.6055,88303.4608,17016.5117,0.7676
137,1,0,0,0,1,0,0,1,0.9246,0.857,0.236,0.7649,0.7947,0.6083,66746.8647,17022.5352,0.7749
138,1,0,0,0,1,0,1,0,0.9041,0.8137,0.2315,0.7548,0.7861,0.6041,88676.1256,16962.5176,0.769
139,1,0,0,0,1,0,1,1,0.9252,0.8612,0.2353,0.7684,0.7931,0.6087,64439.9745,16954.9785,0.7763
140,1,0,0,0,1,1,0,0,0.9272,0.8577,0.2373,0.7672,0.7977,0.6083,66497.8181,17010.5469,0.7766
141,1,0,0,0,1,1,0,1,0.9264,0.8577,0.2368,0.7676,0.7965,0.6083,66527.5757,17006.2656,0.7775
142,1,0,0,0,1,1,1,0,0.9278,0.8612,0.2362,0.7711,0.7963,0.6087,64467.2617,16955.873,0.7786
143,1,0,0,0,1,1,1,1,0.9263,0.8612,0.2347,0.7701,0.7941,0.6087,64448.7747,16939.416,0.7773
144,1,0,0,1,0,0,0,0,0.8977,0.8186,0.2534,0.6926,0.8162,0.6224,85981.8579,17248.8945,0.7315
145,1,0,0,1,0,0,0,1,0.8994,0.8186,0.2518,0.6948,0.8147,0.6221,86018.0289,17249.8027,0.7329
146,1,0,0,1,0,0,1,0,0.9259,0.8573,0.239,0.7606,0.8004,0.609,66508.8477,17018.5,0.7748
147,1,0,0,1,0,0,1,1,0.9242,0.858,0.2368,0.7599,0.7969,0.6094,66238.2049,17024.1328,0.7727
148,1,0,0,1,0,1,0,0,0.9002,0.8186,0.2544,0.6956,0.819,0.6221,86020.0741,17250.3535,0.7347
149,1,0,0,1,0,1,0,1,0.901,0.8182,0.2521,0.6975,0.8156,0.621,86035.8608,17251.0605,0.7354
150,1,0,0,1,0,1,1,0,0.9268,0.858,0.2391,0.7624,0.8015,0.609,66269.732,17019.5469,0.7761
151,1,0,0,1,0,1,1,1,0.9254,0.8573,0.2374,0.7611,0.7986,0.6094,66365.0121,17024.2012,0.7744
152,1,0,0,1,1,0,0,0,0.9264,0.857,0.2368,0.7659,0.797,0.6083,66754.7296,17006.3438,0.7754
153,1,0,0,1,1,0,0,1,0.9268,0.8542,0.237,0.7677,0.7968,0.6083,67785.0721,17005.2266,0.7777
154,1,0,0,1,1,0,1,0,0.9272,0.8591,0.2359,0.7698,0.7961,0.6087,65576.9398,16959.7891,0.7779
155,1,0,0,1,1,0,1,1,0.926,0.8612,0.2345,0.7698,0.7935,0.6087,64442.6338,16956.6973,0.7771
156,1,0,0,1,1,1,0,0,0.9282,0.858,0.2379,0.7687,0.7994,0.6083,66481.0793,17010.5117,0.7784
157,1,0,0,1,1,1,0,1,0.9271,0.858,0.2367,0.7678,0.7971,0.6083,66483.7044,17010.7148,0.7776
158,1,0,0,1,1,1,1,0,0.9275,0.8612,0.2352,0.771,0.796,0.6087,64437.2471,16957.5469,0.778
159,1,0,0,1,1,1,1,1,0.9268,0.8612,0.2346,0.7705,0.7944,0.6087,64443.5194,16957.0039,0.7777
160,1,0,1,0,0,0,0,0,0.8991,0.7647,0.2361,0.7315,0.79,0.5625,106974.6756,17281.3086,0.7532
161,1,0,1,0,0,0,0,1,0.9216,0.8426,0.2395,0.7489,0.7987,0.608,72412.6069,17221.9277,0.7663
162,1,0,1,0,0,0,1,0,0.9019,0.8144,0.2298,0.7483,0.7835,0.6048,88467.2561,16983.4824,0.7614
163,1,0,1,0,0,0,1,1,0.9232,0.8616,0.2335,0.7629,0.7907,0.6087,65020.4737,16976.9609,0.7702
164,1,0,1,0,0,1,0,0,0.9235,0.8355,0.2401,0.7497,0.8014,0.6066,75183.6797,17279.209,0.7667
165,1,0,1,0,0,1,0,1,0.9217,0.7841,0.2387,0.748,0.7982,0.5699,100084.9535,17279.2754,0.7646
166,1,0,1,0,0,1,1,0,0.9257,0.8616,0.2344,0.766,0.7939,0.6087,65025.2072,16974.3242,0.7733
167,1,0,1,0,0,1,1,1,0.9246,0.8616,0.2336,0.7656,0.7922,0.6087,65026.8995,16974.459,0.7728
168,1,0,1,0,1,0,0,0,0.904,0.8144,0.231,0.7523,0.7858,0.6055,88496.9152,16964.1211,0.7657
169,1,0,1,0,1,0,0,1,0.925,0.8605,0.2342,0.7657,0.7924,0.6094,65381.6548,16973.9277,0.7725
170,1,0,1,0,1,0,1,0,0.9036,0.8133,0.2295,0.7529,0.7835,0.6041,88786.4533,16939.7891,0.7648
171,1,0,1,0,1,0,1,1,0.9265,0.8616,0.2346,0.7708,0.7935,0.6083,64184.0052,16978.5859,0.7784
172,1,0,1,0,1,1,0,0,0.9279,0.8605,0.236,0.7694,0.796,0.6094,65498.9237,16974.7617,0.7764
173,1,0,1,0,1,1,0,1,0.9266,0.8605,0.235,0.7686,0.7941,0.6094,65403.0869,16974.7129,0.7755
174,1,0,1,0,1,1,1,0,0.9279,0.8616,0.2346,0.7719,0.7949,0.6083,64182.2278,16975.9922,0.7783
175,1,0,1,0,1,1,1,1,0.9267,0.8616,0.2337,0.7713,0.7932,0.6083,64188.2956,16976.1211,0.7778
176,1,0,1,1,0,0,0,0,0.9212,0.7946,0.2385,0.7453,0.7987,0.5766,93161.0256,17278.8613,0.7618
177,1,0,1,1,0,0,0,1,0.9215,0.8387,0.238,0.7485,0.7977,0.6087,74017.9246,17275.6445,0.7644
178,1,0,1,1,0,0,1,0,0.9274,0.8602,0.2365,0.7687,0.7972,0.6094,65590.3203,16958.8613,0.7786
179,1,0,1,1,0,0,1,1,0.9249,0.8616,0.2337,0.766,0.7925,0.6087,65120.8404,16978.2539,0.7737
180,1,0,1,1,0,1,0,0,0.923,0.8418,0.2395,0.7493,0.8008,0.609,72126.2816,17275.8887,0.7653
181,1,0,1,1,0,1,0,1,0.9232,0.8426,0.2391,0.7504,0.8001,0.6087,72060.3468,17278.0625,0.7673
182,1,0,1,1,0,1,1,0,0.9262,0.8616,0.2346,0.7665,0.7946,0.6087,65024.4646,16974.543,0.7737
183,1,0,1,1,0,1,1,1,0.9255,0.8616,0.2338,0.7663,0.7932,0.6087,65021.4837,16978.5723,0.7739
184,1,0,1,1,1,0,0,0,0.9277,0.8598,0.236,0.7696,0.7967,0.6101,65489.6813,16974.4297,0.778
185,1,0,1,1,1,0,0,1,0.9274,0.8605,0.2354,0.7707,0.7954,0.6101,65020.3423,16976.7852,0.7789
186,1,0,1,1,1,0,1,0,0.9273,0.8591,0.2344,0.7708,0.7949,0.6083,65602.625,16975.7324,0.778
187,1,0,1,1,1,0,1,1,0.9261,0.8616,0.2329,0.7703,0.7921,0.6083,64188.1893,16976.373,0.7764
188,1,0,1,1,1,1,0,0,0.9293,0.8605,0.2368,0.7726,0.7983,0.6101,65015.0201,16978.8477,0.7807
189,1,0,1,1,1,1,0,1,0.9276,0.8605,0.2351,0.7705,0.7954,0.6101,65023.5236,16974.918,0.778
190,1,0,1,1,1,1,1,0,0.9283,0.8616,0.2346,0.7724,0.7955,0.6083,64183.1959,16976.1797,0.7788
191,1,0,1,1,1,1,1,1,0.9267,0.8616,0.233,0.7709,0.7928,0.6083,64188.0798,16980.8184,0.7769
192,1,1,0,0,0,0,0,0,0.8885,0.8313,0.2617,0.698,0.8365,0.6914,80613.4173,17218.9883,0.7561
193,1,1,0,0,0,0,0,1,0.91,0.8267,0.2621,0.7081,0.842,0.665,82375.1807,17228.9082,0.7658
194,1,1,0,0,0,0,1,0,0.9195,0.8207,0.2482,0.7718,0.8208,0.6326,85560.4611,17210.7461,0.8109
195,1,1,0,0,0,0,1,1,0.9403,0.8665,0.2488,0.7839,0.8249,0.6354,62446.1936,17219.0723,0.8131
196,1,1,0,0,0,1,0,0,0.9148,0.8271,0.2656,0.7131,0.849,0.6657,82321.3877,17230.8223,0.7707
197,1,1,0,0,0,1,0,1,0.9144,0.8267,0.2626,0.7113,0.8448,0.6643,82426.8876,17231.4414,0.7689
198,1,1,0,0,0,1,1,0,0.944,0.8665,0.2522,0.7883,0.8323,0.6354,62410.0177,17220.4688,0.8181
199,1,1,0,0,0,1,1,1,0.9423,0.8669,0.2494,0.7857,0.8273,0.6358,62371.0669,17221.0098,0.814
200,1,1,0,0,1,0,0,0,0.9227,0.819,0.2464,0.7856,0.8205,0.6263,86532.9028,17217.9102,0.819
201,1,1,0,0,1,0,0,1,0.9429,0.863,0.2474,0.7946,0.8237,0.6256,63735.8899,17224.7305,0.8185
202,1,1,0,0,1,0,1,0,0.9228,0.8182,0.2438,0.7884,0.817,0.6228,86783.0387,17220.6055,0.8184
203,1,1,0,0,1,0,1,1,0.9442,0.8651,0.2471,0.7992,0.8229,0.6228,62760.1571,17190.8906,0.8211
204,1,1,0,0,1,1,0,0,0.9465,0.863,0.2512,0.7991,0.8306,0.6245,63898.4029,17208.4707,0.8225
205,1,1,0,0,1,1,0,1,0.9462,0.863,0.2499,0.7989,0.8283,0.6245,63926.1835,17208.082,0.8229
206,1,1,0,0,1,1,1,0,0.9467,0.8651,0.2496,0.8008,0.8278,0.6228,62763.4599,17192.6133,0.8215
207,1,1,0,0,1,1,1,1,0.9468,0.8651,0.2488,0.8015,0.8263,0.6228,62767.3824,17191.7812,0.8229
208,1,1,0,1,0,0,0,0,0.9146,0.8309,0.2661,0.7102,0.8507,0.689,80757.7914,17229.0391,0.768
209,1,1,0,1,0,0,0,1,0.9142,0.8267,0.2628,0.7098,0.8447,0.6643,82393.7634,17230.4844,0.7677
210,1,1,0,1,0,0,1,0,0.9439,0.8665,0.252,0.7868,0.832,0.6354,62447.303,17219.416,0.8167
211,1,1,0,1,0,0,1,1,0.9426,0.8669,0.2491,0.7848,0.8266,0.6358,62373.5978,17220.3848,0.8129
212,1,1,0,1,0,1,0,0,0.916,0.8278,0.2661,0.7153,0.8501,0.6707,81974.2581,17231.9121,0.7732
213,1,1,0,1,0,1,0,1,0.914,0.8278,0.2633,0.7106,0.846,0.6707,81956.8494,17232.002,0.7682
214,1,1,0,1,0,1,1,0,0.9434,0.8662,0.2516,0.7857,0.831,0.6354,62373.2617,17221.6914,0.8134
