,"('V_CO', 'day')","('V_CO', 'night')","('V_PE1', 'day')","('V_PE1', 'night')","('V_PE2', 'day')","('V_PE2', 'night')","('CV3', 'day')","('CV3', 'night')",1,2,3,4,5,6,7,8,9
126,0,1,1,1,1,1,1,0,0.9319,0.7696,0.2505,0.7806,0.8083,0.3367,96431.9556,17136.2988,0.7872
127,0,1,1,1,1,1,1,1,0.9324,0.8693,0.2502,0.7807,0.8085,0.6358,60460.4022,17204.4844,0.7868
128,1,0,0,0,0,0,0,0,0.9325,0.8598,0.2485,0.7622,0.7982,0.6143,66068.1899,16418.0625,0.7841
129,1,0,0,0,0,0,0,1,0.9339,0.8542,0.2443,0.7652,0.7984,0.6006,67008.11,16529.1016,0.7888
130,1,0,0,0,0,0,1,0,0.9307,0.8538,0.2381,0.7638,0.794,0.6006,67643.7968,17003.293,0.7771
131,1,0,0,0,0,0,1,1,0.93,0.8538,0.2329,0.7632,0.7904,0.6006,67641.1322,17130.3965,0.7753
132,1,0,0,0,0,1,0,0,0.9344,0.8538,0.245,0.7656,0.7996,0.6006,67712.7715,16528.3145,0.7889
133,1,0,0,0,0,1,0,1,0.934,0.8542,0.2446,0.7654,0.7987,0.6006,66990.3129,16528.7461,0.7892
134,1,0,0,0,0,1,1,0,0.9314,0.8538,0.2335,0.7649,0.7928,0.6006,67643.9152,17113.1289,0.7778
135,1,0,0,0,0,1,1,1,0.9304,0.8538,0.2328,0.7644,0.7914,0.6006,67647.2439,17113.332,0.7772
136,1,0,0,0,1,0,0,0,0.9335,0.864,0.2389,0.7715,0.7977,0.6055,63268.8596,16857.7559,0.787
137,1,0,0,0,1,0,0,1,0.9335,0.864,0.2345,0.7722,0.7958,0.6055,63257.5937,16969.0664,0.7873
138,1,0,0,0,1,0,1,0,0.9304,0.8647,0.2363,0.7659,0.7927,0.6069,62767.3852,16866.7324,0.7786
139,1,0,0,0,1,0,1,1,0.9319,0.8644,0.2338,0.7686,0.7929,0.6069,62768.1079,16980.4883,0.7816
140,1,0,0,0,1,1,0,0,0.9349,0.864,0.2355,0.7741,0.798,0.6055,63266.2069,16968.7852,0.7899
141,1,0,0,0,1,1,0,1,0.933,0.864,0.2339,0.7715,0.795,0.6055,63255.6067,16969.4355,0.7862
142,1,0,0,0,1,1,1,0,0.9325,0.8644,0.2343,0.7693,0.7942,0.6069,62773.8792,16975.9297,0.7828
143,1,0,0,0,1,1,1,1,0.9313,0.8644,0.2332,0.7678,0.7919,0.6069,62775.5955,16980.2598,0.7805
144,1,0,0,1,0,0,0,0,0.9335,0.845,0.2457,0.7658,0.7994,0.5953,70630.2421,16527.6738,0.7902
145,1,0,0,1,0,0,0,1,0.9327,0.8457,0.2446,0.7652,0.7981,0.5956,70496.098,16527.9121,0.7895
146,1,0,0,1,0,0,1,0,0.9296,0.8478,0.2338,0.7639,0.7914,0.5974,70322.6459,17129.9141,0.776
147,1,0,0,1,0,0,1,1,0.9291,0.8475,0.2332,0.7642,0.7907,0.5974,70389.4244,17130.2266,0.7762
148,1,0,0,1,0,1,0,0,0.9331,0.8461,0.2452,0.7657,0.799,0.5953,70459.2873,16527.8223,0.7902
149,1,0,0,1,0,1,0,1,0.9327,0.8461,0.2446,0.766,0.7987,0.5953,70455.5022,16498.7031,0.7905
150,1,0,0,1,0,1,1,0,0.9288,0.8218,0.2334,0.7631,0.7909,0.5907,83022.8888,17130.0918,0.7753
151,1,0,0,1,0,1,1,1,0.9287,0.8475,0.233,0.7637,0.7902,0.5974,70390.1009,17130.3438,0.7756
152,1,0,0,1,1,0,0,0,0.9331,0.857,0.2356,0.7737,0.7969,0.6027,66141.1632,16968.6738,0.7889
153,1,0,0,1,1,0,0,1,0.9327,0.858,0.2355,0.7723,0.7951,0.6023,65971.2722,16974.4023,0.7863
154,1,0,0,1,1,0,1,0,0.9311,0.8591,0.2343,0.769,0.7933,0.6041,65369.1064,16979.7852,0.7818
155,1,0,0,1,1,0,1,1,0.9304,0.8584,0.2337,0.7689,0.7924,0.6041,65511.8609,16975.873,0.7816
156,1,0,0,1,1,1,0,0,0.9327,0.858,0.2351,0.7736,0.7965,0.6027,65966.1974,16968.8027,0.7887
157,1,0,0,1,1,1,0,1,0.9318,0.858,0.2343,0.7723,0.7949,0.6027,65964.1376,16969.0469,0.7867
158,1,0,0,1,1,1,1,0,0.9307,0.8584,0.234,0.7691,0.793,0.6041,65465.9379,16979.8887,0.7817
159,1,0,0,1,1,1,1,1,0.9302,0.8588,0.2335,0.7688,0.7921,0.6041,65439.7818,16980.0859,0.7814
160,1,0,1,0,0,0,0,0,0.9298,0.857,0.2394,0.7704,0.797,0.6041,66170.028,16848.6133,0.7786
161,1,0,1,0,0,0,0,1,0.9295,0.857,0.2348,0.7707,0.7948,0.6041,66212.8008,16974.6797,0.7783
162,1,0,1,0,0,0,1,0,0.9276,0.8595,0.2367,0.7683,0.7941,0.6058,65289.7978,16865.8691,0.7747
163,1,0,1,0,0,0,1,1,0.9291,0.8595,0.234,0.7713,0.7943,0.6062,65254.892,16975.6621,0.7784
164,1,0,1,0,0,1,0,0,0.9304,0.857,0.2353,0.7715,0.7961,0.6041,66167.0505,16974.6094,0.7793
165,1,0,1,0,0,1,0,1,0.9298,0.857,0.2351,0.7715,0.7953,0.6041,66169.8153,16974.457,0.7795
166,1,0,1,0,0,1,1,0,0.9298,0.8595,0.2344,0.7723,0.7957,0.6058,65264.3905,16993.0605,0.7799
167,1,0,1,0,0,1,1,1,0.9284,0.8595,0.2334,0.7704,0.7933,0.6062,65253.0751,16993.1797,0.777
168,1,0,1,0,1,0,0,0,0.9291,0.8566,0.238,0.7706,0.7966,0.6034,66232.52,16823.9062,0.7782
169,1,0,1,0,1,0,0,1,0.9307,0.8563,0.2355,0.7742,0.7973,0.6034,66757.2373,16967.9492,0.783
170,1,0,1,0,1,0,1,0,0.9274,0.8616,0.2364,0.7688,0.7941,0.6083,64194.1139,16849.0664,0.7754
171,1,0,1,0,1,0,1,1,0.9295,0.8612,0.2342,0.7725,0.7952,0.608,64392.1971,16958.5312,0.7803
172,1,0,1,0,1,1,0,0,0.931,0.8492,0.2359,0.7737,0.7974,0.6041,69111.7972,16952.1602,0.7819
173,1,0,1,0,1,1,0,1,0.9302,0.8566,0.2347,0.7732,0.7956,0.6041,66227.0727,16957.1465,0.7811
174,1,0,1,0,1,1,1,0,0.9296,0.8616,0.234,0.7724,0.7956,0.6083,64191.1671,16980.3535,0.7801
175,1,0,1,0,1,1,1,1,0.9283,0.8457,0.233,0.771,0.7934,0.6002,70554.2281,16980.8809,0.7781
176,1,0,1,1,0,0,0,0,0.9295,0.857,0.236,0.7723,0.796,0.6041,66278.9122,16974.041,0.7796
177,1,0,1,1,0,0,0,1,0.9286,0.857,0.2352,0.7717,0.7949,0.6041,66208.1814,16974.3262,0.7788
178,1,0,1,1,0,0,1,0,0.9278,0.8595,0.2342,0.7706,0.7938,0.6062,65254.1683,16992.7949,0.7765
179,1,0,1,1,0,0,1,1,0.9272,0.858,0.2335,0.7708,0.793,0.6055,65783.8236,16975.9102,0.7765
180,1,0,1,1,0,1,0,0,0.9294,0.857,0.236,0.7729,0.7964,0.6041,66207.2166,16973.8672,0.7805
181,1,0,1,1,0,1,0,1,0.9283,0.857,0.235,0.7714,0.7945,0.6041,66209.8522,16974.3945,0.7784
182,1,0,1,1,0,1,1,0,0.9276,0.8595,0.2338,0.7719,0.7941,0.6058,65256.5054,16993.3789,0.7779
183,1,0,1,1,0,1,1,1,0.9283,0.8542,0.2347,0.7729,0.7947,0.6055,67374.7258,16975.1387,0.7801
184,1,0,1,1,1,0,0,0,0.9299,0.8566,0.2362,0.7743,0.7975,0.6034,66232.6475,16967.6172,0.7824
185,1,0,1,1,1,0,0,1,0.9293,0.8566,0.2355,0.7743,0.7967,0.6034,66231.3305,16967.8477,0.7822
186,1,0,1,1,1,0,1,0,0.9277,0.8612,0.2339,0.7714,0.794,0.6083,64330.3877,16976.3066,0.7777
187,1,0,1,1,1,0,1,1,0.928,0.8612,0.2343,0.7724,0.7945,0.608,64379.8942,16958.4004,0.7792
188,1,0,1,1,1,1,0,0,0.9294,0.8566,0.2357,0.7743,0.7971,0.6034,66232.7359,16967.7656,0.7822
189,1,0,1,1,1,1,0,1,0.9288,0.8566,0.2352,0.773,0.7951,0.6041,66669.9514,16956.6348,0.7802
190,1,0,1,1,1,1,1,0,0.9277,0.8616,0.234,0.772,0.7943,0.6083,64189.8952,16976.1953,0.7785
191,1,0,1,1,1,1,1,1,0.9267,0.8616,0.233,0.7709,0.7928,0.6083,64188.0798,16980.8184,0.7769
192,1,1,0,0,0,0,0,0,0.9494,0.8704,0.2592,0.7927,0.826,0.6245,62319.9239,16881.584,0.8246
193,1,1,0,0,0,0,0,1,0.9507,0.864,0.2552,0.7958,0.8265,0.6097,63838.6943,16990.9199,0.8294
194,1,1,0,0,0,0,1,0,0.9498,0.8633,0.2501,0.7949,0.8237,0.6118,64292.7291,17120.0625,0.8201
195,1,1,0,0,0,0,1,1,0.9499,0.8633,0.2462,0.7957,0.8222,0.6118,64293.7429,17229.8789,0.8203
196,1,1,0,0,0,1,0,0,0.9514,0.8651,0.2567,0.7976,0.8292,0.6101,63545.8133,16973.7734,0.8311
197,1,1,0,0,0,1,0,1,0.9515,0.864,0.2561,0.7975,0.8278,0.6101,63805.7589,16990.4668,0.8313
198,1,1,0,0,0,1,1,0,0.9513,0.8633,0.2478,0.8009,0.8264,0.6118,64299.3806,17212.0078,0.8268
199,1,1,0,0,0,1,1,1,0.9524,0.8633,0.2485,0.8015,0.8263,0.6115,64316.5946,17228.5254,0.8278
200,1,1,0,0,1,0,0,0,0.9495,0.8711,0.2486,0.7972,0.8228,0.6189,59935.4571,17083.3516,0.8222
201,1,1,0,0,1,0,0,1,0.9497,0.8711,0.2452,0.7975,0.8217,0.6185,59947.8506,17209.4863,0.8217
202,1,1,0,0,1,0,1,0,0.9492,0.8735,0.2487,0.7965,0.8224,0.6206,59442.2376,17121.7734,0.8209
203,1,1,0,0,1,0,1,1,0.9508,0.8735,0.2467,0.7995,0.8238,0.621,59391.6948,17226.8516,0.8242
204,1,1,0,0,1,1,0,0,0.9515,0.8711,0.2479,0.8003,0.826,0.6185,59926.0291,17189.918,0.8258
205,1,1,0,0,1,1,0,1,0.9523,0.8711,0.2481,0.8015,0.8257,0.6189,59944.512,17206.9102,0.8272
206,1,1,0,0,1,1,1,0,0.9512,0.8743,0.2479,0.8002,0.8259,0.6224,59379.887,17211.3711,0.8251
207,1,1,0,0,1,1,1,1,0.9507,0.8743,0.2467,0.7993,0.8234,0.6228,59332.3741,17229.5273,0.8238
208,1,1,0,1,0,0,0,0,0.951,0.8559,0.257,0.7969,0.8285,0.6044,67213.3041,16990.082,0.8308
209,1,1,0,1,0,0,0,1,0.9499,0.8552,0.2554,0.7947,0.8261,0.6044,67345.4161,16990.6289,0.828
210,1,1,0,1,0,0,1,0,0.9522,0.857,0.2498,0.8025,0.8276,0.6073,67089.7749,17228.1016,0.8289
211,1,1,0,1,0,0,1,1,0.9522,0.8584,0.2488,0.8035,0.8272,0.6129,65610.3493,17228.2793,0.8298
212,1,1,0,1,0,1,0,0,0.9509,0.8552,0.2569,0.797,0.8286,0.6044,67317.5467,16990.1816,0.831
213,1,1,0,1,0,1,0,1,0.9497,0.8556,0.2553,0.7942,0.8257,0.6044,67288.6719,16990.2188,0.8272
