,"('V_CO', 'day')","('V_CO', 'night')","('V_MO1', 'day')","('V_MO1', 'night')","('V_MO2', 'day')","('V_MO2', 'night')","('V_MO3', 'day')","('V_MO3', 'night')","('V_MO4', 'day')","('V_MO4', 'night')",1,2,3,4,5,6,7,8,9
44,0,0,0,0,1,0,1,1,0,0,0.8968,0.752,0.2565,0.7409,0.7615,0.5048,111855.5195,15772.2314,0.7457
45,0,0,0,0,1,0,1,1,0,1,0.8967,0.7517,0.2563,0.7408,0.7612,0.5044,111930.0977,15771.5244,0.7456
46,0,0,0,0,1,0,1,1,1,0,0.8966,0.758,0.2511,0.742,0.7545,0.5224,106089.4587,16115.6904,0.7412
47,0,0,0,0,1,0,1,1,1,1,0.8965,0.7577,0.2508,0.7418,0.754,0.522,106161.8598,15994.9482,0.7409
48,0,0,0,0,1,1,0,0,0,0,0.8787,0.7415,0.3168,0.6725,0.7538,0.3684,117862.9907,14489.457,0.6892
49,0,0,0,0,1,1,0,0,0,1,0.886,0.7397,0.2958,0.6868,0.7637,0.3656,119024.2341,14784.2598,0.7076
50,0,0,0,0,1,1,0,0,1,0,0.9038,0.7823,0.2923,0.7342,0.7925,0.5347,103545.942,14961.9141,0.7432
51,0,0,0,0,1,1,0,0,1,1,0.9078,0.788,0.2722,0.7411,0.7956,0.54,101576.9832,15172.3203,0.7487
52,0,0,0,0,1,1,0,1,0,0,0.8899,0.7415,0.2851,0.691,0.7678,0.3695,117881.9511,15124.3037,0.7127
53,0,0,0,0,1,1,0,1,0,1,0.8893,0.7397,0.2783,0.6912,0.7655,0.3674,119099.4785,15181.918,0.7127
54,0,0,0,0,1,1,0,1,1,0,0.9103,0.788,0.2626,0.7426,0.7972,0.54,101397.221,15634.1016,0.7503
55,0,0,0,0,1,1,0,1,1,1,0.9099,0.788,0.2572,0.7435,0.7953,0.54,101399.9976,15672.5039,0.7505
56,0,0,0,0,1,1,1,0,0,0,0.9095,0.808,0.2828,0.7491,0.7927,0.5502,90620.8349,15469.3486,0.7537
57,0,0,0,0,1,1,1,0,0,1,0.9125,0.8499,0.2621,0.7537,0.7941,0.6245,69378.446,15637.6777,0.7567
58,0,0,0,0,1,1,1,0,1,0,0.9093,0.8049,0.2772,0.7501,0.7854,0.5537,89522.067,15829.9082,0.7502
59,0,0,0,0,1,1,1,0,1,1,0.9118,0.8658,0.2566,0.7544,0.7864,0.628,61803.8165,16056.9492,0.753
60,0,0,0,0,1,1,1,1,0,0,0.9152,0.8503,0.2535,0.756,0.7963,0.6245,69135.3664,16094.4463,0.7591
61,0,0,0,0,1,1,1,1,0,1,0.9145,0.8503,0.2482,0.7566,0.7942,0.6245,69153.9607,16253.166,0.7587
62,0,0,0,0,1,1,1,1,1,0,0.9145,0.8654,0.248,0.7565,0.7886,0.6277,61873.8872,16420.5176,0.7553
63,0,0,0,0,1,1,1,1,1,1,0.9137,0.8651,0.2426,0.7569,0.7863,0.6277,61891.8489,16442.1562,0.7548
64,0,0,0,1,0,0,0,0,0,0,0.7882,0.6076,0.288,0.5306,0.5958,0.2441,162687.633,15019.2207,0.473
65,0,0,0,1,0,0,0,0,0,1,0.7883,0.6076,0.2879,0.5306,0.5959,0.2441,162681.5199,15001.2959,0.4729
66,0,0,0,1,0,0,0,0,1,0,0.7878,0.6023,0.2906,0.5324,0.6039,0.2719,165718.7158,15002.0684,0.4725
67,0,0,0,1,0,0,0,0,1,1,0.7875,0.5794,0.2902,0.5318,0.6036,0.261,170928.8546,15001.2949,0.4726
68,0,0,0,1,0,0,0,1,0,0,0.7882,0.6076,0.288,0.5306,0.5958,0.2441,162683.2706,15001.6602,0.473
69,0,0,0,1,0,0,0,1,0,1,0.7883,0.6076,0.2879,0.5307,0.596,0.2441,162689.5292,15000.8916,0.473
70,0,0,0,1,0,0,0,1,1,0,0.7878,0.6023,0.2905,0.5323,0.6039,0.2719,165718.6727,15001.6611,0.4725
71,0,0,0,1,0,0,0,1,1,1,0.788,0.6013,0.2901,0.5326,0.6041,0.2719,166044.411,15000.8906,0.4727
72,0,0,0,1,0,0,1,0,0,0,0.7882,0.5467,0.2909,0.5334,0.6065,0.2702,181980.0761,15002.0674,0.4738
73,0,0,0,1,0,0,1,0,0,1,0.7892,0.6006,0.2909,0.5352,0.607,0.2945,165540.9829,15001.2969,0.4747
74,0,0,0,1,0,0,1,0,1,0,0.7886,0.5985,0.2912,0.5335,0.6067,0.2846,166668.9572,15002.0664,0.4744
75,0,0,0,1,0,0,1,0,1,1,0.7906,0.5981,0.2921,0.5376,0.6096,0.2846,166168.1191,15011.0605,0.4806
76,0,0,0,1,0,0,1,1,0,0,0.7885,0.5749,0.2909,0.5318,0.6054,0.2339,173825.0406,15001.6592,0.4741
77,0,0,0,1,0,0,1,1,0,1,0.7893,0.5911,0.2915,0.5349,0.6075,0.2656,168629.996,15003.8271,0.4764
78,0,0,0,1,0,0,1,1,1,0,0.788,0.5734,0.291,0.5319,0.6056,0.2448,173126.6146,15001.6631,0.4738
79,0,0,0,1,0,0,1,1,1,1,0.7883,0.6009,0.2909,0.5331,0.6063,0.2846,166228.9842,15000.8916,0.4743
80,0,0,0,1,0,1,0,0,0,0,0.8143,0.6076,0.2721,0.5575,0.6432,0.2441,162661.1777,15433.9346,0.5146
81,0,0,0,1,0,1,0,0,0,1,0.8133,0.6076,0.2674,0.5573,0.6403,0.2441,162662.901,15435.374,0.5138
82,0,0,0,1,0,1,0,0,1,0,0.8156,0.6023,0.2743,0.5601,0.6506,0.2716,165733.3886,15422.8516,0.518
83,0,0,0,1,0,1,0,0,1,1,0.816,0.5995,0.2699,0.5617,0.6501,0.274,166288.4017,15429.082,0.5187
84,0,0,0,1,0,1,0,1,0,0,0.8136,0.6076,0.2706,0.5571,0.642,0.2441,162679.096,15434.1318,0.5139
85,0,0,0,1,0,1,0,1,0,1,0.8132,0.6076,0.2667,0.5573,0.6399,0.2441,162677.1281,15433.6553,0.5136
86,0,0,0,1,0,1,0,1,1,0,0.8164,0.6023,0.2733,0.562,0.6516,0.2719,165726.7682,15433.0293,0.5202
87,0,0,0,1,0,1,0,1,1,1,0.8159,0.5995,0.2691,0.5621,0.6491,0.2656,166631.2885,15429.3242,0.5191
88,0,0,0,1,0,1,1,0,0,0,0.8139,0.5999,0.2737,0.5559,0.6493,0.2807,166260.6046,15422.8477,0.5154
89,0,0,0,1,0,1,1,0,0,1,0.8144,0.6009,0.2695,0.558,0.6484,0.2807,165780.5956,15413.0566,0.5171
90,0,0,0,1,0,1,1,0,1,0,0.8166,0.6006,0.2753,0.5608,0.6533,0.2846,166005.8033,15389.6484,0.5219
91,0,0,0,1,0,1,1,0,1,1,0.8138,0.6013,0.2694,0.5565,0.6481,0.2846,165750.3642,15407.9326,0.5164
92,0,0,0,1,0,1,1,1,0,0,0.8146,0.6009,0.2725,0.5563,0.6497,0.2807,165849.4349,15424.1504,0.5158
93,0,0,0,1,0,1,1,1,0,1,0.8141,0.6009,0.2688,0.5577,0.6479,0.2807,165760.2887,15429.125,0.5166
94,0,0,0,1,0,1,1,1,1,0,0.8172,0.521,0.2738,0.5614,0.6539,0.2004,191472.1836,15384.8086,0.5228
95,0,0,0,1,0,1,1,1,1,1,0.815,0.602,0.2695,0.5593,0.6496,0.2976,166209.8604,15408.1914,0.5189
96,0,0,0,1,1,0,0,0,0,0,0.8652,0.6703,0.2855,0.6637,0.7211,0.2737,144862.7782,14767.8418,0.6874
97,0,0,0,1,1,0,0,0,0,1,0.8646,0.6703,0.2854,0.6623,0.7199,0.2737,144909.8769,14767.0986,0.6854
98,0,0,0,1,1,0,0,0,1,0,0.8905,0.7238,0.2643,0.7256,0.7601,0.4741,123869.1823,15261.9004,0.7362
99,0,0,0,1,1,0,0,0,1,1,0.8913,0.7253,0.2649,0.7267,0.7616,0.4797,123324.4791,15261.1406,0.737
100,0,0,0,1,1,0,0,1,0,0,0.8651,0.6703,0.2856,0.6637,0.7211,0.2737,144878.2619,14767.4297,0.6874
101,0,0,0,1,1,0,0,1,0,1,0.8646,0.6703,0.2854,0.6622,0.7199,0.2737,144919.9194,14766.6924,0.6853
102,0,0,0,1,1,0,0,1,1,0,0.8905,0.7235,0.2644,0.7256,0.7601,0.4741,123879.5905,15261.501,0.7362
103,0,0,0,1,1,0,0,1,1,1,0.8913,0.7288,0.2649,0.7271,0.7616,0.4797,122298.2977,15260.6357,0.7371
104,0,0,0,1,1,0,1,0,0,0,0.8965,0.7517,0.2564,0.741,0.7608,0.5044,111899.3837,15773.2803,0.7458
105,0,0,0,1,1,0,1,0,0,1,0.8967,0.7513,0.2564,0.7412,0.7611,0.5044,111939.4594,15772.5078,0.746
106,0,0,0,1,1,0,1,0,1,0,0.8964,0.7577,0.2508,0.7421,0.7539,0.522,106136.0398,16116.7344,0.7412
107,0,0,0,1,1,0,1,0,1,1,0.8964,0.7573,0.2508,0.742,0.7539,0.522,106189.9882,16116.0684,0.7411
108,0,0,0,1,1,0,1,1,0,0,0.8966,0.7513,0.2564,0.7411,0.7609,0.5044,111908.5849,15772.8613,0.7459
109,0,0,0,1,1,0,1,1,0,1,0.8965,0.7513,0.2562,0.7408,0.7609,0.5041,111978.8284,15772.1006,0.7456
110,0,0,0,1,1,0,1,1,1,0,0.8962,0.7573,0.2507,0.7418,0.7536,0.522,106149.3899,16013.4395,0.7409
111,0,0,0,1,1,0,1,1,1,1,0.8963,0.7573,0.2507,0.7418,0.7538,0.522,106193.3445,16098.4023,0.7409
112,0,0,0,1,1,1,0,0,0,0,0.8896,0.7393,0.2791,0.6909,0.7664,0.3691,118545.672,15188.3076,0.7126
113,0,0,0,1,1,1,0,0,0,1,0.889,0.7351,0.2748,0.6911,0.764,0.366,120410.6917,15190.5762,0.7128
114,0,0,0,1,1,1,0,0,1,0,0.9103,0.788,0.2579,0.7434,0.7963,0.54,101399.8593,15685.166,0.7506
115,0,0,0,1,1,1,0,0,1,1,0.9099,0.788,0.2543,0.7437,0.7942,0.54,101402.374,15567.418,0.7504
116,0,0,0,1,1,1,0,1,0,0,0.8895,0.74,0.2778,0.6913,0.7658,0.3684,118537.54,15189.5361,0.713
117,0,0,0,1,1,1,0,1,0,1,0.8892,0.7386,0.2743,0.6914,0.7639,0.3653,119516.696,15190.834,0.713
118,0,0,0,1,1,1,0,1,1,0,0.9102,0.788,0.2569,0.7435,0.7958,0.54,101402.3122,15562.2139,0.7505
119,0,0,0,1,1,1,0,1,1,1,0.9091,0.7612,0.2535,0.7417,0.7924,0.4709,112657.633,15580.6504,0.7494
120,0,0,0,1,1,1,1,0,0,0,0.9151,0.8503,0.2491,0.7566,0.7952,0.6245,69135.8778,16265.8359,0.759
121,0,0,0,1,1,1,1,0,0,1,0.9145,0.8503,0.2457,0.7569,0.7932,0.6245,69164.5956,16268.2324,0.7586
122,0,0,0,1,1,1,1,0,1,0,0.9143,0.8651,0.2436,0.757,0.7874,0.6277,61887.8484,16450.6406,0.7552
123,0,0,0,1,1,1,1,0,1,1,0.9139,0.8647,0.2402,0.7574,0.7856,0.628,62104.5907,16457.8398,0.755
124,0,0,0,1,1,1,1,1,0,0,0.915,0.8503,0.2482,0.7568,0.7948,0.6245,69131.1772,16267.2031,0.759
125,0,0,0,1,1,1,1,1,0,1,0.9145,0.8503,0.2452,0.7568,0.7928,0.6245,69159.3384,16264.3076,0.7585
126,0,0,0,1,1,1,1,1,1,0,0.9141,0.8651,0.2425,0.7569,0.7868,0.6277,61892.6458,16452.0371,0.7549
127,0,0,0,1,1,1,1,1,1,1,0.9137,0.8651,0.2398,0.7574,0.785,0.6277,61897.8893,16453.377,0.7548
128,0,0,1,0,0,0,0,0,0,0,0.7963,0.59,0.2985,0.5372,0.6214,0.2691,168870.6703,14923.3623,0.4832
129,0,0,1,0,0,0,0,0,0,1,0.7897,0.6013,0.2926,0.5332,0.6097,0.2846,165746.5713,14999.9883,0.4748
130,0,0,1,0,0,0,0,0,1,0,0.7927,0.5903,0.2973,0.5316,0.6166,0.2698,168606.5881,14913.9365,0.4749
131,0,0,1,0,0,0,0,0,1,1,0.7917,0.6016,0.2931,0.5375,0.6123,0.286,165598.4712,15010.9883,0.4796
132,0,0,1,0,0,0,0,1,0,0,0.7881,0.4882,0.291,0.5324,0.6071,0.1729,195546.5683,15001.0293,0.4752
133,0,0,1,0,0,0,0,1,0,1,0.7885,0.6013,0.2913,0.533,0.6067,0.285,165643.2318,15000.3193,0.4742
134,0,0,1,0,0,0,0,1,1,0,0.7869,0.385,0.2905,0.5308,0.6062,0.1427,224771.5527,15001.0254,0.4749
135,0,0,1,0,0,0,0,1,1,1,0.7888,0.5717,0.2913,0.5336,0.6074,0.2367,173901.3189,15000.3203,0.4762
136,0,0,1,0,0,0,1,0,0,0,0.7915,0.4082,0.2963,0.5294,0.6152,0.1472,212995.3778,14913.9307,0.4742
137,0,0,1,0,0,0,1,0,0,1,0.7891,0.5248,0.2925,0.5322,0.6092,0.2258,187442.8497,14999.9873,0.4754
138,0,0,1,0,0,0,1,0,1,0,0.794,0.5858,0.2977,0.5343,0.6185,0.2698,170268.6117,14923.6357,0.4787
139,0,0,1,0,0,0,1,0,1,1,0.7887,0.3075,0.2924,0.5342,0.61,0.1381,245526.3444,14999.9834,0.4777
140,0,0,1,0,0,0,1,1,0,0,0.7898,0.5999,0.2918,0.5356,0.6088,0.2853,166188.1137,15010.7646,0.4778
141,0,0,1,0,0,0,1,1,0,1,0.7898,0.6013,0.2911,0.5357,0.6087,0.2853,165732.7508,15006.8223,0.4778
142,0,0,1,0,0,0,1,1,1,0,0.7873,0.1398,0.2904,0.536,0.6076,0.1095,285686.1633,15006.042,0.4785
143,0,0,1,0,0,0,1,1,1,1,0.7898,0.5252,0.2913,0.536,0.6081,0.2025,185438.2406,15007.1201,0.4808
144,0,0,1,0,0,1,0,0,0,0,0.8004,0.4692,0.3199,0.5358,0.6372,0.1867,198293.6074,14722.2148,0.4933
145,0,0,1,0,0,1,0,0,0,1,0.8121,0.6073,0.2938,0.5572,0.6504,0.298,164328.206,15028.7764,0.5163
146,0,0,1,0,0,1,0,0,1,0,0.8023,0.5882,0.3207,0.5397,0.6398,0.2698,169230.0086,14720.833,0.4922
147,0,0,1,0,0,1,0,0,1,1,0.8091,0.5977,0.2922,0.5509,0.6463,0.2853,166940.9954,15020.0117,0.5091
148,0,0,1,0,0,1,0,1,0,0,0.8149,0.5992,0.2805,0.5577,0.6523,0.285,166914.7438,15341.7383,0.5183
149,0,0,1,0,0,1,0,1,0,1,0.8158,0.6002,0.2735,0.5609,0.6519,0.285,166305.723,15424.3418,0.521
150,0,0,1,0,0,1,0,1,1,0,0.8156,0.602,0.2807,0.5582,0.6532,0.2853,165693.5583,15351.9238,0.5202
151,0,0,1,0,0,1,0,1,1,1,0.8171,0.6016,0.2741,0.563,0.6539,0.2853,165707.4737,15435.6689,0.5258
152,0,0,1,0,0,1,1,0,0,0,0.8012,0.5826,0.3204,0.5376,0.6385,0.2691,170572.1862,14715.749,0.489
153,0,0,1,0,0,1,1,0,0,1,0.8067,0.6006,0.2911,0.546,0.643,0.285,165997.1706,15015.5078,0.5024
154,0,0,1,0,0,1,1,0,1,0,0.8046,0.5861,0.3212,0.5437,0.6426,0.2515,169708.2149,14735.084,0.4992
155,0,0,1,0,0,1,1,0,1,1,0.8089,0.4706,0.2915,0.5503,0.646,0.1701,200763.0482,15017.373,0.5116
156,0,0,1,0,0,1,1,1,0,0,0.8145,0.5999,0.2797,0.5565,0.6517,0.285,165816.7928,15351.5547,0.5159
157,0,0,1,0,0,1,1,1,0,1,0.8154,0.5999,0.2734,0.5602,0.6515,0.2853,165775.6185,15420.6348,0.519
158,0,0,1,0,0,1,1,1,1,0,0.8184,0.6051,0.2815,0.5616,0.6576,0.2994,165501.9258,15352.8418,0.5228
159,0,0,1,0,0,1,1,1,1,1,0.8138,0.5935,0.2731,0.5565,0.6495,0.2839,168826.9772,15414.3467,0.518
160,0,0,1,0,1,0,0,0,0,0,0.9011,0.7411,0.2574,0.7426,0.7654,0.5097,111561.988,15873.9795,0.7447
161,0,0,1,0,1,0,0,0,0,1,0.898,0.7594,0.2534,0.7423,0.7586,0.5213,107093.2221,15943.1904,0.7438
162,0,0,1,0,1,0,0,0,1,0,0.901,0.7422,0.254,0.7426,0.7602,0.5188,109990.0479,16165.415,0.7409
163,0,0,1,0,1,0,0,0,1,1,0.8975,0.7633,0.2496,0.7414,0.7526,0.5315,103796.0577,16183.2471,0.739
164,0,0,1,0,1,0,0,1,0,0,0.8969,0.7577,0.2526,0.7423,0.7561,0.5199,107283.5416,15978.5254,0.7439
165,0,0,1,0,1,0,0,1,0,1,0.8967,0.7573,0.2524,0.7422,0.7557,0.5195,107345.9285,15943.5234,0.7437
166,0,0,1,0,1,0,0,1,1,0,0.8967,0.7622,0.2489,0.7418,0.7505,0.5301,103887.9765,16184.3086,0.7391
167,0,0,1,0,1,0,0,1,1,1,0.8966,0.7619,0.2487,0.7416,0.7501,0.5298,103965.6976,16200.7168,0.7389
168,0,0,1,0,1,0,1,0,0,0,0.9011,0.7411,0.2566,0.7426,0.7639,0.5118,110777.0086,15942.5752,0.7441
169,0,0,1,0,1,0,1,0,0,1,0.8979,0.7598,0.2525,0.7421,0.7569,0.5234,106081.4048,16114.6787,0.743
170,0,0,1,0,1,0,1,0,1,0,0.9011,0.7425,0.2536,0.7426,0.7595,0.5203,109810.115,16167.9268,0.7406
171,0,0,1,0,1,0,1,0,1,1,0.8979,0.7644,0.2494,0.7419,0.7523,0.5329,103583.8056,16200.4131,0.7389
172,0,0,1,0,1,0,1,1,0,0,0.8966,0.758,0.2515,0.7418,0.7541,0.5217,106262.4415,16012.8223,0.7427
173,0,0,1,0,1,0,1,1,0,1,0.8965,0.7577,0.2513,0.7418,0.7539,0.5217,106322.1598,15994.958,0.7426
174,0,0,1,0,1,0,1,1,1,0,0.8967,0.7629,0.2485,0.7417,0.7496,0.5315,103531.9411,16201.4512,0.7387
175,0,0,1,0,1,0,1,1,1,1,0.8965,0.7633,0.2482,0.7414,0.7491,0.5315,103580.1452,16200.7363,0.7383
176,0,0,1,0,1,1,0,0,0,0,0.9096,0.8101,0.2779,0.7502,0.7872,0.5537,87837.0534,15710.1074,0.7522
177,0,0,1,0,1,1,0,0,0,1,0.9118,0.8669,0.2575,0.7539,0.7875,0.634,61051.0254,15879.124,0.7542
178,0,0,1,0,1,1,0,0,1,0,0.9091,0.8052,0.2748,0.7495,0.7811,0.5572,88442.1748,15915.8145,0.7482
179,0,0,1,0,1,1,0,0,1,1,0.9119,0.864,0.2543,0.754,0.7824,0.6273,62448.666,16380.4229,0.7514
180,0,0,1,0,1,1,0,1,0,0,0.9147,0.8676,0.2491,0.7566,0.7901,0.6347,61573.3959,16408.0312,0.7571
181,0,0,1,0,1,1,0,1,0,1,0.914,0.8683,0.2438,0.7571,0.7878,0.634,60624.9676,16429.6855,0.7567
182,0,0,1,0,1,1,0,1,1,0,0.9143,0.8651,0.2458,0.7561,0.7844,0.6273,61983.6495,16557.9082,0.7537
183,0,0,1,0,1,1,0,1,1,1,0.9136,0.8651,0.2405,0.7565,0.7821,0.627,62002.6578,16579.584,0.7532
184,0,0,1,0,1,1,1,0,0,0,0.9097,0.8084,0.2768,0.7504,0.786,0.5527,87551.8605,15830.0684,0.7519
185,0,0,1,0,1,1,1,0,0,1,0.912,0.8626,0.2568,0.7546,0.7865,0.6337,62435.4045,16054.6748,0.7544
186,0,0,1,0,1,1,1,0,1,0,0.9096,0.8619,0.2745,0.7507,0.7814,0.6252,63324.6941,15932.915,0.7488
187,0,0,1,0,1,1,1,0,1,1,0.9115,0.8647,0.254,0.7537,0.7812,0.6273,61864.9681,16414.6035,0.7508
188,0,0,1,0,1,1,1,1,0,0,0.9144,0.8662,0.2482,0.7565,0.7883,0.633,61667.9913,16420.8594,0.7564
189,0,0,1,0,1,1,1,1,0,1,0.9139,0.8676,0.243,0.7572,0.7864,0.6333,60772.2617,16446.6523,0.7562
190,0,0,1,0,1,1,1,1,1,0,0.9141,0.8647,0.2452,0.7557,0.7832,0.6266,61971.0491,16557.793,0.753
191,0,0,1,0,1,1,1,1,1,1,0.9135,0.8647,0.2401,0.7565,0.7813,0.6266,61968.662,16596.6309,0.7529
192,0,0,1,1,0,0,0,0,0,0,0.7889,0.6006,0.291,0.5343,0.6068,0.2846,166142.753,15002.0713,0.476
193,0,0,1,1,0,0,0,0,0,1,0.7907,0.6058,0.2921,0.5377,0.6096,0.298,165087.9782,15011.5391,0.4796
194,0,0,1,1,0,0,0,0,1,0,0.7901,0.5756,0.2916,0.5365,0.6084,0.2476,172600.7948,15011.7969,0.4793
195,0,0,1,1,0,0,0,0,1,1,0.7892,0.3942,0.2919,0.5347,0.6085,0.1493,218704.4826,15001.2988,0.4816
196,0,0,1,1,0,0,0,1,0,0,0.7893,0.5879,0.2912,0.5353,0.608,0.2631,170923.0512,15011.3584,0.4778
197,0,0,1,1,0,0,0,1,0,1,0.7881,0.5995,0.2908,0.5327,0.6063,0.285,166373.9729,15000.8945,0.4738
198,0,0,1,1,0,0,0,1,1,0,0.7892,0.5065,0.2912,0.5354,0.6073,0.1754,188885.2402,15006.6719,0.4797
199,0,0,1,1,0,0,0,1,1,1,0.7883,0.5868,0.2909,0.5331,0.6067,0.2726,169496.4963,15000.8887,0.4748
200,0,0,1,1,0,0,1,0,0,0,0.7904,0.5896,0.2921,0.5359,0.6091,0.2779,169772.1511,15002.0684,0.4786
