,"('V_TR', 'day')","('V_TR', 'night')","('CV8', 'day')","('CV8', 'night')","('CV3', 'day')","('CV3', 'night')","('CV12', 'day')","('CV12', 'night')",1,2,3,4,5,6,7,8,9
47,0,0,1,0,1,1,1,1,0.9319,0.7027,0.3453,0.7582,0.7854,0.3304,128746.9173,15465.2568,0.7807
48,0,0,1,1,0,0,0,0,0.8864,0.6157,0.3561,0.7479,0.6851,0.2378,132752.923,14829.8809,0.6824
49,0,0,1,1,0,0,0,1,0.8904,0.5949,0.3601,0.7505,0.6979,0.2145,141086.9816,14778.4189,0.6928
50,0,0,1,1,0,0,1,0,0.9236,0.659,0.3494,0.7757,0.7061,0.2201,131003.0241,14726.9727,0.7812
51,0,0,1,1,0,0,1,1,0.9316,0.696,0.3558,0.775,0.727,0.2275,121689.7502,14521.1699,0.7794
52,0,0,1,1,0,1,0,0,0.8989,0.6245,0.3595,0.7574,0.7091,0.2402,130629.7824,15176.8447,0.741
53,0,0,1,1,0,1,0,1,0.8942,0.6217,0.3455,0.7344,0.701,0.2371,131895.2003,15277.5908,0.7287
54,0,0,1,1,0,1,1,0,0.9229,0.6692,0.3423,0.7591,0.7181,0.2265,129373.0116,15152.6953,0.784
55,0,0,1,1,0,1,1,1,0.9289,0.7038,0.3448,0.7661,0.7338,0.2335,121134.9096,15121.0654,0.791
56,0,0,1,1,1,0,0,0,0.9184,0.6559,0.353,0.7548,0.7533,0.2518,120753.1588,15520.0303,0.8011
57,0,0,1,1,1,0,0,1,0.9199,0.639,0.3535,0.7559,0.7561,0.2286,128378.1967,15451.4043,0.8034
58,0,0,1,1,1,0,1,0,0.9284,0.5999,0.3465,0.7623,0.7668,0.2036,153447.7732,15127.3613,0.7989
59,0,0,1,1,1,0,1,1,0.9334,0.6862,0.3506,0.7599,0.7833,0.2962,133792.7198,14767.6777,0.7878
60,0,0,1,1,1,1,0,0,0.9152,0.6562,0.3473,0.7474,0.7504,0.2515,120539.8541,15757.9844,0.7955
61,0,0,1,1,1,1,0,1,0.9184,0.665,0.3435,0.7537,0.7525,0.2526,119040.1911,15737.502,0.8004
62,0,0,1,1,1,1,1,0,0.932,0.633,0.3477,0.7679,0.7792,0.224,141724.4977,15500.6855,0.7977
63,0,0,1,1,1,1,1,1,0.9319,0.7027,0.3453,0.7582,0.7854,0.3304,128746.9729,15465.2617,0.7807
64,0,1,0,0,0,0,0,0,0.8891,0.6199,0.3444,0.735,0.6908,0.2342,132428.9534,15134.5684,0.7243
65,0,1,0,0,0,0,0,1,0.8882,0.6196,0.3298,0.7286,0.6875,0.2342,132487.7642,15458.4736,0.7212
66,0,1,0,0,0,0,1,0,0.9208,0.6714,0.3426,0.7544,0.7177,0.2261,128391.9729,15022.3535,0.7813
67,0,1,0,0,0,0,1,1,0.9237,0.7038,0.3314,0.7561,0.7224,0.2332,121111.3119,15335.3428,0.7831
68,0,1,0,0,0,1,0,0,0.8919,0.6266,0.3489,0.7474,0.6947,0.2392,130085.9339,15225.5762,0.7283
69,0,1,0,0,0,1,0,1,0.8892,0.6154,0.33,0.7317,0.6879,0.2353,133034.301,15441.458,0.723
70,0,1,0,0,0,1,1,0,0.9246,0.653,0.3451,0.7701,0.7229,0.2275,132514.1922,15130.4121,0.7942
71,0,1,0,0,0,1,1,1,0.9248,0.7038,0.3328,0.7594,0.7243,0.2332,121111.9304,15351.9639,0.7867
72,0,1,0,0,1,0,0,0,0.9184,0.6647,0.349,0.7511,0.7568,0.2508,119142.7027,15526.0791,0.8028
73,0,1,0,0,1,0,0,1,0.9105,0.646,0.3281,0.7418,0.7395,0.2455,123447.7189,15872.0635,0.7921
74,0,1,0,0,1,0,1,0,0.9259,0.6147,0.3412,0.7562,0.7693,0.2219,150535.2631,15404.2783,0.7823
75,0,1,0,0,1,0,1,1,0.9284,0.7031,0.333,0.7572,0.7752,0.33,128749.5311,15543.0303,0.7795
76,0,1,0,0,1,1,0,0,0.9199,0.6721,0.3507,0.759,0.7578,0.2511,117478.4699,15778.124,0.8094
77,0,1,0,0,1,1,0,1,0.9131,0.6499,0.33,0.7432,0.7445,0.2455,121818.7535,15864.0957,0.7946
78,0,1,0,0,1,1,1,0,0.9299,0.6192,0.3492,0.7619,0.7778,0.2223,149439.2267,15477.0498,0.7918
79,0,1,0,0,1,1,1,1,0.9285,0.7031,0.3322,0.7602,0.7754,0.33,128748.3093,15543.8887,0.7825
80,0,1,0,1,0,0,0,0,0.8854,0.6199,0.3453,0.7302,0.6841,0.2342,132415.5588,15103.915,0.712
81,0,1,0,1,0,0,0,1,0.8896,0.6189,0.3311,0.731,0.6894,0.2346,132646.6958,15458.0146,0.7252
82,0,1,0,1,0,0,1,0,0.9208,0.6714,0.3426,0.7544,0.7177,0.2261,128339.8652,15023.21,0.7813
83,0,1,0,1,0,0,1,1,0.9237,0.7038,0.3314,0.7561,0.7224,0.2332,121111.2954,15335.3604,0.7831
84,0,1,0,1,0,1,0,0,0.8928,0.6249,0.351,0.7502,0.6968,0.2388,130569.5233,15224.4648,0.7302
85,0,1,0,1,0,1,0,1,0.8893,0.6192,0.3308,0.7322,0.6882,0.2342,132497.2242,15440.9512,0.7229
86,0,1,0,1,0,1,1,0,0.9247,0.6689,0.3451,0.77,0.7229,0.2261,129376.5922,15130.2871,0.7942
87,0,1,0,1,0,1,1,1,0.9248,0.7038,0.3329,0.7594,0.7243,0.2332,121112.1261,15351.9834,0.7867
88,0,1,0,1,1,0,0,0,0.9175,0.6622,0.3485,0.75,0.755,0.2508,119437.6886,15526.9004,0.8018
89,0,1,0,1,1,0,0,1,0.9113,0.6545,0.3284,0.7427,0.7409,0.2455,121260.1105,15864.79,0.793
90,0,1,0,1,1,0,1,0,0.9256,0.6051,0.3412,0.7561,0.7691,0.2128,152249.9265,15405.0225,0.7823
91,0,1,0,1,1,0,1,1,0.9288,0.7031,0.3334,0.7586,0.7761,0.33,128748.5695,15543.1191,0.7808
92,0,1,0,1,1,1,0,0,0.9205,0.6664,0.349,0.7605,0.7585,0.2504,118458.8078,15734.2266,0.8113
93,0,1,0,1,1,1,0,1,0.9126,0.6548,0.3296,0.7439,0.7421,0.2455,121181.4732,15863.9863,0.7941
94,0,1,0,1,1,1,1,0,0.9298,0.6168,0.3491,0.7624,0.7777,0.2156,149708.9118,15459.8203,0.7928
95,0,1,0,1,1,1,1,1,0.9278,0.7031,0.3314,0.7579,0.7744,0.33,128748.5604,15544.0908,0.7796
96,0,1,1,0,0,0,0,0,0.8889,0.6217,0.3473,0.7349,0.6902,0.2364,131979.0888,15103.4883,0.7228
97,0,1,1,0,0,0,0,1,0.8895,0.6203,0.3306,0.7306,0.6896,0.2367,132306.1067,15458.9609,0.7245
98,0,1,1,0,0,0,1,0,0.9213,0.659,0.3434,0.7553,0.7188,0.2209,131480.7943,15022.2031,0.7826
99,0,1,1,0,0,0,1,1,0.9237,0.7038,0.3315,0.7562,0.7227,0.2335,121135.7401,15335.3389,0.7833
100,0,1,1,0,0,1,0,0,0.895,0.6245,0.3511,0.7508,0.701,0.2402,130635.156,15208.5049,0.7385
101,0,1,1,0,0,1,0,1,0.8871,0.6199,0.3286,0.7284,0.6846,0.2364,132384.5915,15442.3018,0.7161
102,0,1,1,0,0,1,1,0,0.9247,0.6703,0.3452,0.7701,0.7231,0.2268,129432.3531,15130.4141,0.7944
103,0,1,1,0,0,1,1,1,0.9248,0.7038,0.333,0.7595,0.7246,0.2335,121137.6173,15351.9658,0.7869
104,0,1,1,0,1,0,0,0,0.9172,0.6509,0.3486,0.7497,0.755,0.2504,121789.1807,15526.3379,0.8016
105,0,1,1,0,1,0,0,1,0.9124,0.6576,0.3308,0.7414,0.7425,0.2476,120962.6447,15846.3418,0.7908
106,0,1,1,0,1,0,1,0,0.9257,0.5784,0.3415,0.7565,0.7694,0.2068,157301.2971,15404.2129,0.7825
107,0,1,1,0,1,0,1,1,0.9277,0.7027,0.3327,0.7558,0.7742,0.3304,128744.8802,15543.0215,0.7786
108,0,1,1,0,1,1,0,0,0.9191,0.6643,0.3488,0.7581,0.7556,0.2526,118871.0473,15785.8506,0.8075
109,0,1,1,0,1,1,0,1,0.9099,0.6506,0.3271,0.7387,0.7379,0.2476,121945.6421,15864.7461,0.788
110,0,1,1,0,1,1,1,0,0.9293,0.5925,0.3491,0.7615,0.7773,0.2018,154722.0936,15459.9912,0.7918
111,0,1,1,0,1,1,1,1,0.9276,0.7027,0.3316,0.7584,0.7739,0.3304,128746.8314,15543.8975,0.7813
112,0,1,1,1,0,0,0,0,0.8874,0.6199,0.346,0.7312,0.6878,0.2364,132331.3415,15104.5205,0.7193
113,0,1,1,1,0,0,0,1,0.8887,0.6252,0.3303,0.7296,0.6882,0.2367,131215.6672,15458.8389,0.7231
114,0,1,1,1,0,0,1,0,0.9214,0.6763,0.3434,0.7554,0.7189,0.2293,127432.9704,15022.9658,0.7825
115,0,1,1,1,0,0,1,1,0.9237,0.7038,0.3315,0.7562,0.7227,0.2335,121135.4452,15335.3633,0.7833
116,0,1,1,1,0,1,0,0,0.8955,0.6273,0.3527,0.754,0.7019,0.2409,129792.2847,15207.7471,0.7386
117,0,1,1,1,0,1,0,1,0.891,0.6228,0.3323,0.7344,0.692,0.2367,131600.1651,15441.3672,0.7274
118,0,1,1,1,0,1,1,0,0.9246,0.6689,0.3452,0.7701,0.7231,0.2265,129415.2344,15130.2979,0.7945
119,0,1,1,1,0,1,1,1,0.9248,0.7038,0.333,0.7595,0.7246,0.2335,121130.787,15351.9834,0.7869
120,0,1,1,1,1,0,0,0,0.9182,0.6633,0.3509,0.7514,0.7569,0.2526,119276.9324,15509.8984,0.8032
121,0,1,1,1,1,0,0,1,0.9111,0.6509,0.3292,0.7438,0.741,0.2476,122073.1538,15864.6455,0.7938
122,0,1,1,1,1,0,1,0,0.926,0.6154,0.3415,0.7566,0.7696,0.2209,149997.9302,15405.0459,0.7824
123,0,1,1,1,1,0,1,1,0.9301,0.7274,0.3354,0.761,0.7785,0.4153,117934.4509,15542.9688,0.7828
124,0,1,1,1,1,1,0,0,0.9195,0.6654,0.3505,0.7581,0.7566,0.2526,118695.4899,15772.79,0.8076
125,0,1,1,1,1,1,0,1,0.9117,0.6513,0.3294,0.7417,0.7416,0.2476,122063.513,15881.502,0.7917
126,0,1,1,1,1,1,1,0,0.9293,0.5907,0.3491,0.7621,0.7773,0.2029,154982.4968,15459.8291,0.7926
127,0,1,1,1,1,1,1,1,0.927,0.7027,0.3308,0.7562,0.7729,0.3304,128746.705,15544.0947,0.7784
128,1,0,0,0,0,0,0,0,0.9312,0.6555,0.3555,0.7587,0.7892,0.2413,124977.7927,16771.4219,0.7937
129,1,0,0,0,0,0,0,1,0.932,0.6347,0.3564,0.7592,0.7909,0.2173,133319.7059,16749.375,0.7963
130,1,0,0,0,0,0,1,0,0.9339,0.6576,0.3531,0.7611,0.7911,0.2304,130984.4133,16560.4785,0.7839
131,1,0,0,0,0,0,1,1,0.9358,0.6682,0.3544,0.7607,0.7974,0.2804,139875.9638,16253.7305,0.7827
132,1,0,0,0,0,1,0,0,0.9273,0.6541,0.3523,0.7502,0.7835,0.2413,125301.0476,16644.9844,0.7812
133,1,0,0,0,0,1,0,1,0.9214,0.6147,0.3379,0.7383,0.7726,0.2335,134425.4304,16795.3984,0.7634
134,1,0,0,0,0,1,1,0,0.9297,0.6988,0.346,0.7534,0.7863,0.2642,119251.5606,16391.6172,0.7694
135,1,0,0,0,0,1,1,1,0.9304,0.8144,0.343,0.7506,0.7894,0.5745,82645.3024,16331.8643,0.7636
136,1,0,0,0,1,0,0,0,0.9273,0.6788,0.3513,0.7536,0.779,0.2536,115950.7223,16704.9473,0.795
137,1,0,0,0,1,0,0,1,0.9284,0.6397,0.3524,0.7553,0.781,0.2293,128456.6691,16638.5586,0.7964
138,1,0,0,0,1,0,1,0,0.9336,0.5956,0.3515,0.7638,0.7893,0.2078,154808.6461,16166.4111,0.7873
139,1,0,0,0,1,0,1,1,0.9355,0.6763,0.3528,0.7625,0.7956,0.2998,137521.909,15909.3125,0.7834
140,1,0,0,0,1,1,0,0,0.9304,0.6759,0.3522,0.7567,0.7872,0.2536,116267.0338,16632.8633,0.7845
141,1,0,0,0,1,1,0,1,0.9218,0.6657,0.3391,0.7424,0.7679,0.2476,118668.6984,16520.6211,0.7789
142,1,0,0,0,1,1,1,0,0.9296,0.6985,0.3442,0.7561,0.7833,0.2659,119904.6965,16168.707,0.7726
143,1,0,0,0,1,1,1,1,0.9295,0.813,0.3395,0.7529,0.7859,0.5752,83165.2772,15989.7041,0.7647
144,1,0,0,1,0,0,0,0,0.9314,0.6555,0.3557,0.7591,0.7896,0.2413,124993.9491,16769.4141,0.7943
145,1,0,0,1,0,0,0,1,0.9301,0.6358,0.355,0.757,0.7866,0.2173,133065.921,16749.7031,0.7966
146,1,0,0,1,0,0,1,0,0.9337,0.6604,0.353,0.7607,0.7908,0.2346,130898.412,16546.1133,0.7835
147,1,0,0,1,0,0,1,1,0.9353,0.7133,0.3545,0.7595,0.7961,0.2578,119107.3431,16422.6172,0.7823
148,1,0,0,1,0,1,0,0,0.9285,0.6555,0.3529,0.7522,0.7859,0.2413,125040.623,16672.3301,0.7819
149,1,0,0,1,0,1,0,1,0.9223,0.6421,0.3377,0.7393,0.7738,0.2335,129859.1167,16820.3301,0.762
150,1,0,0,1,0,1,1,0,0.9294,0.7175,0.346,0.752,0.7858,0.2744,110418.8908,16379.1543,0.7671
151,1,0,0,1,0,1,1,1,0.9299,0.8144,0.3422,0.7501,0.7886,0.5745,82645.9181,16366.4746,0.7629
152,1,0,0,1,1,0,0,0,0.9279,0.6724,0.352,0.7547,0.7799,0.2536,117006.9925,16701.5371,0.797
153,1,0,0,1,1,0,0,1,0.9286,0.6411,0.3525,0.7556,0.7814,0.23,127948.4024,16638.5625,0.7963
154,1,0,0,1,1,0,1,0,0.9336,0.5988,0.3515,0.7639,0.7893,0.2089,153926.306,16166.4043,0.7872
155,1,0,0,1,1,0,1,1,0.9355,0.6759,0.3528,0.7625,0.7956,0.3005,137524.4912,15909.3174,0.7834
156,1,0,0,1,1,1,0,0,0.9282,0.677,0.3509,0.7552,0.7823,0.2536,116062.5778,16659.2324,0.7886
157,1,0,0,1,1,1,0,1,0.9219,0.6661,0.3392,0.7426,0.7683,0.2473,118600.8434,16520.6309,0.779
158,1,0,0,1,1,1,1,0,0.9302,0.6985,0.3443,0.7576,0.784,0.2659,119912.9507,16180.1562,0.7747
159,1,0,0,1,1,1,1,1,0.9295,0.813,0.3395,0.7529,0.7859,0.5752,83165.419,16006.8535,0.7647
160,1,0,1,0,0,0,0,0,0.9309,0.6358,0.3556,0.7584,0.789,0.242,129208.4271,16729.4219,0.7935
161,1,0,1,0,0,0,0,1,0.9307,0.6351,0.3551,0.7568,0.788,0.2177,133361.0584,16744.1934,0.7937
162,1,0,1,0,0,0,1,0,0.9341,0.6471,0.3533,0.7617,0.791,0.2166,133805.1899,16405.9199,0.7863
163,1,0,1,0,0,0,1,1,0.9361,0.74,0.3554,0.7613,0.7982,0.3223,112093.1354,16201.7959,0.7822
164,1,0,1,0,0,1,0,0,0.928,0.658,0.3532,0.7512,0.7844,0.242,124628.2773,16635.0742,0.7815
165,1,0,1,0,0,1,0,1,0.9222,0.6404,0.3379,0.7396,0.7741,0.2339,130090.9641,16813.6738,0.7623
166,1,0,1,0,0,1,1,0,0.9291,0.7175,0.3448,0.7517,0.7853,0.2762,110397.631,16403.25,0.7662
167,1,0,1,0,0,1,1,1,0.9294,0.8144,0.3419,0.7497,0.7882,0.5752,82630.3229,16332.4092,0.762
168,1,0,1,0,1,0,0,0,0.9273,0.6721,0.3519,0.7541,0.7796,0.2543,117106.914,16655.8984,0.796
169,1,0,1,0,1,0,0,1,0.9288,0.6439,0.3526,0.7564,0.7818,0.23,127846.8757,16667.1133,0.7959
170,1,0,1,0,1,0,1,0,0.9336,0.597,0.3518,0.7639,0.7896,0.2085,154349.2046,16166.4336,0.7872
171,1,0,1,0,1,0,1,1,0.936,0.6759,0.3539,0.7638,0.7968,0.2998,137598.8274,15909.2246,0.785
172,1,0,1,0,1,1,0,0,0.9271,0.6742,0.3517,0.7545,0.7811,0.2543,116578.0842,16564.4375,0.7891
173,1,0,1,0,1,1,0,1,0.9217,0.6685,0.3394,0.7423,0.7683,0.2494,118068.7064,16497.9375,0.7785
174,1,0,1,0,1,1,1,0,0.9298,0.6981,0.3443,0.757,0.7839,0.2656,119935.7297,16146.0293,0.7741
175,1,0,1,0,1,1,1,1,0.9294,0.8123,0.3398,0.753,0.7861,0.5752,83240.8369,15989.7402,0.7646
176,1,0,1,1,0,0,0,0,0.9303,0.6562,0.3552,0.758,0.7873,0.2427,124840.5308,16752.1133,0.7937
177,1,0,1,1,0,0,0,1,0.9322,0.6312,0.3569,0.7596,0.7911,0.2173,134179.6329,16762.5703,0.7956
178,1,0,1,1,0,0,1,0,0.9346,0.6886,0.3544,0.7623,0.7925,0.2522,117232.8284,16405.9316,0.7851
179,1,0,1,1,0,0,1,1,0.935,0.6714,0.3541,0.7585,0.7966,0.2987,138762.7713,16236.2461,0.7796
180,1,0,1,1,0,1,0,0,0.9275,0.6552,0.3534,0.7504,0.7839,0.242,125157.9111,16606.1328,0.7808
181,1,0,1,1,0,1,0,1,0.9221,0.6439,0.3379,0.7392,0.7739,0.2342,129380.1816,16813.6504,0.7617
182,1,0,1,1,0,1,1,0,0.9294,0.7175,0.3457,0.7516,0.7859,0.2762,110406.0847,16350.7842,0.7662
183,1,0,1,1,0,1,1,1,0.9293,0.8144,0.3418,0.7496,0.7881,0.5752,82631.6212,16332.417,0.7619
184,1,0,1,1,1,0,0,0,0.9277,0.6703,0.3526,0.7552,0.7805,0.2543,117396.4959,16667.1172,0.7975
185,1,0,1,1,1,0,0,1,0.9287,0.6471,0.3526,0.7563,0.7816,0.23,127087.1252,16667.1113,0.7964
186,1,0,1,1,1,0,1,0,0.9336,0.5985,0.3518,0.764,0.7896,0.2089,153884.0743,16166.4297,0.7871
187,1,0,1,1,1,0,1,1,0.936,0.6756,0.3539,0.7638,0.7968,0.3005,137600.6029,15909.2129,0.785
188,1,0,1,1,1,1,0,0,0.9289,0.6735,0.3523,0.7547,0.7849,0.2543,116776.2783,16554.7871,0.7839
189,1,0,1,1,1,1,0,1,0.9217,0.6657,0.3394,0.7423,0.7683,0.2494,118712.0828,16497.9121,0.7785
190,1,0,1,1,1,1,1,0,0.9293,0.6795,0.3438,0.7564,0.7832,0.2533,124060.5946,16146.0156,0.773
191,1,0,1,1,1,1,1,1,0.9294,0.8123,0.3398,0.753,0.7861,0.5752,83237.6411,15989.7383,0.7646
192,1,1,0,0,0,0,0,0,0.9232,0.6682,0.3472,0.742,0.7771,0.2399,124021.514,16606.7754,0.7597
193,1,1,0,0,0,0,0,1,0.9183,0.64,0.3285,0.7359,0.7617,0.2335,130210.1846,16855.2129,0.7649
194,1,1,0,0,0,0,1,0,0.9227,0.6974,0.3418,0.7418,0.7752,0.2628,116935.3448,16320.4258,0.7538
195,1,1,0,0,0,0,1,1,0.9248,0.8137,0.3301,0.7441,0.7758,0.5734,82703.9231,16529.0977,0.7543
196,1,1,0,0,0,1,0,0,0.9283,0.6548,0.3551,0.7531,0.7872,0.2413,125109.5012,16719.707,0.778
197,1,1,0,0,0,1,0,1,0.9175,0.6442,0.3278,0.7332,0.7597,0.2335,129445.5038,16807.7227,0.7626
198,1,1,0,0,0,1,1,0,0.9293,0.7189,0.3481,0.7546,0.7865,0.2744,110027.8546,16524.2168,0.7709
199,1,1,0,0,0,1,1,1,0.923,0.7971,0.328,0.7406,0.7729,0.5569,90312.4628,16580.8789,0.7496
200,1,1,0,0,1,0,0,0,0.918,0.6499,0.3394,0.7376,0.7623,0.2445,122670.5291,16378.8164,0.7672
201,1,1,0,0,1,0,0,1,0.9184,0.6661,0.3272,0.7379,0.7593,0.2473,118902.3926,16638.1035,0.7679
202,1,1,0,0,1,0,1,0,0.9239,0.6862,0.3413,0.7487,0.7729,0.2557,121654.2111,15946.792,0.7637
203,1,1,0,0,1,0,1,1,0.9242,0.7718,0.3266,0.7469,0.7726,0.5301,100426.9646,16187.2305,0.7571
204,1,1,0,0,1,1,0,0,0.9254,0.6742,0.3459,0.7516,0.777,0.2536,116501.9961,16621.7988,0.7806
205,1,1,0,0,1,1,0,1,0.9182,0.6657,0.3263,0.7391,0.7587,0.2473,118812.9643,16638.7773,0.7695
206,1,1,0,0,1,1,1,0,0.9263,0.6985,0.3412,0.7523,0.7785,0.2659,119912.2578,16248.2754,0.7669
207,1,1,0,0,1,1,1,1,0.9238,0.8027,0.3259,0.7457,0.7716,0.5646,88660.9381,16118.7764,0.7547
208,1,1,0,1,0,0,0,0,0.9208,0.6365,0.3467,0.7368,0.7728,0.2335,130945.8573,16520.5234,0.7583
209,1,1,0,1,0,0,0,1,0.9189,0.6393,0.3279,0.7361,0.7636,0.2335,130355.4525,16924.0645,0.7594
210,1,1,0,1,0,0,1,0,0.9217,0.6869,0.3424,0.7392,0.7741,0.2536,121907.6615,16325.542,0.7501
211,1,1,0,1,0,0,1,1,0.924,0.814,0.3293,0.7425,0.7747,0.5734,82701.1986,16512.1035,0.7521
212,1,1,0,1,0,1,0,0,0.9286,0.6587,0.3538,0.7522,0.7867,0.2413,124426.4491,16738.1445,0.7774
213,1,1,0,1,0,1,0,1,0.9193,0.6527,0.3312,0.7385,0.7626,0.2339,127505.523,16837.0586,0.7732
214,1,1,0,1,0,1,1,0,0.9271,0.7175,0.3455,0.7499,0.7826,0.2744,110551.0431,16524.3359,0.7645
