,avg_pressure,total_water_loss,Link,Coef,Leak_id,ID,Diameter,detect_cost,repair_cost,total_cost
73,7.7866654,0.15959553,L1054,6.1e-05,Leak_73,L1054,75,2395.904298724576,132.39834750648882,2528.302646231065
74,1.669683,0.6115048,L1056,0.00109,Leak_74,L1056,110,2327.858479326144,213.6892784887713,2541.5477578149153
75,0.20757821,0.08230047,L1057,0.00118,Leak_75,L1057,200,2321.9996611696056,511.2116470287944,2833.2113081984
76,27.90782,4.3134303,L1059,0.00046,Leak_76,L1059,63,2369.286221337072,130.04597686486005,2499.3321982019324
77,27.252235,3.4795663,L1059,0.00038,Leak_77,L1059,63,2374.5993709788613,128.9982694961208,2503.597640474982
78,26.377357,3.6337454,L1059,0.00041,Leak_78,L1059,63,2372.605545031374,129.4149604804144,2502.020505511788
79,26.330936,3.6273506,L1059,0.00041,Leak_79,L1059,63,2372.605545031374,129.4149604804144,2502.020505511788
80,10.859593,6.2394876,L106,0.00171,Leak_80,L106,32,2287.7956079875003,113.15438270762648,2400.949990695127
81,10.676509,11.945735,L1060,0.00333,Leak_81,L1060,63,2186.3396162312233,140.90115109206093,2327.240767323284
82,17.654781,4.3896832,L1064,0.00074,Leak_82,L1064,63,2350.7836422444125,132.65310200187105,2483.4367442462835
83,17.715767,4.2857976,L1064,0.00072,Leak_83,L1064,63,2352.10044975576,132.50285169918797,2484.603301454948
84,17.588207,4.668615,L1064,0.00079,Leak_84,L1064,63,2347.4948478385245,133.01164751901527,2480.5064953575397
85,22.543234,0.07574526,L1065,1e-05,Leak_85,L1065,63,2399.3280940712198,109.05049999999999,2508.3785940712196
86,21.501207,0.07946847,L1065,1.1e-05,Leak_86,L1065,63,2399.2609138251137,109.57316129622438,2508.834075121338
87,27.356268,11.857302,L1068,0.00129,Leak_87,L1068,160,2314.8589046232896,357.013790176141,2671.8726947994305
88,29.331493,13.896082,L1068,0.00141,Leak_88,L1068,160,2307.09403099664,358.29705892241174,2665.391089919052
89,31.515625,14.613168,L1068,0.00138,Leak_89,L1068,160,2309.032804153403,357.98678325024906,2667.019587403652
90,34.275726,14.626138,L1068,0.00127,Leak_90,L1068,160,2316.155588647519,356.7883596101569,2672.943948257676
91,13.416197,1.3072742,L107,0.00029,Leak_91,L107,20,2380.590907559098,102.19946773873744,2482.7903752978355
92,19.213556,0.77469057,L1071,0.00012,Leak_92,L1071,25,2391.9495323595147,99.12284666280088,2491.0723790223155
93,19.711765,0.7947783,L1072,0.00012,Leak_93,L1072,50,2391.9495323595147,111.14583345478482,2503.0953658142994
94,19.558395,3.28581,L1073,0.0005,Leak_94,L1073,160,2366.6341062308684,343.3397835440425,2709.9738897749107
95,19.681028,3.108029,L1073,0.00047,Leak_95,L1073,160,2368.62291406245,342.4470908406245,2711.0700049030747
96,19.099993,6.7384744,L1074,0.00105,Leak_96,L1074,63,2330.467141401059,134.5718551604262,2465.0389965614854
97,18.828693,9.552925,L1076,0.00151,Leak_97,L1076,160,2300.643203083468,359.28561418907907,2659.9288172725473
98,18.904484,64.91647,L1076,0.01022,Leak_98,L1076,160,1802.7418165055597,386.87395875843265,2189.6157752639924
99,19.477049,9.292888,L1076,0.00142,Leak_99,L1076,160,2306.4481350976066,358.3990188004051,2664.8471538980116
100,19.257534,3.1058555,L1078,0.00048,Leak_100,L1078,75,2367.9597924878653,144.98814248822043,2512.947934976086
101,19.411476,3.1959052,L1078,0.00049,Leak_101,L1078,75,2367.2968565613296,145.1139804146007,2512.41083697593
102,19.89678,0.08690916,L1080,1.3e-05,Leak_102,L1080,63,2399.12655897591,110.4892513152432,2509.615810291153
103,19.627289,0.098921515,L1080,1.5e-05,Leak_103,L1080,63,2398.992211650368,111.27398671897016,2510.2661983693383
104,20.134678,10.418486,L1082,0.00154,Leak_104,L1082,63,2298.711474232581,136.67210538992992,2435.383579622511
105,19.150791,1.0938933,L1083,0.00017,Leak_105,L1083,63,2388.6031460312174,124.58725548535132,2513.1904015165687
106,18.872385,2.7900944,L1084,0.00044,Leak_106,L1084,63,2370.6133931944573,129.8022126007234,2500.415605795181
107,19.093485,2.7586265,L1084,0.00043,Leak_107,L1084,63,2371.277257881271,129.6761428417579,2500.953400723029
108,17.91426,0.78249466,L1088,0.00013,Leak_108,L1088,75,2391.279880246125,137.01618895829185,2528.2960692044167
109,17.627974,5.3306994,L1089,0.0009,Leak_109,L1089,75,2340.2756869219797,148.8244928638961,2489.1001797858758
110,17.672506,5.3441644,L1089,0.0009,Leak_110,L1089,75,2340.2756869219797,148.8244928638961,2489.1001797858758
111,11.139119,1.4596705,L109,0.00039,Leak_111,L109,100,2373.934576230595,184.50280551075804,2558.4373817413534
112,17.82397,1.4972136,L1090,0.00025,Leak_112,L1090,75,2383.258663039764,141.0070519718638,2524.265715011628
113,17.788002,1.5539601,L1090,0.00026,Leak_113,L1090,75,2382.591444029134,141.2464129723599,2523.837857001494
114,17.642704,100.89369,L1091,0.01702,Leak_114,L1091,75,1490.197613024006,166.76555915715676,1656.9631721811627
115,17.637632,1.0667236,L1091,0.00018,Leak_115,L1091,75,2387.9344307748333,139.0022168779642,2526.9366476527975
116,18.602129,4.9377484,L1096,0.00079,Leak_116,L1096,75,2347.4948478385245,148.02890470035894,2495.5237525388834
117,18.466356,9.617278,L1098,0.00155,Leak_117,L1098,63,2298.0679251208758,136.70759931962644,2434.775524440502
118,19.558079,3.4171884,L1099,0.00052,Leak_118,L1099,63,2365.309162150347,130.71830261974225,2496.0274647700894
119,19.773489,3.3883843,L1099,0.00051,Leak_119,L1099,63,2365.9715414445227,130.611817856571,2496.583359301094
120,19.833883,9.529786,L1099,0.00143,Leak_120,L1099,63,2305.8024200241084,136.26571261146756,2442.068132635576
121,16.955053,8.260506,L11,0.00145,Leak_121,L11,75,2304.5115321512344,151.73512385140697,2456.2466560026414
122,16.486345,9.693971,L11,0.00175,Leak_122,L11,75,2285.234711276412,152.88279217916417,2438.117503455576
123,9.503584,0.3831845,L110,0.00012,Leak_123,L110,100,2391.9495323595147,175.26842967869914,2567.217962038214
124,9.4863205,0.44623652,L110,0.00014,Leak_124,L110,100,2390.6104156090787,176.47614976363542,2567.086565372714
125,19.05049,2.1763282,L1101,0.00034,Leak_125,L1101,75,2377.2604121792624,142.88360748173628,2520.1440196609988
126,18.93711,2.2270033,L1101,0.00035,Leak_126,L1101,75,2376.594872443763,143.06051619323225,2519.655388636995
127,17.548496,32.842365,L1102,0.00557,Leak_127,L1102,75,2053.4241922154156,159.94863013017883,2213.3728223455946
128,18.527044,0.9337631,L1103,0.00015,Leak_128,L1103,75,2389.941138395891,137.88952241787996,2527.830660813771
129,17.094645,6.375621,L1105,0.00111,Leak_129,L1105,75,2326.5552435178056,150.10440115939952,2476.659644677205
130,17.533163,2.592103,L1106,0.00044,Leak_130,L1106,75,2370.6133931944573,144.45711873632214,2515.0705119307795
131,16.54353,0.61144906,L1108,0.00011,Leak_131,L1108,63,2392.619372001749,122.20006129622439,2514.8194332979733
132,16.568039,0.5566863,L1108,0.0001,Leak_132,L1108,63,2393.289399225343,121.67739999999999,2514.966799225343
133,16.679968,10.256181,L1109,0.00183,Leak_133,L1109,75,2280.1215144416055,153.15559393843685,2433.2771083800426
134,16.867119,11.108006,L1109,0.00196,Leak_134,L1109,75,2271.8369591668898,153.57442844273686,2425.4113876096267
135,17.170822,11.01955,L1109,0.00191,Leak_135,L1109,75,2275.0197583492936,153.4167213932487,2428.4364797425424
136,10.192635,0.20548348,L111,6e-05,Leak_136,L111,150,2395.9713849841437,283.753478686563,2679.724863670707
137,9.903643,0.1930022,L111,5.8e-05,Leak_137,L111,150,2396.1055631386557,283.3097197259869,2679.4152828646424
138,16.164846,71.259796,L1110,0.01312,Leak_138,L1110,63,1662.1446683060494,148.42033874166202,1810.5650070477113
139,14.326665,1.540403,L1112,0.00032,Leak_139,L1112,32,2378.592050834106,105.57721333430155,2484.1692641684076
140,15.022011,0.055521365,L1114,1.1e-05,Leak_140,L1114,60,2399.2609138251137,106.90995788114934,2506.170871706263
141,16.9944,0.36544755,L1115,6.4e-05,Leak_141,L1115,60,2395.7030512159968,116.33213727948149,2512.0351884954785
142,17.07788,1.7214508,L1117,0.0003,Leak_142,L1117,32,2379.924435415436,105.28542311013359,2485.20985852557
143,17.116343,0.06901307,L1118,1.2e-05,Leak_143,L1118,60,2399.193735460028,107.37551295130675,2506.569248411335
144,14.789721,23.157154,L1122,0.00466,Leak_144,L1122,200,2106.4177110099117,539.6887436627806,2646.106454672692
145,12.437794,210.79387,L1122,0.05044,Leak_145,L1122,200,584.586065441063,589.0704822189958,1173.656547660059
146,12.431696,18.880266,L1122,0.00452,Leak_146,L1122,200,2114.6910736334994,539.0563088778954,2653.747382511395
147,17.034014,10.073237,L1123,0.00176,Leak_147,L1123,75,2284.5949351300947,152.91756676445834,2437.5125018945528
148,15.936731,10.763029,L1123,0.00201,Leak_148,L1123,75,2268.6586127856526,153.72816259690143,2422.386775382554
149,16.722214,0.42139992,L1125,7.5e-05,Leak_149,L1125,350,2394.965288297544,1270.1556811133275,3665.120969410871
150,16.65942,0.39742723,L1125,7.1e-05,Leak_150,L1125,350,2395.2335394316165,1266.9770398879455,3662.210579319562
151,16.823582,4.126489,L1127,0.00073,Leak_151,L1127,150,2351.4419538235616,316.4605510040305,2667.902504827592
152,17.254944,14.320223,L1128,0.00247,Leak_152,L1128,50,2239.6256634128013,126.17245314529058,2365.798116558092
153,13.463432,1.6737744,L113,0.00037,Leak_153,L113,32,2375.2643518957193,106.23360722822704,2481.497959123946
154,11.836878,0.33408397,L1130,8.4e-05,Leak_154,L1130,75,2394.3618330834433,134.3509346673846,2528.712767750828
155,-0.12081085,-0.0048710946,L1131,0.00012,Leak_155,L1131,450,2391.9495323595147,2120.3205151374336,4512.270047496948
156,-4.562681,-0.12111181,L1132,7.9e-05,Leak_156,L1132,450,2394.697067205916,2080.6981364032263,4475.395203609142
157,1.8804249,0.23377448,L1134,0.00037,Leak_157,L1134,160,2375.2643518957193,338.99566127350556,2714.2600131692247
158,1.8016115,0.23608321,L1134,0.00039,Leak_158,L1134,160,2373.934576230595,339.7551662454203,2713.6897424760155
159,18.97441,4.399029,L1135,0.00069,Leak_159,L1135,32,2354.0770441869927,109.05115457421113,2463.1281987612037
160,19.908344,10.301373,L1138,0.00154,Leak_160,L1138,63,2298.711474232581,136.67210538992992,2435.383579622511
161,18.994707,1.7231996,L1139,0.00027,Leak_161,L1139,25,2381.924411813674,102.71598880383206,2484.640400617506
162,18.952158,1.5283023,L1139,0.00024,Leak_162,L1139,25,2383.926068897875,102.19410519356265,2486.120174091438
163,13.53069,0.7274103,L114,0.00016,Leak_163,L114,32,2389.2720485540895,102.44337066744123,2491.7154192215307
164,13.586202,0.73039436,L114,0.00016,Leak_164,L114,32,2389.2720485540895,102.44337066744123,2491.7154192215307
165,19.08306,1.0259054,L1140,0.00016,Leak_165,L1140,63,2389.2720485540895,124.25480260899808,2513.5268511630875
166,20.309261,0.3889631,L1141,5.7e-05,Leak_166,L1141,50,2396.1726550337057,107.44720834889331,2503.619863382599
167,20.38326,0.3766826,L1141,5.5e-05,Leak_167,L1141,50,2396.3068444596565,107.26974916781415,2503.5765936274706
168,19.930887,0.4486843,L1142,6.7e-05,Leak_168,L1142,40,2395.5018206114983,102.0050863731149,2497.506906984613
169,19.9325,0.45541778,L1142,6.8e-05,Leak_169,L1142,40,2395.4347474995493,102.07444607897324,2497.5091935785226
170,0.044295397,0.016222708,L1143,0.00109,Leak_170,L1143,60,2327.858479326144,131.5010944546285,2459.3595737807723
171,34.56919,5.459169,L1144,0.00047,Leak_171,L1144,32,2368.62291406245,107.31520754025398,2475.938121602704
172,34.43757,2.545626,L1146,0.00022,Leak_172,L1146,20,2385.261441365851,100.98531752992072,2486.246758895772
173,16.543228,23.067873,L1147,0.00415,Leak_173,L1147,63,2136.7131505467128,142.10833151237392,2278.8214820590865
174,15.891527,7.3151875,L1148,0.00137,Leak_174,L1148,63,2309.6794238611005,136.03065692942724,2445.7100807905276
175,14.830251,7.823257,L1148,0.00157,Leak_175,L1148,63,2296.7813673526057,136.77790532100613,2433.5592726736118
176,14.778221,7.8951187,L1148,0.00159,Leak_176,L1148,63,2295.4955298549908,136.84732134908188,2432.3428512040728
177,15.96086,1.8769962,L1149,0.00035,Leak_177,L1149,50,2376.594872443763,116.46413842736715,2493.0590108711303
178,13.243093,0.3782229,L115,8.5e-05,Leak_178,L115,100,2394.2947918906984,172.56671741988583,2566.861509310584
179,30.768877,22.640959,L1150,0.00219,Leak_179,L1150,60,2257.2533388103047,135.23427149483024,2392.487610305135
180,39.366444,1.1243057,L1151,8.5e-05,Leak_180,L1151,63,2394.2947918906984,120.78617983310178,2515.0809717238003
181,35.15597,12.521145,L1152,0.00106,Leak_181,L1152,63,2329.814701947253,134.6238346301117,2464.4385365773646
182,35.489433,10.016531,L1153,0.00084,Leak_182,L1153,63,2344.2106545232896,133.34818211717476,2477.5588366404645
183,39.525555,5.9762654,L1154,0.00045,Leak_183,L1154,32,2369.9497143637354,107.11860355340684,2477.0683179171424
184,-0.0054303394,-0.0027734062,L1155,0.00152,Leak_184,L1155,450,2299.9991131634015,2360.9655446330676,4660.964657796469
185,27.873507,7.679713,L1157,0.00082,Leak_185,L1157,63,2345.523780130676,133.21603613266393,2478.73981626334
186,26.789303,7.7410383,L1157,0.00086,Leak_186,L1157,63,2342.898264060383,133.4772184940074,2476.3754825543906
187,26.485556,8.899139,L1157,0.001,Leak_187,L1157,63,2333.7320803229923,134.30429999999998,2468.036380322992
188,13.28226,292.673,L116,0.06558,Leak_188,L116,100,382.5976888465942,224.6545562784936,607.2522451250878
189,9.972341,7.539089,L1160,0.00225,Leak_189,L1160,110,2253.4643368539196,219.99069401258947,2473.455030866509
190,0.6699868,0.58079785,L1160,0.00258,Leak_190,L1160,110,2232.738228464057,221.18062651338388,2453.918854977441
191,8.450144,3.2367437,L1161,0.00114,Leak_191,L1161,110,2324.601757692162,214.0792351237562,2538.680992815918
192,3.4808931,0.09707513,L1164,8.3e-05,Leak_192,L1164,75,2394.4288761533685,134.27784489311478,2528.7067210464834
193,6.141446,1.7746321,L1166,0.00086,Leak_193,L1166,75,2342.898264060383,148.54703948610023,2491.4453035464835
194,6.490597,1.8319066,L1166,0.00084,Leak_194,L1166,75,2344.2106545232896,148.40343466738457,2492.6140891906743
195,6.7310443,1.8545375,L1166,0.00082,Leak_195,L1166,75,2345.523780130676,148.25636916062217,2493.7801492912986
196,6.8272734,2.064568,L1166,0.0009,Leak_196,L1166,75,2340.2756869219797,148.8244928638961,2489.1001797858758
197,6.9069185,2.1582751,L1166,0.00093,Leak_197,L1166,75,2338.3106807630943,149.02460663455417,2487.3352873976482
198,7.4757757,1.5573536,L1167,0.00062,Leak_198,L1167,75,2358.695559860418,146.5500842166742,2505.2456440770925
199,7.345391,1.5548722,L1167,0.00063,Leak_199,L1167,75,2358.035217555894,146.64773307119646,2504.6829506270906
200,7.2813916,1.4923936,L1167,0.00061,Leak_200,L1167,75,2359.3560870866754,146.4508475064888,2505.8069345931644
201,7.11547,1.4822953,L1167,0.00062,Leak_201,L1167,75,2358.695559860418,146.5500842166742,2505.2456440770925
202,15.562042,2.8235757,L1169,0.00054,Leak_202,L1169,90,2363.9849598307983,168.80337040991793,2532.7883302407163
203,15.601779,2.4638333,L1169,0.00047,Leak_203,L1169,90,2368.62291406245,167.82175312719346,2536.4446671896435
204,15.766052,167.0268,L1169,0.03153,Leak_204,L1169,90,992.6558384796758,197.5592262437759,1190.2150647234516
205,14.603504,0.47105068,L1170,9.6e-05,Leak_205,L1170,110,2393.557462649328,192.56507008545213,2586.12253273478
206,11.333006,1.0281304,L1171,0.00027,Leak_206,L1171,110,2381.924411813674,201.55590255846292,2583.480314372137
207,11.195222,0.94039863,L1172,0.00025,Leak_207,L1172,110,2383.258663039764,200.8867589736142,2584.1454220133783
208,10.962838,2.2469432,L1173,0.00061,Leak_208,L1173,110,2359.3560870866754,208.64230329691554,2567.998390383591
209,10.440684,3.4379084,L1174,0.00098,Leak_209,L1174,110,2335.03933628548,212.76434603536376,2547.803682320844
210,14.52597,8.834118,L1175,0.00181,Leak_210,L1175,75,2281.398740079493,153.0885281733492,2434.487268252842
211,14.504933,184.17558,L1175,0.03779,Leak_211,L1175,75,833.0586237457134,171.63358877366383,1004.6922125193772
212,14.0247135,7.4925637,L1175,0.00159,Leak_212,L1175,75,2295.4955298549908,152.29763308951314,2447.793162944504
213,13.994246,0.13635999,L1176,2.9e-05,Leak_213,L1176,75,2398.051990998689,127.86034786547509,2525.9123388641638
214,14.257488,0.13413443,L1176,2.8e-05,Leak_214,L1176,75,2398.1191373944816,127.64618823543654,2525.765325629918
215,14.290952,0.15845807,L1176,3.3e-05,Leak_215,L1176,75,2397.7834242157173,128.64891714013402,2526.4323413558513
216,15.075769,27.758713,L1178,0.00548,Leak_216,L1178,75,2058.6053466925728,159.8492137981016,2218.4545604906743
217,12.259385,0.49429846,L1179,0.00012,Leak_217,L1179,75,2391.9495323595147,136.52769446008423,2528.477226819599
218,13.138686,0.039731383,L118,9e-06,Leak_218,L118,20,2399.395276198399,86.93693419552596,2486.3322103939254
219,13.126284,0.044104327,L118,1e-05,Leak_219,L118,20,2399.3280940712198,87.39999999999999,2486.72809407122
220,12.485285,0.03356044,L1181,8e-06,Leak_220,L1181,75,2399.4624602067042,120.00067204220429,2519.4631322489086
221,12.228044,0.032868993,L1181,8e-06,Leak_221,L1181,75,2399.4624602067042,120.00067204220429,2519.4631322489086
222,13.444009,0.3387891,L1183,7.5e-05,Leak_222,L1183,75,2394.965288297544,133.65929840381187,2528.624586701356
223,12.084288,2.15197,L1184,0.00053,Leak_223,L1184,75,2364.6469682964107,145.5928866575651,2510.2398549539757
224,11.795275,13.990138,L1186,0.00353,Leak_224,L1186,75,2174.1303322822973,157.16510404746236,2331.2954363297595
225,12.620463,5.512616,L1187,0.0013,Leak_225,L1187,90,2314.2108348639954,175.01499777555532,2489.225832639551
226,12.969487,0.3921971,L1188,9e-05,Leak_226,L1188,90,2393.9596140828276,156.13506805367223,2550.0946821364996
227,14.5041485,6.481616,L1189,0.00133,Leak_227,L1189,90,2312.2677139877333,175.17630471494417,2487.4440187026776
228,14.541719,351.8421,L119,0.07201,Leak_228,L119,100,319.55966980591546,225.38736630901306,544.9470361149286
229,13.715091,0.29953754,L1190,6.5e-05,Leak_229,L1190,90,2395.6359724696695,153.83422944614568,2549.4702019158153
230,15.357894,1.0836533,L1192,0.00021,Leak_230,L1192,90,2385.9294080804098,162.1257301182682,2548.055138198678
231,15.112581,1.1171224,L1193,0.00022,Leak_231,L1193,90,2385.261441365851,162.45464124378552,2547.7160826096365
232,14.699011,0.43955934,L1194,8.9e-05,Leak_232,L1194,90,2394.0266458904625,156.05606930817916,2550.082715198642
233,14.665971,0.27102715,L1195,5.5e-05,Leak_233,L1195,200,2396.3068444596565,447.6449147964552,2843.951759256112
234,0.6426765,0.55496407,L1196,0.00257,Leak_234,L1196,200,2233.363482699535,527.3502073078361,2760.713690007371
