element,action,new_diameter_m,d_cost,so,1,2,3,4,5,6,7,8,9,leak_pipe_diameter_mm,d_benefit,mb,iter
L659,pipe,0.075,509.9755,8.98391661,0.908313625,0.668193026,0.3699565,0.714597849,0.734860112,0.28742515,138028.7729,16846.32813,0.730325146,,0.01608339,3.15E-05,1
Leak_2308,leak,,2440.354914,8.923170781,0.903745031,0.651990137,0.365698896,0.706469788,0.729908093,0.336033815,144450.0107,16846.27539,0.718740904,75,0.076829219,3.15E-05,1
L2025,pipe,0.05,115.6935,8.996511207,0.905382512,0.649172244,0.367219307,0.710066124,0.731140188,0.282141599,145746.4104,16847.60156,0.7247334,,0.003488793,3.02E-05,1
L1634,pipe,0.125,257.53,8.992338682,0.906242138,0.668193026,0.365711997,0.713488277,0.729581488,0.286720676,138012.0877,16848.93555,0.728449311,,0.007661318,2.97E-05,1
L113,pipe,0.05,272.7435,8.991955329,0.904172747,0.649172244,0.36553887,0.709115359,0.729150208,0.282141599,145745.5959,16847.84375,0.723339544,,0.008044671,2.95E-05,1
L174,pipe,0.05,496.4525,8.985610672,0.902816216,0.649172244,0.363205286,0.709747115,0.72681166,0.282493836,145743.822,16847.4707,0.724271609,,0.014389328,2.90E-05,1
L347,pipe,0.063,188.06208,8.994653666,0.907825106,0.668193026,0.367997492,0.713781117,0.732112561,0.286720676,138022.8153,16848.11719,0.728776623,,0.005346334,2.84E-05,1
L280,pipe,0.075,1652.268,8.953117718,0.909361948,0.649172244,0.370627815,0.717214677,0.736139328,0.282493836,145754.9152,16846.44141,0.734187416,,0.046882282,2.84E-05,2
L1840,pipe,0.075,124.0955,8.996638771,0.905395092,0.649172244,0.367269006,0.710061371,0.731163042,0.282141599,145747.63,16847.47852,0.724741911,,0.003361229,2.71E-05,2
L664,pipe,0.05,173.2785,8.99541928,0.904648686,0.649172244,0.366815348,0.71136123,0.730866314,0.282141599,145754.5671,16847.68359,0.727109675,,0.00458072,2.64E-05,2
Leak_2674,leak,,4009.511941,8.905127085,0.910812828,0.650581191,0.351988112,0.721994564,0.73967286,0.283550546,145556.7878,16818.76367,0.739672799,400,0.094872915,2.37E-05,2
L1200,pipe,0.125,383.81875,8.991074349,0.904845771,0.667488552,0.365214654,0.712068028,0.728974928,0.286720676,138134.2023,16847.6543,0.726922122,,0.008925651,2.33E-05,2
L2819,pipe,0.125,239.48875,8.994509831,0.905587984,0.64952448,0.366480213,0.711013982,0.730989492,0.282141599,145719.3801,16858.19336,0.725728837,,0.005490169,2.29E-05,2
Leak_494,leak,,2511.732431,8.944732076,0.909525487,0.668193026,0.370462763,0.718308816,0.735823731,0.286720676,138020.9289,16846.54297,0.735244833,110,0.055267924,2.20E-05,2
L609,pipe,0.075,648.32225,8.985740801,0.903906473,0.64846777,0.363248796,0.712741499,0.72661772,0.282493836,146423.3145,16848.91797,0.728023013,,0.014259199,2.20E-05,2
L2292,pipe,0.1,131.409,8.997118108,0.906793556,0.668193026,0.367451838,0.713721397,0.731770335,0.286720676,138027.0207,16847.19531,0.728925351,,0.002881892,2.19E-05,2
L407,pipe,0.05,1040.1945,8.977313575,0.907194015,0.668193026,0.366020488,0.717539726,0.730603709,0.286720676,138040.3142,16848.63672,0.733955967,,0.022686425,2.18E-05,2
Leak_2604,leak,,3695.137645,8.920536281,0.910282376,0.650581191,0.351326141,0.721283013,0.738867957,0.283550546,145590.7492,16818.86133,0.738638176,350,0.079463719,2.15E-05,2
Leak_2872,leak,,3699.73971,8.920980475,0.910278183,0.650581191,0.35132537,0.721244318,0.738853176,0.283550546,145592.5913,16818.86133,0.738586524,350,0.079019525,2.14E-05,2
Leak_2670,leak,,4024.625041,8.916591779,0.910907177,0.650581191,0.352427385,0.72031659,0.740265058,0.283550546,145535.0801,16818.56445,0.737283441,400,0.083408221,2.07E-05,2
L277,pipe,0.1,23.36225,8.992690952,0.908246532,0.650581191,0.348480859,0.715709601,0.736931547,0.284255019,145489.6376,16818.94922,0.731377619,,0.007309048,0.000312857,3
L286,pipe,0.1,56.34425,8.993719278,0.907927842,0.650581191,0.348811305,0.714016698,0.737145981,0.284255019,145509.0673,16818.86523,0.729067035,,0.006280722,0.000111471,3
L609,pipe,0.1,176.68075,8.981416803,0.909705798,0.651285664,0.349789871,0.720104495,0.738890916,0.284255019,145458.1114,16818.39258,0.737366404,,0.018583197,0.00010518,3
Leak_2297,leak,,2101.095578,8.802514065,0.912519499,0.656216978,0.351891647,0.720045167,0.744194909,0.368791828,142749.2978,16805.58203,0.735959709,250,0.197485935,9.40E-05,3
L280,pipe,0.1,450.276,8.969307723,0.912045657,0.651285664,0.353756376,0.716482605,0.743217556,0.284607256,145470.3434,16806.48242,0.732086218,,0.030692277,6.82E-05,3
Leak_315,leak,,4638.627016,8.843552562,0.909766601,0.656216978,0.349875644,0.718314911,0.739741421,0.368791828,142849.4306,16795.13086,0.733544423,450,0.156447438,3.37E-05,3
Leak_1385,leak,,2476.194757,8.933603479,0.912131619,0.651285664,0.351729743,0.723393397,0.741940803,0.284255019,145403.1569,16807.32813,0.741409791,160,0.066396521,2.68E-05,3
L2798,pipe,0.125,1250.50625,8.966683888,0.911309733,0.651285664,0.351548342,0.721048663,0.741032221,0.284255019,145456.5962,16807.35352,0.738316303,,0.033316112,2.66E-05,3
Leak_1386,leak,,2514.639614,8.933873943,0.912123233,0.651285664,0.351821997,0.723366724,0.741931264,0.284255019,145394.5652,16807.33008,0.741382249,160,0.066126057,2.63E-05,3
Leak_398,leak,,2550.318281,8.934093884,0.912116943,0.651285664,0.351813872,0.723370191,0.741922562,0.284255019,145414.3199,16807.33398,0.741384254,160,0.065906116,2.58E-05,3
L789,pipe,0.05,940.7295,8.981777447,0.902573005,0.668193026,0.361788287,0.711503261,0.725247247,0.286720676,138058.311,16848.30078,0.725974875,,0.018222553,1.94E-05,3
L1528,pipe,0.125,139.3775,8.997345423,0.90670969,0.667136316,0.367525138,0.712077646,0.7312717,0.286720676,138303.2567,16848.54102,0.726989309,,0.002654577,1.90E-05,3
L2819,pipe,0.15,60.76075,8.973898794,0.912448213,0.651285664,0.35057898,0.722679497,0.74438911,0.285311729,145183.56,16793.61328,0.740006839,,0.026101206,0.000429573,4
L2798,pipe,0.15,317.26625,8.904968987,0.907506416,0.653399084,0.345290777,0.7141131,0.736925624,0.332863684,143998.6761,16784.38867,0.72807365,,0.095031013,0.000299531,4
L2294,pipe,0.125,359.05625,8.97290037,0.912471276,0.651285664,0.350681188,0.722702368,0.744504112,0.285311729,145181.0339,16793.31836,0.740056416,,0.02709963,7.55E-05,4
Leak_1223,leak,,2594.306496,8.836936827,0.907164662,0.656216978,0.345521019,0.710899519,0.737664587,0.369144065,142588.9989,16782.11328,0.723387586,250,0.163063173,6.29E-05,4
Leak_397,leak,,2576.109116,8.84468206,0.911647294,0.656569215,0.350931753,0.716834326,0.744799057,0.369144065,142543.4021,16792.87305,0.731472376,160,0.15531794,6.03E-05,4
Leak_2850,leak,,3080.902797,8.843540689,0.909613546,0.656216978,0.347637766,0.717474358,0.740988401,0.369144065,142573.0866,16793.93555,0.731978865,250,0.156459311,5.08E-05,4
Leak_2605,leak,,3677.12101,8.839703436,0.90848555,0.656216978,0.346703132,0.714630281,0.73931643,0.369496302,142571.5517,16782.16602,0.728582868,350,0.160296564,4.36E-05,4
Leak_606,leak,,3604.016725,8.843582054,0.910483655,0.656216978,0.348172546,0.718667471,0.742096374,0.370200775,142581.6956,16792.19727,0.733726349,350,0.156417946,4.34E-05,4
L2294,pipe,0.15,91.09625,8.704117755,0.914546957,0.659739345,0.353091589,0.723451886,0.750751281,0.399436421,140974.9844,16799.53125,0.739734382,,0.295882245,0.003248018,5
L2819,pipe,0.2,151.9865,8.683335677,0.915857361,0.659387108,0.35360137,0.72416914,0.751635856,0.399436421,140984.8355,16799.36719,0.740003356,,0.316664323,0.002083503,5
L2798,pipe,0.2,793.6075,8.648185669,0.917037773,0.659739345,0.355345657,0.725497294,0.753648061,0.399436421,140966.9127,16799.25586,0.742126165,,0.351814331,0.00044331,5
L2799,pipe,0.125,1800.23375,8.675354998,0.915710596,0.659739345,0.354001688,0.724672846,0.752155668,0.399436421,140921.1709,16799.36328,0.741152395,,0.324645002,0.000180335,5
Leak_2166,leak,,2245.713859,8.730398152,0.913114947,0.659739345,0.349909078,0.723897773,0.747372482,0.399436421,140952.0416,16790.76563,0.740081684,110,0.269601848,0.000120052,5
Leak_1327,leak,,3062.680238,8.648063598,0.915746239,0.659739345,0.353598815,0.72775105,0.751778219,0.399788658,140965.1536,16800.91406,0.745684322,250,0.351936402,0.000114911,5
Leak_2837,leak,,3076.50035,8.668454128,0.915247237,0.659387108,0.352914788,0.72659255,0.750950515,0.399788658,140967.4781,16800.91406,0.744011236,250,0.331545872,0.000107767,5
L1634,pipe,0.15,65.338,8.993771227,0.911957597,0.650581191,0.349316341,0.719474976,0.74497874,0.284255019,145145.9947,16791.70703,0.734973639,,0.006228773,9.53E-05,5
Leak_396,leak,,2574.220099,8.765657886,0.911708096,0.659739345,0.349104213,0.722018776,0.746028846,0.399436421,140863.9047,16790.84766,0.73797585,160,0.234342114,9.10E-05,5
L1635,pipe,0.125,2059.5325,8.844068282,0.908852463,0.656216978,0.347008394,0.714289911,0.741938182,0.369496302,142548.5162,16780.47266,0.72776957,,0.155931718,7.57E-05,5
L1635,pipe,0.15,522.5245,8.927562968,0.917155185,0.650581191,0.352407666,0.73136047,0.751595129,0.284607256,145108.6471,16791.52148,0.750598142,,0.072437032,0.000138629,6
L2856,pipe,0.125,5926.7275,8.65235891,0.916779886,0.659387108,0.354373021,0.726044447,0.752576255,0.399436421,140924.7869,16800.48633,0.742575712,,0.34764109,5.87E-05,6
L1634,pipe,0.2,163.436,8.991445069,0.91590139,0.659387108,0.352869129,0.725900795,0.751950511,0.399788658,140874.0174,16778.75586,0.74257165,,0.008554931,5.23E-05,6
L2848,pipe,0.25,103.558,8.99575318,0.91416327,0.650581191,0.350693714,0.724320789,0.748856489,0.284607256,145050.8114,16790.2793,0.741565709,,0.00424682,4.10E-05,6
Leak_2544,leak,,2979.304719,8.916515676,0.911225868,0.653399084,0.349395774,0.72046891,0.742447982,0.332863684,143967.7954,16784.96289,0.737279885,250,0.083484324,2.80E-05,6
L2799,pipe,0.15,456.73775,8.989623378,0.913460893,0.650581191,0.348534863,0.724195366,0.745999702,0.284607256,145057.4754,16793.18359,0.741059926,,0.010376622,2.27E-05,6
Leak_511,leak,,2552.568326,8.951898492,0.909301146,0.650228954,0.3514118,0.719062472,0.738342433,0.283550546,145605.9923,16818.8125,0.736005858,110,0.048101508,1.88E-05,6
L390,pipe,0.063,322.056312,8.99393956,0.905225264,0.668193026,0.36628066,0.709837701,0.730240045,0.286720676,138029.0106,16847.18945,0.723403873,,0.00606044,1.88E-05,6
Leak_1988,leak,,1791.996415,8.966568641,0.90881053,0.668193026,0.367665534,0.716894605,0.734793753,0.286720676,138031.8142,16847.34375,0.733236771,110,0.033431359,1.87E-05,6
L2847,pipe,0.2,523.534,8.990289226,0.913372834,0.659739345,0.34932262,0.725239178,0.74767854,0.399788658,140868.9907,16779.74609,0.741782662,,0.009710774,1.85E-05,6
Leak_796,leak,,2438.541283,8.95545558,0.914970479,0.650933427,0.349843508,0.729674613,0.748437002,0.284255019,145038.8911,16791.85547,0.748574515,110,0.04454442,1.83E-05,6
L2829,pipe,0.125,168.385,8.997062977,0.905743136,0.649172244,0.367431351,0.711911123,0.73157367,0.282141599,145741.5931,16847.20313,0.727222084,,0.002937023,1.74E-05,6
L2012,pipe,0.063,370.24722,8.993878947,0.905776682,0.668193026,0.36625542,0.713996176,0.73051544,0.286720676,138087.3591,16847.32227,0.729505227,,0.006121053,1.65E-05,6
L1634,pipe,0.25,207.116,8.995423559,0.917744343,0.660091582,0.352142686,0.731424272,0.755282764,0.399788658,140840.6038,16778.4668,0.750128749,,0.004576441,2.21E-05,7
L2852,pipe,0.075,1027.4055,8.983538457,0.902914759,0.649172244,0.362437225,0.709627004,0.72537205,0.281789362,145841.1541,16848.88477,0.723924551,,0.016461543,1.60E-05,7
Leak_786,leak,,2497.391755,8.960114811,0.90959258,0.640718563,0.368680585,0.716832984,0.732139083,0.247622402,147859.7855,16850.63672,0.734857027,110,0.039885189,1.60E-05,7
L165,pipe,0.063,876.055856,8.986101228,0.90344521,0.668193026,0.363406649,0.710317026,0.727026462,0.286720676,138014.6442,16847.82031,0.724132002,,0.013898772,1.59E-05,7
L2891,pipe,0.1,728.19,8.988581971,0.905424445,0.668193026,0.364312549,0.713510924,0.728078559,0.286720676,138017.7389,16848.73828,0.728294841,,0.011418029,1.57E-05,7
Leak_1683,leak,,1008.053176,8.984831803,0.906783073,0.668193026,0.362954518,0.713848162,0.732548506,0.286720676,138012.8923,16847.17188,0.729324837,90,0.015168197,1.50E-05,7
L1625,pipe,0.075,496.8205,8.9925962,0.904248226,0.649172244,0.365775033,0.708334694,0.729611366,0.282141599,145733.8079,16847.69531,0.722276615,,0.0074038,1.49E-05,7
L2848,pipe,0.3,125.398,8.998178968,0.917681444,0.660091582,0.35190693,0.731351971,0.754970626,0.399788658,140839.5667,16779.00977,0.75002295,,0.001821032,1.45E-05,7
L1654,pipe,0.125,1023.045,8.985254841,0.908301045,0.668193026,0.370105915,0.714410525,0.734803397,0.286720676,138027.006,16846.36133,0.730166708,,0.014745159,1.44E-05,7
L1051,pipe,0.125,289.72125,8.995924055,0.907628021,0.668193026,0.369499483,0.712356003,0.733897541,0.286720676,138030.4157,16846.35742,0.727315103,,0.004075945,1.41E-05,7
L1784,pipe,0.063,1363.254182,8.981733246,0.908594576,0.668193026,0.370052275,0.715095067,0.734898795,0.286720676,138030.3849,16846.49609,0.730965905,,0.018266754,1.34E-05,7
L895,pipe,0.075,953.7375,8.987349137,0.903497627,0.649172244,0.363845702,0.711814162,0.727633389,0.282141599,145760.5513,16847.48047,0.727118389,,0.012650863,1.33E-05,7
L175,pipe,0.05,978.247,8.987033859,0.904281773,0.668193026,0.36391184,0.712503737,0.727955958,0.287072913,138025.9139,16847.46484,0.727280241,,0.012966141,1.33E-05,7
L171,pipe,0.05,142.2175,8.998117246,0.906508412,0.648820007,0.367809557,0.711642607,0.731619429,0.282141599,145749.0419,16848.10156,0.726950416,,0.001882754,1.32E-05,7
L2821,pipe,0.125,1902.82125,8.97492447,0.912565625,0.650933427,0.349835153,0.721193321,0.745925848,0.284255019,145090.3717,16791.69727,0.737380703,,0.02507553,1.32E-05,7
Leak_3524,leak,,2532.366717,8.966718881,0.909242439,0.668193026,0.369653414,0.716805752,0.734330184,0.286720676,138030.8128,16836.80469,0.732936473,150,0.033281119,1.31E-05,7
L1027,pipe,0.05,1099.5245,8.985613174,0.902661064,0.649172244,0.363201765,0.709599045,0.726684079,0.282141599,145761.4333,16847.82813,0.723933184,,0.014386826,1.31E-05,7
L2315,pipe,0.125,63.5375,8.903847288,0.913496536,0.650933427,0.342424263,0.722158514,0.748889039,0.285311729,144956.36,16757.72266,0.738179179,,0.096152712,0.001513322,8
Leak_2673,leak,,4034.809878,8.650552813,0.914398095,0.660796055,0.343620732,0.724019617,0.751950511,0.400140895,140771.4953,16754.91406,0.740013498,400,0.349447187,8.66E-05,8
Leak_547,leak,,3455.675454,8.709722097,0.911118939,0.660443818,0.337752384,0.724061835,0.745684052,0.400140895,140767.6088,16757.70508,0.740561883,350,0.290277903,8.40E-05,8
L2455,pipe,0.4,5018.622,8.698247392,0.912867542,0.660443818,0.342167968,0.721535425,0.749794738,0.400140895,140765.0747,16755.18555,0.736663294,,0.301752608,6.01E-05,8
L2508,pipe,0.1,2836.593,8.870387131,0.914316325,0.650933427,0.342649662,0.7245817,0.74970584,0.285311729,144959.5179,16768.37305,0.741689246,,0.129612869,4.57E-05,8
Leak_1671,leak,,2492.163412,8.901246473,0.913536373,0.650933427,0.342422608,0.72222869,0.749108977,0.285311729,144958.8433,16746.31055,0.738284672,110,0.098753527,3.96E-05,8
L2848,pipe,0.35,147.238,8.951336146,0.91493274,0.660796055,0.340805744,0.727515134,0.751193831,0.400140895,140755.5214,16768.32422,0.744250589,,0.048663854,0.000330512,9
Leak_1670,leak,,2503.266362,8.903149613,0.91349444,0.650933427,0.342258066,0.722158626,0.748898317,0.285311729,144953.6727,16746.68945,0.73818141,110,0.096850387,3.87E-05,9
L1373,pipe,0.45,2502.165,8.903304756,0.913486053,0.650933427,0.342531814,0.722153202,0.748896115,0.285311729,144955.8081,16746.68945,0.738176032,,0.096695244,3.86E-05,9
Leak_1672,leak,,2494.124628,8.904043149,0.913546856,0.650933427,0.342019439,0.722146939,0.748937681,0.285311729,144981.2433,16768.74414,0.738129201,110,0.095956851,3.85E-05,9
L2320,pipe,0.1,8205.39,8.711514299,0.912116943,0.660443818,0.339910386,0.721505397,0.748581461,0.400140895,140772.2771,16755.51563,0.736622676,,0.288485701,3.52E-05,9
L2315,pipe,0.15,76.2875,8.967279643,0.91379426,0.651285664,0.337311056,0.729147981,0.749039211,0.284959493,144934.3359,16768.46094,0.747950408,,0.032720357,0.000428908,10
L2455,pipe,0.45,1215.2665,8.780187644,0.912538369,0.660796055,0.336732653,0.723979692,0.748255432,0.400140895,140765.1888,16756.41992,0.739726899,,0.219812356,0.000180876,10
Leak_1033,leak,,3517.171024,8.777237719,0.912905282,0.660796055,0.336767888,0.726031977,0.748812931,0.400140895,140751.5026,16745.59766,0.742442745,350,0.222762281,6.33E-05,10
Leak_1895,leak,,3581.204089,8.776831765,0.911429242,0.660796055,0.334557039,0.722098962,0.746653594,0.400140895,140780.7552,16756.55859,0.736957594,350,0.223168235,6.23E-05,10
Leak_607,leak,,3612.272902,8.781132082,0.912072913,0.660443818,0.335701438,0.723640608,0.747346484,0.400140895,140764.5171,16756.56445,0.739163098,350,0.218867918,6.06E-05,10
L1461,pipe,0.4,3961.614,8.764110665,0.913439927,0.660796055,0.337099123,0.728231661,0.749624019,0.400140895,140747.2416,16756.15039,0.745488351,,0.235889335,5.95E-05,10
Leak_2672,leak,,4040.123385,8.715609134,0.914683239,0.660443818,0.33614863,0.728883268,0.750549007,0.400140895,140775.9815,16745.4082,0.746059126,400,0.284390866,7.04E-05,11
L1545,pipe,0.125,385.23375,8.973661163,0.91421359,0.650228954,0.336528441,0.724725408,0.749624281,0.284607256,145673.4789,16757.46289,0.741612629,,0.026338837,6.84E-05,11
Leak_1827,leak,,3362.257304,8.808688784,0.912299351,0.654455794,0.334986872,0.724088899,0.748131258,0.400140895,142800.9945,16756.06641,0.739987504,350,0.191311216,5.69E-05,11
Leak_1255,leak,,4064.505019,8.780647387,0.912997534,0.660443818,0.33546688,0.722360432,0.749123182,0.400140895,140784.5615,16755.70508,0.737149465,400,0.219352613,5.40E-05,11
L2856,pipe,0.15,1503.6715,8.928276553,0.916528288,0.651637901,0.339918213,0.724926488,0.753770191,0.285311729,144908.6216,16763.99219,0.741503978,,0.071723447,4.77E-05,11
L1461,pipe,0.45,959.3105,8.958000996,0.914662272,0.650933427,0.337118024,0.725477499,0.750386098,0.284959493,144986.4749,16757.38867,0.742842624,,0.041999004,4.38E-05,11
L1634,pipe,0.3,250.796,8.931464419,0.917815629,0.651637901,0.33808157,0.732632035,0.754560312,0.285311729,144900.7758,16742.46289,0.751785791,,0.068535581,0.000273272,12
L1654,pipe,0.15,259.557,8.972407565,0.916454905,0.650933427,0.33587809,0.731163026,0.75192598,0.284959493,144951.6629,16756.28516,0.749740079,,0.027592435,0.000106306,12
L2847,pipe,0.25,663.454,8.968543256,0.916201211,0.651637901,0.336841873,0.729384624,0.752455174,0.285663966,144914.8939,16731.54297,0.747535681,,0.031456744,4.74E-05,12
Leak_2489,leak,,2511.950198,8.8979211,0.918595582,0.650933427,0.33894526,0.734706296,0.756210426,0.284959493,144940.2931,16742.61328,0.754995353,200,0.1020789,4.06E-05,12
Leak_913,leak,,2684.616263,8.892807381,0.918683641,0.650933427,0.338945714,0.735139824,0.756319818,0.284959493,144979.305,16744.5293,0.755597441,200,0.107192619,3.99E-05,12
Leak_2488,leak,,2445.575323,8.909719699,0.918343984,0.650933427,0.337966264,0.734479886,0.754857355,0.284959493,144944.117,16744.32227,0.754379944,200,0.090280301,3.69E-05,12
Leak_954,leak,,2879.307173,8.907768591,0.918281085,0.650933427,0.337839271,0.734836416,0.754804676,0.284959493,144957.4172,16755.52539,0.754962861,250,0.092231409,3.20E-05,12
L1542,pipe,0.2,4438.86,8.878558758,0.91911555,0.650933427,0.339804923,0.73576789,0.757092433,0.284959493,144985.4734,16742.58789,0.756514675,,0.121441242,2.74E-05,12
Leak_1924,leak,,2693.421927,8.927058646,0.91809029,0.651637901,0.338880961,0.732324712,0.755551502,0.285311729,144940.5013,16742.30859,0.751442622,160,0.072941354,2.71E-05,12
L2848,pipe,0.4,169.078,8.994790083,0.916406682,0.651285664,0.335701668,0.728229368,0.752623744,0.284959493,144963.1185,16744.22656,0.745893034,,0.005209917,3.08E-05,13
L1949,pipe,0.1,4769.784,8.87756074,0.916373136,0.651285664,0.338134542,0.731640841,0.752503134,0.284959493,144980.5118,16756.72461,0.750645452,,0.12243926,2.57E-05,13
Leak_1973,leak,,2537.506075,8.942385129,0.917861755,0.651285664,0.338270081,0.730741296,0.754839166,0.285311729,144929.0597,16753.14844,0.749236069,110,0.057614871,2.27E-05,13
Leak_1387,leak,,3748.307884,8.916485365,0.91520111,0.650933427,0.336823873,0.729430309,0.750597544,0.284959493,144964.0021,16746.56836,0.747932241,350,0.083514635,2.23E-05,13
Leak_2490,leak,,2454.535989,8.950094979,0.918417367,0.651990137,0.339092674,0.725966106,0.756934136,0.285311729,144879.7979,16740.75586,0.742417288,200,0.049905021,2.03E-05,13
L2455,pipe,0.5,1354.2865,8.972647605,0.916033479,0.650933427,0.334825972,0.732526966,0.750843743,0.284959493,144987.3769,16756.06641,0.751517873,,0.027352395,2.02E-05,13
L1528,pipe,0.15,35.3615,8.991566087,0.914813231,0.651990137,0.33342247,0.725959005,0.750000943,0.285311729,144921.445,16756.48828,0.743134007,,0.008433913,0.000238506,14
Leak_647,leak,,2461.405344,8.915699376,0.919356665,0.651990137,0.339735146,0.729457261,0.758701609,0.285311729,144929.7257,16752.42383,0.747429991,110,0.084300624,3.42E-05,14
L2927,pipe,0.125,719.17375,8.979788362,0.916840688,0.651285664,0.335841948,0.728158185,0.753867632,0.284959493,144956.946,16766.20898,0.745682127,,0.020211638,2.81E-05,14
